"Step","VOWELS_FILTER_b40_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b40_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b40_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b20_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b20_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b20_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_negative_s__MAX"
"112","9.858031272888184","9.858031272888184","9.858031272888184","5.934722423553467","5.934722423553467","5.934722423553467","4.758803367614746","4.758803367614746","4.758803367614746","1.1629996299743652","1.1629996299743652","1.1629996299743652","1.3476252555847168","1.3476252555847168","1.3476252555847168","2.0365195274353027","2.0365195274353027","2.0365195274353027","4.20557975769043","4.20557975769043","4.20557975769043"
"114","9.722799301147461","9.722799301147461","9.722799301147461","5.826967239379883","5.826967239379883","5.826967239379883","4.687901973724365","4.687901973724365","4.687901973724365","1.1940665245056152","1.1940665245056152","1.1940665245056152","1.412443995475769","1.412443995475769","1.412443995475769","2.2281322479248047","2.2281322479248047","2.2281322479248047","4.132946014404297","4.132946014404297","4.132946014404297"
"116","9.470972061157227","9.470972061157227","9.470972061157227","5.805482387542725","5.805482387542725","5.805482387542725","4.703197479248047","4.703197479248047","4.703197479248047","1.1421318054199219","1.1421318054199219","1.1421318054199219","1.3708311319351196","1.3708311319351196","1.3708311319351196","2.083615779876709","2.083615779876709","2.083615779876709","4.19679069519043","4.19679069519043","4.19679069519043"
"118","8.911517143249512","8.911517143249512","8.911517143249512","5.505147933959961","5.505147933959961","5.505147933959961","4.555834770202637","4.555834770202637","4.555834770202637","1.1323885917663574","1.1323885917663574","1.1323885917663574","1.1867974996566772","1.1867974996566772","1.1867974996566772","1.8129714727401733","1.8129714727401733","1.8129714727401733","4.088840484619141","4.088840484619141","4.088840484619141"
"120","8.526585578918457","8.526585578918457","8.526585578918457","5.03615140914917","5.03615140914917","5.03615140914917","4.228814125061035","4.228814125061035","4.228814125061035","1.1367677450180054","1.1367677450180054","1.1367677450180054","1.170541524887085","1.170541524887085","1.170541524887085","1.5830656290054321","1.5830656290054321","1.5830656290054321","3.8299455642700195","3.8299455642700195","3.8299455642700195"
"122","9.084939956665039","9.084939956665039","9.084939956665039","5.636940002441406","5.636940002441406","5.636940002441406","4.758699417114258","4.758699417114258","4.758699417114258","1.1789805889129639","1.1789805889129639","1.1789805889129639","1.477369785308838","1.477369785308838","1.477369785308838","2.227403163909912","2.227403163909912","2.227403163909912","4.1668548583984375","4.1668548583984375","4.1668548583984375"
"124","8.024571418762207","8.024571418762207","8.024571418762207","5.006589889526367","5.006589889526367","5.006589889526367","4.1513872146606445","4.1513872146606445","4.1513872146606445","1.1336002349853516","1.1336002349853516","1.1336002349853516","1.196890115737915","1.196890115737915","1.196890115737915","1.6825153827667236","1.6825153827667236","1.6825153827667236","3.7183847427368164","3.7183847427368164","3.7183847427368164"
"126","8.876480102539062","8.876480102539062","8.876480102539062","5.512707233428955","5.512707233428955","5.512707233428955","4.513089179992676","4.513089179992676","4.513089179992676","1.1706024408340454","1.1706024408340454","1.1706024408340454","1.5143499374389648","1.5143499374389648","1.5143499374389648","1.8324329853057861","1.8324329853057861","1.8324329853057861","4.261910438537598","4.261910438537598","4.261910438537598"
"128","7.826073169708252","7.826073169708252","7.826073169708252","4.927556991577148","4.927556991577148","4.927556991577148","4.132619857788086","4.132619857788086","4.132619857788086","1.12808358669281","1.12808358669281","1.12808358669281","1.1771321296691895","1.1771321296691895","1.1771321296691895","1.6329238414764404","1.6329238414764404","1.6329238414764404","3.691120147705078","3.691120147705078","3.691120147705078"
"130","7.642999649047852","7.642999649047852","7.642999649047852","4.8337321281433105","4.8337321281433105","4.8337321281433105","4.090383529663086","4.090383529663086","4.090383529663086","1.1163380146026611","1.1163380146026611","1.1163380146026611","1.2076611518859863","1.2076611518859863","1.2076611518859863","1.629009485244751","1.629009485244751","1.629009485244751","3.6769204139709473","3.6769204139709473","3.6769204139709473"
"132","7.944822788238525","7.944822788238525","7.944822788238525","5.19321870803833","5.19321870803833","5.19321870803833","4.459779739379883","4.459779739379883","4.459779739379883","1.2606141567230225","1.2606141567230225","1.2606141567230225","1.4457200765609741","1.4457200765609741","1.4457200765609741","1.8521997928619385","1.8521997928619385","1.8521997928619385","4.046497344970703","4.046497344970703","4.046497344970703"
"134","7.255917072296143","7.255917072296143","7.255917072296143","4.756376266479492","4.756376266479492","4.756376266479492","4.138082504272461","4.138082504272461","4.138082504272461","1.109968900680542","1.109968900680542","1.109968900680542","1.1586129665374756","1.1586129665374756","1.1586129665374756","1.585426926612854","1.585426926612854","1.585426926612854","3.6010074615478516","3.6010074615478516","3.6010074615478516"
"136","7.182420253753662","7.182420253753662","7.182420253753662","4.730790138244629","4.730790138244629","4.730790138244629","4.083078861236572","4.083078861236572","4.083078861236572","1.1121456623077393","1.1121456623077393","1.1121456623077393","1.1830819845199585","1.1830819845199585","1.1830819845199585","1.6073474884033203","1.6073474884033203","1.6073474884033203","3.622427463531494","3.622427463531494","3.622427463531494"
"138","7.145503997802734","7.145503997802734","7.145503997802734","4.820910930633545","4.820910930633545","4.820910930633545","4.170583724975586","4.170583724975586","4.170583724975586","1.115588903427124","1.115588903427124","1.115588903427124","1.1785509586334229","1.1785509586334229","1.1785509586334229","1.5985223054885864","1.5985223054885864","1.5985223054885864","3.7104034423828125","3.7104034423828125","3.7104034423828125"
"140","7.029392242431641","7.029392242431641","7.029392242431641","4.911942481994629","4.911942481994629","4.911942481994629","4.261170387268066","4.261170387268066","4.261170387268066","1.1265616416931152","1.1265616416931152","1.1265616416931152","1.1544313430786133","1.1544313430786133","1.1544313430786133","1.5893785953521729","1.5893785953521729","1.5893785953521729","3.8343372344970703","3.8343372344970703","3.8343372344970703"
"142","6.98376989364624","6.98376989364624","6.98376989364624","4.684250831604004","4.684250831604004","4.684250831604004","4.061347007751465","4.061347007751465","4.061347007751465","1.1406736373901367","1.1406736373901367","1.1406736373901367","1.2086505889892578","1.2086505889892578","1.2086505889892578","1.613764762878418","1.613764762878418","1.613764762878418","3.6735315322875977","3.6735315322875977","3.6735315322875977"
"144","6.639056205749512","6.639056205749512","6.639056205749512","4.699399948120117","4.699399948120117","4.699399948120117","3.957211494445801","3.957211494445801","3.957211494445801","1.1186922788619995","1.1186922788619995","1.1186922788619995","1.196496844291687","1.196496844291687","1.196496844291687","1.4625537395477295","1.4625537395477295","1.4625537395477295","3.665102005004883","3.665102005004883","3.665102005004883"
"146","6.758391380310059","6.758391380310059","6.758391380310059","4.644550323486328","4.644550323486328","4.644550323486328","4.141653060913086","4.141653060913086","4.141653060913086","1.127157211303711","1.127157211303711","1.127157211303711","1.1477710008621216","1.1477710008621216","1.1477710008621216","1.4454429149627686","1.4454429149627686","1.4454429149627686","3.699860095977783","3.699860095977783","3.699860095977783"
"148","6.996594429016113","6.996594429016113","6.996594429016113","4.9728007316589355","4.9728007316589355","4.9728007316589355","4.1523356437683105","4.1523356437683105","4.1523356437683105","1.1602174043655396","1.1602174043655396","1.1602174043655396","1.2354753017425537","1.2354753017425537","1.2354753017425537","1.6638691425323486","1.6638691425323486","1.6638691425323486","3.7944839000701904","3.7944839000701904","3.7944839000701904"
"150","6.435276985168457","6.435276985168457","6.435276985168457","4.785025119781494","4.785025119781494","4.785025119781494","4.322866916656494","4.322866916656494","4.322866916656494","1.1324045658111572","1.1324045658111572","1.1324045658111572","1.171129584312439","1.171129584312439","1.171129584312439","1.4413046836853027","1.4413046836853027","1.4413046836853027","3.8835158348083496","3.8835158348083496","3.8835158348083496"
"152","6.158242225646973","6.158242225646973","6.158242225646973","4.546316146850586","4.546316146850586","4.546316146850586","3.832456111907959","3.832456111907959","3.832456111907959","1.1439543962478638","1.1439543962478638","1.1439543962478638","1.1559650897979736","1.1559650897979736","1.1559650897979736","1.3997974395751953","1.3997974395751953","1.3997974395751953","3.5635170936584473","3.5635170936584473","3.5635170936584473"
"154","6.200416088104248","6.200416088104248","6.200416088104248","4.506426811218262","4.506426811218262","4.506426811218262","3.9980428218841553","3.9980428218841553","3.9980428218841553","1.1322362422943115","1.1322362422943115","1.1322362422943115","1.203624963760376","1.203624963760376","1.203624963760376","1.6322717666625977","1.6322717666625977","1.6322717666625977","4.638729095458984","4.638729095458984","4.638729095458984"
"156","5.81888484954834","5.81888484954834","5.81888484954834","4.382352828979492","4.382352828979492","4.382352828979492","3.9777116775512695","3.9777116775512695","3.9777116775512695","1.1344307661056519","1.1344307661056519","1.1344307661056519","1.2578717470169067","1.2578717470169067","1.2578717470169067","1.7109673023223877","1.7109673023223877","1.7109673023223877","3.5715761184692383","3.5715761184692383","3.5715761184692383"
"158","6.1201019287109375","6.1201019287109375","6.1201019287109375","4.697996139526367","4.697996139526367","4.697996139526367","4.25526762008667","4.25526762008667","4.25526762008667","1.1737983226776123","1.1737983226776123","1.1737983226776123","1.4303157329559326","1.4303157329559326","1.4303157329559326","1.908380150794983","1.908380150794983","1.908380150794983","3.827521562576294","3.827521562576294","3.827521562576294"
"160","5.554227828979492","5.554227828979492","5.554227828979492","4.282033920288086","4.282033920288086","4.282033920288086","3.807966470718384","3.807966470718384","3.807966470718384","1.116043210029602","1.116043210029602","1.116043210029602","1.1463769674301147","1.1463769674301147","1.1463769674301147","1.434006929397583","1.434006929397583","1.434006929397583","3.4535107612609863","3.4535107612609863","3.4535107612609863"
"162","5.559654712677002","5.559654712677002","5.559654712677002","4.300051689147949","4.300051689147949","4.300051689147949","3.731069803237915","3.731069803237915","3.731069803237915","1.1270477771759033","1.1270477771759033","1.1270477771759033","1.146052360534668","1.146052360534668","1.146052360534668","1.3981982469558716","1.3981982469558716","1.3981982469558716","3.40545654296875","3.40545654296875","3.40545654296875"
"164","5.17132568359375","5.17132568359375","5.17132568359375","4.108011245727539","4.108011245727539","4.108011245727539","3.692462682723999","3.692462682723999","3.692462682723999","1.118990421295166","1.118990421295166","1.118990421295166","1.1651606559753418","1.1651606559753418","1.1651606559753418","1.5424458980560303","1.5424458980560303","1.5424458980560303","3.2796902656555176","3.2796902656555176","3.2796902656555176"
"166","5.292262554168701","5.292262554168701","5.292262554168701","4.123632907867432","4.123632907867432","4.123632907867432","3.6867122650146484","3.6867122650146484","3.6867122650146484","1.1149189472198486","1.1149189472198486","1.1149189472198486","1.150620460510254","1.150620460510254","1.150620460510254","1.4272003173828125","1.4272003173828125","1.4272003173828125","3.178340196609497","3.178340196609497","3.178340196609497"
"168","5.283120155334473","5.283120155334473","5.283120155334473","4.186437606811523","4.186437606811523","4.186437606811523","3.6441640853881836","3.6441640853881836","3.6441640853881836","1.124304175376892","1.124304175376892","1.124304175376892","1.1292370557785034","1.1292370557785034","1.1292370557785034","1.3399076461791992","1.3399076461791992","1.3399076461791992","3.268676519393921","3.268676519393921","3.268676519393921"
"170","4.877097129821777","4.877097129821777","4.877097129821777","3.9746897220611572","3.9746897220611572","3.9746897220611572","3.579226016998291","3.579226016998291","3.579226016998291","1.113189935684204","1.113189935684204","1.113189935684204","1.1225037574768066","1.1225037574768066","1.1225037574768066","1.3216547966003418","1.3216547966003418","1.3216547966003418","3.1071619987487793","3.1071619987487793","3.1071619987487793"
"172","4.986452102661133","4.986452102661133","4.986452102661133","4.048348426818848","4.048348426818848","4.048348426818848","3.6434388160705566","3.6434388160705566","3.6434388160705566","1.1176153421401978","1.1176153421401978","1.1176153421401978","1.1827861070632935","1.1827861070632935","1.1827861070632935","1.5081748962402344","1.5081748962402344","1.5081748962402344","3.1143877506256104","3.1143877506256104","3.1143877506256104"
"174","4.833719253540039","4.833719253540039","4.833719253540039","4.017375469207764","4.017375469207764","4.017375469207764","3.6457786560058594","3.6457786560058594","3.6457786560058594","1.112116813659668","1.112116813659668","1.112116813659668","1.1371235847473145","1.1371235847473145","1.1371235847473145","1.359405279159546","1.359405279159546","1.359405279159546","3.1245903968811035","3.1245903968811035","3.1245903968811035"
"176","5.346547603607178","5.346547603607178","5.346547603607178","4.257385730743408","4.257385730743408","4.257385730743408","3.7633042335510254","3.7633042335510254","3.7633042335510254","1.1352570056915283","1.1352570056915283","1.1352570056915283","1.2479016780853271","1.2479016780853271","1.2479016780853271","1.6362897157669067","1.6362897157669067","1.6362897157669067","3.208273410797119","3.208273410797119","3.208273410797119"
"178","4.798996448516846","4.798996448516846","4.798996448516846","4.0804595947265625","4.0804595947265625","4.0804595947265625","3.566166400909424","3.566166400909424","3.566166400909424","1.131603479385376","1.131603479385376","1.131603479385376","1.161279559135437","1.161279559135437","1.161279559135437","1.5366650819778442","1.5366650819778442","1.5366650819778442","3.2353971004486084","3.2353971004486084","3.2353971004486084"
"180","4.689947605133057","4.689947605133057","4.689947605133057","3.972734212875366","3.972734212875366","3.972734212875366","3.610445261001587","3.610445261001587","3.610445261001587","1.1193944215774536","1.1193944215774536","1.1193944215774536","1.1871410608291626","1.1871410608291626","1.1871410608291626","1.4855585098266602","1.4855585098266602","1.4855585098266602","3.0906920433044434","3.0906920433044434","3.0906920433044434"
"182","4.865138053894043","4.865138053894043","4.865138053894043","4.187800407409668","4.187800407409668","4.187800407409668","3.9078426361083984","3.9078426361083984","3.9078426361083984","1.1281129121780396","1.1281129121780396","1.1281129121780396","1.1569302082061768","1.1569302082061768","1.1569302082061768","1.3530848026275635","1.3530848026275635","1.3530848026275635","3.298330307006836","3.298330307006836","3.298330307006836"
"184","4.893966197967529","4.893966197967529","4.893966197967529","4.184513568878174","4.184513568878174","4.184513568878174","3.8290791511535645","3.8290791511535645","3.8290791511535645","1.1780500411987305","1.1780500411987305","1.1780500411987305","1.374948501586914","1.374948501586914","1.374948501586914","1.8162808418273926","1.8162808418273926","1.8162808418273926","3.2466976642608643","3.2466976642608643","3.2466976642608643"
"186","4.642158508300781","4.642158508300781","4.642158508300781","4.116820335388184","4.116820335388184","4.116820335388184","3.785903215408325","3.785903215408325","3.785903215408325","1.1293013095855713","1.1293013095855713","1.1293013095855713","1.2274086475372314","1.2274086475372314","1.2274086475372314","1.541238784790039","1.541238784790039","1.541238784790039","3.172332286834717","3.172332286834717","3.172332286834717"
"188","4.377501487731934","4.377501487731934","4.377501487731934","3.8541481494903564","3.8541481494903564","3.8541481494903564","3.5694427490234375","3.5694427490234375","3.5694427490234375","1.1112360954284668","1.1112360954284668","1.1112360954284668","1.151733636856079","1.151733636856079","1.151733636856079","1.4150350093841553","1.4150350093841553","1.4150350093841553","2.9158778190612793","2.9158778190612793","2.9158778190612793"
"190","4.755251884460449","4.755251884460449","4.755251884460449","4.194634437561035","4.194634437561035","4.194634437561035","3.7905097007751465","3.7905097007751465","3.7905097007751465","1.1395792961120605","1.1395792961120605","1.1395792961120605","1.2143406867980957","1.2143406867980957","1.2143406867980957","1.6098617315292358","1.6098617315292358","1.6098617315292358","3.036393642425537","3.036393642425537","3.036393642425537"
"192","4.543005466461182","4.543005466461182","4.543005466461182","4.052713394165039","4.052713394165039","4.052713394165039","3.727785110473633","3.727785110473633","3.727785110473633","1.1445789337158203","1.1445789337158203","1.1445789337158203","1.2248485088348389","1.2248485088348389","1.2248485088348389","1.773056983947754","1.773056983947754","1.773056983947754","3.136021375656128","3.136021375656128","3.136021375656128"
"194","4.213177680969238","4.213177680969238","4.213177680969238","3.7635622024536133","3.7635622024536133","3.7635622024536133","3.493260145187378","3.493260145187378","3.493260145187378","1.1087079048156738","1.1087079048156738","1.1087079048156738","1.1223305463790894","1.1223305463790894","1.1223305463790894","1.7632508277893066","1.7632508277893066","1.7632508277893066","2.839714527130127","2.839714527130127","2.839714527130127"
"196","4.547694206237793","4.547694206237793","4.547694206237793","4.057158946990967","4.057158946990967","4.057158946990967","3.7635574340820312","3.7635574340820312","3.7635574340820312","1.1732678413391113","1.1732678413391113","1.1732678413391113","1.2900309562683105","1.2900309562683105","1.2900309562683105","1.7707016468048096","1.7707016468048096","1.7707016468048096","3.0654149055480957","3.0654149055480957","3.0654149055480957"
"198","4.767103672027588","4.767103672027588","4.767103672027588","4.420886039733887","4.420886039733887","4.420886039733887","3.6054790019989014","3.6054790019989014","3.6054790019989014","1.1699061393737793","1.1699061393737793","1.1699061393737793","1.319068193435669","1.319068193435669","1.319068193435669","1.9975876808166504","1.9975876808166504","1.9975876808166504","3.48128080368042","3.48128080368042","3.48128080368042"
"200","4.192913055419922","4.192913055419922","4.192913055419922","3.7912344932556152","3.7912344932556152","3.7912344932556152","3.5319926738739014","3.5319926738739014","3.5319926738739014","1.1487877368927002","1.1487877368927002","1.1487877368927002","1.1907038688659668","1.1907038688659668","1.1907038688659668","1.499467134475708","1.499467134475708","1.499467134475708","2.720980167388916","2.720980167388916","2.720980167388916"
"202","3.94889497756958","3.94889497756958","3.94889497756958","3.653691291809082","3.653691291809082","3.653691291809082","3.428941249847412","3.428941249847412","3.428941249847412","1.1114861965179443","1.1114861965179443","1.1114861965179443","1.115473985671997","1.115473985671997","1.115473985671997","1.3152488470077515","1.3152488470077515","1.3152488470077515","2.5861616134643555","2.5861616134643555","2.5861616134643555"
"204","4.184858322143555","4.184858322143555","4.184858322143555","3.81683349609375","3.81683349609375","3.81683349609375","3.5416221618652344","3.5416221618652344","3.5416221618652344","1.1357693672180176","1.1357693672180176","1.1357693672180176","1.1627808809280396","1.1627808809280396","1.1627808809280396","1.4675827026367188","1.4675827026367188","1.4675827026367188","2.7414121627807617","2.7414121627807617","2.7414121627807617"
"206","4.065563201904297","4.065563201904297","4.065563201904297","3.7792396545410156","3.7792396545410156","3.7792396545410156","3.4118196964263916","3.4118196964263916","3.4118196964263916","1.1216562986373901","1.1216562986373901","1.1216562986373901","1.1361064910888672","1.1361064910888672","1.1361064910888672","1.402449131011963","1.402449131011963","1.402449131011963","2.73460054397583","2.73460054397583","2.73460054397583"
"208","4.399113655090332","4.399113655090332","4.399113655090332","4.036226749420166","4.036226749420166","4.036226749420166","3.8263797760009766","3.8263797760009766","3.8263797760009766","1.1380122900009155","1.1380122900009155","1.1380122900009155","1.1758065223693848","1.1758065223693848","1.1758065223693848","1.3183832168579102","1.3183832168579102","1.3183832168579102","3.092320680618286","3.092320680618286","3.092320680618286"
"210","3.9813899993896484","3.9813899993896484","3.9813899993896484","3.7124907970428467","3.7124907970428467","3.7124907970428467","3.4850172996520996","3.4850172996520996","3.4850172996520996","1.1277940273284912","1.1277940273284912","1.1277940273284912","1.1315312385559082","1.1315312385559082","1.1315312385559082","1.2459758520126343","1.2459758520126343","1.2459758520126343","2.5872955322265625","2.5872955322265625","2.5872955322265625"
"212","4.049612522125244","4.049612522125244","4.049612522125244","3.7808401584625244","3.7808401584625244","3.7808401584625244","3.5671565532684326","3.5671565532684326","3.5671565532684326","1.1871808767318726","1.1871808767318726","1.1871808767318726","1.4827275276184082","1.4827275276184082","1.4827275276184082","1.8561758995056152","1.8561758995056152","1.8561758995056152","2.7380788326263428","2.7380788326263428","2.7380788326263428"
"214","3.8499886989593506","3.8499886989593506","3.8499886989593506","3.656524181365967","3.656524181365967","3.656524181365967","3.416545867919922","3.416545867919922","3.416545867919922","1.1093050241470337","1.1093050241470337","1.1093050241470337","1.1346230506896973","1.1346230506896973","1.1346230506896973","1.3411290645599365","1.3411290645599365","1.3411290645599365","2.4563653469085693","2.4563653469085693","2.4563653469085693"
"216","4.139437675476074","4.139437675476074","4.139437675476074","3.9263815879821777","3.9263815879821777","3.9263815879821777","3.32133150100708","3.32133150100708","3.32133150100708","1.1420878171920776","1.1420878171920776","1.1420878171920776","1.1575884819030762","1.1575884819030762","1.1575884819030762","1.5853720903396606","1.5853720903396606","1.5853720903396606","2.726707935333252","2.726707935333252","2.726707935333252"
"218","3.7587804794311523","3.7587804794311523","3.7587804794311523","3.498530626296997","3.498530626296997","3.498530626296997","3.2498159408569336","3.2498159408569336","3.2498159408569336","1.1270637512207031","1.1270637512207031","1.1270637512207031","1.1767659187316895","1.1767659187316895","1.1767659187316895","1.4347970485687256","1.4347970485687256","1.4347970485687256","2.281402111053467","2.281402111053467","2.281402111053467"
"220","3.6429595947265625","3.6429595947265625","3.6429595947265625","3.4699020385742188","3.4699020385742188","3.4699020385742188","3.2333028316497803","3.2333028316497803","3.2333028316497803","1.1105270385742188","1.1105270385742188","1.1105270385742188","1.1151751279830933","1.1151751279830933","1.1151751279830933","1.2380955219268799","1.2380955219268799","1.2380955219268799","2.2132458686828613","2.2132458686828613","2.2132458686828613"
"222","3.874596357345581","3.874596357345581","3.874596357345581","3.7811498641967773","3.7811498641967773","3.7811498641967773","3.3925070762634277","3.3925070762634277","3.3925070762634277","1.1539453268051147","1.1539453268051147","1.1539453268051147","1.2254855632781982","1.2254855632781982","1.2254855632781982","1.6002233028411865","1.6002233028411865","1.6002233028411865","2.5125317573547363","2.5125317573547363","2.5125317573547363"
"224","3.5976696014404297","3.5976696014404297","3.5976696014404297","3.475101947784424","3.475101947784424","3.475101947784424","3.217068672180176","3.217068672180176","3.217068672180176","1.1176449060440063","1.1176449060440063","1.1176449060440063","1.1246724128723145","1.1246724128723145","1.1246724128723145","1.2532007694244385","1.2532007694244385","1.2532007694244385","2.18143367767334","2.18143367767334","2.18143367767334"
"226","3.920423984527588","3.920423984527588","3.920423984527588","3.7644472122192383","3.7644472122192383","3.7644472122192383","3.5430872440338135","3.5430872440338135","3.5430872440338135","1.1398868560791016","1.1398868560791016","1.1398868560791016","1.2087304592132568","1.2087304592132568","1.2087304592132568","1.3867731094360352","1.3867731094360352","1.3867731094360352","2.4817442893981934","2.4817442893981934","2.4817442893981934"
"228","3.823820114135742","3.823820114135742","3.823820114135742","3.609262466430664","3.609262466430664","3.609262466430664","3.328106641769409","3.328106641769409","3.328106641769409","1.1397390365600586","1.1397390365600586","1.1397390365600586","1.3505208492279053","1.3505208492279053","1.3505208492279053","1.4030237197875977","1.4030237197875977","1.4030237197875977","2.299086093902588","2.299086093902588","2.299086093902588"
"230","3.6457347869873047","3.6457347869873047","3.6457347869873047","3.5485963821411133","3.5485963821411133","3.5485963821411133","3.1686415672302246","3.1686415672302246","3.1686415672302246","1.1319068670272827","1.1319068670272827","1.1319068670272827","1.16519296169281","1.16519296169281","1.16519296169281","1.504991054534912","1.504991054534912","1.504991054534912","2.2787458896636963","2.2787458896636963","2.2787458896636963"