"Step","VOWELS_FILTER_b40_DUAL_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b40_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b40_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_b20_DUAL_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b20_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b20_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_negative_z","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_negative_z__MAX"
"0","9.67623519897461","9.67623519897461","9.67623519897461","9.67587661743164","9.67587661743164","9.67587661743164","9.675145149230957","9.675145149230957","9.675145149230957","8.413653373718262","8.413653373718262","8.413653373718262","9.166677474975586","9.166677474975586","9.166677474975586","9.57608413696289","9.57608413696289","9.57608413696289","9.673748016357422","9.673748016357422","9.673748016357422"
"2","10.954225540161133","10.954225540161133","10.954225540161133","10.950661659240723","10.950661659240723","10.950661659240723","10.943936347961426","10.943936347961426","10.943936347961426","5.987452507019043","5.987452507019043","5.987452507019043","9.525484085083008","9.525484085083008","9.525484085083008","10.463619232177734","10.463619232177734","10.463619232177734","10.929975509643555","10.929975509643555","10.929975509643555"
"4","12.392128944396973","12.392128944396973","12.392128944396973","12.37165355682373","12.37165355682373","12.37165355682373","12.33499526977539","12.33499526977539","12.33499526977539","2.346968650817871","2.346968650817871","2.346968650817871","9.289020538330078","9.289020538330078","9.289020538330078","11.382757186889648","11.382757186889648","11.382757186889648","12.259791374206543","12.259791374206543","12.259791374206543"
"6","13.306292533874512","13.306292533874512","13.306292533874512","13.244861602783203","13.244861602783203","13.244861602783203","13.10444164276123","13.10444164276123","13.10444164276123","3.547872543334961","3.547872543334961","3.547872543334961","2.1001176834106445","2.1001176834106445","2.1001176834106445","10.999923706054688","10.999923706054688","10.999923706054688","12.787612915039062","12.787612915039062","12.787612915039062"
"8","14.186491012573242","14.186491012573242","14.186491012573242","13.940329551696777","13.940329551696777","13.940329551696777","13.350738525390625","13.350738525390625","13.350738525390625","1.968218207359314","1.968218207359314","1.968218207359314","1.055111050605774","1.055111050605774","1.055111050605774","7.222463607788086","7.222463607788086","7.222463607788086","11.864377975463867","11.864377975463867","11.864377975463867"
"10","14.483333587646484","14.483333587646484","14.483333587646484","13.706940650939941","13.706940650939941","13.706940650939941","11.817514419555664","11.817514419555664","11.817514419555664","1.503838300704956","1.503838300704956","1.503838300704956","0.8761720657348633","0.8761720657348633","0.8761720657348633","2.184901475906372","2.184901475906372","2.184901475906372","9.106163024902344","9.106163024902344","9.106163024902344"
"12","14.218297958374023","14.218297958374023","14.218297958374023","12.25408935546875","12.25408935546875","12.25408935546875","9.693483352661133","9.693483352661133","9.693483352661133","1.0904595851898193","1.0904595851898193","1.0904595851898193","0.8464018106460571","0.8464018106460571","0.8464018106460571","1.2100601196289062","1.2100601196289062","1.2100601196289062","7.255519866943359","7.255519866943359","7.255519866943359"
"14","13.078880310058594","13.078880310058594","13.078880310058594","10.748875617980957","10.748875617980957","10.748875617980957","8.530881881713867","8.530881881713867","8.530881881713867","0.9926693439483643","0.9926693439483643","0.9926693439483643","0.8026532530784607","0.8026532530784607","0.8026532530784607","1.1333458423614502","1.1333458423614502","1.1333458423614502","6.083559036254883","6.083559036254883","6.083559036254883"
"16","12.120285034179688","12.120285034179688","12.120285034179688","9.944698333740234","9.944698333740234","9.944698333740234","7.762777328491211","7.762777328491211","7.762777328491211","0.9842627644538879","0.9842627644538879","0.9842627644538879","0.9149256944656372","0.9149256944656372","0.9149256944656372","1.108747124671936","1.108747124671936","1.108747124671936","5.13079833984375","5.13079833984375","5.13079833984375"
"18","11.366150856018066","11.366150856018066","11.366150856018066","9.187841415405273","9.187841415405273","9.187841415405273","6.972036361694336","6.972036361694336","6.972036361694336","0.6466588973999023","0.6466588973999023","0.6466588973999023","0.46306636929512024","0.46306636929512024","0.46306636929512024","0.6149630546569824","0.6149630546569824","0.6149630546569824","4.174875259399414","4.174875259399414","4.174875259399414"
"20","11.108683586120605","11.108683586120605","11.108683586120605","8.931909561157227","8.931909561157227","8.931909561157227","6.61284875869751","6.61284875869751","6.61284875869751","0.7267690300941467","0.7267690300941467","0.7267690300941467","0.7709885835647583","0.7709885835647583","0.7709885835647583","0.9324458241462708","0.9324458241462708","0.9324458241462708","3.8221616744995117","3.8221616744995117","3.8221616744995117"
"22","10.50068187713623","10.50068187713623","10.50068187713623","8.316848754882812","8.316848754882812","8.316848754882812","5.925161361694336","5.925161361694336","5.925161361694336","0.5268603563308716","0.5268603563308716","0.5268603563308716","0.662770688533783","0.662770688533783","0.662770688533783","0.8474200963973999","0.8474200963973999","0.8474200963973999","3.0935277938842773","3.0935277938842773","3.0935277938842773"
"24","10.524003982543945","10.524003982543945","10.524003982543945","8.415915489196777","8.415915489196777","8.415915489196777","5.644525527954102","5.644525527954102","5.644525527954102","0.5500499606132507","0.5500499606132507","0.5500499606132507","0.5215946435928345","0.5215946435928345","0.5215946435928345","0.7740823030471802","0.7740823030471802","0.7740823030471802","2.8622517585754395","2.8622517585754395","2.8622517585754395"
"26","10.137092590332031","10.137092590332031","10.137092590332031","8.029731750488281","8.029731750488281","8.029731750488281","5.207796573638916","5.207796573638916","5.207796573638916","0.518781304359436","0.518781304359436","0.518781304359436","0.611182689666748","0.611182689666748","0.611182689666748","0.7993878126144409","0.7993878126144409","0.7993878126144409","2.5262861251831055","2.5262861251831055","2.5262861251831055"
"28","9.947845458984375","9.947845458984375","9.947845458984375","7.86912727355957","7.86912727355957","7.86912727355957","5.153433799743652","5.153433799743652","5.153433799743652","0.3823891282081604","0.3823891282081604","0.3823891282081604","0.669603168964386","0.669603168964386","0.669603168964386","0.7597729563713074","0.7597729563713074","0.7597729563713074","2.4335784912109375","2.4335784912109375","2.4335784912109375"
"30","10.217122077941895","10.217122077941895","10.217122077941895","8.20367431640625","8.20367431640625","8.20367431640625","5.199635982513428","5.199635982513428","5.199635982513428","0.48749908804893494","0.48749908804893494","0.48749908804893494","0.7321653366088867","0.7321653366088867","0.7321653366088867","0.982274055480957","0.982274055480957","0.982274055480957","2.6341238021850586","2.6341238021850586","2.6341238021850586"
"32","10.07655143737793","10.07655143737793","10.07655143737793","7.495453357696533","7.495453357696533","7.495453357696533","5.091371536254883","5.091371536254883","5.091371536254883","0.44922834634780884","0.44922834634780884","0.44922834634780884","0.749859631061554","0.749859631061554","0.749859631061554","0.9571144580841064","0.9571144580841064","0.9571144580841064","2.570326089859009","2.570326089859009","2.570326089859009"
"34","9.735085487365723","9.735085487365723","9.735085487365723","7.839442729949951","7.839442729949951","7.839442729949951","4.448053359985352","4.448053359985352","4.448053359985352","0.32663780450820923","0.32663780450820923","0.32663780450820923","0.4270440638065338","0.4270440638065338","0.4270440638065338","0.752483606338501","0.752483606338501","0.752483606338501","1.975367546081543","1.975367546081543","1.975367546081543"
"36","9.791257858276367","9.791257858276367","9.791257858276367","7.34097957611084","7.34097957611084","7.34097957611084","5.230729579925537","5.230729579925537","5.230729579925537","0.31502676010131836","0.31502676010131836","0.31502676010131836","0.6368167996406555","0.6368167996406555","0.6368167996406555","1.1044292449951172","1.1044292449951172","1.1044292449951172","2.979553699493408","2.979553699493408","2.979553699493408"
"38","9.475797653198242","9.475797653198242","9.475797653198242","6.814888000488281","6.814888000488281","6.814888000488281","4.241257190704346","4.241257190704346","4.241257190704346","0.366354763507843","0.366354763507843","0.366354763507843","0.44431716203689575","0.44431716203689575","0.44431716203689575","0.7933931946754456","0.7933931946754456","0.7933931946754456","2.203078031539917","2.203078031539917","2.203078031539917"
"40","9.383241653442383","9.383241653442383","9.383241653442383","6.961620807647705","6.961620807647705","6.961620807647705","4.252464294433594","4.252464294433594","4.252464294433594","0.4082845449447632","0.4082845449447632","0.4082845449447632","0.6190330982208252","0.6190330982208252","0.6190330982208252","1.0703271627426147","1.0703271627426147","1.0703271627426147","1.7732138633728027","1.7732138633728027","1.7732138633728027"
"42","9.39388656616211","9.39388656616211","9.39388656616211","6.852947235107422","6.852947235107422","6.852947235107422","3.9036197662353516","3.9036197662353516","3.9036197662353516","0.6014355421066284","0.6014355421066284","0.6014355421066284","0.7786387801170349","0.7786387801170349","0.7786387801170349","1.1455223560333252","1.1455223560333252","1.1455223560333252","1.542874813079834","1.542874813079834","1.542874813079834"
"44","8.873041152954102","8.873041152954102","8.873041152954102","6.426047325134277","6.426047325134277","6.426047325134277","3.619605302810669","3.619605302810669","3.619605302810669","0.3839958906173706","0.3839958906173706","0.3839958906173706","0.5097705125808716","0.5097705125808716","0.5097705125808716","1.2037732601165771","1.2037732601165771","1.2037732601165771","1.586275339126587","1.586275339126587","1.586275339126587"
"46","8.406225204467773","8.406225204467773","8.406225204467773","5.808050632476807","5.808050632476807","5.808050632476807","3.044004201889038","3.044004201889038","3.044004201889038","0.33484476804733276","0.33484476804733276","0.33484476804733276","0.39568832516670227","0.39568832516670227","0.39568832516670227","0.6480194926261902","0.6480194926261902","0.6480194926261902","1.3272287845611572","1.3272287845611572","1.3272287845611572"
"48","8.57313060760498","8.57313060760498","8.57313060760498","5.650016784667969","5.650016784667969","5.650016784667969","2.7425808906555176","2.7425808906555176","2.7425808906555176","0.2355358749628067","0.2355358749628067","0.2355358749628067","0.3369266390800476","0.3369266390800476","0.3369266390800476","1.0402166843414307","1.0402166843414307","1.0402166843414307","1.5350751876831055","1.5350751876831055","1.5350751876831055"
"50","8.38580322265625","8.38580322265625","8.38580322265625","5.30325984954834","5.30325984954834","5.30325984954834","2.469992160797119","2.469992160797119","2.469992160797119","0.2515045404434204","0.2515045404434204","0.2515045404434204","0.36102378368377686","0.36102378368377686","0.36102378368377686","0.9446558356285095","0.9446558356285095","0.9446558356285095","1.4141048192977905","1.4141048192977905","1.4141048192977905"
"52","7.604471206665039","7.604471206665039","7.604471206665039","4.680206298828125","4.680206298828125","4.680206298828125","2.186544418334961","2.186544418334961","2.186544418334961","0.41414839029312134","0.41414839029312134","0.41414839029312134","0.4364602267742157","0.4364602267742157","0.4364602267742157","0.6074233055114746","0.6074233055114746","0.6074233055114746","0.8513336181640625","0.8513336181640625","0.8513336181640625"
"54","7.815486431121826","7.815486431121826","7.815486431121826","5.511184215545654","5.511184215545654","5.511184215545654","2.51385498046875","2.51385498046875","2.51385498046875","0.3101598918437958","0.3101598918437958","0.3101598918437958","0.4207214117050171","0.4207214117050171","0.4207214117050171","0.7963188290596008","0.7963188290596008","0.7963188290596008","1.197472095489502","1.197472095489502","1.197472095489502"
"56","7.445189952850342","7.445189952850342","7.445189952850342","5.816435813903809","5.816435813903809","5.816435813903809","2.1999030113220215","2.1999030113220215","2.1999030113220215","0.13224384188652039","0.13224384188652039","0.13224384188652039","0.19094550609588623","0.19094550609588623","0.19094550609588623","0.8261097073554993","0.8261097073554993","0.8261097073554993","1.636352777481079","1.636352777481079","1.636352777481079"
"58","7.034068584442139","7.034068584442139","7.034068584442139","4.2932820320129395","4.2932820320129395","4.2932820320129395","1.65541410446167","1.65541410446167","1.65541410446167","0.37397509813308716","0.37397509813308716","0.37397509813308716","0.4527543783187866","0.4527543783187866","0.4527543783187866","0.8056949377059937","0.8056949377059937","0.8056949377059937","2.9121205806732178","2.9121205806732178","2.9121205806732178"
"60","6.957749366760254","6.957749366760254","6.957749366760254","3.6452198028564453","3.6452198028564453","3.6452198028564453","1.41422438621521","1.41422438621521","1.41422438621521","0.39627182483673096","0.39627182483673096","0.39627182483673096","0.5741366147994995","0.5741366147994995","0.5741366147994995","0.9370176792144775","0.9370176792144775","0.9370176792144775","1.9117770195007324","1.9117770195007324","1.9117770195007324"
"62","7.6733222007751465","7.6733222007751465","7.6733222007751465","4.502646446228027","4.502646446228027","4.502646446228027","1.742101788520813","1.742101788520813","1.742101788520813","0.16312935948371887","0.16312935948371887","0.16312935948371887","0.4270176291465759","0.4270176291465759","0.4270176291465759","0.9734468460083008","0.9734468460083008","0.9734468460083008","2.5730948448181152","2.5730948448181152","2.5730948448181152"
"64","6.173515319824219","6.173515319824219","6.173515319824219","3.959188461303711","3.959188461303711","3.959188461303711","1.4361857175827026","1.4361857175827026","1.4361857175827026","0.18731380999088287","0.18731380999088287","0.18731380999088287","0.38059788942337036","0.38059788942337036","0.38059788942337036","0.8802341818809509","0.8802341818809509","0.8802341818809509","1.3255901336669922","1.3255901336669922","1.3255901336669922"
"66","6.374288082122803","6.374288082122803","6.374288082122803","3.1513922214508057","3.1513922214508057","3.1513922214508057","1.5191066265106201","1.5191066265106201","1.5191066265106201","0.22723104059696198","0.22723104059696198","0.22723104059696198","0.4214242100715637","0.4214242100715637","0.4214242100715637","0.9031095504760742","0.9031095504760742","0.9031095504760742","1.2406346797943115","1.2406346797943115","1.2406346797943115"
"68","5.854515075683594","5.854515075683594","5.854515075683594","2.5454812049865723","2.5454812049865723","2.5454812049865723","1.5181379318237305","1.5181379318237305","1.5181379318237305","0.07832235842943192","0.07832235842943192","0.07832235842943192","0.14576825499534607","0.14576825499534607","0.14576825499534607","0.7586901187896729","0.7586901187896729","0.7586901187896729","1.1237602233886719","1.1237602233886719","1.1237602233886719"
"70","7.3851318359375","7.3851318359375","7.3851318359375","3.180215835571289","3.180215835571289","3.180215835571289","1.7055574655532837","1.7055574655532837","1.7055574655532837","0.1770099252462387","0.1770099252462387","0.1770099252462387","0.32339638471603394","0.32339638471603394","0.32339638471603394","0.5572435855865479","0.5572435855865479","0.5572435855865479","1.0748076438903809","1.0748076438903809","1.0748076438903809"
"72","7.831753253936768","7.831753253936768","7.831753253936768","3.019601583480835","3.019601583480835","3.019601583480835","1.2574563026428223","1.2574563026428223","1.2574563026428223","0.10523169487714767","0.10523169487714767","0.10523169487714767","0.26271897554397583","0.26271897554397583","0.26271897554397583","0.8191181421279907","0.8191181421279907","0.8191181421279907","1.3232688903808594","1.3232688903808594","1.3232688903808594"
"74","5.563203811645508","5.563203811645508","5.563203811645508","3.27656888961792","3.27656888961792","3.27656888961792","1.371360421180725","1.371360421180725","1.371360421180725","0.23230308294296265","0.23230308294296265","0.23230308294296265","0.3573981523513794","0.3573981523513794","0.3573981523513794","0.9693901538848877","0.9693901538848877","0.9693901538848877","1.416145920753479","1.416145920753479","1.416145920753479"
"76","6.941847324371338","6.941847324371338","6.941847324371338","2.163170337677002","2.163170337677002","2.163170337677002","1.5980231761932373","1.5980231761932373","1.5980231761932373","0.04359941929578781","0.04359941929578781","0.04359941929578781","0.17773976922035217","0.17773976922035217","0.17773976922035217","2.7586472034454346","2.7586472034454346","2.7586472034454346","1.364638090133667","1.364638090133667","1.364638090133667"
"78","5.681337833404541","5.681337833404541","5.681337833404541","3.411285400390625","3.411285400390625","3.411285400390625","1.1484308242797852","1.1484308242797852","1.1484308242797852","0.6383688449859619","0.6383688449859619","0.6383688449859619","0.6904221177101135","0.6904221177101135","0.6904221177101135","0.8872694373130798","0.8872694373130798","0.8872694373130798","1.5738344192504883","1.5738344192504883","1.5738344192504883"
"80","4.457199573516846","4.457199573516846","4.457199573516846","4.046792507171631","4.046792507171631","4.046792507171631","1.576735496520996","1.576735496520996","1.576735496520996","0.15758585929870605","0.15758585929870605","0.15758585929870605","0.24453693628311157","0.24453693628311157","0.24453693628311157","0.8595742583274841","0.8595742583274841","0.8595742583274841","0.8232526779174805","0.8232526779174805","0.8232526779174805"
"82","5.015692234039307","5.015692234039307","5.015692234039307","1.7259808778762817","1.7259808778762817","1.7259808778762817","1.1544402837753296","1.1544402837753296","1.1544402837753296","1.0519518852233887","1.0519518852233887","1.0519518852233887","1.0344583988189697","1.0344583988189697","1.0344583988189697","0.9099692106246948","0.9099692106246948","0.9099692106246948","1.056935429573059","1.056935429573059","1.056935429573059"
"84","6.647617340087891","6.647617340087891","6.647617340087891","1.849034070968628","1.849034070968628","1.849034070968628","1.2688722610473633","1.2688722610473633","1.2688722610473633","0.4476068317890167","0.4476068317890167","0.4476068317890167","0.5302131175994873","0.5302131175994873","0.5302131175994873","0.9418585896492004","0.9418585896492004","0.9418585896492004","1.1164993047714233","1.1164993047714233","1.1164993047714233"
"86","5.959029197692871","5.959029197692871","5.959029197692871","3.2234859466552734","3.2234859466552734","3.2234859466552734","1.2888380289077759","1.2888380289077759","1.2888380289077759","0.1621628701686859","0.1621628701686859","0.1621628701686859","0.4032753109931946","0.4032753109931946","0.4032753109931946","0.7793174982070923","0.7793174982070923","0.7793174982070923","1.130842924118042","1.130842924118042","1.130842924118042"
"88","4.605432510375977","4.605432510375977","4.605432510375977","3.110966682434082","3.110966682434082","3.110966682434082","2.002772331237793","2.002772331237793","2.002772331237793","0.7229536771774292","0.7229536771774292","0.7229536771774292","0.7455343008041382","0.7455343008041382","0.7455343008041382","1.1555907726287842","1.1555907726287842","1.1555907726287842","1.392446517944336","1.392446517944336","1.392446517944336"
"90","4.057073593139648","4.057073593139648","4.057073593139648","2.024038314819336","2.024038314819336","2.024038314819336","1.5894356966018677","1.5894356966018677","1.5894356966018677","0.21853087842464447","0.21853087842464447","0.21853087842464447","0.26259464025497437","0.26259464025497437","0.26259464025497437","0.8649948239326477","0.8649948239326477","0.8649948239326477","1.0331388711929321","1.0331388711929321","1.0331388711929321"
"92","3.938826084136963","3.938826084136963","3.938826084136963","2.048215389251709","2.048215389251709","2.048215389251709","1.6614282131195068","1.6614282131195068","1.6614282131195068","0.262954980134964","0.262954980134964","0.262954980134964","0.27117908000946045","0.27117908000946045","0.27117908000946045","0.8204002380371094","0.8204002380371094","0.8204002380371094","1.0417661666870117","1.0417661666870117","1.0417661666870117"
"94","4.4352593421936035","4.4352593421936035","4.4352593421936035","2.2062461376190186","2.2062461376190186","2.2062461376190186","1.1305153369903564","1.1305153369903564","1.1305153369903564","0.07167774438858032","0.07167774438858032","0.07167774438858032","0.14523789286613464","0.14523789286613464","0.14523789286613464","0.8288682699203491","0.8288682699203491","0.8288682699203491","0.9220081567764282","0.9220081567764282","0.9220081567764282"
"96","3.974958896636963","3.974958896636963","3.974958896636963","2.016728162765503","2.016728162765503","2.016728162765503","1.43422269821167","1.43422269821167","1.43422269821167","0.5337681174278259","0.5337681174278259","0.5337681174278259","0.5125059485435486","0.5125059485435486","0.5125059485435486","0.8248904943466187","0.8248904943466187","0.8248904943466187","0.9951508045196533","0.9951508045196533","0.9951508045196533"
"98","2.9436779022216797","2.9436779022216797","2.9436779022216797","1.3519515991210938","1.3519515991210938","1.3519515991210938","1.1933817863464355","1.1933817863464355","1.1933817863464355","0.2906057834625244","0.2906057834625244","0.2906057834625244","0.41317278146743774","0.41317278146743774","0.41317278146743774","0.7038019299507141","0.7038019299507141","0.7038019299507141","0.9207397103309631","0.9207397103309631","0.9207397103309631"
"100","3.052729606628418","3.052729606628418","3.052729606628418","1.7904223203659058","1.7904223203659058","1.7904223203659058","1.3273921012878418","1.3273921012878418","1.3273921012878418","0.3054006099700928","0.3054006099700928","0.3054006099700928","0.3568129241466522","0.3568129241466522","0.3568129241466522","0.7040202617645264","0.7040202617645264","0.7040202617645264","1.3198862075805664","1.3198862075805664","1.3198862075805664"
"102","3.7382888793945312","3.7382888793945312","3.7382888793945312","1.5527849197387695","1.5527849197387695","1.5527849197387695","1.4552083015441895","1.4552083015441895","1.4552083015441895","0.3522002696990967","0.3522002696990967","0.3522002696990967","0.3830867111682892","0.3830867111682892","0.3830867111682892","0.6624842882156372","0.6624842882156372","0.6624842882156372","1.0244430303573608","1.0244430303573608","1.0244430303573608"
"104","3.3787319660186768","3.3787319660186768","3.3787319660186768","2.5734939575195312","2.5734939575195312","2.5734939575195312","1.249158263206482","1.249158263206482","1.249158263206482","0.44499385356903076","0.44499385356903076","0.44499385356903076","0.5029678344726562","0.5029678344726562","0.5029678344726562","0.783613920211792","0.783613920211792","0.783613920211792","0.9841039776802063","0.9841039776802063","0.9841039776802063"
"106","3.140648365020752","3.140648365020752","3.140648365020752","2.027616262435913","2.027616262435913","2.027616262435913","1.5058701038360596","1.5058701038360596","1.5058701038360596","0.16757133603096008","0.16757133603096008","0.16757133603096008","0.34977957606315613","0.34977957606315613","0.34977957606315613","0.4018963575363159","0.4018963575363159","0.4018963575363159","0.8297538757324219","0.8297538757324219","0.8297538757324219"
"108","2.7502903938293457","2.7502903938293457","2.7502903938293457","2.130035638809204","2.130035638809204","2.130035638809204","1.4541881084442139","1.4541881084442139","1.4541881084442139","0.33315205574035645","0.33315205574035645","0.33315205574035645","0.44434693455696106","0.44434693455696106","0.44434693455696106","0.8252731561660767","0.8252731561660767","0.8252731561660767","0.8403518795967102","0.8403518795967102","0.8403518795967102"
"110","3.1676244735717773","3.1676244735717773","3.1676244735717773","1.611297607421875","1.611297607421875","1.611297607421875","1.4473552703857422","1.4473552703857422","1.4473552703857422","0.012719715014100075","0.012719715014100075","0.012719715014100075","0.06633032858371735","0.06633032858371735","0.06633032858371735","0.5856816172599792","0.5856816172599792","0.5856816172599792","0.7619150280952454","0.7619150280952454","0.7619150280952454"
"112","3.462414264678955","3.462414264678955","3.462414264678955","1.2779603004455566","1.2779603004455566","1.2779603004455566","1.5046133995056152","1.5046133995056152","1.5046133995056152","0.28609681129455566","0.28609681129455566","0.28609681129455566","0.2605147957801819","0.2605147957801819","0.2605147957801819","0.48606130480766296","0.48606130480766296","0.48606130480766296","0.9903610348701477","0.9903610348701477","0.9903610348701477"
