"Step","VOWELS_FILTER_b40_DUAL_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b40_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b40_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_b20_DUAL_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b20_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b20_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_negative_z","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_negative_z__MAX"
"114","2.550382614135742","2.550382614135742","2.550382614135742","1.8552634716033936","1.8552634716033936","1.8552634716033936","1.3724027872085571","1.3724027872085571","1.3724027872085571","0.27411335706710815","0.27411335706710815","0.27411335706710815","0.5373485088348389","0.5373485088348389","0.5373485088348389","0.7367698550224304","0.7367698550224304","0.7367698550224304","1.2435355186462402","1.2435355186462402","1.2435355186462402"
"116","2.8808932304382324","2.8808932304382324","2.8808932304382324","2.0455379486083984","2.0455379486083984","2.0455379486083984","1.5613635778427124","1.5613635778427124","1.5613635778427124","0.21302442252635956","0.21302442252635956","0.21302442252635956","0.4683666229248047","0.4683666229248047","0.4683666229248047","0.6446415185928345","0.6446415185928345","0.6446415185928345","0.8623390197753906","0.8623390197753906","0.8623390197753906"
"118","3.0337274074554443","3.0337274074554443","3.0337274074554443","1.7215147018432617","1.7215147018432617","1.7215147018432617","1.6866257190704346","1.6866257190704346","1.6866257190704346","0.36691418290138245","0.36691418290138245","0.36691418290138245","0.5089132785797119","0.5089132785797119","0.5089132785797119","0.7032582759857178","0.7032582759857178","0.7032582759857178","1.08955717086792","1.08955717086792","1.08955717086792"
"120","2.3159193992614746","2.3159193992614746","2.3159193992614746","1.554273009300232","1.554273009300232","1.554273009300232","1.2613072395324707","1.2613072395324707","1.2613072395324707","0.15375562012195587","0.15375562012195587","0.15375562012195587","0.13853494822978973","0.13853494822978973","0.13853494822978973","0.6607391834259033","0.6607391834259033","0.6607391834259033","0.9524320960044861","0.9524320960044861","0.9524320960044861"
"122","2.6118922233581543","2.6118922233581543","2.6118922233581543","1.4947965145111084","1.4947965145111084","1.4947965145111084","1.3587639331817627","1.3587639331817627","1.3587639331817627","0.5271525382995605","0.5271525382995605","0.5271525382995605","0.5191810727119446","0.5191810727119446","0.5191810727119446","0.7727073431015015","0.7727073431015015","0.7727073431015015","0.9326367378234863","0.9326367378234863","0.9326367378234863"
"124","2.7114615440368652","2.7114615440368652","2.7114615440368652","1.7262659072875977","1.7262659072875977","1.7262659072875977","1.4019725322723389","1.4019725322723389","1.4019725322723389","0.07219988107681274","0.07219988107681274","0.07219988107681274","0.2878086268901825","0.2878086268901825","0.2878086268901825","0.5578625798225403","0.5578625798225403","0.5578625798225403","0.9363681077957153","0.9363681077957153","0.9363681077957153"
"126","2.797569751739502","2.797569751739502","2.797569751739502","1.4632171392440796","1.4632171392440796","1.4632171392440796","1.3558382987976074","1.3558382987976074","1.3558382987976074","0.001514340634457767","0.001514340634457767","0.001514340634457767","0.05825258046388626","0.05825258046388626","0.05825258046388626","0.455125629901886","0.455125629901886","0.455125629901886","0.8217346668243408","0.8217346668243408","0.8217346668243408"
"128","2.311227798461914","2.311227798461914","2.311227798461914","1.4716306924819946","1.4716306924819946","1.4716306924819946","1.0525856018066406","1.0525856018066406","1.0525856018066406","0.15038731694221497","0.15038731694221497","0.15038731694221497","0.43113794922828674","0.43113794922828674","0.43113794922828674","0.6238378286361694","0.6238378286361694","0.6238378286361694","0.763025164604187","0.763025164604187","0.763025164604187"
"130","3.744016170501709","3.744016170501709","3.744016170501709","1.5827010869979858","1.5827010869979858","1.5827010869979858","1.4434232711791992","1.4434232711791992","1.4434232711791992","0.025393959134817123","0.025393959134817123","0.025393959134817123","0.09636038541793823","0.09636038541793823","0.09636038541793823","0.3913266062736511","0.3913266062736511","0.3913266062736511","0.6590244174003601","0.6590244174003601","0.6590244174003601"
"132","2.130209445953369","2.130209445953369","2.130209445953369","1.2290631532669067","1.2290631532669067","1.2290631532669067","1.2395572662353516","1.2395572662353516","1.2395572662353516","0.1669313758611679","0.1669313758611679","0.1669313758611679","0.17181789875030518","0.17181789875030518","0.17181789875030518","0.5710301399230957","0.5710301399230957","0.5710301399230957","0.7848169803619385","0.7848169803619385","0.7848169803619385"
"134","3.1610066890716553","3.1610066890716553","3.1610066890716553","1.1223318576812744","1.1223318576812744","1.1223318576812744","0.9749898314476013","0.9749898314476013","0.9749898314476013","0.12673215568065643","0.12673215568065643","0.12673215568065643","0.19692137837409973","0.19692137837409973","0.19692137837409973","0.38279005885124207","0.38279005885124207","0.38279005885124207","0.7846900224685669","0.7846900224685669","0.7846900224685669"
"136","2.553685426712036","2.553685426712036","2.553685426712036","1.3098516464233398","1.3098516464233398","1.3098516464233398","1.1305570602416992","1.1305570602416992","1.1305570602416992","0.20890599489212036","0.20890599489212036","0.20890599489212036","0.22844409942626953","0.22844409942626953","0.22844409942626953","0.4367188513278961","0.4367188513278961","0.4367188513278961","0.7386996746063232","0.7386996746063232","0.7386996746063232"
"138","2.9995031356811523","2.9995031356811523","2.9995031356811523","1.5862090587615967","1.5862090587615967","1.5862090587615967","4.097023010253906","4.097023010253906","4.097023010253906","0.1392596811056137","0.1392596811056137","0.1392596811056137","0.15831619501113892","0.15831619501113892","0.15831619501113892","0.5128564834594727","0.5128564834594727","0.5128564834594727","0.786342978477478","0.786342978477478","0.786342978477478"
"140","2.3609843254089355","2.3609843254089355","2.3609843254089355","1.3773019313812256","1.3773019313812256","1.3773019313812256","1.3977690935134888","1.3977690935134888","1.3977690935134888","0.15243874490261078","0.15243874490261078","0.15243874490261078","0.13422612845897675","0.13422612845897675","0.13422612845897675","0.4228459596633911","0.4228459596633911","0.4228459596633911","0.8674031496047974","0.8674031496047974","0.8674031496047974"
"142","2.2687315940856934","2.2687315940856934","2.2687315940856934","3.6365466117858887","3.6365466117858887","3.6365466117858887","1.4963979721069336","1.4963979721069336","1.4963979721069336","0.1775078922510147","0.1775078922510147","0.1775078922510147","0.35452714562416077","0.35452714562416077","0.35452714562416077","0.605732798576355","0.605732798576355","0.605732798576355","0.5438892841339111","0.5438892841339111","0.5438892841339111"
"144","2.2735507488250732","2.2735507488250732","2.2735507488250732","2.906754970550537","2.906754970550537","2.906754970550537","0.9910221695899963","0.9910221695899963","0.9910221695899963","0.09254349768161774","0.09254349768161774","0.09254349768161774","0.07626849412918091","0.07626849412918091","0.07626849412918091","0.43564140796661377","0.43564140796661377","0.43564140796661377","0.9597711563110352","0.9597711563110352","0.9597711563110352"
"146","1.927842140197754","1.927842140197754","1.927842140197754","2.4746267795562744","2.4746267795562744","2.4746267795562744","0.9708514213562012","0.9708514213562012","0.9708514213562012","0.038764528930187225","0.038764528930187225","0.038764528930187225","0.03070615977048874","0.03070615977048874","0.03070615977048874","0.4420536160469055","0.4420536160469055","0.4420536160469055","0.7010998129844666","0.7010998129844666","0.7010998129844666"
"148","1.963393211364746","1.963393211364746","1.963393211364746","2.288290023803711","2.288290023803711","2.288290023803711","1.1093305349349976","1.1093305349349976","1.1093305349349976","0.14984729886054993","0.14984729886054993","0.14984729886054993","0.28005561232566833","0.28005561232566833","0.28005561232566833","0.4426494836807251","0.4426494836807251","0.4426494836807251","0.5830203294754028","0.5830203294754028","0.5830203294754028"
"150","2.1420278549194336","2.1420278549194336","2.1420278549194336","1.9117615222930908","1.9117615222930908","1.9117615222930908","1.1767430305480957","1.1767430305480957","1.1767430305480957","0.09159514307975769","0.09159514307975769","0.09159514307975769","0.09156627953052521","0.09156627953052521","0.09156627953052521","0.526310920715332","0.526310920715332","0.526310920715332","0.7237993478775024","0.7237993478775024","0.7237993478775024"
"152","1.9008169174194336","1.9008169174194336","1.9008169174194336","1.8257330656051636","1.8257330656051636","1.8257330656051636","1.046814203262329","1.046814203262329","1.046814203262329","0.32113808393478394","0.32113808393478394","0.32113808393478394","0.6857577562332153","0.6857577562332153","0.6857577562332153","0.6058456897735596","0.6058456897735596","0.6058456897735596","1.000731348991394","1.000731348991394","1.000731348991394"
"154","1.72235107421875","1.72235107421875","1.72235107421875","1.7814183235168457","1.7814183235168457","1.7814183235168457","1.1343529224395752","1.1343529224395752","1.1343529224395752","0.29712313413619995","0.29712313413619995","0.29712313413619995","0.43111518025398254","0.43111518025398254","0.43111518025398254","0.6907755136489868","0.6907755136489868","0.6907755136489868","0.7589607238769531","0.7589607238769531","0.7589607238769531"
"156","1.8771412372589111","1.8771412372589111","1.8771412372589111","1.908331036567688","1.908331036567688","1.908331036567688","1.0110673904418945","1.0110673904418945","1.0110673904418945","0.26784688234329224","0.26784688234329224","0.26784688234329224","0.4363280236721039","0.4363280236721039","0.4363280236721039","0.4575616121292114","0.4575616121292114","0.4575616121292114","0.8966872096061707","0.8966872096061707","0.8966872096061707"
"158","2.2112362384796143","2.2112362384796143","2.2112362384796143","1.407126784324646","1.407126784324646","1.407126784324646","1.192473292350769","1.192473292350769","1.192473292350769","0.3239397406578064","0.3239397406578064","0.3239397406578064","0.5399127006530762","0.5399127006530762","0.5399127006530762","0.7256834506988525","0.7256834506988525","0.7256834506988525","0.6939818859100342","0.6939818859100342","0.6939818859100342"
"160","1.3963894844055176","1.3963894844055176","1.3963894844055176","2.066709041595459","2.066709041595459","2.066709041595459","1.069128394126892","1.069128394126892","1.069128394126892","0.26237455010414124","0.26237455010414124","0.26237455010414124","0.32184985280036926","0.32184985280036926","0.32184985280036926","0.5371192693710327","0.5371192693710327","0.5371192693710327","0.811735987663269","0.811735987663269","0.811735987663269"
"162","1.742597222328186","1.742597222328186","1.742597222328186","1.9647738933563232","1.9647738933563232","1.9647738933563232","1.2904284000396729","1.2904284000396729","1.2904284000396729","0.2726282477378845","0.2726282477378845","0.2726282477378845","0.3509286642074585","0.3509286642074585","0.3509286642074585","0.7299394607543945","0.7299394607543945","0.7299394607543945","0.7620664834976196","0.7620664834976196","0.7620664834976196"
"164","1.8604047298431396","1.8604047298431396","1.8604047298431396","1.9826076030731201","1.9826076030731201","1.9826076030731201","1.0430670976638794","1.0430670976638794","1.0430670976638794","0.35801899433135986","0.35801899433135986","0.35801899433135986","0.58758145570755","0.58758145570755","0.58758145570755","0.7883614301681519","0.7883614301681519","0.7883614301681519","1.3459677696228027","1.3459677696228027","1.3459677696228027"
"166","2.2957096099853516","2.2957096099853516","2.2957096099853516","2.6161739826202393","2.6161739826202393","2.6161739826202393","1.2803819179534912","1.2803819179534912","1.2803819179534912","0.12285028398036957","0.12285028398036957","0.12285028398036957","0.2828115224838257","0.2828115224838257","0.2828115224838257","0.6513604521751404","0.6513604521751404","0.6513604521751404","0.7767162322998047","0.7767162322998047","0.7767162322998047"
"168","1.8318430185317993","1.8318430185317993","1.8318430185317993","1.6751117706298828","1.6751117706298828","1.6751117706298828","1.0993094444274902","1.0993094444274902","1.0993094444274902","0.036083947867155075","0.036083947867155075","0.036083947867155075","0.025778252631425858","0.025778252631425858","0.025778252631425858","0.17484484612941742","0.17484484612941742","0.17484484612941742","0.49891790747642517","0.49891790747642517","0.49891790747642517"
"170","1.7357854843139648","1.7357854843139648","1.7357854843139648","1.4157768487930298","1.4157768487930298","1.4157768487930298","1.6392791271209717","1.6392791271209717","1.6392791271209717","0.04055188596248627","0.04055188596248627","0.04055188596248627","0.24116095900535583","0.24116095900535583","0.24116095900535583","0.5830274820327759","0.5830274820327759","0.5830274820327759","0.4216829538345337","0.4216829538345337","0.4216829538345337"
"172","1.77222740650177","1.77222740650177","1.77222740650177","1.6342254877090454","1.6342254877090454","1.6342254877090454","1.0493154525756836","1.0493154525756836","1.0493154525756836","0.17386770248413086","0.17386770248413086","0.17386770248413086","0.3698744773864746","0.3698744773864746","0.3698744773864746","0.42126181721687317","0.42126181721687317","0.42126181721687317","0.8254421949386597","0.8254421949386597","0.8254421949386597"
"174","1.3085079193115234","1.3085079193115234","1.3085079193115234","1.4464526176452637","1.4464526176452637","1.4464526176452637","0.664134681224823","0.664134681224823","0.664134681224823","0.19042249023914337","0.19042249023914337","0.19042249023914337","0.1628819853067398","0.1628819853067398","0.1628819853067398","0.48297908902168274","0.48297908902168274","0.48297908902168274","0.6379371881484985","0.6379371881484985","0.6379371881484985"
"176","5.142290115356445","5.142290115356445","5.142290115356445","1.5446994304656982","1.5446994304656982","1.5446994304656982","0.8607480525970459","0.8607480525970459","0.8607480525970459","0.17211678624153137","0.17211678624153137","0.17211678624153137","0.14797866344451904","0.14797866344451904","0.14797866344451904","0.41510719060897827","0.41510719060897827","0.41510719060897827","0.41672030091285706","0.41672030091285706","0.41672030091285706"
"178","3.5622551441192627","3.5622551441192627","3.5622551441192627","1.7346255779266357","1.7346255779266357","1.7346255779266357","0.926472008228302","0.926472008228302","0.926472008228302","0.09220640361309052","0.09220640361309052","0.09220640361309052","0.21766000986099243","0.21766000986099243","0.21766000986099243","0.2694858908653259","0.2694858908653259","0.2694858908653259","0.37646108865737915","0.37646108865737915","0.37646108865737915"
"180","3.2462387084960938","3.2462387084960938","3.2462387084960938","1.204146146774292","1.204146146774292","1.204146146774292","0.9656505584716797","0.9656505584716797","0.9656505584716797","0.18459784984588623","0.18459784984588623","0.18459784984588623","0.341744601726532","0.341744601726532","0.341744601726532","0.4609481692314148","0.4609481692314148","0.4609481692314148","0.6932083368301392","0.6932083368301392","0.6932083368301392"
"182","2.989121913909912","2.989121913909912","2.989121913909912","1.547006368637085","1.547006368637085","1.547006368637085","0.8889620900154114","0.8889620900154114","0.8889620900154114","0.14287154376506805","0.14287154376506805","0.14287154376506805","0.1439369022846222","0.1439369022846222","0.1439369022846222","0.34824496507644653","0.34824496507644653","0.34824496507644653","0.5885493755340576","0.5885493755340576","0.5885493755340576"
"184","2.877034902572632","2.877034902572632","2.877034902572632","1.4488234519958496","1.4488234519958496","1.4488234519958496","1.112898588180542","1.112898588180542","1.112898588180542","0.22460968792438507","0.22460968792438507","0.22460968792438507","0.2521389126777649","0.2521389126777649","0.2521389126777649","0.6776207685470581","0.6776207685470581","0.6776207685470581","0.5711477994918823","0.5711477994918823","0.5711477994918823"
"186","2.6354751586914062","2.6354751586914062","2.6354751586914062","1.5976351499557495","1.5976351499557495","1.5976351499557495","0.6942603588104248","0.6942603588104248","0.6942603588104248","0.1349656581878662","0.1349656581878662","0.1349656581878662","0.27980542182922363","0.27980542182922363","0.27980542182922363","0.3552624583244324","0.3552624583244324","0.3552624583244324","0.5156629085540771","0.5156629085540771","0.5156629085540771"
"188","2.964562177658081","2.964562177658081","2.964562177658081","1.013292670249939","1.013292670249939","1.013292670249939","0.6683914661407471","0.6683914661407471","0.6683914661407471","0.24481728672981262","0.24481728672981262","0.24481728672981262","0.38870930671691895","0.38870930671691895","0.38870930671691895","0.38581424951553345","0.38581424951553345","0.38581424951553345","0.5575292706489563","0.5575292706489563","0.5575292706489563"
"190","2.1025619506835938","2.1025619506835938","2.1025619506835938","1.3797191381454468","1.3797191381454468","1.3797191381454468","0.9004676342010498","0.9004676342010498","0.9004676342010498","0.14765280485153198","0.14765280485153198","0.14765280485153198","0.2706177234649658","0.2706177234649658","0.2706177234649658","0.5731124877929688","0.5731124877929688","0.5731124877929688","0.7938501238822937","0.7938501238822937","0.7938501238822937"
"192","2.1623668670654297","2.1623668670654297","2.1623668670654297","1.5952816009521484","1.5952816009521484","1.5952816009521484","0.8670454025268555","0.8670454025268555","0.8670454025268555","0.23583537340164185","0.23583537340164185","0.23583537340164185","0.31355077028274536","0.31355077028274536","0.31355077028274536","0.6039702892303467","0.6039702892303467","0.6039702892303467","0.6795632243156433","0.6795632243156433","0.6795632243156433"
"194","2.38092303276062","2.38092303276062","2.38092303276062","1.5319395065307617","1.5319395065307617","1.5319395065307617","0.887926459312439","0.887926459312439","0.887926459312439","0.10651779919862747","0.10651779919862747","0.10651779919862747","0.18912380933761597","0.18912380933761597","0.18912380933761597","0.22407326102256775","0.22407326102256775","0.22407326102256775","0.5577169060707092","0.5577169060707092","0.5577169060707092"
"196","2.4321134090423584","2.4321134090423584","2.4321134090423584","1.5397682189941406","1.5397682189941406","1.5397682189941406","0.7744799256324768","0.7744799256324768","0.7744799256324768","0.6981662511825562","0.6981662511825562","0.6981662511825562","0.674963653087616","0.674963653087616","0.674963653087616","0.9642713665962219","0.9642713665962219","0.9642713665962219","0.5921748876571655","0.5921748876571655","0.5921748876571655"
"198","2.4579334259033203","2.4579334259033203","2.4579334259033203","1.6174365282058716","1.6174365282058716","1.6174365282058716","1.0627830028533936","1.0627830028533936","1.0627830028533936","0.012345736846327782","0.012345736846327782","0.012345736846327782","0.17219002544879913","0.17219002544879913","0.17219002544879913","0.39928892254829407","0.39928892254829407","0.39928892254829407","0.5171749591827393","0.5171749591827393","0.5171749591827393"
"200","2.058607578277588","2.058607578277588","2.058607578277588","1.6719261407852173","1.6719261407852173","1.6719261407852173","1.1833388805389404","1.1833388805389404","1.1833388805389404","0.0795174241065979","0.0795174241065979","0.0795174241065979","0.1240980327129364","0.1240980327129364","0.1240980327129364","0.6514554023742676","0.6514554023742676","0.6514554023742676","0.487903356552124","0.487903356552124","0.487903356552124"
"202","1.9449384212493896","1.9449384212493896","1.9449384212493896","1.404505729675293","1.404505729675293","1.404505729675293","0.5278686285018921","0.5278686285018921","0.5278686285018921","0.08935857564210892","0.08935857564210892","0.08935857564210892","0.21719369292259216","0.21719369292259216","0.21719369292259216","0.5351387858390808","0.5351387858390808","0.5351387858390808","0.8730414509773254","0.8730414509773254","0.8730414509773254"
"204","2.075023889541626","2.075023889541626","2.075023889541626","1.073486328125","1.073486328125","1.073486328125","1.1569280624389648","1.1569280624389648","1.1569280624389648","0.1992667019367218","0.1992667019367218","0.1992667019367218","0.1652309000492096","0.1652309000492096","0.1652309000492096","0.9221670627593994","0.9221670627593994","0.9221670627593994","0.7011098861694336","0.7011098861694336","0.7011098861694336"
"206","2.7324349880218506","2.7324349880218506","2.7324349880218506","1.7667711973190308","1.7667711973190308","1.7667711973190308","0.5735359191894531","0.5735359191894531","0.5735359191894531","0.11538246273994446","0.11538246273994446","0.11538246273994446","0.22412022948265076","0.22412022948265076","0.22412022948265076","0.4245082437992096","0.4245082437992096","0.4245082437992096","0.5172488689422607","0.5172488689422607","0.5172488689422607"
"208","1.596671462059021","1.596671462059021","1.596671462059021","1.3294413089752197","1.3294413089752197","1.3294413089752197","1.010390043258667","1.010390043258667","1.010390043258667","0.12693941593170166","0.12693941593170166","0.12693941593170166","0.179128497838974","0.179128497838974","0.179128497838974","0.3783843219280243","0.3783843219280243","0.3783843219280243","0.3630381226539612","0.3630381226539612","0.3630381226539612"
"210","2.3074405193328857","2.3074405193328857","2.3074405193328857","1.0995734930038452","1.0995734930038452","1.0995734930038452","1.0572799444198608","1.0572799444198608","1.0572799444198608","0.06518751382827759","0.06518751382827759","0.06518751382827759","0.09510228037834167","0.09510228037834167","0.09510228037834167","0.5197868347167969","0.5197868347167969","0.5197868347167969","0.41958558559417725","0.41958558559417725","0.41958558559417725"
"212","2.9328365325927734","2.9328365325927734","2.9328365325927734","1.0925719738006592","1.0925719738006592","1.0925719738006592","0.9444625377655029","0.9444625377655029","0.9444625377655029","0.202631413936615","0.202631413936615","0.202631413936615","0.35570505261421204","0.35570505261421204","0.35570505261421204","0.5234297513961792","0.5234297513961792","0.5234297513961792","0.8991338610649109","0.8991338610649109","0.8991338610649109"
"214","2.7745628356933594","2.7745628356933594","2.7745628356933594","1.0912847518920898","1.0912847518920898","1.0912847518920898","0.8704133033752441","0.8704133033752441","0.8704133033752441","0.1581719070672989","0.1581719070672989","0.1581719070672989","0.13497669994831085","0.13497669994831085","0.13497669994831085","0.5730488300323486","0.5730488300323486","0.5730488300323486","0.5341281890869141","0.5341281890869141","0.5341281890869141"
"216","2.0946826934814453","2.0946826934814453","2.0946826934814453","0.682547390460968","0.682547390460968","0.682547390460968","1.250354528427124","1.250354528427124","1.250354528427124","0.04042349010705948","0.04042349010705948","0.04042349010705948","0.13884475827217102","0.13884475827217102","0.13884475827217102","0.44409143924713135","0.44409143924713135","0.44409143924713135","0.898028552532196","0.898028552532196","0.898028552532196"
"218","1.6859573125839233","1.6859573125839233","1.6859573125839233","1.3382676839828491","1.3382676839828491","1.3382676839828491","1.15455162525177","1.15455162525177","1.15455162525177","0.20825675129890442","0.20825675129890442","0.20825675129890442","0.4448434114456177","0.4448434114456177","0.4448434114456177","0.3503453731536865","0.3503453731536865","0.3503453731536865","0.5649316310882568","0.5649316310882568","0.5649316310882568"
"220","1.7586616277694702","1.7586616277694702","1.7586616277694702","1.2679641246795654","1.2679641246795654","1.2679641246795654","0.6869114637374878","0.6869114637374878","0.6869114637374878","0.22961564362049103","0.22961564362049103","0.22961564362049103","0.3069694936275482","0.3069694936275482","0.3069694936275482","0.4097481966018677","0.4097481966018677","0.4097481966018677","0.44830530881881714","0.44830530881881714","0.44830530881881714"
"222","1.5420417785644531","1.5420417785644531","1.5420417785644531","1.4551901817321777","1.4551901817321777","1.4551901817321777","0.605207085609436","0.605207085609436","0.605207085609436","0.11889562010765076","0.11889562010765076","0.11889562010765076","0.31850266456604004","0.31850266456604004","0.31850266456604004","0.3354201912879944","0.3354201912879944","0.3354201912879944","0.7734208703041077","0.7734208703041077","0.7734208703041077"
"224","1.3979837894439697","1.3979837894439697","1.3979837894439697","1.2061090469360352","1.2061090469360352","1.2061090469360352","0.8351626992225647","0.8351626992225647","0.8351626992225647","0.0929577648639679","0.0929577648639679","0.0929577648639679","0.11590179800987244","0.11590179800987244","0.11590179800987244","0.4908007085323334","0.4908007085323334","0.4908007085323334","0.6229982376098633","0.6229982376098633","0.6229982376098633"
"226","1.7637759447097778","1.7637759447097778","1.7637759447097778","1.464530348777771","1.464530348777771","1.464530348777771","1.2384912967681885","1.2384912967681885","1.2384912967681885","0.4219653308391571","0.4219653308391571","0.4219653308391571","0.4084637761116028","0.4084637761116028","0.4084637761116028","0.5698785781860352","0.5698785781860352","0.5698785781860352","0.5652633905410767","0.5652633905410767","0.5652633905410767"
"228","1.3842310905456543","1.3842310905456543","1.3842310905456543","1.024592638015747","1.024592638015747","1.024592638015747","0.8322857022285461","0.8322857022285461","0.8322857022285461","0.1887425184249878","0.1887425184249878","0.1887425184249878","0.22433507442474365","0.22433507442474365","0.22433507442474365","0.2552165389060974","0.2552165389060974","0.2552165389060974","0.5425095558166504","0.5425095558166504","0.5425095558166504"
"230","1.766606092453003","1.766606092453003","1.766606092453003","0.9586111903190613","0.9586111903190613","0.9586111903190613","0.8836299777030945","0.8836299777030945","0.8836299777030945","0.06593755632638931","0.06593755632638931","0.06593755632638931","0.11054227501153946","0.11054227501153946","0.11054227501153946","0.5847105979919434","0.5847105979919434","0.5847105979919434","0.4790593385696411","0.4790593385696411","0.4790593385696411"