"Step","VOWELS_FILTER_b40_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b40_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b40_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b20_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b20_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b20_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_positive_z__MAX"
"0","0.13337038457393646","0.13337038457393646","0.13337038457393646","0.1333809643983841","0.1333809643983841","0.1333809643983841","0.13340383768081665","0.13340383768081665","0.13340383768081665","0.18129053711891174","0.18129053711891174","0.18129053711891174","0.15305127203464508","0.15305127203464508","0.15305127203464508","0.13722848892211914","0.13722848892211914","0.13722848892211914","0.1334482729434967","0.1334482729434967","0.1334482729434967"
"2","0.0901976227760315","0.0901976227760315","0.0901976227760315","0.09027079492807388","0.09027079492807388","0.09027079492807388","0.09040644764900208","0.09040644764900208","0.09040644764900208","0.34661003947257996","0.34661003947257996","0.34661003947257996","0.13631214201450348","0.13631214201450348","0.13631214201450348","0.10368604212999344","0.10368604212999344","0.10368604212999344","0.09069515764713287","0.09069515764713287","0.09069515764713287"
"4","0.06126784533262253","0.06126784533262253","0.06126784533262253","0.06151684746146202","0.06151684746146202","0.06151684746146202","0.06194455176591873","0.06194455176591873","0.06194455176591873","1.4543918371200562","1.4543918371200562","1.4543918371200562","0.13329575955867767","0.13329575955867767","0.13329575955867767","0.07869791984558105","0.07869791984558105","0.07869791984558105","0.06281927973031998","0.06281927973031998","0.06281927973031998"
"6","0.046571046113967896","0.046571046113967896","0.046571046113967896","0.04705202206969261","0.04705202206969261","0.04705202206969261","0.048226162791252136","0.048226162791252136","0.048226162791252136","0.7593487501144409","0.7593487501144409","0.7593487501144409","1.081352949142456","1.081352949142456","1.081352949142456","0.07621157169342041","0.07621157169342041","0.07621157169342041","0.050982121378183365","0.050982121378183365","0.050982121378183365"
"8","0.03658616915345192","0.03658616915345192","0.03658616915345192","0.03803128004074097","0.03803128004074097","0.03803128004074097","0.04193924367427826","0.04193924367427826","0.04193924367427826","1.3905125856399536","1.3905125856399536","1.3905125856399536","1.6160744428634644","1.6160744428634644","1.6160744428634644","0.18536409735679626","0.18536409735679626","0.18536409735679626","0.05563700199127197","0.05563700199127197","0.05563700199127197"
"10","0.0323997400701046","0.0323997400701046","0.0323997400701046","0.03692808002233505","0.03692808002233505","0.03692808002233505","0.053978610783815384","0.053978610783815384","0.053978610783815384","1.82907235622406","1.82907235622406","1.82907235622406","1.732846736907959","1.732846736907959","1.732846736907959","1.0508966445922852","1.0508966445922852","1.0508966445922852","0.10755343735218048","0.10755343735218048","0.10755343735218048"
"12","0.03097626194357872","0.03097626194357872","0.03097626194357872","0.046165455132722855","0.046165455132722855","0.046165455132722855","0.0886203944683075","0.0886203944683075","0.0886203944683075","1.8336460590362549","1.8336460590362549","1.8336460590362549","1.7450501918792725","1.7450501918792725","1.7450501918792725","1.5187554359436035","1.5187554359436035","1.5187554359436035","0.1823662519454956","0.1823662519454956","0.1823662519454956"
"14","0.0377611368894577","0.0377611368894577","0.0377611368894577","0.06850504875183105","0.06850504875183105","0.06850504875183105","0.13034825026988983","0.13034825026988983","0.13034825026988983","8.044257164001465","8.044257164001465","8.044257164001465","1.7665150165557861","1.7665150165557861","1.7665150165557861","7.690898895263672","7.690898895263672","7.690898895263672","0.28288939595222473","0.28288939595222473","0.28288939595222473"
"16","0.04657916724681854","0.04657916724681854","0.04657916724681854","0.08451028913259506","0.08451028913259506","0.08451028913259506","0.162684366106987","0.162684366106987","0.162684366106987","1.772141695022583","1.772141695022583","1.772141695022583","1.664397954940796","1.664397954940796","1.664397954940796","1.5473785400390625","1.5473785400390625","1.5473785400390625","0.3801647424697876","0.3801647424697876","0.3801647424697876"
"18","0.05737317353487015","0.05737317353487015","0.05737317353487015","0.10879893600940704","0.10879893600940704","0.10879893600940704","0.21799340844154358","0.21799340844154358","0.21799340844154358","1.8622772693634033","1.8622772693634033","1.8622772693634033","2.0273611545562744","2.0273611545562744","2.0273611545562744","1.8281558752059937","1.8281558752059937","1.8281558752059937","0.5577297210693359","0.5577297210693359","0.5577297210693359"
"20","0.06057465076446533","0.06057465076446533","0.06057465076446533","0.11667183041572571","0.11667183041572571","0.11667183041572571","0.24423018097877502","0.24423018097877502","0.24423018097877502","1.7843873500823975","1.7843873500823975","1.7843873500823975","1.6623752117156982","1.6623752117156982","1.6623752117156982","1.5920943021774292","1.5920943021774292","1.5920943021774292","0.6323193311691284","0.6323193311691284","0.6323193311691284"
"22","0.07178682088851929","0.07178682088851929","0.07178682088851929","0.13940811157226562","0.13940811157226562","0.13940811157226562","0.2999621331691742","0.2999621331691742","0.2999621331691742","1.8399029970169067","1.8399029970169067","1.8399029970169067","1.7688602209091187","1.7688602209091187","1.7688602209091187","1.6517951488494873","1.6517951488494873","1.6517951488494873","0.7965244650840759","0.7965244650840759","0.7965244650840759"
"24","0.07136997580528259","0.07136997580528259","0.07136997580528259","0.13717105984687805","0.13717105984687805","0.13717105984687805","0.32972627878189087","0.32972627878189087","0.32972627878189087","1.7505383491516113","1.7505383491516113","1.7505383491516113","1.874722957611084","1.874722957611084","1.874722957611084","1.718179702758789","1.718179702758789","1.718179702758789","0.8483567237854004","0.8483567237854004","0.8483567237854004"
"26","0.08077871799468994","0.08077871799468994","0.08077871799468994","0.15684819221496582","0.15684819221496582","0.15684819221496582","0.39087530970573425","0.39087530970573425","0.39087530970573425","1.8010895252227783","1.8010895252227783","1.8010895252227783","1.7966976165771484","1.7966976165771484","1.7966976165771484","1.6764837503433228","1.6764837503433228","1.6764837503433228","0.9738460779190063","0.9738460779190063","0.9738460779190063"
"28","0.08607160300016403","0.08607160300016403","0.08607160300016403","0.16316811740398407","0.16316811740398407","0.16316811740398407","0.39127445220947266","0.39127445220947266","0.39127445220947266","1.8189231157302856","1.8189231157302856","1.8189231157302856","1.8260760307312012","1.8260760307312012","1.8260760307312012","1.797908067703247","1.797908067703247","1.797908067703247","0.9654619693756104","0.9654619693756104","0.9654619693756104"
"30","0.08173470944166183","0.08173470944166183","0.08173470944166183","0.15624573826789856","0.15624573826789856","0.15624573826789856","0.4032962918281555","0.4032962918281555","0.4032962918281555","1.6895642280578613","1.6895642280578613","1.6895642280578613","1.7751550674438477","1.7751550674438477","1.7751550674438477","1.618667721748352","1.618667721748352","1.618667721748352","0.9079999327659607","0.9079999327659607","0.9079999327659607"
"32","0.08582668751478195","0.08582668751478195","0.08582668751478195","0.19317948818206787","0.19317948818206787","0.19317948818206787","0.40509355068206787","0.40509355068206787","0.40509355068206787","1.6685396432876587","1.6685396432876587","1.6685396432876587","1.6920151710510254","1.6920151710510254","1.6920151710510254","1.550972819328308","1.550972819328308","1.550972819328308","0.8787918090820312","0.8787918090820312","0.8787918090820312"
"34","0.0948270708322525","0.0948270708322525","0.0948270708322525","0.17835378646850586","0.17835378646850586","0.17835378646850586","0.511147677898407","0.511147677898407","0.511147677898407","1.7227771282196045","1.7227771282196045","1.7227771282196045","1.8951716423034668","1.8951716423034668","1.8951716423034668","1.7671871185302734","1.7671871185302734","1.7671871185302734","1.1439299583435059","1.1439299583435059","1.1439299583435059"
"36","0.09578795731067657","0.09578795731067657","0.09578795731067657","0.207078218460083","0.207078218460083","0.207078218460083","0.40130773186683655","0.40130773186683655","0.40130773186683655","1.667074203491211","1.667074203491211","1.667074203491211","1.5476371049880981","1.5476371049880981","1.5476371049880981","1.4541049003601074","1.4541049003601074","1.4541049003601074","0.7757700085639954","0.7757700085639954","0.7757700085639954"
"38","0.10829559713602066","0.10829559713602066","0.10829559713602066","0.24861642718315125","0.24861642718315125","0.24861642718315125","0.5582789778709412","0.5582789778709412","0.5582789778709412","1.6594343185424805","1.6594343185424805","1.6594343185424805","1.657547950744629","1.657547950744629","1.657547950744629","1.7437844276428223","1.7437844276428223","1.7437844276428223","1.0111687183380127","1.0111687183380127","1.0111687183380127"
"40","0.1062663123011589","0.1062663123011589","0.1062663123011589","0.2266184240579605","0.2266184240579605","0.2266184240579605","0.5302733778953552","0.5302733778953552","0.5302733778953552","1.6442742347717285","1.6442742347717285","1.6442742347717285","1.5361554622650146","1.5361554622650146","1.5361554622650146","1.5509917736053467","1.5509917736053467","1.5509917736053467","1.2491424083709717","1.2491424083709717","1.2491424083709717"
"42","0.11286693066358566","0.11286693066358566","0.11286693066358566","0.24715879559516907","0.24715879559516907","0.24715879559516907","0.6402192115783691","0.6402192115783691","0.6402192115783691","1.520923137664795","1.520923137664795","1.520923137664795","1.4267516136169434","1.4267516136169434","1.4267516136169434","1.4464774131774902","1.4464774131774902","1.4464774131774902","1.388397455215454","1.388397455215454","1.388397455215454"
"44","0.12388382852077484","0.12388382852077484","0.12388382852077484","0.2611125707626343","0.2611125707626343","0.2611125707626343","0.626618504524231","0.626618504524231","0.626618504524231","1.5159823894500732","1.5159823894500732","1.5159823894500732","1.444471001625061","1.444471001625061","1.444471001625061","1.500492811203003","1.500492811203003","1.500492811203003","1.3227269649505615","1.3227269649505615","1.3227269649505615"
"46","0.14165550470352173","0.14165550470352173","0.14165550470352173","0.312873899936676","0.312873899936676","0.312873899936676","0.7337239384651184","0.7337239384651184","0.7337239384651184","1.6239348649978638","1.6239348649978638","1.6239348649978638","1.5525896549224854","1.5525896549224854","1.5525896549224854","1.7980706691741943","1.7980706691741943","1.7980706691741943","1.38309645652771","1.38309645652771","1.38309645652771"
"48","0.14004258811473846","0.14004258811473846","0.14004258811473846","0.33909347653388977","0.33909347653388977","0.33909347653388977","0.8541299104690552","0.8541299104690552","0.8541299104690552","1.6416449546813965","1.6416449546813965","1.6416449546813965","1.5768789052963257","1.5768789052963257","1.5768789052963257","1.6422512531280518","1.6422512531280518","1.6422512531280518","1.3579609394073486","1.3579609394073486","1.3579609394073486"
"50","0.14492851495742798","0.14492851495742798","0.14492851495742798","0.36915212869644165","0.36915212869644165","0.36915212869644165","0.9041383266448975","0.9041383266448975","0.9041383266448975","1.6256139278411865","1.6256139278411865","1.6256139278411865","1.5170212984085083","1.5170212984085083","1.5170212984085083","1.5940430164337158","1.5940430164337158","1.5940430164337158","1.3589414358139038","1.3589414358139038","1.3589414358139038"
"52","0.18984490633010864","0.18984490633010864","0.18984490633010864","0.4366934895515442","0.4366934895515442","0.4366934895515442","0.9560692310333252","0.9560692310333252","0.9560692310333252","1.5966482162475586","1.5966482162475586","1.5966482162475586","1.5501270294189453","1.5501270294189453","1.5501270294189453","1.8965637683868408","1.8965637683868408","1.8965637683868408","1.6678850650787354","1.6678850650787354","1.6678850650787354"
"54","0.17448976635932922","0.17448976635932922","0.17448976635932922","0.31675097346305847","0.31675097346305847","0.31675097346305847","0.846589982509613","0.846589982509613","0.846589982509613","1.618090271949768","1.618090271949768","1.618090271949768","1.5617125034332275","1.5617125034332275","1.5617125034332275","1.754124402999878","1.754124402999878","1.754124402999878","1.479384422302246","1.479384422302246","1.479384422302246"
"56","0.19793398678302765","0.19793398678302765","0.19793398678302765","0.2848106622695923","0.2848106622695923","0.2848106622695923","0.969910740852356","0.969910740852356","0.969910740852356","1.6390745639801025","1.6390745639801025","1.6390745639801025","1.6025341749191284","1.6025341749191284","1.6025341749191284","1.665686845779419","1.665686845779419","1.665686845779419","1.2499583959579468","1.2499583959579468","1.2499583959579468"
"58","0.21952837705612183","0.21952837705612183","0.21952837705612183","0.4721040725708008","0.4721040725708008","0.4721040725708008","1.1975864171981812","1.1975864171981812","1.1975864171981812","1.4460450410842896","1.4460450410842896","1.4460450410842896","1.44752836227417","1.44752836227417","1.44752836227417","1.69439697265625","1.69439697265625","1.69439697265625","1.0208810567855835","1.0208810567855835","1.0208810567855835"
"60","0.22622957825660706","0.22622957825660706","0.22622957825660706","0.5933685302734375","0.5933685302734375","0.5933685302734375","1.356400489807129","1.356400489807129","1.356400489807129","1.4488052129745483","1.4488052129745483","1.4488052129745483","1.4246902465820312","1.4246902465820312","1.4246902465820312","1.6973413228988647","1.6973413228988647","1.6973413228988647","1.2705270051956177","1.2705270051956177","1.2705270051956177"
"62","0.17495191097259521","0.17495191097259521","0.17495191097259521","0.42612311244010925","0.42612311244010925","0.42612311244010925","1.2836196422576904","1.2836196422576904","1.2836196422576904","1.7019387483596802","1.7019387483596802","1.7019387483596802","1.6314491033554077","1.6314491033554077","1.6314491033554077","1.9141767024993896","1.9141767024993896","1.9141767024993896","0.9561053514480591","0.9561053514480591","0.9561053514480591"
"64","0.2789580821990967","0.2789580821990967","0.2789580821990967","0.5044972896575928","0.5044972896575928","0.5044972896575928","1.3045580387115479","1.3045580387115479","1.3045580387115479","1.5820602178573608","1.5820602178573608","1.5820602178573608","1.4806771278381348","1.4806771278381348","1.4806771278381348","1.5992919206619263","1.5992919206619263","1.5992919206619263","1.4194202423095703","1.4194202423095703","1.4194202423095703"
"66","0.26235997676849365","0.26235997676849365","0.26235997676849365","0.6955764293670654","0.6955764293670654","0.6955764293670654","1.356308937072754","1.356308937072754","1.356308937072754","1.4271025657653809","1.4271025657653809","1.4271025657653809","1.3697569370269775","1.3697569370269775","1.3697569370269775","1.700787901878357","1.700787901878357","1.700787901878357","1.4551140069961548","1.4551140069961548","1.4551140069961548"
"68","0.291001558303833","0.291001558303833","0.291001558303833","0.8470494747161865","0.8470494747161865","0.8470494747161865","1.276738166809082","1.276738166809082","1.276738166809082","1.6062500476837158","1.6062500476837158","1.6062500476837158","1.683465838432312","1.683465838432312","1.683465838432312","1.7745906114578247","1.7745906114578247","1.7745906114578247","1.456104040145874","1.456104040145874","1.456104040145874"
"70","0.1756076067686081","0.1756076067686081","0.1756076067686081","0.6630404591560364","0.6630404591560364","0.6630404591560364","1.22609543800354","1.22609543800354","1.22609543800354","1.557163953781128","1.557163953781128","1.557163953781128","1.5905003547668457","1.5905003547668457","1.5905003547668457","1.9163180589675903","1.9163180589675903","1.9163180589675903","1.5129249095916748","1.5129249095916748","1.5129249095916748"
"72","0.1478503793478012","0.1478503793478012","0.1478503793478012","0.7177302837371826","0.7177302837371826","0.7177302837371826","1.555321455001831","1.555321455001831","1.555321455001831","1.5594874620437622","1.5594874620437622","1.5594874620437622","1.5158917903900146","1.5158917903900146","1.5158917903900146","1.7402809858322144","1.7402809858322144","1.7402809858322144","1.3449591398239136","1.3449591398239136","1.3449591398239136"
"74","0.32147836685180664","0.32147836685180664","0.32147836685180664","0.6727470755577087","0.6727470755577087","0.6727470755577087","1.6007870435714722","1.6007870435714722","1.6007870435714722","1.4720587730407715","1.4720587730407715","1.4720587730407715","1.4575376510620117","1.4575376510620117","1.4575376510620117","1.7373517751693726","1.7373517751693726","1.7373517751693726","1.3239216804504395","1.3239216804504395","1.3239216804504395"
"76","0.18664506077766418","0.18664506077766418","0.18664506077766418","0.9684876203536987","0.9684876203536987","0.9684876203536987","1.3356152772903442","1.3356152772903442","1.3356152772903442","1.6375044584274292","1.6375044584274292","1.6375044584274292","1.6384832859039307","1.6384832859039307","1.6384832859039307","1.7937989234924316","1.7937989234924316","1.7937989234924316","1.320343017578125","1.320343017578125","1.320343017578125"
"78","0.2988930344581604","0.2988930344581604","0.2988930344581604","0.6206178069114685","0.6206178069114685","0.6206178069114685","1.4813578128814697","1.4813578128814697","1.4813578128814697","1.2775464057922363","1.2775464057922363","1.2775464057922363","1.3577072620391846","1.3577072620391846","1.3577072620391846","1.8275617361068726","1.8275617361068726","1.8275617361068726","1.1957600116729736","1.1957600116729736","1.1957600116729736"
"80","0.46394574642181396","0.46394574642181396","0.46394574642181396","0.49413448572158813","0.49413448572158813","0.49413448572158813","1.3302913904190063","1.3302913904190063","1.3302913904190063","1.5282329320907593","1.5282329320907593","1.5282329320907593","1.521472692489624","1.521472692489624","1.521472692489624","1.7471601963043213","1.7471601963043213","1.7471601963043213","1.6821123361587524","1.6821123361587524","1.6821123361587524"
"82","0.357366681098938","0.357366681098938","0.357366681098938","1.1637349128723145","1.1637349128723145","1.1637349128723145","1.5675468444824219","1.5675468444824219","1.5675468444824219","1.0721232891082764","1.0721232891082764","1.0721232891082764","1.1735881567001343","1.1735881567001343","1.1735881567001343","1.8015689849853516","1.8015689849853516","1.8015689849853516","1.5755336284637451","1.5755336284637451","1.5755336284637451"
"84","0.1982802003622055","0.1982802003622055","0.1982802003622055","1.081322193145752","1.081322193145752","1.081322193145752","1.3928874731063843","1.3928874731063843","1.3928874731063843","1.3578846454620361","1.3578846454620361","1.3578846454620361","1.3532794713974","1.3532794713974","1.3532794713974","1.6180545091629028","1.6180545091629028","1.6180545091629028","1.4547345638275146","1.4547345638275146","1.4547345638275146"
"86","0.2562507390975952","0.2562507390975952","0.2562507390975952","0.8057020306587219","0.8057020306587219","0.8057020306587219","1.4061598777770996","1.4061598777770996","1.4061598777770996","1.5742628574371338","1.5742628574371338","1.5742628574371338","1.4438427686691284","1.4438427686691284","1.4438427686691284","1.7413159608840942","1.7413159608840942","1.7413159608840942","1.4138541221618652","1.4138541221618652","1.4138541221618652"
"88","0.4284951686859131","0.4284951686859131","0.4284951686859131","0.7707951068878174","0.7707951068878174","0.7707951068878174","1.2063250541687012","1.2063250541687012","1.2063250541687012","1.2036254405975342","1.2036254405975342","1.2036254405975342","1.2662341594696045","1.2662341594696045","1.2662341594696045","1.5710477828979492","1.5710477828979492","1.5710477828979492","1.3606973886489868","1.3606973886489868","1.3606973886489868"
"90","0.5080546140670776","0.5080546140670776","0.5080546140670776","1.1254724264144897","1.1254724264144897","1.1254724264144897","1.3731164932250977","1.3731164932250977","1.3731164932250977","1.4526206254959106","1.4526206254959106","1.4526206254959106","1.5024921894073486","1.5024921894073486","1.5024921894073486","1.7777316570281982","1.7777316570281982","1.7777316570281982","1.462332844734192","1.462332844734192","1.462332844734192"
"92","0.5209680795669556","0.5209680795669556","0.5209680795669556","1.1127700805664062","1.1127700805664062","1.1127700805664062","1.2670302391052246","1.2670302391052246","1.2670302391052246","1.4748671054840088","1.4748671054840088","1.4748671054840088","1.555931568145752","1.555931568145752","1.555931568145752","1.6545686721801758","1.6545686721801758","1.6545686721801758","1.423919439315796","1.423919439315796","1.423919439315796"
"94","0.4196394085884094","0.4196394085884094","0.4196394085884094","0.9936468601226807","0.9936468601226807","0.9936468601226807","1.5846903324127197","1.5846903324127197","1.5846903324127197","1.5747623443603516","1.5747623443603516","1.5747623443603516","1.5644150972366333","1.5644150972366333","1.5644150972366333","1.644330382347107","1.644330382347107","1.644330382347107","1.5017844438552856","1.5017844438552856","1.5017844438552856"
"96","0.5123792886734009","0.5123792886734009","0.5123792886734009","1.065534234046936","1.065534234046936","1.065534234046936","1.3416838645935059","1.3416838645935059","1.3416838645935059","1.3292557001113892","1.3292557001113892","1.3292557001113892","1.425715446472168","1.425715446472168","1.425715446472168","1.643646240234375","1.643646240234375","1.643646240234375","1.5242884159088135","1.5242884159088135","1.5242884159088135"
"98","0.721990704536438","0.721990704536438","0.721990704536438","1.4064805507659912","1.4064805507659912","1.4064805507659912","1.5050417184829712","1.5050417184829712","1.5050417184829712","1.4627424478530884","1.4627424478530884","1.4627424478530884","1.4904993772506714","1.4904993772506714","1.4904993772506714","1.73661208152771","1.73661208152771","1.73661208152771","1.5953961610794067","1.5953961610794067","1.5953961610794067"
"100","0.7461862564086914","0.7461862564086914","0.7461862564086914","1.2263940572738647","1.2263940572738647","1.2263940572738647","1.5501476526260376","1.5501476526260376","1.5501476526260376","1.418712854385376","1.418712854385376","1.418712854385376","1.4739017486572266","1.4739017486572266","1.4739017486572266","1.711581826210022","1.711581826210022","1.711581826210022","1.2872004508972168","1.2872004508972168","1.2872004508972168"
"102","0.5506240725517273","0.5506240725517273","0.5506240725517273","1.2802014350891113","1.2802014350891113","1.2802014350891113","1.3133788108825684","1.3133788108825684","1.3133788108825684","1.3808958530426025","1.3808958530426025","1.3808958530426025","1.3860599994659424","1.3860599994659424","1.3860599994659424","1.6503653526306152","1.6503653526306152","1.6503653526306152","1.4890879392623901","1.4890879392623901","1.4890879392623901"
"104","0.6057592630386353","0.6057592630386353","0.6057592630386353","0.8374024629592896","0.8374024629592896","0.8374024629592896","1.4846186637878418","1.4846186637878418","1.4846186637878418","1.3055579662322998","1.3055579662322998","1.3055579662322998","1.339293360710144","1.339293360710144","1.339293360710144","1.581676721572876","1.581676721572876","1.581676721572876","1.4869093894958496","1.4869093894958496","1.4869093894958496"
"106","0.6807608604431152","0.6807608604431152","0.6807608604431152","1.044567584991455","1.044567584991455","1.044567584991455","1.2706472873687744","1.2706472873687744","1.2706472873687744","1.4525542259216309","1.4525542259216309","1.4525542259216309","1.4102168083190918","1.4102168083190918","1.4102168083190918","1.8939379453659058","1.8939379453659058","1.8939379453659058","1.6295411586761475","1.6295411586761475","1.6295411586761475"
"108","0.7905902862548828","0.7905902862548828","0.7905902862548828","1.0330580472946167","1.0330580472946167","1.0330580472946167","1.3618619441986084","1.3618619441986084","1.3618619441986084","1.4474941492080688","1.4474941492080688","1.4474941492080688","1.407898187637329","1.407898187637329","1.407898187637329","1.7361136674880981","1.7361136674880981","1.7361136674880981","1.5479838848114014","1.5479838848114014","1.5479838848114014"
"110","0.7067841291427612","0.7067841291427612","0.7067841291427612","1.335549235343933","1.335549235343933","1.335549235343933","1.3847943544387817","1.3847943544387817","1.3847943544387817","1.6235928535461426","1.6235928535461426","1.6235928535461426","1.7666045427322388","1.7666045427322388","1.7666045427322388","1.6650075912475586","1.6650075912475586","1.6650075912475586","1.5935354232788086","1.5935354232788086","1.5935354232788086"
