"Step","VOWELS_FILTER_b40_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b40_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b40_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b20_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b20_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b20_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_positive_z__MAX"
"112","0.603240966796875","0.603240966796875","0.603240966796875","1.4556870460510254","1.4556870460510254","1.4556870460510254","1.2771105766296387","1.2771105766296387","1.2771105766296387","1.4336150884628296","1.4336150884628296","1.4336150884628296","1.4679585695266724","1.4679585695266724","1.4679585695266724","1.8158506155014038","1.8158506155014038","1.8158506155014038","1.4667197465896606","1.4667197465896606","1.4667197465896606"
"114","0.8631502389907837","0.8631502389907837","0.8631502389907837","1.1327993869781494","1.1327993869781494","1.1327993869781494","1.375350832939148","1.375350832939148","1.375350832939148","1.4658234119415283","1.4658234119415283","1.4658234119415283","1.3967901468276978","1.3967901468276978","1.3967901468276978","1.6262537240982056","1.6262537240982056","1.6262537240982056","1.287081003189087","1.287081003189087","1.287081003189087"
"116","0.8207643032073975","0.8207643032073975","0.8207643032073975","1.1324987411499023","1.1324987411499023","1.1324987411499023","1.6159543991088867","1.6159543991088867","1.6159543991088867","1.4507710933685303","1.4507710933685303","1.4507710933685303","1.3650834560394287","1.3650834560394287","1.3650834560394287","1.6262773275375366","1.6262773275375366","1.6262773275375366","1.520275592803955","1.520275592803955","1.520275592803955"
"118","0.6965259909629822","0.6965259909629822","0.6965259909629822","1.196921706199646","1.196921706199646","1.196921706199646","1.2983745336532593","1.2983745336532593","1.2983745336532593","1.3700388669967651","1.3700388669967651","1.3700388669967651","1.2933547496795654","1.2933547496795654","1.2933547496795654","1.6914623975753784","1.6914623975753784","1.6914623975753784","1.5095981359481812","1.5095981359481812","1.5095981359481812"
"120","0.9187062382698059","0.9187062382698059","0.9187062382698059","1.255083441734314","1.255083441734314","1.255083441734314","1.5608125925064087","1.5608125925064087","1.5608125925064087","1.4382773637771606","1.4382773637771606","1.4382773637771606","1.480015516281128","1.480015516281128","1.480015516281128","1.5974434614181519","1.5974434614181519","1.5974434614181519","1.3963005542755127","1.3963005542755127","1.3963005542755127"
"122","0.8217487335205078","0.8217487335205078","0.8217487335205078","1.2606217861175537","1.2606217861175537","1.2606217861175537","1.363097906112671","1.363097906112671","1.363097906112671","1.3129888772964478","1.3129888772964478","1.3129888772964478","1.3664718866348267","1.3664718866348267","1.3664718866348267","1.6466975212097168","1.6466975212097168","1.6466975212097168","1.5954678058624268","1.5954678058624268","1.5954678058624268"
"124","0.9025241732597351","0.9025241732597351","0.9025241732597351","1.2665278911590576","1.2665278911590576","1.2665278911590576","1.4421281814575195","1.4421281814575195","1.4421281814575195","1.5374042987823486","1.5374042987823486","1.5374042987823486","1.4168437719345093","1.4168437719345093","1.4168437719345093","1.6179896593093872","1.6179896593093872","1.6179896593093872","1.415313720703125","1.415313720703125","1.415313720703125"
"126","0.7597707509994507","0.7597707509994507","0.7597707509994507","1.2649608850479126","1.2649608850479126","1.2649608850479126","1.3855502605438232","1.3855502605438232","1.3855502605438232","1.5932729244232178","1.5932729244232178","1.5932729244232178","1.6709644794464111","1.6709644794464111","1.6709644794464111","1.7359323501586914","1.7359323501586914","1.7359323501586914","1.458107829093933","1.458107829093933","1.458107829093933"
"128","1.046067237854004","1.046067237854004","1.046067237854004","1.475599765777588","1.475599765777588","1.475599765777588","1.6286561489105225","1.6286561489105225","1.6286561489105225","1.5177472829818726","1.5177472829818726","1.5177472829818726","1.442805528640747","1.442805528640747","1.442805528640747","1.6686148643493652","1.6686148643493652","1.6686148643493652","1.5807502269744873","1.5807502269744873","1.5807502269744873"
"130","0.639487624168396","0.639487624168396","0.639487624168396","1.3906655311584473","1.3906655311584473","1.3906655311584473","1.4228687286376953","1.4228687286376953","1.4228687286376953","1.5489388704299927","1.5489388704299927","1.5489388704299927","1.5790841579437256","1.5790841579437256","1.5790841579437256","1.7573268413543701","1.7573268413543701","1.7573268413543701","1.6578584909439087","1.6578584909439087","1.6578584909439087"
"132","1.048092007637024","1.048092007637024","1.048092007637024","1.5217777490615845","1.5217777490615845","1.5217777490615845","1.4997777938842773","1.4997777938842773","1.4997777938842773","1.4248944520950317","1.4248944520950317","1.4248944520950317","1.5046942234039307","1.5046942234039307","1.5046942234039307","1.6518512964248657","1.6518512964248657","1.6518512964248657","1.567950963973999","1.567950963973999","1.567950963973999"
"134","0.715989351272583","0.715989351272583","0.715989351272583","1.626302719116211","1.626302719116211","1.626302719116211","1.6489477157592773","1.6489477157592773","1.6489477157592773","1.461047887802124","1.461047887802124","1.461047887802124","1.4668612480163574","1.4668612480163574","1.4668612480163574","1.7115263938903809","1.7115263938903809","1.7115263938903809","1.5410656929016113","1.5410656929016113","1.5410656929016113"
"136","0.907245397567749","0.907245397567749","0.907245397567749","1.4730151891708374","1.4730151891708374","1.4730151891708374","1.555904746055603","1.555904746055603","1.555904746055603","1.4097107648849487","1.4097107648849487","1.4097107648849487","1.4776633977890015","1.4776633977890015","1.4776633977890015","1.7866054773330688","1.7866054773330688","1.7866054773330688","1.644433856010437","1.644433856010437","1.644433856010437"
"138","0.7397202849388123","0.7397202849388123","0.7397202849388123","1.2894833087921143","1.2894833087921143","1.2894833087921143","0.6493310928344727","0.6493310928344727","0.6493310928344727","1.4425959587097168","1.4425959587097168","1.4425959587097168","1.517850399017334","1.517850399017334","1.517850399017334","1.6327943801879883","1.6327943801879883","1.6327943801879883","1.5364055633544922","1.5364055633544922","1.5364055633544922"
"140","0.9321148991584778","0.9321148991584778","0.9321148991584778","1.384516954421997","1.384516954421997","1.384516954421997","1.5099457502365112","1.5099457502365112","1.5099457502365112","1.5466474294662476","1.5466474294662476","1.5466474294662476","1.6028878688812256","1.6028878688812256","1.6028878688812256","1.8506677150726318","1.8506677150726318","1.8506677150726318","1.5175225734710693","1.5175225734710693","1.5175225734710693"
"142","1.011264443397522","1.011264443397522","1.011264443397522","1.4022983312606812","1.4022983312606812","1.4022983312606812","1.3356733322143555","1.3356733322143555","1.3356733322143555","1.423912525177002","1.423912525177002","1.423912525177002","1.3860349655151367","1.3860349655151367","1.3860349655151367","1.5952448844909668","1.5952448844909668","1.5952448844909668","1.668717861175537","1.668717861175537","1.668717861175537"
"144","1.0642073154449463","1.0642073154449463","1.0642073154449463","1.1775468587875366","1.1775468587875366","1.1775468587875366","1.6877679824829102","1.6877679824829102","1.6877679824829102","1.4278680086135864","1.4278680086135864","1.4278680086135864","1.5503535270690918","1.5503535270690918","1.5503535270690918","1.553043007850647","1.553043007850647","1.553043007850647","1.3733679056167603","1.3733679056167603","1.3733679056167603"
"146","1.1243878602981567","1.1243878602981567","1.1243878602981567","1.237874150276184","1.237874150276184","1.237874150276184","1.747288465499878","1.747288465499878","1.747288465499878","1.5310808420181274","1.5310808420181274","1.5310808420181274","1.6932716369628906","1.6932716369628906","1.6932716369628906","1.6529064178466797","1.6529064178466797","1.6529064178466797","1.5050828456878662","1.5050828456878662","1.5050828456878662"
"148","1.1544945240020752","1.1544945240020752","1.1544945240020752","1.1074631214141846","1.1074631214141846","1.1074631214141846","1.5161577463150024","1.5161577463150024","1.5161577463150024","1.512671947479248","1.512671947479248","1.512671947479248","1.472723364830017","1.472723364830017","1.472723364830017","1.702174186706543","1.702174186706543","1.702174186706543","1.7270232439041138","1.7270232439041138","1.7270232439041138"
"150","1.1101038455963135","1.1101038455963135","1.1101038455963135","1.1928367614746094","1.1928367614746094","1.1928367614746094","1.532924771308899","1.532924771308899","1.532924771308899","1.4232254028320312","1.4232254028320312","1.4232254028320312","1.4974992275238037","1.4974992275238037","1.4974992275238037","1.50813889503479","1.50813889503479","1.50813889503479","1.450429916381836","1.450429916381836","1.450429916381836"
"152","1.2346413135528564","1.2346413135528564","1.2346413135528564","1.2602200508117676","1.2602200508117676","1.2602200508117676","1.6242610216140747","1.6242610216140747","1.6242610216140747","1.392293095588684","1.392293095588684","1.392293095588684","1.2552555799484253","1.2552555799484253","1.2552555799484253","1.584531307220459","1.584531307220459","1.584531307220459","1.407074213027954","1.407074213027954","1.407074213027954"
"154","1.2272861003875732","1.2272861003875732","1.2272861003875732","1.2269635200500488","1.2269635200500488","1.2269635200500488","1.6192817687988281","1.6192817687988281","1.6192817687988281","1.3864191770553589","1.3864191770553589","1.3864191770553589","1.4124140739440918","1.4124140739440918","1.4124140739440918","1.5364066362380981","1.5364066362380981","1.5364066362380981","1.5463290214538574","1.5463290214538574","1.5463290214538574"
"156","1.1143605709075928","1.1143605709075928","1.1143605709075928","1.1851067543029785","1.1851067543029785","1.1851067543029785","1.5735359191894531","1.5735359191894531","1.5735359191894531","1.4426981210708618","1.4426981210708618","1.4426981210708618","1.4196467399597168","1.4196467399597168","1.4196467399597168","1.7553277015686035","1.7553277015686035","1.7553277015686035","1.5674660205841064","1.5674660205841064","1.5674660205841064"
"158","0.9622066020965576","0.9622066020965576","0.9622066020965576","1.4106156826019287","1.4106156826019287","1.4106156826019287","1.474220871925354","1.474220871925354","1.474220871925354","1.3697036504745483","1.3697036504745483","1.3697036504745483","1.3139597177505493","1.3139597177505493","1.3139597177505493","1.472622275352478","1.472622275352478","1.472622275352478","1.5802539587020874","1.5802539587020874","1.5802539587020874"
"160","1.284379243850708","1.284379243850708","1.284379243850708","1.071219801902771","1.071219801902771","1.071219801902771","1.5715962648391724","1.5715962648391724","1.5715962648391724","1.4079022407531738","1.4079022407531738","1.4079022407531738","1.3935565948486328","1.3935565948486328","1.3935565948486328","1.6616780757904053","1.6616780757904053","1.6616780757904053","1.586451530456543","1.586451530456543","1.586451530456543"
"162","1.1308605670928955","1.1308605670928955","1.1308605670928955","1.0516412258148193","1.0516412258148193","1.0516412258148193","1.3761777877807617","1.3761777877807617","1.3761777877807617","1.3904716968536377","1.3904716968536377","1.3904716968536377","1.375461459159851","1.375461459159851","1.375461459159851","1.532459020614624","1.532459020614624","1.532459020614624","1.487121343612671","1.487121343612671","1.487121343612671"
"164","1.124016523361206","1.124016523361206","1.124016523361206","1.0777864456176758","1.0777864456176758","1.0777864456176758","1.5494542121887207","1.5494542121887207","1.5494542121887207","1.363686442375183","1.363686442375183","1.363686442375183","1.2728652954101562","1.2728652954101562","1.2728652954101562","1.499000906944275","1.499000906944275","1.499000906944275","1.3125100135803223","1.3125100135803223","1.3125100135803223"
"166","0.9645516872406006","0.9645516872406006","0.9645516872406006","0.8648712635040283","0.8648712635040283","0.8648712635040283","1.454270601272583","1.454270601272583","1.454270601272583","1.5278581380844116","1.5278581380844116","1.5278581380844116","1.3821371793746948","1.3821371793746948","1.3821371793746948","1.6247979402542114","1.6247979402542114","1.6247979402542114","1.6205401420593262","1.6205401420593262","1.6205401420593262"
"168","1.1465699672698975","1.1465699672698975","1.1465699672698975","1.1824305057525635","1.1824305057525635","1.1824305057525635","1.5025925636291504","1.5025925636291504","1.5025925636291504","1.527787208557129","1.527787208557129","1.527787208557129","1.6113195419311523","1.6113195419311523","1.6113195419311523","1.89191734790802","1.89191734790802","1.89191734790802","1.6471160650253296","1.6471160650253296","1.6471160650253296"
"170","1.276802897453308","1.276802897453308","1.276802897453308","1.398451805114746","1.398451805114746","1.398451805114746","1.2118251323699951","1.2118251323699951","1.2118251323699951","1.4920614957809448","1.4920614957809448","1.4920614957809448","1.402186632156372","1.402186632156372","1.402186632156372","1.544731855392456","1.544731855392456","1.544731855392456","1.7976984977722168","1.7976984977722168","1.7976984977722168"
"172","1.2348517179489136","1.2348517179489136","1.2348517179489136","1.2382595539093018","1.2382595539093018","1.2382595539093018","1.5740020275115967","1.5740020275115967","1.5740020275115967","1.4937362670898438","1.4937362670898438","1.4937362670898438","1.382774829864502","1.382774829864502","1.382774829864502","1.7230398654937744","1.7230398654937744","1.7230398654937744","1.448884129524231","1.448884129524231","1.448884129524231"
"174","1.4614088535308838","1.4614088535308838","1.4614088535308838","1.3134136199951172","1.3134136199951172","1.3134136199951172","1.999415397644043","1.999415397644043","1.999415397644043","1.4524282217025757","1.4524282217025757","1.4524282217025757","1.5916060209274292","1.5916060209274292","1.5916060209274292","1.5597903728485107","1.5597903728485107","1.5597903728485107","1.6147267818450928","1.6147267818450928","1.6147267818450928"
"176","0.598303496837616","0.598303496837616","0.598303496837616","1.2581140995025635","1.2581140995025635","1.2581140995025635","1.6709495782852173","1.6709495782852173","1.6709495782852173","1.4609302282333374","1.4609302282333374","1.4609302282333374","1.5802967548370361","1.5802967548370361","1.5802967548370361","1.7946140766143799","1.7946140766143799","1.7946140766143799","1.8772644996643066","1.8772644996643066","1.8772644996643066"
"178","1.0642132759094238","1.0642132759094238","1.0642132759094238","1.1441869735717773","1.1441869735717773","1.1441869735717773","1.6238665580749512","1.6238665580749512","1.6238665580749512","1.5370028018951416","1.5370028018951416","1.5370028018951416","1.5506577491760254","1.5506577491760254","1.5506577491760254","1.8142461776733398","1.8142461776733398","1.8142461776733398","1.797078013420105","1.797078013420105","1.797078013420105"
"180","1.040800929069519","1.040800929069519","1.040800929069519","1.3923616409301758","1.3923616409301758","1.3923616409301758","1.6718491315841675","1.6718491315841675","1.6718491315841675","1.4115369319915771","1.4115369319915771","1.4115369319915771","1.3494415283203125","1.3494415283203125","1.3494415283203125","1.5517902374267578","1.5517902374267578","1.5517902374267578","1.4639892578125","1.4639892578125","1.4639892578125"
"182","0.9933666586875916","0.9933666586875916","0.9933666586875916","1.2385042905807495","1.2385042905807495","1.2385042905807495","1.7378566265106201","1.7378566265106201","1.7378566265106201","1.4756064414978027","1.4756064414978027","1.4756064414978027","1.5370306968688965","1.5370306968688965","1.5370306968688965","1.6851012706756592","1.6851012706756592","1.6851012706756592","1.571101427078247","1.571101427078247","1.571101427078247"
"184","1.0064337253570557","1.0064337253570557","1.0064337253570557","1.265965461730957","1.265965461730957","1.265965461730957","1.5876893997192383","1.5876893997192383","1.5876893997192383","1.428154706954956","1.428154706954956","1.428154706954956","1.4787310361862183","1.4787310361862183","1.4787310361862183","1.5118176937103271","1.5118176937103271","1.5118176937103271","1.6647181510925293","1.6647181510925293","1.6647181510925293"
"186","0.9901625514030457","0.9901625514030457","0.9901625514030457","1.2215242385864258","1.2215242385864258","1.2215242385864258","1.7399975061416626","1.7399975061416626","1.7399975061416626","1.480441689491272","1.480441689491272","1.480441689491272","1.4607212543487549","1.4607212543487549","1.4607212543487549","1.6773505210876465","1.6773505210876465","1.6773505210876465","1.6533892154693604","1.6533892154693604","1.6533892154693604"
"188","0.825514554977417","0.825514554977417","0.825514554977417","1.5687518119812012","1.5687518119812012","1.5687518119812012","1.7807031869888306","1.7807031869888306","1.7807031869888306","1.3886265754699707","1.3886265754699707","1.3886265754699707","1.3688193559646606","1.3688193559646606","1.3688193559646606","1.7445387840270996","1.7445387840270996","1.7445387840270996","1.628603219985962","1.628603219985962","1.628603219985962"
"190","1.1570489406585693","1.1570489406585693","1.1570489406585693","1.3958966732025146","1.3958966732025146","1.3958966732025146","1.6116023063659668","1.6116023063659668","1.6116023063659668","1.554015874862671","1.554015874862671","1.554015874862671","1.460969090461731","1.460969090461731","1.460969090461731","1.5108709335327148","1.5108709335327148","1.5108709335327148","1.5245270729064941","1.5245270729064941","1.5245270729064941"
"192","1.0583072900772095","1.0583072900772095","1.0583072900772095","1.2073231935501099","1.2073231935501099","1.2073231935501099","1.6798466444015503","1.6798466444015503","1.6798466444015503","1.4534356594085693","1.4534356594085693","1.4534356594085693","1.5028860569000244","1.5028860569000244","1.5028860569000244","1.5709364414215088","1.5709364414215088","1.5709364414215088","1.566964864730835","1.566964864730835","1.566964864730835"
"194","0.9348678588867188","0.9348678588867188","0.9348678588867188","1.2125805616378784","1.2125805616378784","1.2125805616378784","1.6203720569610596","1.6203720569610596","1.6203720569610596","1.4274743795394897","1.4274743795394897","1.4274743795394897","1.3926823139190674","1.3926823139190674","1.3926823139190674","1.6850508451461792","1.6850508451461792","1.6850508451461792","1.5326731204986572","1.5326731204986572","1.5326731204986572"
"196","0.9221298694610596","0.9221298694610596","0.9221298694610596","1.3182600736618042","1.3182600736618042","1.3182600736618042","1.8517863750457764","1.8517863750457764","1.8517863750457764","1.2284739017486572","1.2284739017486572","1.2284739017486572","1.2707653045654297","1.2707653045654297","1.2707653045654297","1.6078689098358154","1.6078689098358154","1.6078689098358154","1.7239940166473389","1.7239940166473389","1.7239940166473389"
"198","0.8561515212059021","0.8561515212059021","0.8561515212059021","1.1831247806549072","1.1831247806549072","1.1831247806549072","1.6031930446624756","1.6031930446624756","1.6031930446624756","1.5873640775680542","1.5873640775680542","1.5873640775680542","1.4114313125610352","1.4114313125610352","1.4114313125610352","1.6021333932876587","1.6021333932876587","1.6021333932876587","1.5897598266601562","1.5897598266601562","1.5897598266601562"
"200","1.0762823820114136","1.0762823820114136","1.0762823820114136","1.1693060398101807","1.1693060398101807","1.1693060398101807","1.444135069847107","1.444135069847107","1.444135069847107","1.5091102123260498","1.5091102123260498","1.5091102123260498","1.573489785194397","1.573489785194397","1.573489785194397","1.4544605016708374","1.4544605016708374","1.4544605016708374","1.6581743955612183","1.6581743955612183","1.6581743955612183"
"202","1.1439530849456787","1.1439530849456787","1.1439530849456787","1.2779309749603271","1.2779309749603271","1.2779309749603271","2.1594464778900146","2.1594464778900146","2.1594464778900146","1.5889105796813965","1.5889105796813965","1.5889105796813965","1.5686638355255127","1.5686638355255127","1.5686638355255127","1.5607762336730957","1.5607762336730957","1.5607762336730957","1.3877861499786377","1.3877861499786377","1.3877861499786377"
"204","1.026399850845337","1.026399850845337","1.026399850845337","1.5576000213623047","1.5576000213623047","1.5576000213623047","1.4696640968322754","1.4696640968322754","1.4696640968322754","1.4379167556762695","1.4379167556762695","1.4379167556762695","1.5526132583618164","1.5526132583618164","1.5526132583618164","1.2757776975631714","1.2757776975631714","1.2757776975631714","1.4694626331329346","1.4694626331329346","1.4694626331329346"
"206","0.8305763602256775","0.8305763602256775","0.8305763602256775","1.1196775436401367","1.1196775436401367","1.1196775436401367","1.9400763511657715","1.9400763511657715","1.9400763511657715","1.456634283065796","1.456634283065796","1.456634283065796","1.4647870063781738","1.4647870063781738","1.4647870063781738","1.5653159618377686","1.5653159618377686","1.5653159618377686","1.590938687324524","1.590938687324524","1.590938687324524"
"208","1.2871124744415283","1.2871124744415283","1.2871124744415283","1.5047721862792969","1.5047721862792969","1.5047721862792969","1.5920829772949219","1.5920829772949219","1.5920829772949219","1.4275747537612915","1.4275747537612915","1.4275747537612915","1.3875298500061035","1.3875298500061035","1.3875298500061035","1.715895175933838","1.715895175933838","1.715895175933838","1.6798864603042603","1.6798864603042603","1.6798864603042603"
"210","0.9497053027153015","0.9497053027153015","0.9497053027153015","1.536368489265442","1.536368489265442","1.536368489265442","1.557155728340149","1.557155728340149","1.557155728340149","1.6200124025344849","1.6200124025344849","1.6200124025344849","1.521921157836914","1.521921157836914","1.521921157836914","1.6232273578643799","1.6232273578643799","1.6232273578643799","1.8430492877960205","1.8430492877960205","1.8430492877960205"
"212","0.7549146413803101","0.7549146413803101","0.7549146413803101","1.5235702991485596","1.5235702991485596","1.5235702991485596","1.6198699474334717","1.6198699474334717","1.6198699474334717","1.462144374847412","1.462144374847412","1.462144374847412","1.4790650606155396","1.4790650606155396","1.4790650606155396","1.6176677942276","1.6176677942276","1.6176677942276","1.397278070449829","1.397278070449829","1.397278070449829"
"214","0.77064448595047","0.77064448595047","0.77064448595047","1.540502667427063","1.540502667427063","1.540502667427063","1.6338059902191162","1.6338059902191162","1.6338059902191162","1.4268434047698975","1.4268434047698975","1.4268434047698975","1.5544099807739258","1.5544099807739258","1.5544099807739258","1.512366533279419","1.512366533279419","1.512366533279419","1.5835275650024414","1.5835275650024414","1.5835275650024414"
"216","1.0169057846069336","1.0169057846069336","1.0169057846069336","1.821972370147705","1.821972370147705","1.821972370147705","1.4461076259613037","1.4461076259613037","1.4461076259613037","1.500369906425476","1.500369906425476","1.500369906425476","1.4904170036315918","1.4904170036315918","1.4904170036315918","1.5756542682647705","1.5756542682647705","1.5756542682647705","1.317730188369751","1.317730188369751","1.317730188369751"
"218","1.1829638481140137","1.1829638481140137","1.1829638481140137","1.316390872001648","1.316390872001648","1.316390872001648","1.5331141948699951","1.5331141948699951","1.5331141948699951","1.4041972160339355","1.4041972160339355","1.4041972160339355","1.3312029838562012","1.3312029838562012","1.3312029838562012","1.7237505912780762","1.7237505912780762","1.7237505912780762","1.6258494853973389","1.6258494853973389","1.6258494853973389"
"220","1.117835283279419","1.117835283279419","1.117835283279419","1.362889051437378","1.362889051437378","1.362889051437378","1.8668394088745117","1.8668394088745117","1.8668394088745117","1.3808162212371826","1.3808162212371826","1.3808162212371826","1.3836374282836914","1.3836374282836914","1.3836374282836914","1.7240252494812012","1.7240252494812012","1.7240252494812012","1.695269227027893","1.695269227027893","1.695269227027893"
"222","1.31107759475708","1.31107759475708","1.31107759475708","1.2561180591583252","1.2561180591583252","1.2561180591583252","1.8480920791625977","1.8480920791625977","1.8480920791625977","1.4892690181732178","1.4892690181732178","1.4892690181732178","1.3714830875396729","1.3714830875396729","1.3714830875396729","1.6389427185058594","1.6389427185058594","1.6389427185058594","1.455809473991394","1.455809473991394","1.455809473991394"
"224","1.3291423320770264","1.3291423320770264","1.3291423320770264","1.3640773296356201","1.3640773296356201","1.3640773296356201","1.702957034111023","1.702957034111023","1.702957034111023","1.4355828762054443","1.4355828762054443","1.4355828762054443","1.4813733100891113","1.4813733100891113","1.4813733100891113","1.4896163940429688","1.4896163940429688","1.4896163940429688","1.5006861686706543","1.5006861686706543","1.5006861686706543"
"226","1.12482750415802","1.12482750415802","1.12482750415802","1.2386105060577393","1.2386105060577393","1.2386105060577393","1.4418758153915405","1.4418758153915405","1.4418758153915405","1.280510425567627","1.280510425567627","1.280510425567627","1.317814588546753","1.317814588546753","1.317814588546753","1.5356028079986572","1.5356028079986572","1.5356028079986572","1.5687464475631714","1.5687464475631714","1.5687464475631714"
"228","1.3585188388824463","1.3585188388824463","1.3585188388824463","1.5743420124053955","1.5743420124053955","1.5743420124053955","1.7167861461639404","1.7167861461639404","1.7167861461639404","1.4219844341278076","1.4219844341278076","1.4219844341278076","1.4993772506713867","1.4993772506713867","1.4993772506713867","1.812538743019104","1.812538743019104","1.812538743019104","1.6112656593322754","1.6112656593322754","1.6112656593322754"
"230","1.153249979019165","1.153249979019165","1.153249979019165","1.5845551490783691","1.5845551490783691","1.5845551490783691","1.6608185768127441","1.6608185768127441","1.6608185768127441","1.535387635231018","1.535387635231018","1.535387635231018","1.5987595319747925","1.5987595319747925","1.5987595319747925","1.554957389831543","1.554957389831543","1.554957389831543","1.6959487199783325","1.6959487199783325","1.6959487199783325"