"Step","VOWELS_FILTER_b40_DUAL_bs16 - decomposition_loss_s","VOWELS_FILTER_b40_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b40_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_b20_DUAL_bs16 - decomposition_loss_s","VOWELS_FILTER_b20_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b20_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_b10_DUAL_bs16 - decomposition_loss_s","VOWELS_FILTER_b10_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b10_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_s","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - decomposition_loss_s","VOWELS_FILTER_b0.1_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_s","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - decomposition_loss_s","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - decomposition_loss_s__MAX"
"114","3.263486862182617","3.263486862182617","3.263486862182617","2.0300304889678955","2.0300304889678955","2.0300304889678955","1.6911290884017944","1.6911290884017944","1.6911290884017944","0.7802460193634033","0.7802460193634033","0.7802460193634033","0.8358442783355713","0.8358442783355713","0.8358442783355713","1.0264829397201538","1.0264829397201538","1.0264829397201538","1.5391868352890015","1.5391868352890015","1.5391868352890015"
"116","3.182607889175415","3.182607889175415","3.182607889175415","2.0237088203430176","2.0237088203430176","2.0237088203430176","1.6995329856872559","1.6995329856872559","1.6995329856872559","0.7794594764709473","0.7794594764709473","0.7794594764709473","0.8367398381233215","0.8367398381233215","0.8367398381233215","0.9678541421890259","0.9678541421890259","0.9678541421890259","1.5557307004928589","1.5557307004928589","1.5557307004928589"
"118","2.9980640411376953","2.9980640411376953","2.9980640411376953","1.9270427227020264","1.9270427227020264","1.9270427227020264","1.65142822265625","1.65142822265625","1.65142822265625","0.7677326202392578","0.7677326202392578","0.7677326202392578","0.7813364267349243","0.7813364267349243","0.7813364267349243","0.9297189712524414","0.9297189712524414","0.9297189712524414","1.522734522819519","1.522734522819519","1.522734522819519"
"120","2.873016834259033","2.873016834259033","2.873016834259033","1.7820773124694824","1.7820773124694824","1.7820773124694824","1.5521035194396973","1.5521035194396973","1.5521035194396973","0.7718452215194702","0.7718452215194702","0.7718452215194702","0.7783137559890747","0.7783137559890747","0.7783137559890747","0.8370505571365356","0.8370505571365356","0.8370505571365356","1.4461159706115723","1.4461159706115723","1.4461159706115723"
"122","3.053532123565674","3.053532123565674","3.053532123565674","1.9607008695602417","1.9607008695602417","1.9607008695602417","1.7009491920471191","1.7009491920471191","1.7009491920471191","0.7860287427902222","0.7860287427902222","0.7860287427902222","0.8523132801055908","0.8523132801055908","0.8523132801055908","1.014211893081665","1.014211893081665","1.014211893081665","1.5358010530471802","1.5358010530471802","1.5358010530471802"
"124","2.7093617916107178","2.7093617916107178","2.7093617916107178","1.7717502117156982","1.7717502117156982","1.7717502117156982","1.5234392881393433","1.5234392881393433","1.5234392881393433","0.7668603658676147","0.7668603658676147","0.7668603658676147","0.7818635702133179","0.7818635702133179","0.7818635702133179","0.8664513826370239","0.8664513826370239","0.8664513826370239","1.411376953125","1.411376953125","1.411376953125"
"126","2.987971544265747","2.987971544265747","2.987971544265747","1.9291763305664062","1.9291763305664062","1.9291763305664062","1.6323715448379517","1.6323715448379517","1.6323715448379517","0.7775615453720093","0.7775615453720093","0.7775615453720093","0.8859599828720093","0.8859599828720093","0.8859599828720093","0.9204610586166382","0.9204610586166382","0.9204610586166382","1.5722813606262207","1.5722813606262207","1.5722813606262207"
"128","2.6476993560791016","2.6476993560791016","2.6476993560791016","1.747882604598999","1.747882604598999","1.747882604598999","1.5150327682495117","1.5150327682495117","1.5150327682495117","0.756065309047699","0.756065309047699","0.756065309047699","0.769941508769989","0.769941508769989","0.769941508769989","0.8507110476493835","0.8507110476493835","0.8507110476493835","1.3977410793304443","1.3977410793304443","1.3977410793304443"
"130","2.5885419845581055","2.5885419845581055","2.5885419845581055","1.7225385904312134","1.7225385904312134","1.7225385904312134","1.508470892906189","1.508470892906189","1.508470892906189","0.7667343020439148","0.7667343020439148","0.7667343020439148","0.7856062650680542","0.7856062650680542","0.7856062650680542","0.8548718690872192","0.8548718690872192","0.8548718690872192","1.400719165802002","1.400719165802002","1.400719165802002"
"132","2.6899254322052","2.6899254322052","2.6899254322052","1.8392335176467896","1.8392335176467896","1.8392335176467896","1.6252790689468384","1.6252790689468384","1.6252790689468384","0.8117117285728455","0.8117117285728455","0.8117117285728455","0.8660314083099365","0.8660314083099365","0.8660314083099365","0.9233371615409851","0.9233371615409851","0.9233371615409851","1.5122737884521484","1.5122737884521484","1.5122737884521484"
"134","2.464648723602295","2.464648723602295","2.464648723602295","1.6957365274429321","1.6957365274429321","1.6957365274429321","1.5156596899032593","1.5156596899032593","1.5156596899032593","0.7570593953132629","0.7570593953132629","0.7570593953132629","0.7701451778411865","0.7701451778411865","0.7701451778411865","0.8427902460098267","0.8427902460098267","0.8427902460098267","1.370875358581543","1.370875358581543","1.370875358581543"
"136","2.4432172775268555","2.4432172775268555","2.4432172775268555","1.6950812339782715","1.6950812339782715","1.6950812339782715","1.5076179504394531","1.5076179504394531","1.5076179504394531","0.758802056312561","0.758802056312561","0.758802056312561","0.7720209360122681","0.7720209360122681","0.7720209360122681","0.8524604439735413","0.8524604439735413","0.8524604439735413","1.3900017738342285","1.3900017738342285","1.3900017738342285"
"138","2.4303767681121826","2.4303767681121826","2.4303767681121826","1.7184096574783325","1.7184096574783325","1.7184096574783325","1.5349053144454956","1.5349053144454956","1.5349053144454956","0.761062502861023","0.761062502861023","0.761062502861023","0.7781052589416504","0.7781052589416504","0.7781052589416504","0.8480851054191589","0.8480851054191589","0.8480851054191589","1.409676194190979","1.409676194190979","1.409676194190979"
"140","2.3975884914398193","2.3975884914398193","2.3975884914398193","1.758681058883667","1.758681058883667","1.758681058883667","1.5741263628005981","1.5741263628005981","1.5741263628005981","0.7636278867721558","0.7636278867721558","0.7636278867721558","0.767352819442749","0.767352819442749","0.767352819442749","0.8413761854171753","0.8413761854171753","0.8413761854171753","1.460260033607483","1.460260033607483","1.460260033607483"
"142","2.37943172454834","2.37943172454834","2.37943172454834","1.6791969537734985","1.6791969537734985","1.6791969537734985","1.5000896453857422","1.5000896453857422","1.5000896453857422","0.7726914286613464","0.7726914286613464","0.7726914286613464","0.7865371108055115","0.7865371108055115","0.7865371108055115","0.8605494499206543","0.8605494499206543","0.8605494499206543","1.3941470384597778","1.3941470384597778","1.3941470384597778"
"144","2.269132375717163","2.269132375717163","2.269132375717163","1.678316593170166","1.678316593170166","1.678316593170166","1.4670825004577637","1.4670825004577637","1.4670825004577637","0.7656660079956055","0.7656660079956055","0.7656660079956055","0.7835566997528076","0.7835566997528076","0.7835566997528076","0.8111848831176758","0.8111848831176758","0.8111848831176758","1.3967339992523193","1.3967339992523193","1.3967339992523193"
"146","2.3139901161193848","2.3139901161193848","2.3139901161193848","1.6746890544891357","1.6746890544891357","1.6746890544891357","1.5348846912384033","1.5348846912384033","1.5348846912384033","0.7768034338951111","0.7768034338951111","0.7768034338951111","0.7778182029724121","0.7778182029724121","0.7778182029724121","0.8099616169929504","0.8099616169929504","0.8099616169929504","1.4157538414001465","1.4157538414001465","1.4157538414001465"
"148","2.388831615447998","2.388831615447998","2.388831615447998","1.773149847984314","1.773149847984314","1.773149847984314","1.5330063104629517","1.5330063104629517","1.5330063104629517","0.7762812972068787","0.7762812972068787","0.7762812972068787","0.7924779653549194","0.7924779653549194","0.7924779653549194","0.8704808354377747","0.8704808354377747","0.8704808354377747","1.4381723403930664","1.4381723403930664","1.4381723403930664"
"150","2.2124149799346924","2.2124149799346924","2.2124149799346924","1.7177144289016724","1.7177144289016724","1.7177144289016724","1.5916138887405396","1.5916138887405396","1.5916138887405396","0.7828028202056885","0.7828028202056885","0.7828028202056885","0.7837874889373779","0.7837874889373779","0.7837874889373779","0.8059545159339905","0.8059545159339905","0.8059545159339905","1.476660966873169","1.476660966873169","1.476660966873169"
"152","2.124508857727051","2.124508857727051","2.124508857727051","1.6429803371429443","1.6429803371429443","1.6429803371429443","1.4357954263687134","1.4357954263687134","1.4357954263687134","0.7720728516578674","0.7720728516578674","0.7720728516578674","0.7720028162002563","0.7720028162002563","0.7720028162002563","0.7979501485824585","0.7979501485824585","0.7979501485824585","1.3747427463531494","1.3747427463531494","1.3747427463531494"
"154","2.1380293369293213","2.1380293369293213","2.1380293369293213","1.6328935623168945","1.6328935623168945","1.6328935623168945","1.4882888793945312","1.4882888793945312","1.4882888793945312","0.7643328905105591","0.7643328905105591","0.7643328905105591","0.7774044275283813","0.7774044275283813","0.7774044275283813","0.8539515137672424","0.8539515137672424","0.8539515137672424","1.675103783607483","1.675103783607483","1.675103783607483"
"156","2.0187180042266846","2.0187180042266846","2.0187180042266846","1.5878323316574097","1.5878323316574097","1.5878323316574097","1.4747865200042725","1.4747865200042725","1.4747865200042725","0.7735064029693604","0.7735064029693604","0.7735064029693604","0.8070323467254639","0.8070323467254639","0.8070323467254639","0.8913372159004211","0.8913372159004211","0.8913372159004211","1.3729056119918823","1.3729056119918823","1.3729056119918823"
"158","2.116802215576172","2.116802215576172","2.116802215576172","1.6946758031845093","1.6946758031845093","1.6946758031845093","1.570905327796936","1.570905327796936","1.570905327796936","0.7766556739807129","0.7766556739807129","0.7766556739807129","0.8558102250099182","0.8558102250099182","0.8558102250099182","0.9608640074729919","0.9608640074729919","0.9608640074729919","1.4585545063018799","1.4585545063018799","1.4585545063018799"
"160","1.9371877908706665","1.9371877908706665","1.9371877908706665","1.559156894683838","1.559156894683838","1.559156894683838","1.4241065979003906","1.4241065979003906","1.4241065979003906","0.757408857345581","0.757408857345581","0.757408857345581","0.7637955546379089","0.7637955546379089","0.7637955546379089","0.8103439807891846","0.8103439807891846","0.8103439807891846","1.3377211093902588","1.3377211093902588","1.3377211093902588"
"162","1.939904808998108","1.939904808998108","1.939904808998108","1.5648112297058105","1.5648112297058105","1.5648112297058105","1.4026472568511963","1.4026472568511963","1.4026472568511963","0.7688328623771667","0.7688328623771667","0.7688328623771667","0.7765916585922241","0.7765916585922241","0.7765916585922241","0.8082975745201111","0.8082975745201111","0.8082975745201111","1.3267693519592285","1.3267693519592285","1.3267693519592285"
"164","1.8206056356430054","1.8206056356430054","1.8206056356430054","1.5096499919891357","1.5096499919891357","1.5096499919891357","1.3914716243743896","1.3914716243743896","1.3914716243743896","0.7598499655723572","0.7598499655723572","0.7598499655723572","0.7745665311813354","0.7745665311813354","0.7745665311813354","0.8483375310897827","0.8483375310897827","0.8483375310897827","1.2926745414733887","1.2926745414733887","1.2926745414733887"
"166","1.8599729537963867","1.8599729537963867","1.8599729537963867","1.5148282051086426","1.5148282051086426","1.5148282051086426","1.3945995569229126","1.3945995569229126","1.3945995569229126","0.7608093619346619","0.7608093619346619","0.7608093619346619","0.7693403959274292","0.7693403959274292","0.7693403959274292","0.8128119111061096","0.8128119111061096","0.8128119111061096","1.2684322595596313","1.2684322595596313","1.2684322595596313"
"168","1.8561689853668213","1.8561689853668213","1.8561689853668213","1.5297951698303223","1.5297951698303223","1.5297951698303223","1.3759487867355347","1.3759487867355347","1.3759487867355347","0.7666138410568237","0.7666138410568237","0.7666138410568237","0.7682474851608276","0.7682474851608276","0.7682474851608276","0.7866127490997314","0.7866127490997314","0.7866127490997314","1.2869073152542114","1.2869073152542114","1.2869073152542114"
"170","1.7327485084533691","1.7327485084533691","1.7327485084533691","1.4666330814361572","1.4666330814361572","1.4666330814361572","1.3590970039367676","1.3590970039367676","1.3590970039367676","0.7551447749137878","0.7551447749137878","0.7551447749137878","0.7575885653495789","0.7575885653495789","0.7575885653495789","0.7852476239204407","0.7852476239204407","0.7852476239204407","1.2446374893188477","1.2446374893188477","1.2446374893188477"
"172","1.7719329595565796","1.7719329595565796","1.7719329595565796","1.4982826709747314","1.4982826709747314","1.4982826709747314","1.3864173889160156","1.3864173889160156","1.3864173889160156","0.7594765424728394","0.7594765424728394","0.7594765424728394","0.7781922817230225","0.7781922817230225","0.7781922817230225","0.8424674868583679","0.8424674868583679","0.8424674868583679","1.2589855194091797","1.2589855194091797","1.2589855194091797"
"174","1.722594976425171","1.722594976425171","1.722594976425171","1.4853514432907104","1.4853514432907104","1.4853514432907104","1.381757140159607","1.381757140159607","1.381757140159607","0.7555763721466064","0.7555763721466064","0.7555763721466064","0.7620827555656433","0.7620827555656433","0.7620827555656433","0.7983619570732117","0.7983619570732117","0.7983619570732117","1.2513498067855835","1.2513498067855835","1.2513498067855835"
"176","1.8905928134918213","1.8905928134918213","1.8905928134918213","1.566352367401123","1.566352367401123","1.566352367401123","1.4266659021377563","1.4266659021377563","1.4266659021377563","0.7736954689025879","0.7736954689025879","0.7736954689025879","0.8026529550552368","0.8026529550552368","0.8026529550552368","0.8715618848800659","0.8715618848800659","0.8715618848800659","1.2884938716888428","1.2884938716888428","1.2884938716888428"
"178","1.716678261756897","1.716678261756897","1.716678261756897","1.5094988346099854","1.5094988346099854","1.5094988346099854","1.3643134832382202","1.3643134832382202","1.3643134832382202","0.7730584144592285","0.7730584144592285","0.7730584144592285","0.7786839604377747","0.7786839604377747","0.7786839604377747","0.8489046096801758","0.8489046096801758","0.8489046096801758","1.296992540359497","1.296992540359497","1.296992540359497"
"180","1.6870841979980469","1.6870841979980469","1.6870841979980469","1.475874900817871","1.475874900817871","1.475874900817871","1.3741744756698608","1.3741744756698608","1.3741744756698608","0.7651476860046387","0.7651476860046387","0.7651476860046387","0.783306896686554","0.783306896686554","0.783306896686554","0.832544207572937","0.832544207572937","0.832544207572937","1.2502981424331665","1.2502981424331665","1.2502981424331665"
"182","1.7450740337371826","1.7450740337371826","1.7450740337371826","1.5484577417373657","1.5484577417373657","1.5484577417373657","1.4773250818252563","1.4773250818252563","1.4773250818252563","0.7684061527252197","0.7684061527252197","0.7684061527252197","0.7711410522460938","0.7711410522460938","0.7711410522460938","0.7896767258644104","0.7896767258644104","0.7896767258644104","1.323825478553772","1.323825478553772","1.323825478553772"
"184","1.7588425874710083","1.7588425874710083","1.7588425874710083","1.5476685762405396","1.5476685762405396","1.5476685762405396","1.4458662271499634","1.4458662271499634","1.4458662271499634","0.7854710817337036","0.7854710817337036","0.7854710817337036","0.8410860896110535","0.8410860896110535","0.8410860896110535","0.9378460049629211","0.9378460049629211","0.9378460049629211","1.306221842765808","1.306221842765808","1.306221842765808"
"186","1.675707459449768","1.675707459449768","1.675707459449768","1.5262024402618408","1.5262024402618408","1.5262024402618408","1.4338823556900024","1.4338823556900024","1.4338823556900024","0.764226496219635","0.764226496219635","0.764226496219635","0.7900963425636292","0.7900963425636292","0.7900963425636292","0.8480622172355652","0.8480622172355652","0.8480622172355652","1.2885183095932007","1.2885183095932007","1.2885183095932007"
"188","1.5950438976287842","1.5950438976287842","1.5950438976287842","1.4415256977081299","1.4415256977081299","1.4415256977081299","1.3625420331954956","1.3625420331954956","1.3625420331954956","0.7644143104553223","0.7644143104553223","0.7644143104553223","0.7710290551185608","0.7710290551185608","0.7710290551185608","0.816076934337616","0.816076934337616","0.816076934337616","1.2115010023117065","1.2115010023117065","1.2115010023117065"
"190","1.725936770439148","1.725936770439148","1.725936770439148","1.5661020278930664","1.5661020278930664","1.5661020278930664","1.4491097927093506","1.4491097927093506","1.4491097927093506","0.7703959941864014","0.7703959941864014","0.7703959941864014","0.7896016836166382","0.7896016836166382","0.7896016836166382","0.8718191385269165","0.8718191385269165","0.8718191385269165","1.267974853515625","1.267974853515625","1.267974853515625"
"192","1.6468225717544556","1.6468225717544556","1.6468225717544556","1.4990134239196777","1.4990134239196777","1.4990134239196777","1.4127010107040405","1.4127010107040405","1.4127010107040405","0.7869065403938293","0.7869065403938293","0.7869065403938293","0.8070887327194214","0.8070887327194214","0.8070887327194214","0.9198076128959656","0.9198076128959656","0.9198076128959656","1.2660733461380005","1.2660733461380005","1.2660733461380005"
"194","1.5544252395629883","1.5544252395629883","1.5544252395629883","1.4210574626922607","1.4210574626922607","1.4210574626922607","1.3477486371994019","1.3477486371994019","1.3477486371994019","0.764238178730011","0.764238178730011","0.764238178730011","0.7675081491470337","0.7675081491470337","0.7675081491470337","0.9401061534881592","0.9401061534881592","0.9401061534881592","1.2034679651260376","1.2034679651260376","1.2034679651260376"
"196","1.6525431871414185","1.6525431871414185","1.6525431871414185","1.5115501880645752","1.5115501880645752","1.5115501880645752","1.4266351461410522","1.4266351461410522","1.4266351461410522","0.779853343963623","0.779853343963623","0.779853343963623","0.8179163932800293","0.8179163932800293","0.8179163932800293","0.9229764342308044","0.9229764342308044","0.9229764342308044","1.259040355682373","1.259040355682373","1.259040355682373"
"198","1.7238489389419556","1.7238489389419556","1.7238489389419556","1.6217035055160522","1.6217035055160522","1.6217035055160522","1.3799203634262085","1.3799203634262085","1.3799203634262085","0.7985072731971741","0.7985072731971741","0.7985072731971741","0.8491142988204956","0.8491142988204956","0.8491142988204956","0.9892909526824951","0.9892909526824951","0.9892909526824951","1.3959966897964478","1.3959966897964478","1.3959966897964478"
"200","1.5574760437011719","1.5574760437011719","1.5574760437011719","1.437180757522583","1.437180757522583","1.437180757522583","1.369076132774353","1.369076132774353","1.369076132774353","0.7681424617767334","0.7681424617767334","0.7681424617767334","0.7812336087226868","0.7812336087226868","0.7812336087226868","0.8458017110824585","0.8458017110824585","0.8458017110824585","1.181152105331421","1.181152105331421","1.181152105331421"
"202","1.481803059577942","1.481803059577942","1.481803059577942","1.3939768075942993","1.3939768075942993","1.3939768075942993","1.3344484567642212","1.3344484567642212","1.3344484567642212","0.7579290866851807","0.7579290866851807","0.7579290866851807","0.7596583366394043","0.7596583366394043","0.7596583366394043","0.7879848480224609","0.7879848480224609","0.7879848480224609","1.1415421962738037","1.1415421962738037","1.1415421962738037"
"204","1.5532008409500122","1.5532008409500122","1.5532008409500122","1.4425621032714844","1.4425621032714844","1.4425621032714844","1.3646519184112549","1.3646519184112549","1.3646519184112549","0.7690169811248779","0.7690169811248779","0.7690169811248779","0.7773542404174805","0.7773542404174805","0.7773542404174805","0.8270974159240723","0.8270974159240723","0.8270974159240723","1.1716455221176147","1.1716455221176147","1.1716455221176147"
"206","1.5094586610794067","1.5094586610794067","1.5094586610794067","1.4212335348129272","1.4212335348129272","1.4212335348129272","1.3169257640838623","1.3169257640838623","1.3169257640838623","0.7651301026344299","0.7651301026344299","0.7651301026344299","0.7705459594726562","0.7705459594726562","0.7705459594726562","0.8145613074302673","0.8145613074302673","0.8145613074302673","1.157789707183838","1.157789707183838","1.157789707183838"
"208","1.6269148588180542","1.6269148588180542","1.6269148588180542","1.5129494667053223","1.5129494667053223","1.5129494667053223","1.456626057624817","1.456626057624817","1.456626057624817","0.7887057065963745","0.7887057065963745","0.7887057065963745","0.793846070766449","0.793846070766449","0.793846070766449","0.7883289456367493","0.7883289456367493","0.7883289456367493","1.2863507270812988","1.2863507270812988","1.2863507270812988"
"210","1.4978280067443848","1.4978280067443848","1.4978280067443848","1.4161475896835327","1.4161475896835327","1.4161475896835327","1.3555114269256592","1.3555114269256592","1.3555114269256592","0.7712693810462952","0.7712693810462952","0.7712693810462952","0.7680399417877197","0.7680399417877197","0.7680399417877197","0.7735989689826965","0.7735989689826965","0.7735989689826965","1.13515043258667","1.13515043258667","1.13515043258667"
"212","1.5265029668807983","1.5265029668807983","1.5265029668807983","1.4462777376174927","1.4462777376174927","1.4462777376174927","1.3945168256759644","1.3945168256759644","1.3945168256759644","0.7876337766647339","0.7876337766647339","0.7876337766647339","0.8770818710327148","0.8770818710327148","0.8770818710327148","0.9655382037162781","0.9655382037162781","0.9655382037162781","1.1792283058166504","1.1792283058166504","1.1792283058166504"
"214","1.4488388299942017","1.4488388299942017","1.4488388299942017","1.3882430791854858","1.3882430791854858","1.3882430791854858","1.3225951194763184","1.3225951194763184","1.3225951194763184","0.7592496871948242","0.7592496871948242","0.7592496871948242","0.7643346190452576","0.7643346190452576","0.7643346190452576","0.7965617179870605","0.7965617179870605","0.7965617179870605","1.0783016681671143","1.0783016681671143","1.0783016681671143"
"216","1.5410048961639404","1.5410048961639404","1.5410048961639404","1.4725345373153687","1.4725345373153687","1.4725345373153687","1.2980930805206299","1.2980930805206299","1.2980930805206299","0.781578540802002","0.781578540802002","0.781578540802002","0.7852064371109009","0.7852064371109009","0.7852064371109009","0.867799699306488","0.867799699306488","0.867799699306488","1.144710659980774","1.144710659980774","1.144710659980774"
"218","1.4354910850524902","1.4354910850524902","1.4354910850524902","1.3494000434875488","1.3494000434875488","1.3494000434875488","1.282814383506775","1.282814383506775","1.282814383506775","0.7684909701347351","0.7684909701347351","0.7684909701347351","0.7782824635505676","0.7782824635505676","0.7782824635505676","0.8313355445861816","0.8313355445861816","0.8313355445861816","1.0147346258163452","1.0147346258163452","1.0147346258163452"
"220","1.3967832326889038","1.3967832326889038","1.3967832326889038","1.338226556777954","1.338226556777954","1.338226556777954","1.2755379676818848","1.2755379676818848","1.2755379676818848","0.7589941024780273","0.7589941024780273","0.7589941024780273","0.7550822496414185","0.7550822496414185","0.7550822496414185","0.7709851861000061","0.7709851861000061","0.7709851861000061","0.9967790842056274","0.9967790842056274","0.9967790842056274"
"222","1.4631133079528809","1.4631133079528809","1.4631133079528809","1.4288908243179321","1.4288908243179321","1.4288908243179321","1.319298505783081","1.319298505783081","1.319298505783081","0.7759647369384766","0.7759647369384766","0.7759647369384766","0.8024870157241821","0.8024870157241821","0.8024870157241821","0.8806818723678589","0.8806818723678589","0.8806818723678589","1.1186857223510742","1.1186857223510742","1.1186857223510742"
"224","1.3857320547103882","1.3857320547103882","1.3857320547103882","1.3426625728607178","1.3426625728607178","1.3426625728607178","1.2731817960739136","1.2731817960739136","1.2731817960739136","0.7551456093788147","0.7551456093788147","0.7551456093788147","0.7601494193077087","0.7601494193077087","0.7601494193077087","0.7746521234512329","0.7746521234512329","0.7746521234512329","0.9911564588546753","0.9911564588546753","0.9911564588546753"
"226","1.4915778636932373","1.4915778636932373","1.4915778636932373","1.4423683881759644","1.4423683881759644","1.4423683881759644","1.386306643486023","1.386306643486023","1.386306643486023","0.774552047252655","0.774552047252655","0.774552047252655","0.7897469997406006","0.7897469997406006","0.7897469997406006","0.8115113973617554","0.8115113973617554","0.8115113973617554","1.0838508605957031","1.0838508605957031","1.0838508605957031"
"228","1.454952597618103","1.454952597618103","1.454952597618103","1.3832077980041504","1.3832077980041504","1.3832077980041504","1.309446096420288","1.309446096420288","1.309446096420288","0.7688237428665161","0.7688237428665161","0.7688237428665161","0.8301897048950195","0.8301897048950195","0.8301897048950195","0.8183344006538391","0.8183344006538391","0.8183344006538391","1.0255200862884521","1.0255200862884521","1.0255200862884521"
"230","1.4140838384628296","1.4140838384628296","1.4140838384628296","1.370272159576416","1.370272159576416","1.370272159576416","1.2659438848495483","1.2659438848495483","1.2659438848495483","0.7743335366249084","0.7743335366249084","0.7743335366249084","0.7833431363105774","0.7833431363105774","0.7833431363105774","0.8460838198661804","0.8460838198661804","0.8460838198661804","1.018955945968628","1.018955945968628","1.018955945968628"