"Step","VOWELS_FILTER_b40_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_b40_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b40_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b20_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_b20_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b20_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b10_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_b10_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b10_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_positive_z__MAX"
"0","0.04347116872668266","0.04347116872668266","0.04347116872668266","0.04347453638911247","0.04347453638911247","0.04347453638911247","0.04348182678222656","0.04348182678222656","0.04348182678222656","0.05860019847750664","0.05860019847750664","0.05860019847750664","0.04971599206328392","0.04971599206328392","0.04971599206328392","0.04469902440905571","0.04469902440905571","0.04469902440905571","0.04349597916007042","0.04349597916007042","0.04349597916007042"
"2","0.02961573377251625","0.02961573377251625","0.02961573377251625","0.02963939867913723","0.02963939867913723","0.02963939867913723","0.029683267697691917","0.029683267697691917","0.029683267697691917","0.10836005210876465","0.10836005210876465","0.10836005210876465","0.04441168159246445","0.04441168159246445","0.04441168159246445","0.0339682474732399","0.0339682474732399","0.0339682474732399","0.029776636511087418","0.029776636511087418","0.029776636511087418"
"4","0.02021145261824131","0.02021145261824131","0.02021145261824131","0.02029275894165039","0.02029275894165039","0.02029275894165039","0.020432397723197937","0.020432397723197937","0.020432397723197937","0.34656673669815063","0.34656673669815063","0.34656673669815063","0.043449319899082184","0.043449319899082184","0.043449319899082184","0.025887174531817436","0.025887174531817436","0.025887174531817436","0.020717930048704147","0.020717930048704147","0.020717930048704147"
"6","0.015402558259665966","0.015402558259665966","0.015402558259665966","0.015560386702418327","0.015560386702418327","0.015560386702418327","0.015945574268698692","0.015945574268698692","0.015945574268698692","0.22100216150283813","0.22100216150283813","0.22100216150283813","0.292302668094635","0.292302668094635","0.292302668094635","0.025080977007746696","0.025080977007746696","0.025080977007746696","0.016849078238010406","0.016849078238010406","0.016849078238010406"
"8","0.012119477614760399","0.012119477614760399","0.012119477614760399","0.01259516179561615","0.01259516179561615","0.01259516179561615","0.01388037484139204","0.01388037484139204","0.01388037484139204","0.36409085988998413","0.36409085988998413","0.36409085988998413","0.3998529613018036","0.3998529613018036","0.3998529613018036","0.05980312079191208","0.05980312079191208","0.05980312079191208","0.01837160997092724","0.01837160997092724","0.01837160997092724"
"10","0.010739605873823166","0.010739605873823166","0.010739605873823166","0.012231292203068733","0.012231292203068733","0.012231292203068733","0.017827145755290985","0.017827145755290985","0.017827145755290985","0.4230090379714966","0.4230090379714966","0.4230090379714966","0.4185976982116699","0.4185976982116699","0.4185976982116699","0.285863995552063","0.285863995552063","0.285863995552063","0.03519642725586891","0.03519642725586891","0.03519642725586891"
"12","0.010270696133375168","0.010270696133375168","0.010270696133375168","0.01526835560798645","0.01526835560798645","0.01526835560798645","0.029099829494953156","0.029099829494953156","0.029099829494953156","0.4433012008666992","0.4433012008666992","0.4433012008666992","0.4247087836265564","0.4247087836265564","0.4247087836265564","0.3805079162120819","0.3805079162120819","0.3805079162120819","0.05893086642026901","0.05893086642026901","0.05893086642026901"
"14","0.012506633996963501","0.012506633996963501","0.012506633996963501","0.022572239860892296","0.022572239860892296","0.022572239860892296","0.04250159114599228","0.04250159114599228","0.04250159114599228","0.45547789335250854","0.45547789335250854","0.45547789335250854","0.42726048827171326","0.42726048827171326","0.42726048827171326","0.3898966312408447","0.3898966312408447","0.3898966312408447","0.08985655754804611","0.08985655754804611","0.08985655754804611"
"16","0.01540420949459076","0.01540420949459076","0.01540420949459076","0.02776959538459778","0.02776959538459778","0.02776959538459778","0.052753955125808716","0.052753955125808716","0.052753955125808716","0.42929622530937195","0.42929622530937195","0.42929622530937195","0.4105320870876312","0.4105320870876312","0.4105320870876312","0.3858303427696228","0.3858303427696228","0.3858303427696228","0.11878077685832977","0.11878077685832977","0.11878077685832977"
"18","0.018940288573503494","0.018940288573503494","0.018940288573503494","0.03560842573642731","0.03560842573642731","0.03560842573642731","0.07004912197589874","0.07004912197589874","0.07004912197589874","0.45431384444236755","0.45431384444236755","0.45431384444236755","0.4743911623954773","0.4743911623954773","0.4743911623954773","0.4419706463813782","0.4419706463813782","0.4419706463813782","0.16917800903320312","0.16917800903320312","0.16917800903320312"
"20","0.019986076280474663","0.019986076280474663","0.019986076280474663","0.03813251852989197","0.03813251852989197","0.03813251852989197","0.07811608165502548","0.07811608165502548","0.07811608165502548","0.4405485987663269","0.4405485987663269","0.4405485987663269","0.4135730266571045","0.4135730266571045","0.4135730266571045","0.39951223134994507","0.39951223134994507","0.39951223134994507","0.1891748607158661","0.1891748607158661","0.1891748607158661"
"22","0.023641085252165794","0.023641085252165794","0.023641085252165794","0.04539111256599426","0.04539111256599426","0.04539111256599426","0.09505914896726608","0.09505914896726608","0.09505914896726608","0.4535721242427826","0.4535721242427826","0.4535721242427826","0.4367247223854065","0.4367247223854065","0.4367247223854065","0.4132673740386963","0.4132673740386963","0.4132673740386963","0.23180055618286133","0.23180055618286133","0.23180055618286133"
"24","0.023505203425884247","0.023505203425884247","0.023505203425884247","0.044679950922727585","0.044679950922727585","0.044679950922727585","0.10400648415088654","0.10400648415088654","0.10400648415088654","0.438016414642334","0.438016414642334","0.438016414642334","0.45431947708129883","0.45431947708129883","0.45431947708129883","0.42403754591941833","0.42403754591941833","0.42403754591941833","0.24548077583312988","0.24548077583312988","0.24548077583312988"
"26","0.02655850350856781","0.02655850350856781","0.02655850350856781","0.05090633034706116","0.05090633034706116","0.05090633034706116","0.12193731963634491","0.12193731963634491","0.12193731963634491","0.4456149935722351","0.4456149935722351","0.4456149935722351","0.44260478019714355","0.44260478019714355","0.44260478019714355","0.418040931224823","0.418040931224823","0.418040931224823","0.2755603790283203","0.2755603790283203","0.2755603790283203"
"28","0.028277922421693802","0.028277922421693802","0.028277922421693802","0.05291978269815445","0.05291978269815445","0.05291978269815445","0.12215070426464081","0.12215070426464081","0.12215070426464081","0.4516023099422455","0.4516023099422455","0.4516023099422455","0.44001734256744385","0.44001734256744385","0.44001734256744385","0.42582210898399353","0.42582210898399353","0.42582210898399353","0.27331316471099854","0.27331316471099854","0.27331316471099854"
"30","0.02687092125415802","0.02687092125415802","0.02687092125415802","0.05072518438100815","0.05072518438100815","0.05072518438100815","0.1255134642124176","0.1255134642124176","0.1255134642124176","0.4269119203090668","0.4269119203090668","0.4269119203090668","0.43446263670921326","0.43446263670921326","0.43446263670921326","0.4002619981765747","0.4002619981765747","0.4002619981765747","0.25857049226760864","0.25857049226760864","0.25857049226760864"
"32","0.02819732390344143","0.02819732390344143","0.02819732390344143","0.06233472749590874","0.06233472749590874","0.06233472749590874","0.12618546187877655","0.12618546187877655","0.12618546187877655","0.4237440526485443","0.4237440526485443","0.4237440526485443","0.4218873679637909","0.4218873679637909","0.4218873679637909","0.3903108239173889","0.3903108239173889","0.3903108239173889","0.25234875082969666","0.25234875082969666","0.25234875082969666"
"34","0.031109239906072617","0.031109239906072617","0.031109239906072617","0.057694725692272186","0.057694725692272186","0.057694725692272186","0.15634573996067047","0.15634573996067047","0.15634573996067047","0.4355475902557373","0.4355475902557373","0.4355475902557373","0.4585493505001068","0.4585493505001068","0.4585493505001068","0.4261123538017273","0.4261123538017273","0.4261123538017273","0.3126305937767029","0.3126305937767029","0.3126305937767029"
"36","0.03141990303993225","0.03141990303993225","0.03141990303993225","0.06666786223649979","0.06666786223649979","0.06666786223649979","0.12506741285324097","0.12506741285324097","0.12506741285324097","0.42447930574417114","0.42447930574417114","0.42447930574417114","0.3996773958206177","0.3996773958206177","0.3996773958206177","0.37409621477127075","0.37409621477127075","0.37409621477127075","0.2264123409986496","0.2264123409986496","0.2264123409986496"
"38","0.0354452058672905","0.0354452058672905","0.0354452058672905","0.07948420941829681","0.07948420941829681","0.07948420941829681","0.1695067584514618","0.1695067584514618","0.1695067584514618","0.42275628447532654","0.42275628447532654","0.42275628447532654","0.4211549162864685","0.4211549162864685","0.4211549162864685","0.42353710532188416","0.42353710532188416","0.42353710532188416","0.283109575510025","0.283109575510025","0.283109575510025"
"40","0.03479254990816116","0.03479254990816116","0.03479254990816116","0.07270815223455429","0.07270815223455429","0.07270815223455429","0.16164109110832214","0.16164109110832214","0.16164109110832214","0.4183090627193451","0.4183090627193451","0.4183090627193451","0.3977457880973816","0.3977457880973816","0.3977457880973816","0.38902950286865234","0.38902950286865234","0.38902950286865234","0.329049289226532","0.329049289226532","0.329049289226532"
"42","0.03691297769546509","0.03691297769546509","0.03691297769546509","0.07902934402227402","0.07902934402227402","0.07902934402227402","0.19166946411132812","0.19166946411132812","0.19166946411132812","0.3954315781593323","0.3954315781593323","0.3954315781593323","0.3757871091365814","0.3757871091365814","0.3757871091365814","0.3750803470611572","0.3750803470611572","0.3750803470611572","0.3603649139404297","0.3603649139404297","0.3603649139404297"
"44","0.04044127091765404","0.04044127091765404","0.04044127091765404","0.08329775929450989","0.08329775929450989","0.08329775929450989","0.18789789080619812","0.18789789080619812","0.18789789080619812","0.3944169878959656","0.3944169878959656","0.3944169878959656","0.37991875410079956","0.37991875410079956","0.37991875410079956","0.37906432151794434","0.37906432151794434","0.37906432151794434","0.3425959348678589","0.3425959348678589","0.3425959348678589"
"46","0.04610773175954819","0.04610773175954819","0.04610773175954819","0.09895896911621094","0.09895896911621094","0.09895896911621094","0.21595215797424316","0.21595215797424316","0.21595215797424316","0.41631239652633667","0.41631239652633667","0.41631239652633667","0.40217769145965576","0.40217769145965576","0.40217769145965576","0.43565210700035095","0.43565210700035095","0.43565210700035095","0.36034178733825684","0.36034178733825684","0.36034178733825684"
"48","0.0455932542681694","0.0455932542681694","0.0455932542681694","0.10676358640193939","0.10676358640193939","0.10676358640193939","0.24579600989818573","0.24579600989818573","0.24579600989818573","0.41962307691574097","0.41962307691574097","0.41962307691574097","0.4060421586036682","0.4060421586036682","0.4060421586036682","0.39993947744369507","0.39993947744369507","0.39993947744369507","0.3461152911186218","0.3461152911186218","0.3461152911186218"
"50","0.04714462161064148","0.04714462161064148","0.04714462161064148","0.11566092818975449","0.11566092818975449","0.11566092818975449","0.25878721475601196","0.25878721475601196","0.25878721475601196","0.416561484336853","0.416561484336853","0.416561484336853","0.3950374126434326","0.3950374126434326","0.3950374126434326","0.39654964208602905","0.39654964208602905","0.39654964208602905","0.3531925082206726","0.3531925082206726","0.3531925082206726"
"52","0.06130179017782211","0.06130179017782211","0.06130179017782211","0.13532963395118713","0.13532963395118713","0.13532963395118713","0.2714391350746155","0.2714391350746155","0.2714391350746155","0.4101336896419525","0.4101336896419525","0.4101336896419525","0.4013417661190033","0.4013417661190033","0.4013417661190033","0.45496246218681335","0.45496246218681335","0.45496246218681335","0.41783377528190613","0.41783377528190613","0.41783377528190613"
"54","0.05647050589323044","0.05647050589323044","0.05647050589323044","0.10006259381771088","0.10006259381771088","0.10006259381771088","0.2440384477376938","0.2440384477376938","0.2440384477376938","0.4149286150932312","0.4149286150932312","0.4149286150932312","0.4025040566921234","0.4025040566921234","0.4025040566921234","0.42725276947021484","0.42725276947021484","0.42725276947021484","0.37878644466400146","0.37878644466400146","0.37878644466400146"
"56","0.06380946934223175","0.06380946934223175","0.06380946934223175","0.0904422402381897","0.0904422402381897","0.0904422402381897","0.27388274669647217","0.27388274669647217","0.27388274669647217","0.4201774001121521","0.4201774001121521","0.4201774001121521","0.4127754867076874","0.4127754867076874","0.4127754867076874","0.41639015078544617","0.41639015078544617","0.41639015078544617","0.3332539498806","0.3332539498806","0.3332539498806"
"58","0.07050121575593948","0.07050121575593948","0.07050121575593948","0.14515958726406097","0.14515958726406097","0.14515958726406097","0.322378933429718","0.322378933429718","0.322378933429718","0.38067150115966797","0.38067150115966797","0.38067150115966797","0.3809461295604706","0.3809461295604706","0.3809461295604706","0.41930025815963745","0.41930025815963745","0.41930025815963745","0.28596997261047363","0.28596997261047363","0.28596997261047363"
"60","0.0725979432463646","0.0725979432463646","0.0725979432463646","0.17894765734672546","0.17894765734672546","0.17894765734672546","0.3573411703109741","0.3573411703109741","0.3573411703109741","0.3817896544933319","0.3817896544933319","0.3817896544933319","0.3758157193660736","0.3758157193660736","0.3758157193660736","0.4195532202720642","0.4195532202720642","0.4195532202720642","0.34212085604667664","0.34212085604667664","0.34212085604667664"
"62","0.056589674204587936","0.056589674204587936","0.056589674204587936","0.13182753324508667","0.13182753324508667","0.13182753324508667","0.33140239119529724","0.33140239119529724","0.33140239119529724","0.4308381676673889","0.4308381676673889","0.4308381676673889","0.41126441955566406","0.41126441955566406","0.41126441955566406","0.42485183477401733","0.42485183477401733","0.42485183477401733","0.2657754123210907","0.2657754123210907","0.2657754123210907"
"64","0.08867445588111877","0.08867445588111877","0.08867445588111877","0.15411731600761414","0.15411731600761414","0.15411731600761414","0.3431116044521332","0.3431116044521332","0.3431116044521332","0.40865933895111084","0.40865933895111084","0.40865933895111084","0.38715049624443054","0.38715049624443054","0.38715049624443054","0.40614616870880127","0.40614616870880127","0.40614616870880127","0.3683548867702484","0.3683548867702484","0.3683548867702484"
"66","0.08362110704183578","0.08362110704183578","0.08362110704183578","0.20574252307415009","0.20574252307415009","0.20574252307415009","0.34963998198509216","0.34963998198509216","0.34963998198509216","0.37723618745803833","0.37723618745803833","0.37723618745803833","0.36473196744918823","0.36473196744918823","0.36473196744918823","0.41449689865112305","0.41449689865112305","0.41449689865112305","0.3777408003807068","0.3777408003807068","0.3777408003807068"
"68","0.0922902375459671","0.0922902375459671","0.0922902375459671","0.2439882755279541","0.2439882755279541","0.2439882755279541","0.3383263051509857","0.3383263051509857","0.3383263051509857","0.41311895847320557","0.41311895847320557","0.41311895847320557","0.42501339316368103","0.42501339316368103","0.42501339316368103","0.4304583966732025","0.4304583966732025","0.4304583966732025","0.3791477084159851","0.3791477084159851","0.3791477084159851"
"70","0.056807808578014374","0.056807808578014374","0.056807808578014374","0.1973443478345871","0.1973443478345871","0.1973443478345871","0.32762834429740906","0.32762834429740906","0.32762834429740906","0.4034590721130371","0.4034590721130371","0.4034590721130371","0.40873444080352783","0.40873444080352783","0.40873444080352783","0.460847944021225","0.460847944021225","0.460847944021225","0.38642603158950806","0.38642603158950806","0.38642603158950806"
"72","0.048047374933958054","0.048047374933958054","0.048047374933958054","0.21120455861091614","0.21120455861091614","0.21120455861091614","0.3864990174770355","0.3864990174770355","0.3864990174770355","0.4044939875602722","0.4044939875602722","0.4044939875602722","0.39483174681663513","0.39483174681663513","0.39483174681663513","0.4285000264644623","0.4285000264644623","0.4285000264644623","0.35587406158447266","0.35587406158447266","0.35587406158447266"
"74","0.10131525993347168","0.10131525993347168","0.10131525993347168","0.19656223058700562","0.19656223058700562","0.19656223058700562","0.3813313841819763","0.3813313841819763","0.3813313841819763","0.386260449886322","0.386260449886322","0.386260449886322","0.38289332389831543","0.38289332389831543","0.38289332389831543","0.4223679006099701","0.4223679006099701","0.4223679006099701","0.34201106429100037","0.34201106429100037","0.34201106429100037"
"76","0.060198985040187836","0.060198985040187836","0.060198985040187836","0.2706087827682495","0.2706087827682495","0.2706087827682495","0.33835896849632263","0.33835896849632263","0.33835896849632263","0.4199429154396057","0.4199429154396057","0.4199429154396057","0.4182363748550415","0.4182363748550415","0.4182363748550415","0.38480252027511597","0.38480252027511597","0.38480252027511597","0.34462064504623413","0.34462064504623413","0.34462064504623413"
"78","0.09452145546674728","0.09452145546674728","0.09452145546674728","0.1839374154806137","0.1839374154806137","0.1839374154806137","0.3784676790237427","0.3784676790237427","0.3784676790237427","0.3440952003002167","0.3440952003002167","0.3440952003002167","0.3586895167827606","0.3586895167827606","0.3586895167827606","0.4397317171096802","0.4397317171096802","0.4397317171096802","0.3224630057811737","0.3224630057811737","0.3224630057811737"
"80","0.142438143491745","0.142438143491745","0.142438143491745","0.14969103038311005","0.14969103038311005","0.14969103038311005","0.34061115980148315","0.34061115980148315","0.34061115980148315","0.3982987403869629","0.3982987403869629","0.3982987403869629","0.39612364768981934","0.39612364768981934","0.39612364768981934","0.43009257316589355","0.43009257316589355","0.43009257316589355","0.4114970564842224","0.4114970564842224","0.4114970564842224"
"82","0.1116422638297081","0.1116422638297081","0.1116422638297081","0.31210145354270935","0.31210145354270935","0.31210145354270935","0.38488420844078064","0.38488420844078064","0.38488420844078064","0.2987210154533386","0.2987210154533386","0.2987210154533386","0.3171626329421997","0.3171626329421997","0.3171626329421997","0.4304114580154419","0.4304114580154419","0.4304114580154419","0.39690420031547546","0.39690420031547546","0.39690420031547546"
"84","0.06374077498912811","0.06374077498912811","0.06374077498912811","0.2968161702156067","0.2968161702156067","0.2968161702156067","0.3605455756187439","0.3605455756187439","0.3605455756187439","0.36142534017562866","0.36142534017562866","0.36142534017562866","0.3595930337905884","0.3595930337905884","0.3595930337905884","0.40443870425224304","0.40443870425224304","0.40443870425224304","0.3791240155696869","0.3791240155696869","0.3791240155696869"
"86","0.08154827356338501","0.08154827356338501","0.08154827356338501","0.23302116990089417","0.23302116990089417","0.23302116990089417","0.3629959523677826","0.3629959523677826","0.3629959523677826","0.4075758159160614","0.4075758159160614","0.4075758159160614","0.3800228536128998","0.3800228536128998","0.3800228536128998","0.42978519201278687","0.42978519201278687","0.42978519201278687","0.36974605917930603","0.36974605917930603","0.36974605917930603"
"88","0.1313764750957489","0.1313764750957489","0.1313764750957489","0.22135618329048157","0.22135618329048157","0.22135618329048157","0.3150259256362915","0.3150259256362915","0.3150259256362915","0.3281601667404175","0.3281601667404175","0.3281601667404175","0.34078431129455566","0.34078431129455566","0.34078431129455566","0.3959447145462036","0.3959447145462036","0.3959447145462036","0.3527568280696869","0.3527568280696869","0.3527568280696869"
"90","0.1537782996892929","0.1537782996892929","0.1537782996892929","0.3016456067562103","0.3016456067562103","0.3016456067562103","0.3496008813381195","0.3496008813381195","0.3496008813381195","0.382321834564209","0.382321834564209","0.382321834564209","0.3908437490463257","0.3908437490463257","0.3908437490463257","0.43049049377441406","0.43049049377441406","0.43049049377441406","0.37968942523002625","0.37968942523002625","0.37968942523002625"
"92","0.15640592575073242","0.15640592575073242","0.15640592575073242","0.2967047095298767","0.2967047095298767","0.2967047095298767","0.3299756348133087","0.3299756348133087","0.3299756348133087","0.3870939612388611","0.3870939612388611","0.3870939612388611","0.4003139138221741","0.4003139138221741","0.4003139138221741","0.4164603352546692","0.4164603352546692","0.4164603352546692","0.37154123187065125","0.37154123187065125","0.37154123187065125"
"94","0.12773025035858154","0.12773025035858154","0.12773025035858154","0.26796746253967285","0.26796746253967285","0.26796746253967285","0.3843529224395752","0.3843529224395752","0.3843529224395752","0.40769219398498535","0.40769219398498535","0.40769219398498535","0.4042055606842041","0.4042055606842041","0.4042055606842041","0.41380584239959717","0.41380584239959717","0.41380584239959717","0.38601240515708923","0.38601240515708923","0.38601240515708923"
"96","0.1544981300830841","0.1544981300830841","0.1544981300830841","0.2897081971168518","0.2897081971168518","0.2897081971168518","0.3470650315284729","0.3470650315284729","0.3470650315284729","0.3568227291107178","0.3568227291107178","0.3568227291107178","0.37541699409484863","0.37541699409484863","0.37541699409484863","0.4150507152080536","0.4150507152080536","0.4150507152080536","0.38627171516418457","0.38627171516418457","0.38627171516418457"
"98","0.21003395318984985","0.21003395318984985","0.21003395318984985","0.3597215414047241","0.3597215414047241","0.3597215414047241","0.37978026270866394","0.37978026270866394","0.37978026270866394","0.38445568084716797","0.38445568084716797","0.38445568084716797","0.38933414220809937","0.38933414220809937","0.38933414220809937","0.43122681975364685","0.43122681975364685","0.43122681975364685","0.400909423828125","0.400909423828125","0.400909423828125"
"100","0.21209266781806946","0.21209266781806946","0.21209266781806946","0.31500113010406494","0.31500113010406494","0.31500113010406494","0.3758147358894348","0.3758147358894348","0.3758147358894348","0.37525349855422974","0.37525349855422974","0.37525349855422974","0.38596421480178833","0.38596421480178833","0.38596421480178833","0.4254966974258423","0.4254966974258423","0.4254966974258423","0.34339985251426697","0.34339985251426697","0.34339985251426697"
"102","0.1642915904521942","0.1642915904521942","0.1642915904521942","0.33750468492507935","0.33750468492507935","0.33750468492507935","0.3440888822078705","0.3440888822078705","0.3440888822078705","0.36769312620162964","0.36769312620162964","0.36769312620162964","0.3686346709728241","0.3686346709728241","0.3686346709728241","0.4198547601699829","0.4198547601699829","0.4198547601699829","0.3834938406944275","0.3834938406944275","0.3834938406944275"
"104","0.178413987159729","0.178413987159729","0.178413987159729","0.23705969750881195","0.23705969750881195","0.23705969750881195","0.3737905025482178","0.3737905025482178","0.3737905025482178","0.35109397768974304","0.35109397768974304","0.35109397768974304","0.35731613636016846","0.35731613636016846","0.35731613636016846","0.40568095445632935","0.40568095445632935","0.40568095445632935","0.38226985931396484","0.38226985931396484","0.38226985931396484"
"106","0.19741562008857727","0.19741562008857727","0.19741562008857727","0.2813205122947693","0.2813205122947693","0.2813205122947693","0.3354211747646332","0.3354211747646332","0.3354211747646332","0.3828633725643158","0.3828633725643158","0.3828633725643158","0.3736017644405365","0.3736017644405365","0.3736017644405365","0.4617348611354828","0.4617348611354828","0.4617348611354828","0.41026923060417175","0.41026923060417175","0.41026923060417175"
"108","0.22569559514522552","0.22569559514522552","0.22569559514522552","0.28167158365249634","0.28167158365249634","0.28167158365249634","0.3509945869445801","0.3509945869445801","0.3509945869445801","0.38108330965042114","0.38108330965042114","0.38108330965042114","0.37288761138916016","0.37288761138916016","0.37288761138916016","0.4283003509044647","0.4283003509044647","0.4283003509044647","0.39811262488365173","0.39811262488365173","0.39811262488365173"
"110","0.20142385363578796","0.20142385363578796","0.20142385363578796","0.3391866385936737","0.3391866385936737","0.3391866385936737","0.35384437441825867","0.35384437441825867","0.35384437441825867","0.41712531447410583","0.41712531447410583","0.41712531447410583","0.44292497634887695","0.44292497634887695","0.44292497634887695","0.4183502197265625","0.4183502197265625","0.4183502197265625","0.4041026532649994","0.4041026532649994","0.4041026532649994"
