"Step","VOWELS_FILTER_b40_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_b40_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b40_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b20_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_b20_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b20_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b10_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_b10_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b10_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_positive_z__MAX"
"112","0.1772061586380005","0.1772061586380005","0.1772061586380005","0.3660510778427124","0.3660510778427124","0.3660510778427124","0.3349447250366211","0.3349447250366211","0.3349447250366211","0.377994179725647","0.377994179725647","0.377994179725647","0.38312840461730957","0.38312840461730957","0.38312840461730957","0.4456815719604492","0.4456815719604492","0.4456815719604492","0.37693139910697937","0.37693139910697937","0.37693139910697937"
"114","0.24161964654922485","0.24161964654922485","0.24161964654922485","0.30300867557525635","0.30300867557525635","0.30300867557525635","0.3535664677619934","0.3535664677619934","0.3535664677619934","0.3843247890472412","0.3843247890472412","0.3843247890472412","0.36881086230278015","0.36881086230278015","0.36881086230278015","0.4130677580833435","0.4130677580833435","0.4130677580833435","0.3445168435573578","0.3445168435573578","0.3445168435573578"
"116","0.2280685007572174","0.2280685007572174","0.2280685007572174","0.29633796215057373","0.29633796215057373","0.29633796215057373","0.4073457717895508","0.4073457717895508","0.4073457717895508","0.38251256942749023","0.38251256942749023","0.38251256942749023","0.36420902609825134","0.36420902609825134","0.36420902609825134","0.41396403312683105","0.41396403312683105","0.41396403312683105","0.39205896854400635","0.39205896854400635","0.39205896854400635"
"118","0.20219358801841736","0.20219358801841736","0.20219358801841736","0.31866028904914856","0.31866028904914856","0.31866028904914856","0.34525689482688904","0.34525689482688904","0.34525689482688904","0.3648119568824768","0.3648119568824768","0.3648119568824768","0.34871000051498413","0.34871000051498413","0.34871000051498413","0.4221159815788269","0.4221159815788269","0.4221159815788269","0.38369041681289673","0.38369041681289673","0.38369041681289673"
"120","0.2569308280944824","0.2569308280944824","0.2569308280944824","0.33182579278945923","0.33182579278945923","0.33182579278945923","0.39524489641189575","0.39524489641189575","0.39524489641189575","0.3796960115432739","0.3796960115432739","0.3796960115432739","0.387403666973114","0.387403666973114","0.387403666973114","0.40784066915512085","0.40784066915512085","0.40784066915512085","0.3677457273006439","0.3677457273006439","0.3677457273006439"
"122","0.23517481982707977","0.23517481982707977","0.23517481982707977","0.3370139002799988","0.3370139002799988","0.3370139002799988","0.35757964849472046","0.35757964849472046","0.35757964849472046","0.35294613242149353","0.35294613242149353","0.35294613242149353","0.36296042799949646","0.36296042799949646","0.36296042799949646","0.41402703523635864","0.41402703523635864","0.41402703523635864","0.40040501952171326","0.40040501952171326","0.40040501952171326"
"124","0.2447347342967987","0.2447347342967987","0.2447347342967987","0.3242955207824707","0.3242955207824707","0.3242955207824707","0.36490392684936523","0.36490392684936523","0.36490392684936523","0.4004119038581848","0.4004119038581848","0.4004119038581848","0.3751560151576996","0.3751560151576996","0.3751560151576996","0.41277629137039185","0.41277629137039185","0.41277629137039185","0.3699510097503662","0.3699510097503662","0.3699510097503662"
"126","0.21762633323669434","0.21762633323669434","0.21762633323669434","0.3330814242362976","0.3330814242362976","0.3330814242362976","0.35957249999046326","0.35957249999046326","0.35957249999046326","0.411446213722229","0.411446213722229","0.411446213722229","0.42507725954055786","0.42507725954055786","0.42507725954055786","0.43425923585891724","0.43425923585891724","0.43425923585891724","0.37858328223228455","0.37858328223228455","0.37858328223228455"
"128","0.27703195810317993","0.27703195810317993","0.27703195810317993","0.3619009852409363","0.3619009852409363","0.3619009852409363","0.40172773599624634","0.40172773599624634","0.40172773599624634","0.39570921659469604","0.39570921659469604","0.39570921659469604","0.3799460828304291","0.3799460828304291","0.3799460828304291","0.4220712184906006","0.4220712184906006","0.4220712184906006","0.4043930470943451","0.4043930470943451","0.4043930470943451"
"130","0.18515948951244354","0.18515948951244354","0.18515948951244354","0.350442498922348","0.350442498922348","0.350442498922348","0.36248621344566345","0.36248621344566345","0.36248621344566345","0.40271931886672974","0.40271931886672974","0.40271931886672974","0.4081311821937561","0.4081311821937561","0.4081311821937561","0.4376983046531677","0.4376983046531677","0.4376983046531677","0.4167977273464203","0.4167977273464203","0.4167977273464203"
"132","0.2820865511894226","0.2820865511894226","0.2820865511894226","0.38154324889183044","0.38154324889183044","0.38154324889183044","0.3777793347835541","0.3777793347835541","0.3777793347835541","0.3775140643119812","0.3775140643119812","0.3775140643119812","0.3931042551994324","0.3931042551994324","0.3931042551994324","0.419605016708374","0.419605016708374","0.419605016708374","0.3991584777832031","0.3991584777832031","0.3991584777832031"
"134","0.20303897559642792","0.20303897559642792","0.20303897559642792","0.38870668411254883","0.38870668411254883","0.38870668411254883","0.39877769351005554","0.39877769351005554","0.39877769351005554","0.38472098112106323","0.38472098112106323","0.38472098112106323","0.38551148772239685","0.38551148772239685","0.38551148772239685","0.4284077286720276","0.4284077286720276","0.4284077286720276","0.396503746509552","0.396503746509552","0.396503746509552"
"136","0.24900303781032562","0.24900303781032562","0.24900303781032562","0.3675352931022644","0.3675352931022644","0.3675352931022644","0.3867318034172058","0.3867318034172058","0.3867318034172058","0.374051034450531","0.374051034450531","0.374051034450531","0.38571232557296753","0.38571232557296753","0.38571232557296753","0.44216570258140564","0.44216570258140564","0.44216570258140564","0.4148702621459961","0.4148702621459961","0.4148702621459961"
"138","0.21224308013916016","0.21224308013916016","0.21224308013916016","0.3373691439628601","0.3373691439628601","0.3373691439628601","0.19416633248329163","0.19416633248329163","0.19416633248329163","0.3807969093322754","0.3807969093322754","0.3807969093322754","0.39478573203086853","0.39478573203086853","0.39478573203086853","0.4134732186794281","0.4134732186794281","0.4134732186794281","0.3951587677001953","0.3951587677001953","0.3951587677001953"
"140","0.26029860973358154","0.26029860973358154","0.26029860973358154","0.3558517396450043","0.3558517396450043","0.3558517396450043","0.37996411323547363","0.37996411323547363","0.37996411323547363","0.40193313360214233","0.40193313360214233","0.40193313360214233","0.410679429769516","0.410679429769516","0.410679429769516","0.44865936040878296","0.44865936040878296","0.44865936040878296","0.38989752531051636","0.38989752531051636","0.38989752531051636"
"142","0.26670366525650024","0.26670366525650024","0.26670366525650024","0.3659312129020691","0.3659312129020691","0.3659312129020691","0.34589284658432007","0.34589284658432007","0.34589284658432007","0.3769037127494812","0.3769037127494812","0.3769037127494812","0.3672870397567749","0.3672870397567749","0.3672870397567749","0.4074849784374237","0.4074849784374237","0.4074849784374237","0.42194223403930664","0.42194223403930664","0.42194223403930664"
"144","0.27372002601623535","0.27372002601623535","0.27372002601623535","0.32181233167648315","0.32181233167648315","0.32181233167648315","0.4114285707473755","0.4114285707473755","0.4114285707473755","0.3783521056175232","0.3783521056175232","0.3783521056175232","0.40188634395599365","0.40188634395599365","0.40188634395599365","0.40174955129623413","0.40174955129623413","0.40174955129623413","0.36330747604370117","0.36330747604370117","0.36330747604370117"
"146","0.2992013096809387","0.2992013096809387","0.2992013096809387","0.3298816978931427","0.3298816978931427","0.3298816978931427","0.41453051567077637","0.41453051567077637","0.41453051567077637","0.3988076150417328","0.3988076150417328","0.3988076150417328","0.42778027057647705","0.42778027057647705","0.42778027057647705","0.41762328147888184","0.41762328147888184","0.41762328147888184","0.3906850516796112","0.3906850516796112","0.3906850516796112"
"148","0.29869765043258667","0.29869765043258667","0.29869765043258667","0.300531268119812","0.300531268119812","0.300531268119812","0.3819369077682495","0.3819369077682495","0.3819369077682495","0.39452001452445984","0.39452001452445984","0.39452001452445984","0.38585397601127625","0.38585397601127625","0.38585397601127625","0.4264318645000458","0.4264318645000458","0.4264318645000458","0.431755006313324","0.431755006313324","0.431755006313324"
"150","0.2872704267501831","0.2872704267501831","0.2872704267501831","0.3216340243816376","0.3216340243816376","0.3216340243816376","0.38260817527770996","0.38260817527770996","0.38260817527770996","0.3770390748977661","0.3770390748977661","0.3770390748977661","0.39170974493026733","0.39170974493026733","0.39170974493026733","0.39157578349113464","0.39157578349113464","0.39157578349113464","0.3808852434158325","0.3808852434158325","0.3808852434158325"
"152","0.2999056875705719","0.2999056875705719","0.2999056875705719","0.3368949592113495","0.3368949592113495","0.3368949592113495","0.3961522579193115","0.3961522579193115","0.3961522579193115","0.3699791431427002","0.3699791431427002","0.3699791431427002","0.3395233154296875","0.3395233154296875","0.3395233154296875","0.40439653396606445","0.40439653396606445","0.40439653396606445","0.3702985644340515","0.3702985644340515","0.3702985644340515"
"154","0.32456979155540466","0.32456979155540466","0.32456979155540466","0.32797548174858093","0.32797548174858093","0.32797548174858093","0.4003487825393677","0.4003487825393677","0.4003487825393677","0.3690066933631897","0.3690066933631897","0.3690066933631897","0.37393391132354736","0.37393391132354736","0.37393391132354736","0.3958424925804138","0.3958424925804138","0.3958424925804138","0.3988540768623352","0.3988540768623352","0.3988540768623352"
"156","0.29570725560188293","0.29570725560188293","0.29570725560188293","0.31612443923950195","0.31612443923950195","0.31612443923950195","0.3937146067619324","0.3937146067619324","0.3937146067619324","0.3804706037044525","0.3804706037044525","0.3804706037044525","0.37411555647850037","0.37411555647850037","0.37411555647850037","0.43589910864830017","0.43589910864830017","0.43589910864830017","0.39770421385765076","0.39770421385765076","0.39770421385765076"
"158","0.2651861608028412","0.2651861608028412","0.2651861608028412","0.36420297622680664","0.36420297622680664","0.36420297622680664","0.374138206243515","0.374138206243515","0.374138206243515","0.3652239441871643","0.3652239441871643","0.3652239441871643","0.3525925278663635","0.3525925278663635","0.3525925278663635","0.38478657603263855","0.38478657603263855","0.38478657603263855","0.40625399351119995","0.40625399351119995","0.40625399351119995"
"160","0.3359183073043823","0.3359183073043823","0.3359183073043823","0.292512983083725","0.292512983083725","0.292512983083725","0.3909638822078705","0.3909638822078705","0.3909638822078705","0.37315529584884644","0.37315529584884644","0.37315529584884644","0.3682158887386322","0.3682158887386322","0.3682158887386322","0.4183306097984314","0.4183306097984314","0.4183306097984314","0.4009746015071869","0.4009746015071869","0.4009746015071869"
"162","0.30589401721954346","0.30589401721954346","0.30589401721954346","0.2908145785331726","0.2908145785331726","0.2908145785331726","0.3574419617652893","0.3574419617652893","0.3574419617652893","0.3691743314266205","0.3691743314266205","0.3691743314266205","0.36542338132858276","0.36542338132858276","0.36542338132858276","0.3945879340171814","0.3945879340171814","0.3945879340171814","0.38742852210998535","0.38742852210998535","0.38742852210998535"
"164","0.301504909992218","0.301504909992218","0.301504909992218","0.295651912689209","0.295651912689209","0.295651912689209","0.3909671902656555","0.3909671902656555","0.3909671902656555","0.36395883560180664","0.36395883560180664","0.36395883560180664","0.34205102920532227","0.34205102920532227","0.34205102920532227","0.38506752252578735","0.38506752252578735","0.38506752252578735","0.34302183985710144","0.34302183985710144","0.34302183985710144"
"166","0.2643018960952759","0.2643018960952759","0.2643018960952759","0.2444162368774414","0.2444162368774414","0.2444162368774414","0.37066352367401123","0.37066352367401123","0.37066352367401123","0.39731675386428833","0.39731675386428833","0.39731675386428833","0.3668380379676819","0.3668380379676819","0.3668380379676819","0.406564325094223","0.406564325094223","0.406564325094223","0.4059949815273285","0.4059949815273285","0.4059949815273285"
"168","0.3058598041534424","0.3058598041534424","0.3058598041534424","0.3195875287055969","0.3195875287055969","0.3195875287055969","0.3801448941230774","0.3801448941230774","0.3801448941230774","0.3983080983161926","0.3983080983161926","0.3983080983161926","0.4142867922782898","0.4142867922782898","0.4142867922782898","0.4618699550628662","0.4618699550628662","0.4618699550628662","0.41779929399490356","0.41779929399490356","0.41779929399490356"
"170","0.3209364116191864","0.3209364116191864","0.3209364116191864","0.356180876493454","0.356180876493454","0.356180876493454","0.32237479090690613","0.32237479090690613","0.32237479090690613","0.39105960726737976","0.39105960726737976","0.39105960726737976","0.3715967535972595","0.3715967535972595","0.3715967535972595","0.3972463011741638","0.3972463011741638","0.3972463011741638","0.444513738155365","0.444513738155365","0.444513738155365"
"172","0.3180098533630371","0.3180098533630371","0.3180098533630371","0.33115455508232117","0.33115455508232117","0.33115455508232117","0.3905627131462097","0.3905627131462097","0.3905627131462097","0.39105224609375","0.39105224609375","0.39105224609375","0.36734136939048767","0.36734136939048767","0.36734136939048767","0.42822861671447754","0.42822861671447754","0.42822861671447754","0.3797791600227356","0.3797791600227356","0.3797791600227356"
"174","0.36637505888938904","0.36637505888938904","0.36637505888938904","0.341641366481781","0.341641366481781","0.341641366481781","0.44847631454467773","0.44847631454467773","0.44847631454467773","0.3827134370803833","0.3827134370803833","0.3827134370803833","0.40961000323295593","0.40961000323295593","0.40961000323295593","0.4025438725948334","0.4025438725948334","0.4025438725948334","0.4110410213470459","0.4110410213470459","0.4110410213470459"
"176","0.177390456199646","0.177390456199646","0.177390456199646","0.33572936058044434","0.33572936058044434","0.33572936058044434","0.4121859073638916","0.4121859073638916","0.4121859073638916","0.38446149230003357","0.38446149230003357","0.38446149230003357","0.40816614031791687","0.40816614031791687","0.40816614031791687","0.4428894519805908","0.4428894519805908","0.4428894519805908","0.4547591209411621","0.4547591209411621","0.4547591209411621"
"178","0.2936564087867737","0.2936564087867737","0.2936564087867737","0.3113040328025818","0.3113040328025818","0.3113040328025818","0.40196818113327026","0.40196818113327026","0.40196818113327026","0.3995553255081177","0.3995553255081177","0.3995553255081177","0.40160441398620605","0.40160441398620605","0.40160441398620605","0.4488038718700409","0.4488038718700409","0.4488038718700409","0.4461846351623535","0.4461846351623535","0.4461846351623535"
"180","0.2888111472129822","0.2888111472129822","0.2888111472129822","0.36087846755981445","0.36087846755981445","0.36087846755981445","0.41355618834495544","0.41355618834495544","0.41355618834495544","0.37421178817749023","0.37421178817749023","0.37421178817749023","0.36072033643722534","0.36072033643722534","0.36072033643722534","0.4002750515937805","0.4002750515937805","0.4002750515937805","0.3831002116203308","0.3831002116203308","0.3831002116203308"
"182","0.2791886627674103","0.2791886627674103","0.2791886627674103","0.33104053139686584","0.33104053139686584","0.33104053139686584","0.42150697112083435","0.42150697112083435","0.42150697112083435","0.3874073922634125","0.3874073922634125","0.3874073922634125","0.3988524377346039","0.3988524377346039","0.3988524377346039","0.42586466670036316","0.42586466670036316","0.42586466670036316","0.4049052596092224","0.4049052596092224","0.4049052596092224"
"184","0.2807624042034149","0.2807624042034149","0.2807624042034149","0.33598679304122925","0.33598679304122925","0.33598679304122925","0.39660757780075073","0.39660757780075073","0.39660757780075073","0.37734875082969666","0.37734875082969666","0.37734875082969666","0.3855407238006592","0.3855407238006592","0.3855407238006592","0.39139479398727417","0.39139479398727417","0.39139479398727417","0.4212360382080078","0.4212360382080078","0.4212360382080078"
"186","0.27800387144088745","0.27800387144088745","0.27800387144088745","0.32733285427093506","0.32733285427093506","0.32733285427093506","0.4302822947502136","0.4302822947502136","0.4302822947502136","0.3882666230201721","0.3882666230201721","0.3882666230201721","0.38387545943260193","0.38387545943260193","0.38387545943260193","0.4237334728240967","0.4237334728240967","0.4237334728240967","0.4201177954673767","0.4201177954673767","0.4201177954673767"
"188","0.23808400332927704","0.23808400332927704","0.23808400332927704","0.39502498507499695","0.39502498507499695","0.39502498507499695","0.43695688247680664","0.43695688247680664","0.43695688247680664","0.3695560395717621","0.3695560395717621","0.3695560395717621","0.36383724212646484","0.36383724212646484","0.36383724212646484","0.43485164642333984","0.43485164642333984","0.43485164642333984","0.41438549757003784","0.41438549757003784","0.41438549757003784"
"190","0.3151046931743622","0.3151046931743622","0.3151046931743622","0.3637164831161499","0.3637164831161499","0.3637164831161499","0.4058775305747986","0.4058775305747986","0.4058775305747986","0.4021488428115845","0.4021488428115845","0.4021488428115845","0.38406896591186523","0.38406896591186523","0.38406896591186523","0.392312228679657","0.392312228679657","0.392312228679657","0.39095818996429443","0.39095818996429443","0.39095818996429443"
"192","0.2929183840751648","0.2929183840751648","0.2929183840751648","0.32249364256858826","0.32249364256858826","0.32249364256858826","0.4179970622062683","0.4179970622062683","0.4179970622062683","0.3826003074645996","0.3826003074645996","0.3826003074645996","0.3920423984527588","0.3920423984527588","0.3920423984527588","0.40419265627861023","0.40419265627861023","0.40419265627861023","0.4027000069618225","0.4027000069618225","0.4027000069618225"
"194","0.26417458057403564","0.26417458057403564","0.26417458057403564","0.32384973764419556","0.32384973764419556","0.32384973764419556","0.40732622146606445","0.40732622146606445","0.40732622146606445","0.378168523311615","0.378168523311615","0.378168523311615","0.3705907464027405","0.3705907464027405","0.3705907464027405","0.42787617444992065","0.42787617444992065","0.42787617444992065","0.3977065980434418","0.3977065980434418","0.3977065980434418"
"196","0.26150789856910706","0.26150789856910706","0.26150789856910706","0.3411315083503723","0.3411315083503723","0.3411315083503723","0.44040822982788086","0.44040822982788086","0.44040822982788086","0.33511030673980713","0.33511030673980713","0.33511030673980713","0.34120917320251465","0.34120917320251465","0.34120917320251465","0.3961638808250427","0.3961638808250427","0.3961638808250427","0.4308139979839325","0.4308139979839325","0.4308139979839325"
"198","0.24580484628677368","0.24580484628677368","0.24580484628677368","0.3203311562538147","0.3203311562538147","0.3203311562538147","0.40202268958091736","0.40202268958091736","0.40202268958091736","0.4099109172821045","0.4099109172821045","0.4099109172821045","0.3740096092224121","0.3740096092224121","0.3740096092224121","0.41011184453964233","0.41011184453964233","0.41011184453964233","0.4064330458641052","0.4064330458641052","0.4064330458641052"
"200","0.2957308888435364","0.2957308888435364","0.2957308888435364","0.3132425546646118","0.3132425546646118","0.3132425546646118","0.3732236623764038","0.3732236623764038","0.3732236623764038","0.3943746089935303","0.3943746089935303","0.3943746089935303","0.4062642455101013","0.4062642455101013","0.4062642455101013","0.38225841522216797","0.38225841522216797","0.38225841522216797","0.4205387830734253","0.4205387830734253","0.4205387830734253"
"202","0.31038472056388855","0.31038472056388855","0.31038472056388855","0.33940577507019043","0.33940577507019043","0.33940577507019043","0.47534120082855225","0.47534120082855225","0.47534120082855225","0.40955519676208496","0.40955519676208496","0.40955519676208496","0.40389132499694824","0.40389132499694824","0.40389132499694824","0.4022883176803589","0.4022883176803589","0.4022883176803589","0.3671198785305023","0.3671198785305023","0.3671198785305023"
"204","0.286586731672287","0.286586731672287","0.286586731672287","0.3921610116958618","0.3921610116958618","0.3921610116958618","0.3804545998573303","0.3804545998573303","0.3804545998573303","0.380044162273407","0.380044162273407","0.380044162273407","0.40226659178733826","0.40226659178733826","0.40226659178733826","0.3433431088924408","0.3433431088924408","0.3433431088924408","0.38223689794540405","0.38223689794540405","0.38223689794540405"
"206","0.23775812983512878","0.23775812983512878","0.23775812983512878","0.3047996163368225","0.3047996163368225","0.3047996163368225","0.4606585204601288","0.4606585204601288","0.4606585204601288","0.3832411766052246","0.3832411766052246","0.3832411766052246","0.38456273078918457","0.38456273078918457","0.38456273078918457","0.4021736979484558","0.4021736979484558","0.4021736979484558","0.4067934453487396","0.4067934453487396","0.4067934453487396"
"208","0.3429863452911377","0.3429863452911377","0.3429863452911377","0.3738952577114105","0.3738952577114105","0.3738952577114105","0.3921363055706024","0.3921363055706024","0.3921363055706024","0.3775033950805664","0.3775033950805664","0.3775033950805664","0.36905989050865173","0.36905989050865173","0.36905989050865173","0.4312496781349182","0.4312496781349182","0.4312496781349182","0.42207998037338257","0.42207998037338257","0.42207998037338257"
"210","0.2677897810935974","0.2677897810935974","0.2677897810935974","0.3864026665687561","0.3864026665687561","0.3864026665687561","0.39471980929374695","0.39471980929374695","0.39471980929374695","0.41521787643432617","0.41521787643432617","0.41521787643432617","0.39561447501182556","0.39561447501182556","0.39561447501182556","0.41101381182670593","0.41101381182670593","0.41101381182670593","0.44308361411094666","0.44308361411094666","0.44308361411094666"
"212","0.22114841639995575","0.22114841639995575","0.22114841639995575","0.3878215551376343","0.3878215551376343","0.3878215551376343","0.4043782651424408","0.4043782651424408","0.4043782651424408","0.3842402398586273","0.3842402398586273","0.3842402398586273","0.38740095496177673","0.38740095496177673","0.38740095496177673","0.4135678708553314","0.4135678708553314","0.4135678708553314","0.3688938319683075","0.3688938319683075","0.3688938319683075"
"214","0.2236180156469345","0.2236180156469345","0.2236180156469345","0.38212189078330994","0.38212189078330994","0.38212189078330994","0.4098736643791199","0.4098736643791199","0.4098736643791199","0.37798723578453064","0.37798723578453064","0.37798723578453064","0.40320611000061035","0.40320611000061035","0.40320611000061035","0.3927413821220398","0.3927413821220398","0.3927413821220398","0.40551885962486267","0.40551885962486267","0.40551885962486267"
"216","0.2846549451351166","0.2846549451351166","0.2846549451351166","0.4380605220794678","0.4380605220794678","0.4380605220794678","0.37093764543533325","0.37093764543533325","0.37093764543533325","0.39270517230033875","0.39270517230033875","0.39270517230033875","0.39014458656311035","0.39014458656311035","0.39014458656311035","0.40602344274520874","0.40602344274520874","0.40602344274520874","0.3528803288936615","0.3528803288936615","0.3528803288936615"
"218","0.3222486674785614","0.3222486674785614","0.3222486674785614","0.3434818983078003","0.3434818983078003","0.3434818983078003","0.3864302635192871","0.3864302635192871","0.3864302635192871","0.3728604316711426","0.3728604316711426","0.3728604316711426","0.35695165395736694","0.35695165395736694","0.35695165395736694","0.43155765533447266","0.43155765533447266","0.43155765533447266","0.4096676707267761","0.4096676707267761","0.4096676707267761"
"220","0.3065609931945801","0.3065609931945801","0.3065609931945801","0.35276615619659424","0.35276615619659424","0.35276615619659424","0.4438006281852722","0.4438006281852722","0.4438006281852722","0.36837559938430786","0.36837559938430786","0.36837559938430786","0.3685857653617859","0.3685857653617859","0.3685857653617859","0.4325549602508545","0.4325549602508545","0.4325549602508545","0.42676085233688354","0.42676085233688354","0.42676085233688354"
"222","0.3449626863002777","0.3449626863002777","0.3449626863002777","0.33434444665908813","0.33434444665908813","0.33434444665908813","0.4492000341415405","0.4492000341415405","0.4492000341415405","0.390195369720459","0.390195369720459","0.390195369720459","0.3657834529876709","0.3657834529876709","0.3657834529876709","0.41848546266555786","0.41848546266555786","0.41848546266555786","0.37865757942199707","0.37865757942199707","0.37865757942199707"
"224","0.3506585955619812","0.3506585955619812","0.3506585955619812","0.35829609632492065","0.35829609632492065","0.35829609632492065","0.418834388256073","0.418834388256073","0.418834388256073","0.3794299066066742","0.3794299066066742","0.3794299066066742","0.3881361484527588","0.3881361484527588","0.3881361484527588","0.3886633813381195","0.3886633813381195","0.3886633813381195","0.38772568106651306","0.38772568106651306","0.38772568106651306"
"226","0.3081384301185608","0.3081384301185608","0.3081384301185608","0.32666870951652527","0.32666870951652527","0.32666870951652527","0.37070509791374207","0.37070509791374207","0.37070509791374207","0.3466581106185913","0.3466581106185913","0.3466581106185913","0.3529594838619232","0.3529594838619232","0.3529594838619232","0.3925303816795349","0.3925303816795349","0.3925303816795349","0.4021695554256439","0.4021695554256439","0.4021695554256439"
"228","0.3557325303554535","0.3557325303554535","0.3557325303554535","0.39380574226379395","0.39380574226379395","0.39380574226379395","0.4194033741950989","0.4194033741950989","0.4194033741950989","0.3766050338745117","0.3766050338745117","0.3766050338745117","0.3921836018562317","0.3921836018562317","0.3921836018562317","0.44598400592803955","0.44598400592803955","0.44598400592803955","0.40951356291770935","0.40951356291770935","0.40951356291770935"
"230","0.311972975730896","0.311972975730896","0.311972975730896","0.398947536945343","0.398947536945343","0.398947536945343","0.4144531488418579","0.4144531488418579","0.4144531488418579","0.4000248610973358","0.4000248610973358","0.4000248610973358","0.41044601798057556","0.41044601798057556","0.41044601798057556","0.4001429080963135","0.4001429080963135","0.4001429080963135","0.42609068751335144","0.42609068751335144","0.42609068751335144"