"Step","VOWELS_FILTER_b5_dual_waveform_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b5_dual_waveform_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b5_dual_waveform_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_b1_dual_waveform_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b1_dual_waveform_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b1_dual_waveform_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_b0.1_dual_waveform_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b0.1_dual_waveform_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b0.1_dual_waveform_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_b0_dual_waveform_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b0_dual_waveform_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b0_dual_waveform_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_negative_z","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_negative_z__MAX"
"0","9.722896575927734","9.722896575927734","9.722896575927734","9.589213371276855","9.589213371276855","9.589213371276855","9.113601684570312","9.113601684570312","9.113601684570312","7.824822425842285","7.824822425842285","7.824822425842285","8.413653373718262","8.413653373718262","8.413653373718262","9.166677474975586","9.166677474975586","9.166677474975586","9.57608413696289","9.57608413696289","9.57608413696289","9.673748016357422","9.673748016357422","9.673748016357422"
"2","11.638338088989258","11.638338088989258","11.638338088989258","10.861716270446777","10.861716270446777","10.861716270446777","9.665155410766602","9.665155410766602","9.665155410766602","3.4162776470184326","3.4162776470184326","3.4162776470184326","5.987452507019043","5.987452507019043","5.987452507019043","9.525484085083008","9.525484085083008","9.525484085083008","10.463619232177734","10.463619232177734","10.463619232177734","10.929975509643555","10.929975509643555","10.929975509643555"
"4","13.098489761352539","13.098489761352539","13.098489761352539","11.950796127319336","11.950796127319336","11.950796127319336","10.095229148864746","10.095229148864746","10.095229148864746","2.147024393081665","2.147024393081665","2.147024393081665","2.346968650817871","2.346968650817871","2.346968650817871","9.289020538330078","9.289020538330078","9.289020538330078","11.382757186889648","11.382757186889648","11.382757186889648","12.259791374206543","12.259791374206543","12.259791374206543"
"6","12.99521255493164","12.99521255493164","12.99521255493164","11.898366928100586","11.898366928100586","11.898366928100586","7.404450416564941","7.404450416564941","7.404450416564941","2.189030647277832","2.189030647277832","2.189030647277832","3.547872543334961","3.547872543334961","3.547872543334961","2.1001176834106445","2.1001176834106445","2.1001176834106445","10.999923706054688","10.999923706054688","10.999923706054688","12.787612915039062","12.787612915039062","12.787612915039062"
"8","10.294820785522461","10.294820785522461","10.294820785522461","7.664151668548584","7.664151668548584","7.664151668548584","1.6255996227264404","1.6255996227264404","1.6255996227264404","2.597282886505127","2.597282886505127","2.597282886505127","1.968218207359314","1.968218207359314","1.968218207359314","1.055111050605774","1.055111050605774","1.055111050605774","7.222463607788086","7.222463607788086","7.222463607788086","11.864377975463867","11.864377975463867","11.864377975463867"
"10","8.15640926361084","8.15640926361084","8.15640926361084","2.8082008361816406","2.8082008361816406","2.8082008361816406","1.1506702899932861","1.1506702899932861","1.1506702899932861","1.5195128917694092","1.5195128917694092","1.5195128917694092","1.503838300704956","1.503838300704956","1.503838300704956","0.8761720657348633","0.8761720657348633","0.8761720657348633","2.184901475906372","2.184901475906372","2.184901475906372","9.106163024902344","9.106163024902344","9.106163024902344"
"12","6.1218581199646","6.1218581199646","6.1218581199646","1.6175711154937744","1.6175711154937744","1.6175711154937744","0.8146123290061951","0.8146123290061951","0.8146123290061951","1.3414958715438843","1.3414958715438843","1.3414958715438843","1.0904595851898193","1.0904595851898193","1.0904595851898193","0.8464018106460571","0.8464018106460571","0.8464018106460571","1.2100601196289062","1.2100601196289062","1.2100601196289062","7.255519866943359","7.255519866943359","7.255519866943359"
"14","5.13997745513916","5.13997745513916","5.13997745513916","1.3277432918548584","1.3277432918548584","1.3277432918548584","0.8468109369277954","0.8468109369277954","0.8468109369277954","1.116672158241272","1.116672158241272","1.116672158241272","0.9926693439483643","0.9926693439483643","0.9926693439483643","0.8026532530784607","0.8026532530784607","0.8026532530784607","1.1333458423614502","1.1333458423614502","1.1333458423614502","6.083559036254883","6.083559036254883","6.083559036254883"
"16","4.096927642822266","4.096927642822266","4.096927642822266","1.5383249521255493","1.5383249521255493","1.5383249521255493","1.0561890602111816","1.0561890602111816","1.0561890602111816","1.0689241886138916","1.0689241886138916","1.0689241886138916","0.9842627644538879","0.9842627644538879","0.9842627644538879","0.9149256944656372","0.9149256944656372","0.9149256944656372","1.108747124671936","1.108747124671936","1.108747124671936","5.13079833984375","5.13079833984375","5.13079833984375"
"18","4.212424278259277","4.212424278259277","4.212424278259277","1.0048562288284302","1.0048562288284302","1.0048562288284302","0.9735903143882751","0.9735903143882751","0.9735903143882751","1.0916974544525146","1.0916974544525146","1.0916974544525146","0.6466588973999023","0.6466588973999023","0.6466588973999023","0.46306636929512024","0.46306636929512024","0.46306636929512024","0.6149630546569824","0.6149630546569824","0.6149630546569824","4.174875259399414","4.174875259399414","4.174875259399414"
"20","3.060128688812256","3.060128688812256","3.060128688812256","1.2316303253173828","1.2316303253173828","1.2316303253173828","0.7195488214492798","0.7195488214492798","0.7195488214492798","0.7974662184715271","0.7974662184715271","0.7974662184715271","0.7267690300941467","0.7267690300941467","0.7267690300941467","0.7709885835647583","0.7709885835647583","0.7709885835647583","0.9324458241462708","0.9324458241462708","0.9324458241462708","3.8221616744995117","3.8221616744995117","3.8221616744995117"
"22","2.783748149871826","2.783748149871826","2.783748149871826","1.310349464416504","1.310349464416504","1.310349464416504","0.8188695311546326","0.8188695311546326","0.8188695311546326","0.8513098359107971","0.8513098359107971","0.8513098359107971","0.5268603563308716","0.5268603563308716","0.5268603563308716","0.662770688533783","0.662770688533783","0.662770688533783","0.8474200963973999","0.8474200963973999","0.8474200963973999","3.0935277938842773","3.0935277938842773","3.0935277938842773"
"24","2.4924919605255127","2.4924919605255127","2.4924919605255127","1.3673572540283203","1.3673572540283203","1.3673572540283203","1.0459108352661133","1.0459108352661133","1.0459108352661133","1.0287275314331055","1.0287275314331055","1.0287275314331055","0.5500499606132507","0.5500499606132507","0.5500499606132507","0.5215946435928345","0.5215946435928345","0.5215946435928345","0.7740823030471802","0.7740823030471802","0.7740823030471802","2.8622517585754395","2.8622517585754395","2.8622517585754395"
"26","2.987926483154297","2.987926483154297","2.987926483154297","1.02530837059021","1.02530837059021","1.02530837059021","0.7805242538452148","0.7805242538452148","0.7805242538452148","1.2506660223007202","1.2506660223007202","1.2506660223007202","0.518781304359436","0.518781304359436","0.518781304359436","0.611182689666748","0.611182689666748","0.611182689666748","0.7993878126144409","0.7993878126144409","0.7993878126144409","2.5262861251831055","2.5262861251831055","2.5262861251831055"
"28","2.5943524837493896","2.5943524837493896","2.5943524837493896","1.147169828414917","1.147169828414917","1.147169828414917","0.756268322467804","0.756268322467804","0.756268322467804","0.7904993891716003","0.7904993891716003","0.7904993891716003","0.3823891282081604","0.3823891282081604","0.3823891282081604","0.669603168964386","0.669603168964386","0.669603168964386","0.7597729563713074","0.7597729563713074","0.7597729563713074","2.4335784912109375","2.4335784912109375","2.4335784912109375"
"30","2.163505792617798","2.163505792617798","2.163505792617798","1.4592143297195435","1.4592143297195435","1.4592143297195435","0.8519853353500366","0.8519853353500366","0.8519853353500366","0.752443253993988","0.752443253993988","0.752443253993988","0.48749908804893494","0.48749908804893494","0.48749908804893494","0.7321653366088867","0.7321653366088867","0.7321653366088867","0.982274055480957","0.982274055480957","0.982274055480957","2.6341238021850586","2.6341238021850586","2.6341238021850586"
"32","1.946337342262268","1.946337342262268","1.946337342262268","1.2458202838897705","1.2458202838897705","1.2458202838897705","0.6894949674606323","0.6894949674606323","0.6894949674606323","0.7809356451034546","0.7809356451034546","0.7809356451034546","0.44922834634780884","0.44922834634780884","0.44922834634780884","0.749859631061554","0.749859631061554","0.749859631061554","0.9571144580841064","0.9571144580841064","0.9571144580841064","2.570326089859009","2.570326089859009","2.570326089859009"
"34","1.861771821975708","1.861771821975708","1.861771821975708","1.2543866634368896","1.2543866634368896","1.2543866634368896","0.8409171104431152","0.8409171104431152","0.8409171104431152","0.8600412607192993","0.8600412607192993","0.8600412607192993","0.32663780450820923","0.32663780450820923","0.32663780450820923","0.4270440638065338","0.4270440638065338","0.4270440638065338","0.752483606338501","0.752483606338501","0.752483606338501","1.975367546081543","1.975367546081543","1.975367546081543"
"36","2.551722288131714","2.551722288131714","2.551722288131714","1.1119720935821533","1.1119720935821533","1.1119720935821533","0.6096304655075073","0.6096304655075073","0.6096304655075073","0.4222141206264496","0.4222141206264496","0.4222141206264496","0.31502676010131836","0.31502676010131836","0.31502676010131836","0.6368167996406555","0.6368167996406555","0.6368167996406555","1.1044292449951172","1.1044292449951172","1.1044292449951172","2.979553699493408","2.979553699493408","2.979553699493408"
"38","1.9336662292480469","1.9336662292480469","1.9336662292480469","9.31362533569336","9.31362533569336","9.31362533569336","2.0539870262145996","2.0539870262145996","2.0539870262145996","0.6546328663825989","0.6546328663825989","0.6546328663825989","0.366354763507843","0.366354763507843","0.366354763507843","0.44431716203689575","0.44431716203689575","0.44431716203689575","0.7933931946754456","0.7933931946754456","0.7933931946754456","2.203078031539917","2.203078031539917","2.203078031539917"
"40","0.9504324197769165","0.9504324197769165","0.9504324197769165","1.9564775228500366","1.9564775228500366","1.9564775228500366","0.3558342456817627","0.3558342456817627","0.3558342456817627","0.36503729224205017","0.36503729224205017","0.36503729224205017","0.4082845449447632","0.4082845449447632","0.4082845449447632","0.6190330982208252","0.6190330982208252","0.6190330982208252","1.0703271627426147","1.0703271627426147","1.0703271627426147","1.7732138633728027","1.7732138633728027","1.7732138633728027"
"42","2.0393712520599365","2.0393712520599365","2.0393712520599365","1.1477924585342407","1.1477924585342407","1.1477924585342407","0.5094393491744995","0.5094393491744995","0.5094393491744995","0.4744238257408142","0.4744238257408142","0.4744238257408142","0.6014355421066284","0.6014355421066284","0.6014355421066284","0.7786387801170349","0.7786387801170349","0.7786387801170349","1.1455223560333252","1.1455223560333252","1.1455223560333252","1.542874813079834","1.542874813079834","1.542874813079834"
"44","1.2985491752624512","1.2985491752624512","1.2985491752624512","0.9744527339935303","0.9744527339935303","0.9744527339935303","0.5334675312042236","0.5334675312042236","0.5334675312042236","0.3300560712814331","0.3300560712814331","0.3300560712814331","0.3839958906173706","0.3839958906173706","0.3839958906173706","0.5097705125808716","0.5097705125808716","0.5097705125808716","1.2037732601165771","1.2037732601165771","1.2037732601165771","1.586275339126587","1.586275339126587","1.586275339126587"
"46","2.021216630935669","2.021216630935669","2.021216630935669","0.9298665523529053","0.9298665523529053","0.9298665523529053","0.7690542936325073","0.7690542936325073","0.7690542936325073","0.49871277809143066","0.49871277809143066","0.49871277809143066","0.33484476804733276","0.33484476804733276","0.33484476804733276","0.39568832516670227","0.39568832516670227","0.39568832516670227","0.6480194926261902","0.6480194926261902","0.6480194926261902","1.3272287845611572","1.3272287845611572","1.3272287845611572"
"48","1.1883776187896729","1.1883776187896729","1.1883776187896729","0.8582916855812073","0.8582916855812073","0.8582916855812073","0.5544811487197876","0.5544811487197876","0.5544811487197876","0.5032410621643066","0.5032410621643066","0.5032410621643066","0.2355358749628067","0.2355358749628067","0.2355358749628067","0.3369266390800476","0.3369266390800476","0.3369266390800476","1.0402166843414307","1.0402166843414307","1.0402166843414307","1.5350751876831055","1.5350751876831055","1.5350751876831055"
"50","0.9554002285003662","0.9554002285003662","0.9554002285003662","0.6641217470169067","0.6641217470169067","0.6641217470169067","1.043442726135254","1.043442726135254","1.043442726135254","0.30462655425071716","0.30462655425071716","0.30462655425071716","0.2515045404434204","0.2515045404434204","0.2515045404434204","0.36102378368377686","0.36102378368377686","0.36102378368377686","0.9446558356285095","0.9446558356285095","0.9446558356285095","1.4141048192977905","1.4141048192977905","1.4141048192977905"
"52","2.294828414916992","2.294828414916992","2.294828414916992","0.7683773040771484","0.7683773040771484","0.7683773040771484","0.8321170210838318","0.8321170210838318","0.8321170210838318","0.5970933437347412","0.5970933437347412","0.5970933437347412","0.41414839029312134","0.41414839029312134","0.41414839029312134","0.4364602267742157","0.4364602267742157","0.4364602267742157","0.6074233055114746","0.6074233055114746","0.6074233055114746","0.8513336181640625","0.8513336181640625","0.8513336181640625"
"54","1.5930421352386475","1.5930421352386475","1.5930421352386475","0.6765061616897583","0.6765061616897583","0.6765061616897583","0.8320338726043701","0.8320338726043701","0.8320338726043701","0.638880729675293","0.638880729675293","0.638880729675293","0.3101598918437958","0.3101598918437958","0.3101598918437958","0.4207214117050171","0.4207214117050171","0.4207214117050171","0.7963188290596008","0.7963188290596008","0.7963188290596008","1.197472095489502","1.197472095489502","1.197472095489502"
"56","1.2295167446136475","1.2295167446136475","1.2295167446136475","0.6889376044273376","0.6889376044273376","0.6889376044273376","0.5317898392677307","0.5317898392677307","0.5317898392677307","0.26369136571884155","0.26369136571884155","0.26369136571884155","0.13224384188652039","0.13224384188652039","0.13224384188652039","0.19094550609588623","0.19094550609588623","0.19094550609588623","0.8261097073554993","0.8261097073554993","0.8261097073554993","1.636352777481079","1.636352777481079","1.636352777481079"
"58","0.689002513885498","0.689002513885498","0.689002513885498","0.7738123536109924","0.7738123536109924","0.7738123536109924","0.6943976283073425","0.6943976283073425","0.6943976283073425","0.4055042862892151","0.4055042862892151","0.4055042862892151","0.37397509813308716","0.37397509813308716","0.37397509813308716","0.4527543783187866","0.4527543783187866","0.4527543783187866","0.8056949377059937","0.8056949377059937","0.8056949377059937","2.9121205806732178","2.9121205806732178","2.9121205806732178"
"60","3.119112253189087","3.119112253189087","3.119112253189087","1.0736396312713623","1.0736396312713623","1.0736396312713623","0.6792923212051392","0.6792923212051392","0.6792923212051392","0.43613627552986145","0.43613627552986145","0.43613627552986145","0.39627182483673096","0.39627182483673096","0.39627182483673096","0.5741366147994995","0.5741366147994995","0.5741366147994995","0.9370176792144775","0.9370176792144775","0.9370176792144775","1.9117770195007324","1.9117770195007324","1.9117770195007324"
"62","0.8238368630409241","0.8238368630409241","0.8238368630409241","0.8339412808418274","0.8339412808418274","0.8339412808418274","0.8957031965255737","0.8957031965255737","0.8957031965255737","0.44581690430641174","0.44581690430641174","0.44581690430641174","0.16312935948371887","0.16312935948371887","0.16312935948371887","0.4270176291465759","0.4270176291465759","0.4270176291465759","0.9734468460083008","0.9734468460083008","0.9734468460083008","2.5730948448181152","2.5730948448181152","2.5730948448181152"
"64","1.5712367296218872","1.5712367296218872","1.5712367296218872","0.938719630241394","0.938719630241394","0.938719630241394","0.9150598049163818","0.9150598049163818","0.9150598049163818","0.3777272701263428","0.3777272701263428","0.3777272701263428","0.18731380999088287","0.18731380999088287","0.18731380999088287","0.38059788942337036","0.38059788942337036","0.38059788942337036","0.8802341818809509","0.8802341818809509","0.8802341818809509","1.3255901336669922","1.3255901336669922","1.3255901336669922"
"66","0.8231642246246338","0.8231642246246338","0.8231642246246338","0.5320116281509399","0.5320116281509399","0.5320116281509399","0.4134911894798279","0.4134911894798279","0.4134911894798279","0.43036144971847534","0.43036144971847534","0.43036144971847534","0.22723104059696198","0.22723104059696198","0.22723104059696198","0.4214242100715637","0.4214242100715637","0.4214242100715637","0.9031095504760742","0.9031095504760742","0.9031095504760742","1.2406346797943115","1.2406346797943115","1.2406346797943115"
"68","0.7268198728561401","0.7268198728561401","0.7268198728561401","2.427722215652466","2.427722215652466","2.427722215652466","0.6963188648223877","0.6963188648223877","0.6963188648223877","0.40401655435562134","0.40401655435562134","0.40401655435562134","0.07832235842943192","0.07832235842943192","0.07832235842943192","0.14576825499534607","0.14576825499534607","0.14576825499534607","0.7586901187896729","0.7586901187896729","0.7586901187896729","1.1237602233886719","1.1237602233886719","1.1237602233886719"
"70","0.947627604007721","0.947627604007721","0.947627604007721","0.8279049396514893","0.8279049396514893","0.8279049396514893","0.37184903025627136","0.37184903025627136","0.37184903025627136","0.42591768503189087","0.42591768503189087","0.42591768503189087","0.1770099252462387","0.1770099252462387","0.1770099252462387","0.32339638471603394","0.32339638471603394","0.32339638471603394","0.5572435855865479","0.5572435855865479","0.5572435855865479","1.0748076438903809","1.0748076438903809","1.0748076438903809"
"72","0.588464617729187","0.588464617729187","0.588464617729187","0.9445140361785889","0.9445140361785889","0.9445140361785889","0.507317841053009","0.507317841053009","0.507317841053009","0.3926139175891876","0.3926139175891876","0.3926139175891876","0.10523169487714767","0.10523169487714767","0.10523169487714767","0.26271897554397583","0.26271897554397583","0.26271897554397583","0.8191181421279907","0.8191181421279907","0.8191181421279907","1.3232688903808594","1.3232688903808594","1.3232688903808594"
"74","0.6057106852531433","0.6057106852531433","0.6057106852531433","0.776595413684845","0.776595413684845","0.776595413684845","0.5972968339920044","0.5972968339920044","0.5972968339920044","0.39642876386642456","0.39642876386642456","0.39642876386642456","0.23230308294296265","0.23230308294296265","0.23230308294296265","0.3573981523513794","0.3573981523513794","0.3573981523513794","0.9693901538848877","0.9693901538848877","0.9693901538848877","1.416145920753479","1.416145920753479","1.416145920753479"
"76","1.0032659769058228","1.0032659769058228","1.0032659769058228","0.6653534770011902","0.6653534770011902","0.6653534770011902","0.33395034074783325","0.33395034074783325","0.33395034074783325","0.3570411503314972","0.3570411503314972","0.3570411503314972","0.04359941929578781","0.04359941929578781","0.04359941929578781","0.17773976922035217","0.17773976922035217","0.17773976922035217","2.7586472034454346","2.7586472034454346","2.7586472034454346","1.364638090133667","1.364638090133667","1.364638090133667"
"78","1.3071948289871216","1.3071948289871216","1.3071948289871216","0.7386010885238647","0.7386010885238647","0.7386010885238647","1.1187697649002075","1.1187697649002075","1.1187697649002075","0.6090651154518127","0.6090651154518127","0.6090651154518127","0.6383688449859619","0.6383688449859619","0.6383688449859619","0.6904221177101135","0.6904221177101135","0.6904221177101135","0.8872694373130798","0.8872694373130798","0.8872694373130798","1.5738344192504883","1.5738344192504883","1.5738344192504883"
"80","1.0927759408950806","1.0927759408950806","1.0927759408950806","0.7309713363647461","0.7309713363647461","0.7309713363647461","0.6788312196731567","0.6788312196731567","0.6788312196731567","0.5610520839691162","0.5610520839691162","0.5610520839691162","0.15758585929870605","0.15758585929870605","0.15758585929870605","0.24453693628311157","0.24453693628311157","0.24453693628311157","0.8595742583274841","0.8595742583274841","0.8595742583274841","0.8232526779174805","0.8232526779174805","0.8232526779174805"
"82","2.356637716293335","2.356637716293335","2.356637716293335","1.452232003211975","1.452232003211975","1.452232003211975","1.2277532815933228","1.2277532815933228","1.2277532815933228","0.8143228888511658","0.8143228888511658","0.8143228888511658","1.0519518852233887","1.0519518852233887","1.0519518852233887","1.0344583988189697","1.0344583988189697","1.0344583988189697","0.9099692106246948","0.9099692106246948","0.9099692106246948","1.056935429573059","1.056935429573059","1.056935429573059"
"84","0.9822744131088257","0.9822744131088257","0.9822744131088257","0.582345724105835","0.582345724105835","0.582345724105835","0.8872724771499634","0.8872724771499634","0.8872724771499634","0.4663327634334564","0.4663327634334564","0.4663327634334564","0.4476068317890167","0.4476068317890167","0.4476068317890167","0.5302131175994873","0.5302131175994873","0.5302131175994873","0.9418585896492004","0.9418585896492004","0.9418585896492004","1.1164993047714233","1.1164993047714233","1.1164993047714233"
"86","0.9586782455444336","0.9586782455444336","0.9586782455444336","2.204885721206665","2.204885721206665","2.204885721206665","0.3578677475452423","0.3578677475452423","0.3578677475452423","0.3168613910675049","0.3168613910675049","0.3168613910675049","0.1621628701686859","0.1621628701686859","0.1621628701686859","0.4032753109931946","0.4032753109931946","0.4032753109931946","0.7793174982070923","0.7793174982070923","0.7793174982070923","1.130842924118042","1.130842924118042","1.130842924118042"
"88","1.5044171810150146","1.5044171810150146","1.5044171810150146","0.9420931339263916","0.9420931339263916","0.9420931339263916","1.2415719032287598","1.2415719032287598","1.2415719032287598","0.6631510257720947","0.6631510257720947","0.6631510257720947","0.7229536771774292","0.7229536771774292","0.7229536771774292","0.7455343008041382","0.7455343008041382","0.7455343008041382","1.1555907726287842","1.1555907726287842","1.1555907726287842","1.392446517944336","1.392446517944336","1.392446517944336"
"90","0.6724933981895447","0.6724933981895447","0.6724933981895447","0.7479856014251709","0.7479856014251709","0.7479856014251709","0.7839767932891846","0.7839767932891846","0.7839767932891846","0.5088075399398804","0.5088075399398804","0.5088075399398804","0.21853087842464447","0.21853087842464447","0.21853087842464447","0.26259464025497437","0.26259464025497437","0.26259464025497437","0.8649948239326477","0.8649948239326477","0.8649948239326477","1.0331388711929321","1.0331388711929321","1.0331388711929321"
"92","0.8055275678634644","0.8055275678634644","0.8055275678634644","0.7953563332557678","0.7953563332557678","0.7953563332557678","0.3068771958351135","0.3068771958351135","0.3068771958351135","0.37794315814971924","0.37794315814971924","0.37794315814971924","0.262954980134964","0.262954980134964","0.262954980134964","0.27117908000946045","0.27117908000946045","0.27117908000946045","0.8204002380371094","0.8204002380371094","0.8204002380371094","1.0417661666870117","1.0417661666870117","1.0417661666870117"
"94","0.7612484693527222","0.7612484693527222","0.7612484693527222","0.4595036208629608","0.4595036208629608","0.4595036208629608","0.5025944709777832","0.5025944709777832","0.5025944709777832","0.3121154010295868","0.3121154010295868","0.3121154010295868","0.07167774438858032","0.07167774438858032","0.07167774438858032","0.14523789286613464","0.14523789286613464","0.14523789286613464","0.8288682699203491","0.8288682699203491","0.8288682699203491","0.9220081567764282","0.9220081567764282","0.9220081567764282"
"96","1.686492919921875","1.686492919921875","1.686492919921875","0.9416338205337524","0.9416338205337524","0.9416338205337524","0.895500898361206","0.895500898361206","0.895500898361206","0.6094048023223877","0.6094048023223877","0.6094048023223877","0.5337681174278259","0.5337681174278259","0.5337681174278259","0.5125059485435486","0.5125059485435486","0.5125059485435486","0.8248904943466187","0.8248904943466187","0.8248904943466187","0.9951508045196533","0.9951508045196533","0.9951508045196533"
"98","1.1243455410003662","1.1243455410003662","1.1243455410003662","0.8038674592971802","0.8038674592971802","0.8038674592971802","0.6007207036018372","0.6007207036018372","0.6007207036018372","0.5636643767356873","0.5636643767356873","0.5636643767356873","0.2906057834625244","0.2906057834625244","0.2906057834625244","0.41317278146743774","0.41317278146743774","0.41317278146743774","0.7038019299507141","0.7038019299507141","0.7038019299507141","0.9207397103309631","0.9207397103309631","0.9207397103309631"
"100","1.4916763305664062","1.4916763305664062","1.4916763305664062","0.5780348181724548","0.5780348181724548","0.5780348181724548","0.5743937492370605","0.5743937492370605","0.5743937492370605","0.5556216835975647","0.5556216835975647","0.5556216835975647","0.3054006099700928","0.3054006099700928","0.3054006099700928","0.3568129241466522","0.3568129241466522","0.3568129241466522","0.7040202617645264","0.7040202617645264","0.7040202617645264","1.3198862075805664","1.3198862075805664","1.3198862075805664"
"102","2.6916580200195312","2.6916580200195312","2.6916580200195312","0.8029696941375732","0.8029696941375732","0.8029696941375732","0.43765366077423096","0.43765366077423096","0.43765366077423096","0.5429450869560242","0.5429450869560242","0.5429450869560242","0.3522002696990967","0.3522002696990967","0.3522002696990967","0.3830867111682892","0.3830867111682892","0.3830867111682892","0.6624842882156372","0.6624842882156372","0.6624842882156372","1.0244430303573608","1.0244430303573608","1.0244430303573608"
"104","4.294922351837158","4.294922351837158","4.294922351837158","0.8562672138214111","0.8562672138214111","0.8562672138214111","0.479557067155838","0.479557067155838","0.479557067155838","0.40029847621917725","0.40029847621917725","0.40029847621917725","0.44499385356903076","0.44499385356903076","0.44499385356903076","0.5029678344726562","0.5029678344726562","0.5029678344726562","0.783613920211792","0.783613920211792","0.783613920211792","0.9841039776802063","0.9841039776802063","0.9841039776802063"
"106","1.7577433586120605","1.7577433586120605","1.7577433586120605","0.47267812490463257","0.47267812490463257","0.47267812490463257","0.5308337211608887","0.5308337211608887","0.5308337211608887","0.33200526237487793","0.33200526237487793","0.33200526237487793","0.16757133603096008","0.16757133603096008","0.16757133603096008","0.34977957606315613","0.34977957606315613","0.34977957606315613","0.4018963575363159","0.4018963575363159","0.4018963575363159","0.8297538757324219","0.8297538757324219","0.8297538757324219"
"108","1.8177752494812012","1.8177752494812012","1.8177752494812012","0.7392736077308655","0.7392736077308655","0.7392736077308655","0.5112684965133667","0.5112684965133667","0.5112684965133667","0.3756718039512634","0.3756718039512634","0.3756718039512634","0.33315205574035645","0.33315205574035645","0.33315205574035645","0.44434693455696106","0.44434693455696106","0.44434693455696106","0.8252731561660767","0.8252731561660767","0.8252731561660767","0.8403518795967102","0.8403518795967102","0.8403518795967102"
"110","1.5136327743530273","1.5136327743530273","1.5136327743530273","0.4571044445037842","0.4571044445037842","0.4571044445037842","0.16378159821033478","0.16378159821033478","0.16378159821033478","0.21813638508319855","0.21813638508319855","0.21813638508319855","0.012719715014100075","0.012719715014100075","0.012719715014100075","0.06633032858371735","0.06633032858371735","0.06633032858371735","0.5856816172599792","0.5856816172599792","0.5856816172599792","0.7619150280952454","0.7619150280952454","0.7619150280952454"
