"Step","VOWELS_FILTER_b5_dual_waveform_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b5_dual_waveform_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b5_dual_waveform_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b1_dual_waveform_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b1_dual_waveform_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b1_dual_waveform_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b0.1_dual_waveform_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b0.1_dual_waveform_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b0.1_dual_waveform_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b0_dual_waveform_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b0_dual_waveform_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b0_dual_waveform_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_positive_z__MAX"
"0","0.12499752640724182","0.12499752640724182","0.12499752640724182","0.1309717446565628","0.1309717446565628","0.1309717446565628","0.15351875126361847","0.15351875126361847","0.15351875126361847","0.21833908557891846","0.21833908557891846","0.21833908557891846","0.18129053711891174","0.18129053711891174","0.18129053711891174","0.15305127203464508","0.15305127203464508","0.15305127203464508","0.13722848892211914","0.13722848892211914","0.13722848892211914","0.1334482729434967","0.1334482729434967","0.1334482729434967"
"2","0.06570646166801453","0.06570646166801453","0.06570646166801453","0.08495886623859406","0.08495886623859406","0.08495886623859406","0.12659743428230286","0.12659743428230286","0.12659743428230286","0.8527987003326416","0.8527987003326416","0.8527987003326416","0.34661003947257996","0.34661003947257996","0.34661003947257996","0.13631214201450348","0.13631214201450348","0.13631214201450348","0.10368604212999344","0.10368604212999344","0.10368604212999344","0.09069515764713287","0.09069515764713287","0.09069515764713287"
"4","0.04066214710474014","0.04066214710474014","0.04066214710474014","0.05902515724301338","0.05902515724301338","0.05902515724301338","0.10825112462043762","0.10825112462043762","0.10825112462043762","7.913132667541504","7.913132667541504","7.913132667541504","1.4543918371200562","1.4543918371200562","1.4543918371200562","0.13329575955867767","0.13329575955867767","0.13329575955867767","0.07869791984558105","0.07869791984558105","0.07869791984558105","0.06281927973031998","0.06281927973031998","0.06281927973031998"
"6","0.03857453912496567","0.03857453912496567","0.03857453912496567","0.055306851863861084","0.055306851863861084","0.055306851863861084","0.21084746718406677","0.21084746718406677","0.21084746718406677","7.873328685760498","7.873328685760498","7.873328685760498","0.7593487501144409","0.7593487501144409","0.7593487501144409","1.081352949142456","1.081352949142456","1.081352949142456","0.07621157169342041","0.07621157169342041","0.07621157169342041","0.050982121378183365","0.050982121378183365","0.050982121378183365"
"8","0.08134030550718307","0.08134030550718307","0.08134030550718307","0.18456973135471344","0.18456973135471344","0.18456973135471344","1.6394853591918945","1.6394853591918945","1.6394853591918945","1.1923837661743164","1.1923837661743164","1.1923837661743164","1.3905125856399536","1.3905125856399536","1.3905125856399536","1.6160744428634644","1.6160744428634644","1.6160744428634644","0.18536409735679626","0.18536409735679626","0.18536409735679626","0.05563700199127197","0.05563700199127197","0.05563700199127197"
"10","0.16289594769477844","0.16289594769477844","0.16289594769477844","1.0550439357757568","1.0550439357757568","1.0550439357757568","1.977469563484192","1.977469563484192","1.977469563484192","1.8525046110153198","1.8525046110153198","1.8525046110153198","1.82907235622406","1.82907235622406","1.82907235622406","1.732846736907959","1.732846736907959","1.732846736907959","1.0508966445922852","1.0508966445922852","1.0508966445922852","0.10755343735218048","0.10755343735218048","0.10755343735218048"
"12","0.3175894618034363","0.3175894618034363","0.3175894618034363","1.6576969623565674","1.6576969623565674","1.6576969623565674","2.002066135406494","2.002066135406494","2.002066135406494","1.831634521484375","1.831634521484375","1.831634521484375","1.8336460590362549","1.8336460590362549","1.8336460590362549","1.7450501918792725","1.7450501918792725","1.7450501918792725","1.5187554359436035","1.5187554359436035","1.5187554359436035","0.1823662519454956","0.1823662519454956","0.1823662519454956"
"14","0.46778589487075806","0.46778589487075806","0.46778589487075806","1.8242615461349487","1.8242615461349487","1.8242615461349487","1.8760919570922852","1.8760919570922852","1.8760919570922852","2.0036723613739014","2.0036723613739014","2.0036723613739014","8.044257164001465","8.044257164001465","8.044257164001465","1.7665150165557861","1.7665150165557861","1.7665150165557861","7.690898895263672","7.690898895263672","7.690898895263672","0.28288939595222473","0.28288939595222473","0.28288939595222473"
"16","0.7058625221252441","0.7058625221252441","0.7058625221252441","1.6547918319702148","1.6547918319702148","1.6547918319702148","8.057753562927246","8.057753562927246","8.057753562927246","8.258459091186523","8.258459091186523","8.258459091186523","1.772141695022583","1.772141695022583","1.772141695022583","1.664397954940796","1.664397954940796","1.664397954940796","1.5473785400390625","1.5473785400390625","1.5473785400390625","0.3801647424697876","0.3801647424697876","0.3801647424697876"
"18","0.6262133121490479","0.6262133121490479","0.6262133121490479","1.7698554992675781","1.7698554992675781","1.7698554992675781","1.693429946899414","1.693429946899414","1.693429946899414","1.7445355653762817","1.7445355653762817","1.7445355653762817","1.8622772693634033","1.8622772693634033","1.8622772693634033","2.0273611545562744","2.0273611545562744","2.0273611545562744","1.8281558752059937","1.8281558752059937","1.8281558752059937","0.5577297210693359","0.5577297210693359","0.5577297210693359"
"20","0.9997449517250061","0.9997449517250061","0.9997449517250061","1.7824687957763672","1.7824687957763672","1.7824687957763672","1.9751763343811035","1.9751763343811035","1.9751763343811035","1.9132884740829468","1.9132884740829468","1.9132884740829468","1.7843873500823975","1.7843873500823975","1.7843873500823975","1.6623752117156982","1.6623752117156982","1.6623752117156982","1.5920943021774292","1.5920943021774292","1.5920943021774292","0.6323193311691284","0.6323193311691284","0.6323193311691284"
"22","1.1155880689620972","1.1155880689620972","1.1155880689620972","1.7486321926116943","1.7486321926116943","1.7486321926116943","1.8621392250061035","1.8621392250061035","1.8621392250061035","1.9510438442230225","1.9510438442230225","1.9510438442230225","1.8399029970169067","1.8399029970169067","1.8399029970169067","1.7688602209091187","1.7688602209091187","1.7688602209091187","1.6517951488494873","1.6517951488494873","1.6517951488494873","0.7965244650840759","0.7965244650840759","0.7965244650840759"
"24","1.1497818231582642","1.1497818231582642","1.1497818231582642","1.5908079147338867","1.5908079147338867","1.5908079147338867","1.545459508895874","1.545459508895874","1.545459508895874","1.5418226718902588","1.5418226718902588","1.5418226718902588","1.7505383491516113","1.7505383491516113","1.7505383491516113","1.874722957611084","1.874722957611084","1.874722957611084","1.718179702758789","1.718179702758789","1.718179702758789","0.8483567237854004","0.8483567237854004","0.8483567237854004"
"26","0.8769446611404419","0.8769446611404419","0.8769446611404419","1.8405851125717163","1.8405851125717163","1.8405851125717163","1.9078246355056763","1.9078246355056763","1.9078246355056763","1.948789358139038","1.948789358139038","1.948789358139038","1.8010895252227783","1.8010895252227783","1.8010895252227783","1.7966976165771484","1.7966976165771484","1.7966976165771484","1.6764837503433228","1.6764837503433228","1.6764837503433228","0.9738460779190063","0.9738460779190063","0.9738460779190063"
"28","1.0811847448349","1.0811847448349","1.0811847448349","1.6401036977767944","1.6401036977767944","1.6401036977767944","1.8487895727157593","1.8487895727157593","1.8487895727157593","1.8433871269226074","1.8433871269226074","1.8433871269226074","1.8189231157302856","1.8189231157302856","1.8189231157302856","1.8260760307312012","1.8260760307312012","1.8260760307312012","1.797908067703247","1.797908067703247","1.797908067703247","0.9654619693756104","0.9654619693756104","0.9654619693756104"
"30","1.17976713180542","1.17976713180542","1.17976713180542","1.4711902141571045","1.4711902141571045","1.4711902141571045","1.6933400630950928","1.6933400630950928","1.6933400630950928","1.804410696029663","1.804410696029663","1.804410696029663","1.6895642280578613","1.6895642280578613","1.6895642280578613","1.7751550674438477","1.7751550674438477","1.7751550674438477","1.618667721748352","1.618667721748352","1.618667721748352","0.9079999327659607","0.9079999327659607","0.9079999327659607"
"32","1.2468233108520508","1.2468233108520508","1.2468233108520508","1.52928626537323","1.52928626537323","1.52928626537323","1.886570930480957","1.886570930480957","1.886570930480957","1.7937934398651123","1.7937934398651123","1.7937934398651123","1.6685396432876587","1.6685396432876587","1.6685396432876587","1.6920151710510254","1.6920151710510254","1.6920151710510254","1.550972819328308","1.550972819328308","1.550972819328308","0.8787918090820312","0.8787918090820312","0.8787918090820312"
"34","1.3456628322601318","1.3456628322601318","1.3456628322601318","7.798416614532471","7.798416614532471","7.798416614532471","1.7556722164154053","1.7556722164154053","1.7556722164154053","1.675723671913147","1.675723671913147","1.675723671913147","1.7227771282196045","1.7227771282196045","1.7227771282196045","1.8951716423034668","1.8951716423034668","1.8951716423034668","1.7671871185302734","1.7671871185302734","1.7671871185302734","1.1439299583435059","1.1439299583435059","1.1439299583435059"
"36","1.2532962560653687","1.2532962560653687","1.2532962560653687","1.8708454370498657","1.8708454370498657","1.8708454370498657","1.842767357826233","1.842767357826233","1.842767357826233","1.8871219158172607","1.8871219158172607","1.8871219158172607","1.667074203491211","1.667074203491211","1.667074203491211","1.5476371049880981","1.5476371049880981","1.5476371049880981","1.4541049003601074","1.4541049003601074","1.4541049003601074","0.7757700085639954","0.7757700085639954","0.7757700085639954"
"38","1.411013126373291","1.411013126373291","1.411013126373291","0.19403491914272308","0.19403491914272308","0.19403491914272308","0.9953417778015137","0.9953417778015137","0.9953417778015137","1.6770448684692383","1.6770448684692383","1.6770448684692383","1.6594343185424805","1.6594343185424805","1.6594343185424805","1.657547950744629","1.657547950744629","1.657547950744629","1.7437844276428223","1.7437844276428223","1.7437844276428223","1.0111687183380127","1.0111687183380127","1.0111687183380127"
"40","1.7573204040527344","1.7573204040527344","1.7573204040527344","1.7641569375991821","1.7641569375991821","1.7641569375991821","2.192822217941284","2.192822217941284","2.192822217941284","1.7850890159606934","1.7850890159606934","1.7850890159606934","1.6442742347717285","1.6442742347717285","1.6442742347717285","1.5361554622650146","1.5361554622650146","1.5361554622650146","1.5509917736053467","1.5509917736053467","1.5509917736053467","1.2491424083709717","1.2491424083709717","1.2491424083709717"
"42","1.0570530891418457","1.0570530891418457","1.0570530891418457","1.4870951175689697","1.4870951175689697","1.4870951175689697","1.9833307266235352","1.9833307266235352","1.9833307266235352","1.839646577835083","1.839646577835083","1.839646577835083","1.520923137664795","1.520923137664795","1.520923137664795","1.4267516136169434","1.4267516136169434","1.4267516136169434","1.4464774131774902","1.4464774131774902","1.4464774131774902","1.388397455215454","1.388397455215454","1.388397455215454"
"44","1.2495367527008057","1.2495367527008057","1.2495367527008057","1.5951815843582153","1.5951815843582153","1.5951815843582153","1.793347716331482","1.793347716331482","1.793347716331482","1.757094144821167","1.757094144821167","1.757094144821167","1.5159823894500732","1.5159823894500732","1.5159823894500732","1.444471001625061","1.444471001625061","1.444471001625061","1.500492811203003","1.500492811203003","1.500492811203003","1.3227269649505615","1.3227269649505615","1.3227269649505615"
"46","0.9144837856292725","0.9144837856292725","0.9144837856292725","1.5794395208358765","1.5794395208358765","1.5794395208358765","1.6044847965240479","1.6044847965240479","1.6044847965240479","1.5908353328704834","1.5908353328704834","1.5908353328704834","1.6239348649978638","1.6239348649978638","1.6239348649978638","1.5525896549224854","1.5525896549224854","1.5525896549224854","1.7980706691741943","1.7980706691741943","1.7980706691741943","1.38309645652771","1.38309645652771","1.38309645652771"
"48","1.370500087738037","1.370500087738037","1.370500087738037","1.6820883750915527","1.6820883750915527","1.6820883750915527","1.7589339017868042","1.7589339017868042","1.7589339017868042","1.6108318567276","1.6108318567276","1.6108318567276","1.6416449546813965","1.6416449546813965","1.6416449546813965","1.5768789052963257","1.5768789052963257","1.5768789052963257","1.6422512531280518","1.6422512531280518","1.6422512531280518","1.3579609394073486","1.3579609394073486","1.3579609394073486"
"50","1.4899990558624268","1.4899990558624268","1.4899990558624268","1.8602663278579712","1.8602663278579712","1.8602663278579712","1.466223955154419","1.466223955154419","1.466223955154419","1.718018889427185","1.718018889427185","1.718018889427185","1.6256139278411865","1.6256139278411865","1.6256139278411865","1.5170212984085083","1.5170212984085083","1.5170212984085083","1.5940430164337158","1.5940430164337158","1.5940430164337158","1.3589414358139038","1.3589414358139038","1.3589414358139038"
"52","0.9144409894943237","0.9144409894943237","0.9144409894943237","1.7802448272705078","1.7802448272705078","1.7802448272705078","1.7533410787582397","1.7533410787582397","1.7533410787582397","1.5977152585983276","1.5977152585983276","1.5977152585983276","1.5966482162475586","1.5966482162475586","1.5966482162475586","1.5501270294189453","1.5501270294189453","1.5501270294189453","1.8965637683868408","1.8965637683868408","1.8965637683868408","1.6678850650787354","1.6678850650787354","1.6678850650787354"
"54","1.1924846172332764","1.1924846172332764","1.1924846172332764","1.7939565181732178","1.7939565181732178","1.7939565181732178","1.5971189737319946","1.5971189737319946","1.5971189737319946","1.469724416732788","1.469724416732788","1.469724416732788","1.618090271949768","1.618090271949768","1.618090271949768","1.5617125034332275","1.5617125034332275","1.5617125034332275","1.754124402999878","1.754124402999878","1.754124402999878","1.479384422302246","1.479384422302246","1.479384422302246"
"56","1.27561354637146","1.27561354637146","1.27561354637146","1.694958209991455","1.694958209991455","1.694958209991455","1.7372758388519287","1.7372758388519287","1.7372758388519287","1.6775184869766235","1.6775184869766235","1.6775184869766235","1.6390745639801025","1.6390745639801025","1.6390745639801025","1.6025341749191284","1.6025341749191284","1.6025341749191284","1.665686845779419","1.665686845779419","1.665686845779419","1.2499583959579468","1.2499583959579468","1.2499583959579468"
"58","1.7404626607894897","1.7404626607894897","1.7404626607894897","1.7957693338394165","1.7957693338394165","1.7957693338394165","1.6946384906768799","1.6946384906768799","1.6946384906768799","1.6311780214309692","1.6311780214309692","1.6311780214309692","1.4460450410842896","1.4460450410842896","1.4460450410842896","1.44752836227417","1.44752836227417","1.44752836227417","1.69439697265625","1.69439697265625","1.69439697265625","1.0208810567855835","1.0208810567855835","1.0208810567855835"
"60","0.684079110622406","0.684079110622406","0.684079110622406","1.5021939277648926","1.5021939277648926","1.5021939277648926","1.7611843347549438","1.7611843347549438","1.7611843347549438","1.6046059131622314","1.6046059131622314","1.6046059131622314","1.4488052129745483","1.4488052129745483","1.4488052129745483","1.4246902465820312","1.4246902465820312","1.4246902465820312","1.6973413228988647","1.6973413228988647","1.6973413228988647","1.2705270051956177","1.2705270051956177","1.2705270051956177"
"62","1.546790599822998","1.546790599822998","1.546790599822998","1.6468828916549683","1.6468828916549683","1.6468828916549683","1.4147980213165283","1.4147980213165283","1.4147980213165283","1.557706356048584","1.557706356048584","1.557706356048584","1.7019387483596802","1.7019387483596802","1.7019387483596802","1.6314491033554077","1.6314491033554077","1.6314491033554077","1.9141767024993896","1.9141767024993896","1.9141767024993896","0.9561053514480591","0.9561053514480591","0.9561053514480591"
"64","1.0836633443832397","1.0836633443832397","1.0836633443832397","1.7021387815475464","1.7021387815475464","1.7021387815475464","1.4410033226013184","1.4410033226013184","1.4410033226013184","1.590842604637146","1.590842604637146","1.590842604637146","1.5820602178573608","1.5820602178573608","1.5820602178573608","1.4806771278381348","1.4806771278381348","1.4806771278381348","1.5992919206619263","1.5992919206619263","1.5992919206619263","1.4194202423095703","1.4194202423095703","1.4194202423095703"
"66","1.608580470085144","1.608580470085144","1.608580470085144","1.943642020225525","1.943642020225525","1.943642020225525","1.8863486051559448","1.8863486051559448","1.8863486051559448","1.626843810081482","1.626843810081482","1.626843810081482","1.4271025657653809","1.4271025657653809","1.4271025657653809","1.3697569370269775","1.3697569370269775","1.3697569370269775","1.700787901878357","1.700787901878357","1.700787901878357","1.4551140069961548","1.4551140069961548","1.4551140069961548"
"68","1.588262915611267","1.588262915611267","1.588262915611267","1.2297875881195068","1.2297875881195068","1.2297875881195068","1.56521737575531","1.56521737575531","1.56521737575531","1.6255549192428589","1.6255549192428589","1.6255549192428589","1.6062500476837158","1.6062500476837158","1.6062500476837158","1.683465838432312","1.683465838432312","1.683465838432312","1.7745906114578247","1.7745906114578247","1.7745906114578247","1.456104040145874","1.456104040145874","1.456104040145874"
"70","1.4674724340438843","1.4674724340438843","1.4674724340438843","1.815555214881897","1.815555214881897","1.815555214881897","1.7844889163970947","1.7844889163970947","1.7844889163970947","1.575334072113037","1.575334072113037","1.575334072113037","1.557163953781128","1.557163953781128","1.557163953781128","1.5905003547668457","1.5905003547668457","1.5905003547668457","1.9163180589675903","1.9163180589675903","1.9163180589675903","1.5129249095916748","1.5129249095916748","1.5129249095916748"
"72","1.9673529863357544","1.9673529863357544","1.9673529863357544","1.5815004110336304","1.5815004110336304","1.5815004110336304","1.6996657848358154","1.6996657848358154","1.6996657848358154","1.631453037261963","1.631453037261963","1.631453037261963","1.5594874620437622","1.5594874620437622","1.5594874620437622","1.5158917903900146","1.5158917903900146","1.5158917903900146","1.7402809858322144","1.7402809858322144","1.7402809858322144","1.3449591398239136","1.3449591398239136","1.3449591398239136"
"74","1.7518162727355957","1.7518162727355957","1.7518162727355957","1.6854444742202759","1.6854444742202759","1.6854444742202759","1.630235195159912","1.630235195159912","1.630235195159912","1.6307876110076904","1.6307876110076904","1.6307876110076904","1.4720587730407715","1.4720587730407715","1.4720587730407715","1.4575376510620117","1.4575376510620117","1.4575376510620117","1.7373517751693726","1.7373517751693726","1.7373517751693726","1.3239216804504395","1.3239216804504395","1.3239216804504395"
"76","1.3340928554534912","1.3340928554534912","1.3340928554534912","1.7160357236862183","1.7160357236862183","1.7160357236862183","1.9772447347640991","1.9772447347640991","1.9772447347640991","1.5964034795761108","1.5964034795761108","1.5964034795761108","1.6375044584274292","1.6375044584274292","1.6375044584274292","1.6384832859039307","1.6384832859039307","1.6384832859039307","1.7937989234924316","1.7937989234924316","1.7937989234924316","1.320343017578125","1.320343017578125","1.320343017578125"
"78","1.4002879858016968","1.4002879858016968","1.4002879858016968","1.7247178554534912","1.7247178554534912","1.7247178554534912","1.3500617742538452","1.3500617742538452","1.3500617742538452","1.5654895305633545","1.5654895305633545","1.5654895305633545","1.2775464057922363","1.2775464057922363","1.2775464057922363","1.3577072620391846","1.3577072620391846","1.3577072620391846","1.8275617361068726","1.8275617361068726","1.8275617361068726","1.1957600116729736","1.1957600116729736","1.1957600116729736"
"80","1.5546497106552124","1.5546497106552124","1.5546497106552124","1.7269468307495117","1.7269468307495117","1.7269468307495117","1.5670561790466309","1.5670561790466309","1.5670561790466309","1.5914206504821777","1.5914206504821777","1.5914206504821777","1.5282329320907593","1.5282329320907593","1.5282329320907593","1.521472692489624","1.521472692489624","1.521472692489624","1.7471601963043213","1.7471601963043213","1.7471601963043213","1.6821123361587524","1.6821123361587524","1.6821123361587524"
"82","0.9485181570053101","0.9485181570053101","0.9485181570053101","1.2429618835449219","1.2429618835449219","1.2429618835449219","1.4779856204986572","1.4779856204986572","1.4779856204986572","1.5958538055419922","1.5958538055419922","1.5958538055419922","1.0721232891082764","1.0721232891082764","1.0721232891082764","1.1735881567001343","1.1735881567001343","1.1735881567001343","1.8015689849853516","1.8015689849853516","1.8015689849853516","1.5755336284637451","1.5755336284637451","1.5755336284637451"
"84","1.5073678493499756","1.5073678493499756","1.5073678493499756","1.9953769445419312","1.9953769445419312","1.9953769445419312","1.4515883922576904","1.4515883922576904","1.4515883922576904","1.6205755472183228","1.6205755472183228","1.6205755472183228","1.3578846454620361","1.3578846454620361","1.3578846454620361","1.3532794713974","1.3532794713974","1.3532794713974","1.6180545091629028","1.6180545091629028","1.6180545091629028","1.4547345638275146","1.4547345638275146","1.4547345638275146"
"86","1.5861037969589233","1.5861037969589233","1.5861037969589233","1.1987665891647339","1.1987665891647339","1.1987665891647339","1.9251855611801147","1.9251855611801147","1.9251855611801147","1.7380809783935547","1.7380809783935547","1.7380809783935547","1.5742628574371338","1.5742628574371338","1.5742628574371338","1.4438427686691284","1.4438427686691284","1.4438427686691284","1.7413159608840942","1.7413159608840942","1.7413159608840942","1.4138541221618652","1.4138541221618652","1.4138541221618652"
"88","1.2105333805084229","1.2105333805084229","1.2105333805084229","1.5610787868499756","1.5610787868499756","1.5610787868499756","1.2358222007751465","1.2358222007751465","1.2358222007751465","1.4983638525009155","1.4983638525009155","1.4983638525009155","1.2036254405975342","1.2036254405975342","1.2036254405975342","1.2662341594696045","1.2662341594696045","1.2662341594696045","1.5710477828979492","1.5710477828979492","1.5710477828979492","1.3606973886489868","1.3606973886489868","1.3606973886489868"
"90","1.7885422706604004","1.7885422706604004","1.7885422706604004","1.653771996498108","1.653771996498108","1.653771996498108","1.4474095106124878","1.4474095106124878","1.4474095106124878","1.5760834217071533","1.5760834217071533","1.5760834217071533","1.4526206254959106","1.4526206254959106","1.4526206254959106","1.5024921894073486","1.5024921894073486","1.5024921894073486","1.7777316570281982","1.7777316570281982","1.7777316570281982","1.462332844734192","1.462332844734192","1.462332844734192"
"92","1.5893638134002686","1.5893638134002686","1.5893638134002686","1.5433961153030396","1.5433961153030396","1.5433961153030396","1.7723432779312134","1.7723432779312134","1.7723432779312134","1.637282371520996","1.637282371520996","1.637282371520996","1.4748671054840088","1.4748671054840088","1.4748671054840088","1.555931568145752","1.555931568145752","1.555931568145752","1.6545686721801758","1.6545686721801758","1.6545686721801758","1.423919439315796","1.423919439315796","1.423919439315796"
"94","1.7125036716461182","1.7125036716461182","1.7125036716461182","1.7080914974212646","1.7080914974212646","1.7080914974212646","1.5412976741790771","1.5412976741790771","1.5412976741790771","1.6831028461456299","1.6831028461456299","1.6831028461456299","1.5747623443603516","1.5747623443603516","1.5747623443603516","1.5644150972366333","1.5644150972366333","1.5644150972366333","1.644330382347107","1.644330382347107","1.644330382347107","1.5017844438552856","1.5017844438552856","1.5017844438552856"
"96","1.0632684230804443","1.0632684230804443","1.0632684230804443","1.4365203380584717","1.4365203380584717","1.4365203380584717","1.454785704612732","1.454785704612732","1.454785704612732","1.4274840354919434","1.4274840354919434","1.4274840354919434","1.3292557001113892","1.3292557001113892","1.3292557001113892","1.425715446472168","1.425715446472168","1.425715446472168","1.643646240234375","1.643646240234375","1.643646240234375","1.5242884159088135","1.5242884159088135","1.5242884159088135"
"98","1.4271740913391113","1.4271740913391113","1.4271740913391113","1.5760369300842285","1.5760369300842285","1.5760369300842285","1.5986344814300537","1.5986344814300537","1.5986344814300537","1.525217056274414","1.525217056274414","1.525217056274414","1.4627424478530884","1.4627424478530884","1.4627424478530884","1.4904993772506714","1.4904993772506714","1.4904993772506714","1.73661208152771","1.73661208152771","1.73661208152771","1.5953961610794067","1.5953961610794067","1.5953961610794067"
"100","1.188973069190979","1.188973069190979","1.188973069190979","1.631151556968689","1.631151556968689","1.631151556968689","1.5862011909484863","1.5862011909484863","1.5862011909484863","1.4893544912338257","1.4893544912338257","1.4893544912338257","1.418712854385376","1.418712854385376","1.418712854385376","1.4739017486572266","1.4739017486572266","1.4739017486572266","1.711581826210022","1.711581826210022","1.711581826210022","1.2872004508972168","1.2872004508972168","1.2872004508972168"
"102","1.9743502140045166","1.9743502140045166","1.9743502140045166","1.5424672365188599","1.5424672365188599","1.5424672365188599","1.7877137660980225","1.7877137660980225","1.7877137660980225","1.5170166492462158","1.5170166492462158","1.5170166492462158","1.3808958530426025","1.3808958530426025","1.3808958530426025","1.3860599994659424","1.3860599994659424","1.3860599994659424","1.6503653526306152","1.6503653526306152","1.6503653526306152","1.4890879392623901","1.4890879392623901","1.4890879392623901"
"104","0.7875746488571167","0.7875746488571167","0.7875746488571167","1.470937967300415","1.470937967300415","1.470937967300415","1.8404525518417358","1.8404525518417358","1.8404525518417358","1.5723291635513306","1.5723291635513306","1.5723291635513306","1.3055579662322998","1.3055579662322998","1.3055579662322998","1.339293360710144","1.339293360710144","1.339293360710144","1.581676721572876","1.581676721572876","1.581676721572876","1.4869093894958496","1.4869093894958496","1.4869093894958496"
"106","1.8096197843551636","1.8096197843551636","1.8096197843551636","1.7656962871551514","1.7656962871551514","1.7656962871551514","1.5878591537475586","1.5878591537475586","1.5878591537475586","1.5880104303359985","1.5880104303359985","1.5880104303359985","1.4525542259216309","1.4525542259216309","1.4525542259216309","1.4102168083190918","1.4102168083190918","1.4102168083190918","1.8939379453659058","1.8939379453659058","1.8939379453659058","1.6295411586761475","1.6295411586761475","1.6295411586761475"
"108","1.7277257442474365","1.7277257442474365","1.7277257442474365","1.6360011100769043","1.6360011100769043","1.6360011100769043","1.7017898559570312","1.7017898559570312","1.7017898559570312","1.6862612962722778","1.6862612962722778","1.6862612962722778","1.4474941492080688","1.4474941492080688","1.4474941492080688","1.407898187637329","1.407898187637329","1.407898187637329","1.7361136674880981","1.7361136674880981","1.7361136674880981","1.5479838848114014","1.5479838848114014","1.5479838848114014"
"110","1.7146915197372437","1.7146915197372437","1.7146915197372437","1.6875107288360596","1.6875107288360596","1.6875107288360596","1.9082316160202026","1.9082316160202026","1.9082316160202026","1.7274880409240723","1.7274880409240723","1.7274880409240723","1.6235928535461426","1.6235928535461426","1.6235928535461426","1.7666045427322388","1.7666045427322388","1.7666045427322388","1.6650075912475586","1.6650075912475586","1.6650075912475586","1.5935354232788086","1.5935354232788086","1.5935354232788086"
