"Step","VOWELS_FILTER_b5_dual_waveform_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b5_dual_waveform_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b5_dual_waveform_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b1_dual_waveform_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b1_dual_waveform_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b1_dual_waveform_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b0.1_dual_waveform_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b0.1_dual_waveform_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b0.1_dual_waveform_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b0_dual_waveform_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b0_dual_waveform_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b0_dual_waveform_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_positive_z__MAX"
"112","1.6731292009353638","1.6731292009353638","1.6731292009353638","1.9149770736694336","1.9149770736694336","1.9149770736694336","1.669395923614502","1.669395923614502","1.669395923614502","1.7381919622421265","1.7381919622421265","1.7381919622421265","1.4336150884628296","1.4336150884628296","1.4336150884628296","1.4679585695266724","1.4679585695266724","1.4679585695266724","1.8158506155014038","1.8158506155014038","1.8158506155014038","1.4667197465896606","1.4667197465896606","1.4667197465896606"
"114","1.4296542406082153","1.4296542406082153","1.4296542406082153","1.6969258785247803","1.6969258785247803","1.6969258785247803","1.5459932088851929","1.5459932088851929","1.5459932088851929","1.6174588203430176","1.6174588203430176","1.6174588203430176","1.4658234119415283","1.4658234119415283","1.4658234119415283","1.3967901468276978","1.3967901468276978","1.3967901468276978","1.6262537240982056","1.6262537240982056","1.6262537240982056","1.287081003189087","1.287081003189087","1.287081003189087"
"116","1.5128145217895508","1.5128145217895508","1.5128145217895508","1.70609712600708","1.70609712600708","1.70609712600708","1.794252872467041","1.794252872467041","1.794252872467041","1.6556422710418701","1.6556422710418701","1.6556422710418701","1.4507710933685303","1.4507710933685303","1.4507710933685303","1.3650834560394287","1.3650834560394287","1.3650834560394287","1.6262773275375366","1.6262773275375366","1.6262773275375366","1.520275592803955","1.520275592803955","1.520275592803955"
"118","1.6501755714416504","1.6501755714416504","1.6501755714416504","1.4174058437347412","1.4174058437347412","1.4174058437347412","1.472121238708496","1.472121238708496","1.472121238708496","1.460090160369873","1.460090160369873","1.460090160369873","1.3700388669967651","1.3700388669967651","1.3700388669967651","1.2933547496795654","1.2933547496795654","1.2933547496795654","1.6914623975753784","1.6914623975753784","1.6914623975753784","1.5095981359481812","1.5095981359481812","1.5095981359481812"
"120","1.4928879737854004","1.4928879737854004","1.4928879737854004","1.8059568405151367","1.8059568405151367","1.8059568405151367","1.62215256690979","1.62215256690979","1.62215256690979","1.573556900024414","1.573556900024414","1.573556900024414","1.4382773637771606","1.4382773637771606","1.4382773637771606","1.480015516281128","1.480015516281128","1.480015516281128","1.5974434614181519","1.5974434614181519","1.5974434614181519","1.3963005542755127","1.3963005542755127","1.3963005542755127"
"122","1.6002522706985474","1.6002522706985474","1.6002522706985474","1.6034389734268188","1.6034389734268188","1.6034389734268188","1.782095193862915","1.782095193862915","1.782095193862915","1.7483067512512207","1.7483067512512207","1.7483067512512207","1.3129888772964478","1.3129888772964478","1.3129888772964478","1.3664718866348267","1.3664718866348267","1.3664718866348267","1.6466975212097168","1.6466975212097168","1.6466975212097168","1.5954678058624268","1.5954678058624268","1.5954678058624268"
"124","1.4962573051452637","1.4962573051452637","1.4962573051452637","1.6450648307800293","1.6450648307800293","1.6450648307800293","1.6498043537139893","1.6498043537139893","1.6498043537139893","1.5975159406661987","1.5975159406661987","1.5975159406661987","1.5374042987823486","1.5374042987823486","1.5374042987823486","1.4168437719345093","1.4168437719345093","1.4168437719345093","1.6179896593093872","1.6179896593093872","1.6179896593093872","1.415313720703125","1.415313720703125","1.415313720703125"
"126","1.5957846641540527","1.5957846641540527","1.5957846641540527","1.4655839204788208","1.4655839204788208","1.4655839204788208","1.5440657138824463","1.5440657138824463","1.5440657138824463","1.5546514987945557","1.5546514987945557","1.5546514987945557","1.5932729244232178","1.5932729244232178","1.5932729244232178","1.6709644794464111","1.6709644794464111","1.6709644794464111","1.7359323501586914","1.7359323501586914","1.7359323501586914","1.458107829093933","1.458107829093933","1.458107829093933"
"128","1.1832090616226196","1.1832090616226196","1.1832090616226196","1.542365550994873","1.542365550994873","1.542365550994873","1.280540943145752","1.280540943145752","1.280540943145752","1.5295345783233643","1.5295345783233643","1.5295345783233643","1.5177472829818726","1.5177472829818726","1.5177472829818726","1.442805528640747","1.442805528640747","1.442805528640747","1.6686148643493652","1.6686148643493652","1.6686148643493652","1.5807502269744873","1.5807502269744873","1.5807502269744873"
"130","1.5077402591705322","1.5077402591705322","1.5077402591705322","1.765127182006836","1.765127182006836","1.765127182006836","1.4270187616348267","1.4270187616348267","1.4270187616348267","1.8110284805297852","1.8110284805297852","1.8110284805297852","1.5489388704299927","1.5489388704299927","1.5489388704299927","1.5790841579437256","1.5790841579437256","1.5790841579437256","1.7573268413543701","1.7573268413543701","1.7573268413543701","1.6578584909439087","1.6578584909439087","1.6578584909439087"
"132","1.449569821357727","1.449569821357727","1.449569821357727","1.333399772644043","1.333399772644043","1.333399772644043","1.5278570652008057","1.5278570652008057","1.5278570652008057","1.5227046012878418","1.5227046012878418","1.5227046012878418","1.4248944520950317","1.4248944520950317","1.4248944520950317","1.5046942234039307","1.5046942234039307","1.5046942234039307","1.6518512964248657","1.6518512964248657","1.6518512964248657","1.567950963973999","1.567950963973999","1.567950963973999"
"134","1.6212997436523438","1.6212997436523438","1.6212997436523438","1.5961862802505493","1.5961862802505493","1.5961862802505493","1.378926396369934","1.378926396369934","1.378926396369934","1.7400075197219849","1.7400075197219849","1.7400075197219849","1.461047887802124","1.461047887802124","1.461047887802124","1.4668612480163574","1.4668612480163574","1.4668612480163574","1.7115263938903809","1.7115263938903809","1.7115263938903809","1.5410656929016113","1.5410656929016113","1.5410656929016113"
"136","1.5791866779327393","1.5791866779327393","1.5791866779327393","1.5591150522232056","1.5591150522232056","1.5591150522232056","1.5744765996932983","1.5744765996932983","1.5744765996932983","1.652435541152954","1.652435541152954","1.652435541152954","1.4097107648849487","1.4097107648849487","1.4097107648849487","1.4776633977890015","1.4776633977890015","1.4776633977890015","1.7866054773330688","1.7866054773330688","1.7866054773330688","1.644433856010437","1.644433856010437","1.644433856010437"
"138","1.8673641681671143","1.8673641681671143","1.8673641681671143","1.513967752456665","1.513967752456665","1.513967752456665","1.7639660835266113","1.7639660835266113","1.7639660835266113","1.432242512702942","1.432242512702942","1.432242512702942","1.4425959587097168","1.4425959587097168","1.4425959587097168","1.517850399017334","1.517850399017334","1.517850399017334","1.6327943801879883","1.6327943801879883","1.6327943801879883","1.5364055633544922","1.5364055633544922","1.5364055633544922"
"140","1.31886625289917","1.31886625289917","1.31886625289917","1.5659844875335693","1.5659844875335693","1.5659844875335693","1.7256481647491455","1.7256481647491455","1.7256481647491455","1.842159390449524","1.842159390449524","1.842159390449524","1.5466474294662476","1.5466474294662476","1.5466474294662476","1.6028878688812256","1.6028878688812256","1.6028878688812256","1.8506677150726318","1.8506677150726318","1.8506677150726318","1.5175225734710693","1.5175225734710693","1.5175225734710693"
"142","1.581820011138916","1.581820011138916","1.581820011138916","1.5699573755264282","1.5699573755264282","1.5699573755264282","1.6634585857391357","1.6634585857391357","1.6634585857391357","1.6242494583129883","1.6242494583129883","1.6242494583129883","1.423912525177002","1.423912525177002","1.423912525177002","1.3860349655151367","1.3860349655151367","1.3860349655151367","1.5952448844909668","1.5952448844909668","1.5952448844909668","1.668717861175537","1.668717861175537","1.668717861175537"
"144","1.244565725326538","1.244565725326538","1.244565725326538","1.5824110507965088","1.5824110507965088","1.5824110507965088","1.5781821012496948","1.5781821012496948","1.5781821012496948","1.568118691444397","1.568118691444397","1.568118691444397","1.4278680086135864","1.4278680086135864","1.4278680086135864","1.5503535270690918","1.5503535270690918","1.5503535270690918","1.553043007850647","1.553043007850647","1.553043007850647","1.3733679056167603","1.3733679056167603","1.3733679056167603"
"146","1.896651029586792","1.896651029586792","1.896651029586792","1.5542643070220947","1.5542643070220947","1.5542643070220947","1.696321725845337","1.696321725845337","1.696321725845337","1.8280448913574219","1.8280448913574219","1.8280448913574219","1.5310808420181274","1.5310808420181274","1.5310808420181274","1.6932716369628906","1.6932716369628906","1.6932716369628906","1.6529064178466797","1.6529064178466797","1.6529064178466797","1.5050828456878662","1.5050828456878662","1.5050828456878662"
"148","1.505840539932251","1.505840539932251","1.505840539932251","1.6650450229644775","1.6650450229644775","1.6650450229644775","1.7547390460968018","1.7547390460968018","1.7547390460968018","1.4789040088653564","1.4789040088653564","1.4789040088653564","1.512671947479248","1.512671947479248","1.512671947479248","1.472723364830017","1.472723364830017","1.472723364830017","1.702174186706543","1.702174186706543","1.702174186706543","1.7270232439041138","1.7270232439041138","1.7270232439041138"
"150","1.5627877712249756","1.5627877712249756","1.5627877712249756","1.457120418548584","1.457120418548584","1.457120418548584","1.414306879043579","1.414306879043579","1.414306879043579","1.3963532447814941","1.3963532447814941","1.3963532447814941","1.4232254028320312","1.4232254028320312","1.4232254028320312","1.4974992275238037","1.4974992275238037","1.4974992275238037","1.50813889503479","1.50813889503479","1.50813889503479","1.450429916381836","1.450429916381836","1.450429916381836"
"152","1.8732528686523438","1.8732528686523438","1.8732528686523438","1.5785479545593262","1.5785479545593262","1.5785479545593262","1.3266254663467407","1.3266254663467407","1.3266254663467407","1.403416395187378","1.403416395187378","1.403416395187378","1.392293095588684","1.392293095588684","1.392293095588684","1.2552555799484253","1.2552555799484253","1.2552555799484253","1.584531307220459","1.584531307220459","1.584531307220459","1.407074213027954","1.407074213027954","1.407074213027954"
"154","1.3431801795959473","1.3431801795959473","1.3431801795959473","1.7031292915344238","1.7031292915344238","1.7031292915344238","1.5198618173599243","1.5198618173599243","1.5198618173599243","1.3509025573730469","1.3509025573730469","1.3509025573730469","1.3864191770553589","1.3864191770553589","1.3864191770553589","1.4124140739440918","1.4124140739440918","1.4124140739440918","1.5364066362380981","1.5364066362380981","1.5364066362380981","1.5463290214538574","1.5463290214538574","1.5463290214538574"
"156","1.5841243267059326","1.5841243267059326","1.5841243267059326","1.5634698867797852","1.5634698867797852","1.5634698867797852","1.6551182270050049","1.6551182270050049","1.6551182270050049","1.4714363813400269","1.4714363813400269","1.4714363813400269","1.4426981210708618","1.4426981210708618","1.4426981210708618","1.4196467399597168","1.4196467399597168","1.4196467399597168","1.7553277015686035","1.7553277015686035","1.7553277015686035","1.5674660205841064","1.5674660205841064","1.5674660205841064"
"158","1.5644545555114746","1.5644545555114746","1.5644545555114746","1.7091294527053833","1.7091294527053833","1.7091294527053833","1.7341605424880981","1.7341605424880981","1.7341605424880981","1.4233982563018799","1.4233982563018799","1.4233982563018799","1.3697036504745483","1.3697036504745483","1.3697036504745483","1.3139597177505493","1.3139597177505493","1.3139597177505493","1.472622275352478","1.472622275352478","1.472622275352478","1.5802539587020874","1.5802539587020874","1.5802539587020874"
"160","1.5129432678222656","1.5129432678222656","1.5129432678222656","1.918480396270752","1.918480396270752","1.918480396270752","1.6779816150665283","1.6779816150665283","1.6779816150665283","1.5679610967636108","1.5679610967636108","1.5679610967636108","1.4079022407531738","1.4079022407531738","1.4079022407531738","1.3935565948486328","1.3935565948486328","1.3935565948486328","1.6616780757904053","1.6616780757904053","1.6616780757904053","1.586451530456543","1.586451530456543","1.586451530456543"
"162","0.5124363303184509","0.5124363303184509","0.5124363303184509","1.686173439025879","1.686173439025879","1.686173439025879","1.5128650665283203","1.5128650665283203","1.5128650665283203","1.5602850914001465","1.5602850914001465","1.5602850914001465","1.3904716968536377","1.3904716968536377","1.3904716968536377","1.375461459159851","1.375461459159851","1.375461459159851","1.532459020614624","1.532459020614624","1.532459020614624","1.487121343612671","1.487121343612671","1.487121343612671"
"164","1.6784114837646484","1.6784114837646484","1.6784114837646484","1.6019680500030518","1.6019680500030518","1.6019680500030518","1.7102612257003784","1.7102612257003784","1.7102612257003784","1.7683923244476318","1.7683923244476318","1.7683923244476318","1.363686442375183","1.363686442375183","1.363686442375183","1.2728652954101562","1.2728652954101562","1.2728652954101562","1.499000906944275","1.499000906944275","1.499000906944275","1.3125100135803223","1.3125100135803223","1.3125100135803223"
"166","1.8371068239212036","1.8371068239212036","1.8371068239212036","1.6839654445648193","1.6839654445648193","1.6839654445648193","1.5595996379852295","1.5595996379852295","1.5595996379852295","1.5875691175460815","1.5875691175460815","1.5875691175460815","1.5278581380844116","1.5278581380844116","1.5278581380844116","1.3821371793746948","1.3821371793746948","1.3821371793746948","1.6247979402542114","1.6247979402542114","1.6247979402542114","1.6205401420593262","1.6205401420593262","1.6205401420593262"
"168","1.5567588806152344","1.5567588806152344","1.5567588806152344","1.9407689571380615","1.9407689571380615","1.9407689571380615","1.6767319440841675","1.6767319440841675","1.6767319440841675","1.6729583740234375","1.6729583740234375","1.6729583740234375","1.527787208557129","1.527787208557129","1.527787208557129","1.6113195419311523","1.6113195419311523","1.6113195419311523","1.89191734790802","1.89191734790802","1.89191734790802","1.6471160650253296","1.6471160650253296","1.6471160650253296"
"170","1.8592396974563599","1.8592396974563599","1.8592396974563599","1.721318006515503","1.721318006515503","1.721318006515503","1.8478257656097412","1.8478257656097412","1.8478257656097412","1.5183820724487305","1.5183820724487305","1.5183820724487305","1.4920614957809448","1.4920614957809448","1.4920614957809448","1.402186632156372","1.402186632156372","1.402186632156372","1.544731855392456","1.544731855392456","1.544731855392456","1.7976984977722168","1.7976984977722168","1.7976984977722168"
"172","1.6065905094146729","1.6065905094146729","1.6065905094146729","1.8326776027679443","1.8326776027679443","1.8326776027679443","1.7367023229599","1.7367023229599","1.7367023229599","1.793062448501587","1.793062448501587","1.793062448501587","1.4937362670898438","1.4937362670898438","1.4937362670898438","1.382774829864502","1.382774829864502","1.382774829864502","1.7230398654937744","1.7230398654937744","1.7230398654937744","1.448884129524231","1.448884129524231","1.448884129524231"
"174","1.3821868896484375","1.3821868896484375","1.3821868896484375","1.6554065942764282","1.6554065942764282","1.6554065942764282","1.5823209285736084","1.5823209285736084","1.5823209285736084","1.5509741306304932","1.5509741306304932","1.5509741306304932","1.4524282217025757","1.4524282217025757","1.4524282217025757","1.5916060209274292","1.5916060209274292","1.5916060209274292","1.5597903728485107","1.5597903728485107","1.5597903728485107","1.6147267818450928","1.6147267818450928","1.6147267818450928"
"176","1.6168891191482544","1.6168891191482544","1.6168891191482544","1.937805414199829","1.937805414199829","1.937805414199829","1.8194328546524048","1.8194328546524048","1.8194328546524048","1.7243685722351074","1.7243685722351074","1.7243685722351074","1.4609302282333374","1.4609302282333374","1.4609302282333374","1.5802967548370361","1.5802967548370361","1.5802967548370361","1.7946140766143799","1.7946140766143799","1.7946140766143799","1.8772644996643066","1.8772644996643066","1.8772644996643066"
"178","1.5008257627487183","1.5008257627487183","1.5008257627487183","2.0916357040405273","2.0916357040405273","2.0916357040405273","2.006671190261841","2.006671190261841","2.006671190261841","1.786625862121582","1.786625862121582","1.786625862121582","1.5370028018951416","1.5370028018951416","1.5370028018951416","1.5506577491760254","1.5506577491760254","1.5506577491760254","1.8142461776733398","1.8142461776733398","1.8142461776733398","1.797078013420105","1.797078013420105","1.797078013420105"
"180","1.5985310077667236","1.5985310077667236","1.5985310077667236","1.69113290309906","1.69113290309906","1.69113290309906","1.694756031036377","1.694756031036377","1.694756031036377","1.3245192766189575","1.3245192766189575","1.3245192766189575","1.4115369319915771","1.4115369319915771","1.4115369319915771","1.3494415283203125","1.3494415283203125","1.3494415283203125","1.5517902374267578","1.5517902374267578","1.5517902374267578","1.4639892578125","1.4639892578125","1.4639892578125"
"182","0.32698896527290344","0.32698896527290344","0.32698896527290344","1.6092784404754639","1.6092784404754639","1.6092784404754639","1.5296462774276733","1.5296462774276733","1.5296462774276733","1.4385746717453003","1.4385746717453003","1.4385746717453003","1.4756064414978027","1.4756064414978027","1.4756064414978027","1.5370306968688965","1.5370306968688965","1.5370306968688965","1.6851012706756592","1.6851012706756592","1.6851012706756592","1.571101427078247","1.571101427078247","1.571101427078247"
"184","1.861283302307129","1.861283302307129","1.861283302307129","1.6562951803207397","1.6562951803207397","1.6562951803207397","1.7495319843292236","1.7495319843292236","1.7495319843292236","1.417885661125183","1.417885661125183","1.417885661125183","1.428154706954956","1.428154706954956","1.428154706954956","1.4787310361862183","1.4787310361862183","1.4787310361862183","1.5118176937103271","1.5118176937103271","1.5118176937103271","1.6647181510925293","1.6647181510925293","1.6647181510925293"
"186","1.779935359954834","1.779935359954834","1.779935359954834","1.673203945159912","1.673203945159912","1.673203945159912","1.7191860675811768","1.7191860675811768","1.7191860675811768","1.6059637069702148","1.6059637069702148","1.6059637069702148","1.480441689491272","1.480441689491272","1.480441689491272","1.4607212543487549","1.4607212543487549","1.4607212543487549","1.6773505210876465","1.6773505210876465","1.6773505210876465","1.6533892154693604","1.6533892154693604","1.6533892154693604"
"188","1.6854091882705688","1.6854091882705688","1.6854091882705688","1.8537696599960327","1.8537696599960327","1.8537696599960327","1.6717579364776611","1.6717579364776611","1.6717579364776611","1.5101616382598877","1.5101616382598877","1.5101616382598877","1.3886265754699707","1.3886265754699707","1.3886265754699707","1.3688193559646606","1.3688193559646606","1.3688193559646606","1.7445387840270996","1.7445387840270996","1.7445387840270996","1.628603219985962","1.628603219985962","1.628603219985962"
"190","1.778519868850708","1.778519868850708","1.778519868850708","1.4906487464904785","1.4906487464904785","1.4906487464904785","1.552076816558838","1.552076816558838","1.552076816558838","1.5358452796936035","1.5358452796936035","1.5358452796936035","1.554015874862671","1.554015874862671","1.554015874862671","1.460969090461731","1.460969090461731","1.460969090461731","1.5108709335327148","1.5108709335327148","1.5108709335327148","1.5245270729064941","1.5245270729064941","1.5245270729064941"
"192","1.7339755296707153","1.7339755296707153","1.7339755296707153","1.7559194564819336","1.7559194564819336","1.7559194564819336","1.7627662420272827","1.7627662420272827","1.7627662420272827","1.5934679508209229","1.5934679508209229","1.5934679508209229","1.4534356594085693","1.4534356594085693","1.4534356594085693","1.5028860569000244","1.5028860569000244","1.5028860569000244","1.5709364414215088","1.5709364414215088","1.5709364414215088","1.566964864730835","1.566964864730835","1.566964864730835"
"194","1.7328300476074219","1.7328300476074219","1.7328300476074219","1.8439019918441772","1.8439019918441772","1.8439019918441772","1.5477542877197266","1.5477542877197266","1.5477542877197266","1.474531650543213","1.474531650543213","1.474531650543213","1.4274743795394897","1.4274743795394897","1.4274743795394897","1.3926823139190674","1.3926823139190674","1.3926823139190674","1.6850508451461792","1.6850508451461792","1.6850508451461792","1.5326731204986572","1.5326731204986572","1.5326731204986572"
"196","1.889145851135254","1.889145851135254","1.889145851135254","1.7941055297851562","1.7941055297851562","1.7941055297851562","1.5838537216186523","1.5838537216186523","1.5838537216186523","1.465408205986023","1.465408205986023","1.465408205986023","1.2284739017486572","1.2284739017486572","1.2284739017486572","1.2707653045654297","1.2707653045654297","1.2707653045654297","1.6078689098358154","1.6078689098358154","1.6078689098358154","1.7239940166473389","1.7239940166473389","1.7239940166473389"
"198","1.6186721324920654","1.6186721324920654","1.6186721324920654","1.5667674541473389","1.5667674541473389","1.5667674541473389","1.6617833375930786","1.6617833375930786","1.6617833375930786","1.5476360321044922","1.5476360321044922","1.5476360321044922","1.5873640775680542","1.5873640775680542","1.5873640775680542","1.4114313125610352","1.4114313125610352","1.4114313125610352","1.6021333932876587","1.6021333932876587","1.6021333932876587","1.5897598266601562","1.5897598266601562","1.5897598266601562"
"200","1.7127208709716797","1.7127208709716797","1.7127208709716797","1.5492725372314453","1.5492725372314453","1.5492725372314453","1.7926368713378906","1.7926368713378906","1.7926368713378906","1.6858876943588257","1.6858876943588257","1.6858876943588257","1.5091102123260498","1.5091102123260498","1.5091102123260498","1.573489785194397","1.573489785194397","1.573489785194397","1.4544605016708374","1.4544605016708374","1.4544605016708374","1.6581743955612183","1.6581743955612183","1.6581743955612183"
"202","1.692056655883789","1.692056655883789","1.692056655883789","1.6489416360855103","1.6489416360855103","1.6489416360855103","1.7671399116516113","1.7671399116516113","1.7671399116516113","1.6571431159973145","1.6571431159973145","1.6571431159973145","1.5889105796813965","1.5889105796813965","1.5889105796813965","1.5686638355255127","1.5686638355255127","1.5686638355255127","1.5607762336730957","1.5607762336730957","1.5607762336730957","1.3877861499786377","1.3877861499786377","1.3877861499786377"
"204","1.7296867370605469","1.7296867370605469","1.7296867370605469","1.534175157546997","1.534175157546997","1.534175157546997","1.6140835285186768","1.6140835285186768","1.6140835285186768","1.5425121784210205","1.5425121784210205","1.5425121784210205","1.4379167556762695","1.4379167556762695","1.4379167556762695","1.5526132583618164","1.5526132583618164","1.5526132583618164","1.2757776975631714","1.2757776975631714","1.2757776975631714","1.4694626331329346","1.4694626331329346","1.4694626331329346"
"206","1.616133689880371","1.616133689880371","1.616133689880371","1.6651159524917603","1.6651159524917603","1.6651159524917603","1.5069046020507812","1.5069046020507812","1.5069046020507812","1.4391847848892212","1.4391847848892212","1.4391847848892212","1.456634283065796","1.456634283065796","1.456634283065796","1.4647870063781738","1.4647870063781738","1.4647870063781738","1.5653159618377686","1.5653159618377686","1.5653159618377686","1.590938687324524","1.590938687324524","1.590938687324524"
"208","1.8016905784606934","1.8016905784606934","1.8016905784606934","1.486257791519165","1.486257791519165","1.486257791519165","1.8104623556137085","1.8104623556137085","1.8104623556137085","1.6485971212387085","1.6485971212387085","1.6485971212387085","1.4275747537612915","1.4275747537612915","1.4275747537612915","1.3875298500061035","1.3875298500061035","1.3875298500061035","1.715895175933838","1.715895175933838","1.715895175933838","1.6798864603042603","1.6798864603042603","1.6798864603042603"
"210","1.6626617908477783","1.6626617908477783","1.6626617908477783","1.9517099857330322","1.9517099857330322","1.9517099857330322","1.602708339691162","1.602708339691162","1.602708339691162","1.5918521881103516","1.5918521881103516","1.5918521881103516","1.6200124025344849","1.6200124025344849","1.6200124025344849","1.521921157836914","1.521921157836914","1.521921157836914","1.6232273578643799","1.6232273578643799","1.6232273578643799","1.8430492877960205","1.8430492877960205","1.8430492877960205"
"212","1.777416467666626","1.777416467666626","1.777416467666626","1.9658360481262207","1.9658360481262207","1.9658360481262207","1.7180507183074951","1.7180507183074951","1.7180507183074951","1.5669381618499756","1.5669381618499756","1.5669381618499756","1.462144374847412","1.462144374847412","1.462144374847412","1.4790650606155396","1.4790650606155396","1.4790650606155396","1.6176677942276","1.6176677942276","1.6176677942276","1.397278070449829","1.397278070449829","1.397278070449829"
"214","1.307419776916504","1.307419776916504","1.307419776916504","1.4915573596954346","1.4915573596954346","1.4915573596954346","1.7088754177093506","1.7088754177093506","1.7088754177093506","1.4552825689315796","1.4552825689315796","1.4552825689315796","1.4268434047698975","1.4268434047698975","1.4268434047698975","1.5544099807739258","1.5544099807739258","1.5544099807739258","1.512366533279419","1.512366533279419","1.512366533279419","1.5835275650024414","1.5835275650024414","1.5835275650024414"
"216","1.4575717449188232","1.4575717449188232","1.4575717449188232","1.7109558582305908","1.7109558582305908","1.7109558582305908","1.6892567873001099","1.6892567873001099","1.6892567873001099","1.5284092426300049","1.5284092426300049","1.5284092426300049","1.500369906425476","1.500369906425476","1.500369906425476","1.4904170036315918","1.4904170036315918","1.4904170036315918","1.5756542682647705","1.5756542682647705","1.5756542682647705","1.317730188369751","1.317730188369751","1.317730188369751"
"218","1.204944133758545","1.204944133758545","1.204944133758545","1.74989914894104","1.74989914894104","1.74989914894104","1.6559572219848633","1.6559572219848633","1.6559572219848633","1.3147971630096436","1.3147971630096436","1.3147971630096436","1.4041972160339355","1.4041972160339355","1.4041972160339355","1.3312029838562012","1.3312029838562012","1.3312029838562012","1.7237505912780762","1.7237505912780762","1.7237505912780762","1.6258494853973389","1.6258494853973389","1.6258494853973389"
"220","1.65480637550354","1.65480637550354","1.65480637550354","1.7502001523971558","1.7502001523971558","1.7502001523971558","1.4134414196014404","1.4134414196014404","1.4134414196014404","1.4729071855545044","1.4729071855545044","1.4729071855545044","1.3808162212371826","1.3808162212371826","1.3808162212371826","1.3836374282836914","1.3836374282836914","1.3836374282836914","1.7240252494812012","1.7240252494812012","1.7240252494812012","1.695269227027893","1.695269227027893","1.695269227027893"
"222","1.930729627609253","1.930729627609253","1.930729627609253","1.3778102397918701","1.3778102397918701","1.3778102397918701","1.4179284572601318","1.4179284572601318","1.4179284572601318","1.4009124040603638","1.4009124040603638","1.4009124040603638","1.4892690181732178","1.4892690181732178","1.4892690181732178","1.3714830875396729","1.3714830875396729","1.3714830875396729","1.6389427185058594","1.6389427185058594","1.6389427185058594","1.455809473991394","1.455809473991394","1.455809473991394"
"224","1.415619134902954","1.415619134902954","1.415619134902954","1.7576267719268799","1.7576267719268799","1.7576267719268799","1.477396845817566","1.477396845817566","1.477396845817566","1.3697038888931274","1.3697038888931274","1.3697038888931274","1.4355828762054443","1.4355828762054443","1.4355828762054443","1.4813733100891113","1.4813733100891113","1.4813733100891113","1.4896163940429688","1.4896163940429688","1.4896163940429688","1.5006861686706543","1.5006861686706543","1.5006861686706543"
"226","1.3724253177642822","1.3724253177642822","1.3724253177642822","1.8556671142578125","1.8556671142578125","1.8556671142578125","1.616384506225586","1.616384506225586","1.616384506225586","1.5492088794708252","1.5492088794708252","1.5492088794708252","1.280510425567627","1.280510425567627","1.280510425567627","1.317814588546753","1.317814588546753","1.317814588546753","1.5356028079986572","1.5356028079986572","1.5356028079986572","1.5687464475631714","1.5687464475631714","1.5687464475631714"
"228","1.5281600952148438","1.5281600952148438","1.5281600952148438","1.6647858619689941","1.6647858619689941","1.6647858619689941","1.774529218673706","1.774529218673706","1.774529218673706","1.6449936628341675","1.6449936628341675","1.6449936628341675","1.4219844341278076","1.4219844341278076","1.4219844341278076","1.4993772506713867","1.4993772506713867","1.4993772506713867","1.812538743019104","1.812538743019104","1.812538743019104","1.6112656593322754","1.6112656593322754","1.6112656593322754"
"230","1.592178463935852","1.592178463935852","1.592178463935852","1.7227494716644287","1.7227494716644287","1.7227494716644287","1.7523186206817627","1.7523186206817627","1.7523186206817627","1.5374948978424072","1.5374948978424072","1.5374948978424072","1.535387635231018","1.535387635231018","1.535387635231018","1.5987595319747925","1.5987595319747925","1.5987595319747925","1.554957389831543","1.554957389831543","1.554957389831543","1.6959487199783325","1.6959487199783325","1.6959487199783325"