"Step","VOWELS_FILTER_b5_dual_waveform_bs16 - divergence_negative_s","VOWELS_FILTER_b5_dual_waveform_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b5_dual_waveform_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_b1_dual_waveform_bs16 - divergence_negative_s","VOWELS_FILTER_b1_dual_waveform_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b1_dual_waveform_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_b0.1_dual_waveform_bs16 - divergence_negative_s","VOWELS_FILTER_b0.1_dual_waveform_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b0.1_dual_waveform_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_b0_dual_waveform_bs16 - divergence_negative_s","VOWELS_FILTER_b0_dual_waveform_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b0_dual_waveform_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_s","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_negative_s","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_s","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_negative_s","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_negative_s__MAX"
"0","0.004111412912607193","0.004111412912607193","0.004111412912607193","0.005452835466712713","0.005452835466712713","0.005452835466712713","0.014154097065329552","0.014154097065329552","0.014154097065329552","0.3214835822582245","0.3214835822582245","0.3214835822582245","0.15676242113113403","0.15676242113113403","0.15676242113113403","0.005082381423562765","0.005082381423562765","0.005082381423562765","0.003097464796155691","0.003097464796155691","0.003097464796155691","0.002651937073096633","0.002651937073096633","0.002651937073096633"
"2","0.0008450754685327411","0.0008450754685327411","0.0008450754685327411","0.0018685308750718832","0.0018685308750718832","0.0018685308750718832","0.008547715842723846","0.008547715842723846","0.008547715842723846","0.5154889822006226","0.5154889822006226","0.5154889822006226","0.312801718711853","0.312801718711853","0.312801718711853","0.0027231439016759396","0.0027231439016759396","0.0027231439016759396","0.0006740146200172603","0.0006740146200172603","0.0006740146200172603","0.0003694633487612009","0.0003694633487612009","0.0003694633487612009"
"4","0.0005089282058179379","0.0005089282058179379","0.0005089282058179379","0.0016699510160833597","0.0016699510160833597","0.0016699510160833597","0.014042489230632782","0.014042489230632782","0.014042489230632782","0.5532374382019043","0.5532374382019043","0.5532374382019043","0.552905261516571","0.552905261516571","0.552905261516571","0.005413790699094534","0.005413790699094534","0.005413790699094534","0.0005461302935145795","0.0005461302935145795","0.0005461302935145795","0.0001998628576984629","0.0001998628576984629","0.0001998628576984629"
"6","0.00036126779741607606","0.00036126779741607606","0.00036126779741607606","0.0018406882882118225","0.0018406882882118225","0.0018406882882118225","0.03229174017906189","0.03229174017906189","0.03229174017906189","0.5609495043754578","0.5609495043754578","0.5609495043754578","0.5774141550064087","0.5774141550064087","0.5774141550064087","0.036752358078956604","0.036752358078956604","0.036752358078956604","0.0007500493666157126","0.0007500493666157126","0.0007500493666157126","0.00016201831749640405","0.00016201831749640405","0.00016201831749640405"
"8","0.0003581891942303628","0.0003581891942303628","0.0003581891942303628","0.002970809582620859","0.002970809582620859","0.002970809582620859","0.10435771942138672","0.10435771942138672","0.10435771942138672","0.61506587266922","0.61506587266922","0.61506587266922","0.6052169799804688","0.6052169799804688","0.6052169799804688","0.10168592631816864","0.10168592631816864","0.10168592631816864","0.00126469018869102","0.00126469018869102","0.00126469018869102","0.00011117756366729736","0.00011117756366729736","0.00011117756366729736"
"10","0.0005609752843156457","0.0005609752843156457","0.0005609752843156457","0.007465839385986328","0.007465839385986328","0.007465839385986328","0.246853768825531","0.246853768825531","0.246853768825531","0.6562519669532776","0.6562519669532776","0.6562519669532776","0.6448749303817749","0.6448749303817749","0.6448749303817749","0.19288024306297302","0.19288024306297302","0.19288024306297302","0.0035691335797309875","0.0035691335797309875","0.0035691335797309875","0.00013066759856883436","0.00013066759856883436","0.00013066759856883436"
"12","0.0006307373405434191","0.0006307373405434191","0.0006307373405434191","0.014633509330451488","0.014633509330451488","0.014633509330451488","0.3078886866569519","0.3078886866569519","0.3078886866569519","0.6551178097724915","0.6551178097724915","0.6551178097724915","0.616418719291687","0.616418719291687","0.616418719291687","0.2405310571193695","0.2405310571193695","0.2405310571193695","0.009432658553123474","0.009432658553123474","0.009432658553123474","0.00016928811965044588","0.00016928811965044588","0.00016928811965044588"
"14","0.0010065868264064193","0.0010065868264064193","0.0010065868264064193","0.04046555608510971","0.04046555608510971","0.04046555608510971","0.36327236890792847","0.36327236890792847","0.36327236890792847","0.6441186666488647","0.6441186666488647","0.6441186666488647","0.6181589365005493","0.6181589365005493","0.6181589365005493","0.2962619662284851","0.2962619662284851","0.2962619662284851","0.021310169249773026","0.021310169249773026","0.021310169249773026","0.00021098300931043923","0.00021098300931043923","0.00021098300931043923"
"16","0.0013936543837189674","0.0013936543837189674","0.0013936543837189674","0.08908724784851074","0.08908724784851074","0.08908724784851074","0.421560138463974","0.421560138463974","0.421560138463974","0.6685627698898315","0.6685627698898315","0.6685627698898315","0.6529435515403748","0.6529435515403748","0.6529435515403748","0.3358413577079773","0.3358413577079773","0.3358413577079773","0.0454375296831131","0.0454375296831131","0.0454375296831131","0.00035444810055196285","0.00035444810055196285","0.00035444810055196285"
"18","0.0030044938903301954","0.0030044938903301954","0.0030044938903301954","0.17390629649162292","0.17390629649162292","0.17390629649162292","0.48362526297569275","0.48362526297569275","0.48362526297569275","0.6725870966911316","0.6725870966911316","0.6725870966911316","0.6718035936355591","0.6718035936355591","0.6718035936355591","0.35732364654541016","0.35732364654541016","0.35732364654541016","0.08843936771154404","0.08843936771154404","0.08843936771154404","0.0006401182617992163","0.0006401182617992163","0.0006401182617992163"
"20","0.004211915656924248","0.004211915656924248","0.004211915656924248","0.2179093211889267","0.2179093211889267","0.2179093211889267","0.4557468593120575","0.4557468593120575","0.4557468593120575","0.6521625518798828","0.6521625518798828","0.6521625518798828","0.6260160803794861","0.6260160803794861","0.6260160803794861","0.32135099172592163","0.32135099172592163","0.32135099172592163","0.12625543773174286","0.12625543773174286","0.12625543773174286","0.0009562629275023937","0.0009562629275023937","0.0009562629275023937"
"22","0.0067331730388104916","0.0067331730388104916","0.0067331730388104916","0.2724932134151459","0.2724932134151459","0.2724932134151459","0.4913281798362732","0.4913281798362732","0.4913281798362732","0.6600622534751892","0.6600622534751892","0.6600622534751892","0.6547180414199829","0.6547180414199829","0.6547180414199829","0.37239035964012146","0.37239035964012146","0.37239035964012146","0.1944369524717331","0.1944369524717331","0.1944369524717331","0.0021007300820201635","0.0021007300820201635","0.0021007300820201635"
"24","0.01107008196413517","0.01107008196413517","0.01107008196413517","0.31338557600975037","0.31338557600975037","0.31338557600975037","0.5270462036132812","0.5270462036132812","0.5270462036132812","0.6712955236434937","0.6712955236434937","0.6712955236434937","0.6655916571617126","0.6655916571617126","0.6655916571617126","0.4057771563529968","0.4057771563529968","0.4057771563529968","0.2454145848751068","0.2454145848751068","0.2454145848751068","0.004701649770140648","0.004701649770140648","0.004701649770140648"
"26","0.015335392206907272","0.015335392206907272","0.015335392206907272","0.3108995258808136","0.3108995258808136","0.3108995258808136","0.5279178619384766","0.5279178619384766","0.5279178619384766","0.6592749357223511","0.6592749357223511","0.6592749357223511","0.665289044380188","0.665289044380188","0.665289044380188","0.4457063376903534","0.4457063376903534","0.4457063376903534","0.2850915789604187","0.2850915789604187","0.2850915789604187","0.013125772587954998","0.013125772587954998","0.013125772587954998"
"28","0.0206652469933033","0.0206652469933033","0.0206652469933033","0.3357723355293274","0.3357723355293274","0.3357723355293274","0.5644625425338745","0.5644625425338745","0.5644625425338745","0.6737057566642761","0.6737057566642761","0.6737057566642761","0.6753033399581909","0.6753033399581909","0.6753033399581909","0.4334484040737152","0.4334484040737152","0.4334484040737152","0.26945167779922485","0.26945167779922485","0.26945167779922485","0.020311830565333366","0.020311830565333366","0.020311830565333366"
"30","0.028658509254455566","0.028658509254455566","0.028658509254455566","0.3585090637207031","0.3585090637207031","0.3585090637207031","0.5821827054023743","0.5821827054023743","0.5821827054023743","0.6744968295097351","0.6744968295097351","0.6744968295097351","0.6810455322265625","0.6810455322265625","0.6810455322265625","0.4760146141052246","0.4760146141052246","0.4760146141052246","0.29053956270217896","0.29053956270217896","0.29053956270217896","0.03647657483816147","0.03647657483816147","0.03647657483816147"
"32","0.04385209083557129","0.04385209083557129","0.04385209083557129","0.3721267580986023","0.3721267580986023","0.3721267580986023","0.5727728605270386","0.5727728605270386","0.5727728605270386","0.6772588491439819","0.6772588491439819","0.6772588491439819","0.6803227663040161","0.6803227663040161","0.6803227663040161","0.49453067779541016","0.49453067779541016","0.49453067779541016","0.3118368983268738","0.3118368983268738","0.3118368983268738","0.06159627437591553","0.06159627437591553","0.06159627437591553"
"34","0.053796254098415375","0.053796254098415375","0.053796254098415375","0.36763811111450195","0.36763811111450195","0.36763811111450195","0.5714224576950073","0.5714224576950073","0.5714224576950073","0.6741034388542175","0.6741034388542175","0.6741034388542175","0.680478572845459","0.680478572845459","0.680478572845459","0.5320734977722168","0.5320734977722168","0.5320734977722168","0.3169102072715759","0.3169102072715759","0.3169102072715759","0.09603208303451538","0.09603208303451538","0.09603208303451538"
"36","0.07496320456266403","0.07496320456266403","0.07496320456266403","0.3802785873413086","0.3802785873413086","0.3802785873413086","0.5847523212432861","0.5847523212432861","0.5847523212432861","0.6776086688041687","0.6776086688041687","0.6776086688041687","0.6781023740768433","0.6781023740768433","0.6781023740768433","0.5375831127166748","0.5375831127166748","0.5375831127166748","0.3141609728336334","0.3141609728336334","0.3141609728336334","0.10531927645206451","0.10531927645206451","0.10531927645206451"
"38","0.08698219060897827","0.08698219060897827","0.08698219060897827","0.3918372392654419","0.3918372392654419","0.3918372392654419","0.5937865376472473","0.5937865376472473","0.5937865376472473","0.6823598742485046","0.6823598742485046","0.6823598742485046","0.6765395998954773","0.6765395998954773","0.6765395998954773","0.5213413834571838","0.5213413834571838","0.5213413834571838","0.30831649899482727","0.30831649899482727","0.30831649899482727","0.11269678175449371","0.11269678175449371","0.11269678175449371"
"40","0.12716160714626312","0.12716160714626312","0.12716160714626312","0.4107933044433594","0.4107933044433594","0.4107933044433594","0.5940930247306824","0.5940930247306824","0.5940930247306824","0.6784562468528748","0.6784562468528748","0.6784562468528748","0.666343629360199","0.666343629360199","0.666343629360199","0.5483312606811523","0.5483312606811523","0.5483312606811523","0.3094230890274048","0.3094230890274048","0.3094230890274048","0.1352018415927887","0.1352018415927887","0.1352018415927887"
"42","0.15292276442050934","0.15292276442050934","0.15292276442050934","0.427998423576355","0.427998423576355","0.427998423576355","0.6268263459205627","0.6268263459205627","0.6268263459205627","0.6868441104888916","0.6868441104888916","0.6868441104888916","0.6838580369949341","0.6838580369949341","0.6838580369949341","0.5722761154174805","0.5722761154174805","0.5722761154174805","0.3428874611854553","0.3428874611854553","0.3428874611854553","0.16707180440425873","0.16707180440425873","0.16707180440425873"
"44","0.16960546374320984","0.16960546374320984","0.16960546374320984","0.4235350489616394","0.4235350489616394","0.4235350489616394","0.6165026426315308","0.6165026426315308","0.6165026426315308","0.6847867965698242","0.6847867965698242","0.6847867965698242","0.6790332794189453","0.6790332794189453","0.6790332794189453","0.5923287272453308","0.5923287272453308","0.5923287272453308","0.3359266519546509","0.3359266519546509","0.3359266519546509","0.1787610501050949","0.1787610501050949","0.1787610501050949"
"46","0.19461707770824432","0.19461707770824432","0.19461707770824432","0.4508913457393646","0.4508913457393646","0.4508913457393646","0.652896523475647","0.652896523475647","0.652896523475647","0.6873361468315125","0.6873361468315125","0.6873361468315125","0.6868211627006531","0.6868211627006531","0.6868211627006531","0.6101411581039429","0.6101411581039429","0.6101411581039429","0.34663981199264526","0.34663981199264526","0.34663981199264526","0.1900542974472046","0.1900542974472046","0.1900542974472046"
"48","0.20412227511405945","0.20412227511405945","0.20412227511405945","0.4595239758491516","0.4595239758491516","0.4595239758491516","0.6453751921653748","0.6453751921653748","0.6453751921653748","0.6792957186698914","0.6792957186698914","0.6792957186698914","0.6778297424316406","0.6778297424316406","0.6778297424316406","0.6063002347946167","0.6063002347946167","0.6063002347946167","0.3560219407081604","0.3560219407081604","0.3560219407081604","0.20496486127376556","0.20496486127376556","0.20496486127376556"
"50","0.2129153460264206","0.2129153460264206","0.2129153460264206","0.44586071372032166","0.44586071372032166","0.44586071372032166","0.6243613362312317","0.6243613362312317","0.6243613362312317","0.6830705404281616","0.6830705404281616","0.6830705404281616","0.6797431707382202","0.6797431707382202","0.6797431707382202","0.5861037969589233","0.5861037969589233","0.5861037969589233","0.35338926315307617","0.35338926315307617","0.35338926315307617","0.20307175815105438","0.20307175815105438","0.20307175815105438"
"52","0.24916955828666687","0.24916955828666687","0.24916955828666687","0.4818377196788788","0.4818377196788788","0.4818377196788788","0.6490785479545593","0.6490785479545593","0.6490785479545593","0.6892979145050049","0.6892979145050049","0.6892979145050049","0.6879527568817139","0.6879527568817139","0.6879527568817139","0.6300817728042603","0.6300817728042603","0.6300817728042603","0.3688139319419861","0.3688139319419861","0.3688139319419861","0.2477814257144928","0.2477814257144928","0.2477814257144928"
"54","0.24768851697444916","0.24768851697444916","0.24768851697444916","0.47394388914108276","0.47394388914108276","0.47394388914108276","0.6387994885444641","0.6387994885444641","0.6387994885444641","0.6830500364303589","0.6830500364303589","0.6830500364303589","0.6842219829559326","0.6842219829559326","0.6842219829559326","0.6146894693374634","0.6146894693374634","0.6146894693374634","0.36658644676208496","0.36658644676208496","0.36658644676208496","0.24552422761917114","0.24552422761917114","0.24552422761917114"
"56","0.23202568292617798","0.23202568292617798","0.23202568292617798","0.46142661571502686","0.46142661571502686","0.46142661571502686","0.6004830002784729","0.6004830002784729","0.6004830002784729","0.6837208271026611","0.6837208271026611","0.6837208271026611","0.6806692481040955","0.6806692481040955","0.6806692481040955","0.5959998369216919","0.5959998369216919","0.5959998369216919","0.2520580291748047","0.2520580291748047","0.2520580291748047","0.21223294734954834","0.21223294734954834","0.21223294734954834"
"58","0.25468987226486206","0.25468987226486206","0.25468987226486206","0.4920724630355835","0.4920724630355835","0.4920724630355835","0.6573240160942078","0.6573240160942078","0.6573240160942078","0.6864461898803711","0.6864461898803711","0.6864461898803711","0.6738278269767761","0.6738278269767761","0.6738278269767761","0.6344098448753357","0.6344098448753357","0.6344098448753357","0.32809120416641235","0.32809120416641235","0.32809120416641235","0.23755407333374023","0.23755407333374023","0.23755407333374023"
"60","0.24163272976875305","0.24163272976875305","0.24163272976875305","0.4682859778404236","0.4682859778404236","0.4682859778404236","0.6219078898429871","0.6219078898429871","0.6219078898429871","0.6820499897003174","0.6820499897003174","0.6820499897003174","0.6783811450004578","0.6783811450004578","0.6783811450004578","0.6064523458480835","0.6064523458480835","0.6064523458480835","0.32196930050849915","0.32196930050849915","0.32196930050849915","0.23240141570568085","0.23240141570568085","0.23240141570568085"
"62","0.27355632185935974","0.27355632185935974","0.27355632185935974","0.4890558421611786","0.4890558421611786","0.4890558421611786","0.6332989931106567","0.6332989931106567","0.6332989931106567","0.6750468015670776","0.6750468015670776","0.6750468015670776","0.6770786643028259","0.6770786643028259","0.6770786643028259","0.6197720766067505","0.6197720766067505","0.6197720766067505","0.3596869111061096","0.3596869111061096","0.3596869111061096","0.255681574344635","0.255681574344635","0.255681574344635"
"64","0.2829419672489166","0.2829419672489166","0.2829419672489166","0.49951428174972534","0.49951428174972534","0.49951428174972534","0.6332563161849976","0.6332563161849976","0.6332563161849976","0.6799923181533813","0.6799923181533813","0.6799923181533813","0.6814476251602173","0.6814476251602173","0.6814476251602173","0.6297990083694458","0.6297990083694458","0.6297990083694458","0.3765990436077118","0.3765990436077118","0.3765990436077118","0.2691516578197479","0.2691516578197479","0.2691516578197479"
"66","0.30177873373031616","0.30177873373031616","0.30177873373031616","0.5241885185241699","0.5241885185241699","0.5241885185241699","0.6513913869857788","0.6513913869857788","0.6513913869857788","0.6877071857452393","0.6877071857452393","0.6877071857452393","0.6886762380599976","0.6886762380599976","0.6886762380599976","0.6482698917388916","0.6482698917388916","0.6482698917388916","0.38420170545578003","0.38420170545578003","0.38420170545578003","0.2817286550998688","0.2817286550998688","0.2817286550998688"
"68","0.2753927707672119","0.2753927707672119","0.2753927707672119","0.4999619424343109","0.4999619424343109","0.4999619424343109","0.6384690999984741","0.6384690999984741","0.6384690999984741","0.6863173246383667","0.6863173246383667","0.6863173246383667","0.6809496283531189","0.6809496283531189","0.6809496283531189","0.6207877397537231","0.6207877397537231","0.6207877397537231","0.3623603582382202","0.3623603582382202","0.3623603582382202","0.2630631923675537","0.2630631923675537","0.2630631923675537"
"70","0.2915326952934265","0.2915326952934265","0.2915326952934265","0.511616587638855","0.511616587638855","0.511616587638855","0.6408983469009399","0.6408983469009399","0.6408983469009399","0.6857931017875671","0.6857931017875671","0.6857931017875671","0.6829611659049988","0.6829611659049988","0.6829611659049988","0.6467286348342896","0.6467286348342896","0.6467286348342896","0.3784725069999695","0.3784725069999695","0.3784725069999695","0.2775684595108032","0.2775684595108032","0.2775684595108032"
"72","0.29455047845840454","0.29455047845840454","0.29455047845840454","0.5129549503326416","0.5129549503326416","0.5129549503326416","0.6278427243232727","0.6278427243232727","0.6278427243232727","0.6726617217063904","0.6726617217063904","0.6726617217063904","0.6762906908988953","0.6762906908988953","0.6762906908988953","0.6184094548225403","0.6184094548225403","0.6184094548225403","0.39444106817245483","0.39444106817245483","0.39444106817245483","0.2673826217651367","0.2673826217651367","0.2673826217651367"
"74","0.3134302794933319","0.3134302794933319","0.3134302794933319","0.5225681066513062","0.5225681066513062","0.5225681066513062","0.6252700686454773","0.6252700686454773","0.6252700686454773","0.6784132719039917","0.6784132719039917","0.6784132719039917","0.6800767779350281","0.6800767779350281","0.6800767779350281","0.6301984786987305","0.6301984786987305","0.6301984786987305","0.388244092464447","0.388244092464447","0.388244092464447","0.27908098697662354","0.27908098697662354","0.27908098697662354"
"76","0.32283782958984375","0.32283782958984375","0.32283782958984375","0.5515466928482056","0.5515466928482056","0.5515466928482056","0.6701948046684265","0.6701948046684265","0.6701948046684265","0.6900875568389893","0.6900875568389893","0.6900875568389893","0.6894850730895996","0.6894850730895996","0.6894850730895996","0.666022539138794","0.666022539138794","0.666022539138794","0.4082593321800232","0.4082593321800232","0.4082593321800232","0.2971327304840088","0.2971327304840088","0.2971327304840088"
"78","0.31543996930122375","0.31543996930122375","0.31543996930122375","0.5403992533683777","0.5403992533683777","0.5403992533683777","0.6441720724105835","0.6441720724105835","0.6441720724105835","0.6841133832931519","0.6841133832931519","0.6841133832931519","0.6840134859085083","0.6840134859085083","0.6840134859085083","0.6560763120651245","0.6560763120651245","0.6560763120651245","0.42796754837036133","0.42796754837036133","0.42796754837036133","0.3009072542190552","0.3009072542190552","0.3009072542190552"
"80","0.3208940327167511","0.3208940327167511","0.3208940327167511","0.5324572324752808","0.5324572324752808","0.5324572324752808","0.631624162197113","0.631624162197113","0.631624162197113","0.6732136607170105","0.6732136607170105","0.6732136607170105","0.6714920401573181","0.6714920401573181","0.6714920401573181","0.6277352571487427","0.6277352571487427","0.6277352571487427","0.42304033041000366","0.42304033041000366","0.42304033041000366","0.2977624535560608","0.2977624535560608","0.2977624535560608"
"82","0.32551008462905884","0.32551008462905884","0.32551008462905884","0.5764977335929871","0.5764977335929871","0.5764977335929871","0.6729238033294678","0.6729238033294678","0.6729238033294678","0.6815586090087891","0.6815586090087891","0.6815586090087891","0.6879662275314331","0.6879662275314331","0.6879662275314331","0.6624883413314819","0.6624883413314819","0.6624883413314819","0.43323612213134766","0.43323612213134766","0.43323612213134766","0.2897353768348694","0.2897353768348694","0.2897353768348694"
"84","0.31313300132751465","0.31313300132751465","0.31313300132751465","0.5521618127822876","0.5521618127822876","0.5521618127822876","0.6576149463653564","0.6576149463653564","0.6576149463653564","0.6888286471366882","0.6888286471366882","0.6888286471366882","0.6881000399589539","0.6881000399589539","0.6881000399589539","0.6513035297393799","0.6513035297393799","0.6513035297393799","0.44042444229125977","0.44042444229125977","0.44042444229125977","0.2952807545661926","0.2952807545661926","0.2952807545661926"
"86","0.3267699182033539","0.3267699182033539","0.3267699182033539","0.5405784845352173","0.5405784845352173","0.5405784845352173","0.6399794816970825","0.6399794816970825","0.6399794816970825","0.6843235492706299","0.6843235492706299","0.6843235492706299","0.6858394145965576","0.6858394145965576","0.6858394145965576","0.6610385179519653","0.6610385179519653","0.6610385179519653","0.4377043843269348","0.4377043843269348","0.4377043843269348","0.3142874836921692","0.3142874836921692","0.3142874836921692"
"88","0.29483485221862793","0.29483485221862793","0.29483485221862793","0.5167617797851562","0.5167617797851562","0.5167617797851562","0.5978322625160217","0.5978322625160217","0.5978322625160217","0.6810843348503113","0.6810843348503113","0.6810843348503113","0.6805012226104736","0.6805012226104736","0.6805012226104736","0.5956432819366455","0.5956432819366455","0.5956432819366455","0.3958364725112915","0.3958364725112915","0.3958364725112915","0.2603924870491028","0.2603924870491028","0.2603924870491028"
"90","0.35320720076560974","0.35320720076560974","0.35320720076560974","0.5987989902496338","0.5987989902496338","0.5987989902496338","0.6843187808990479","0.6843187808990479","0.6843187808990479","0.6918320655822754","0.6918320655822754","0.6918320655822754","0.6916466951370239","0.6916466951370239","0.6916466951370239","0.6732996702194214","0.6732996702194214","0.6732996702194214","0.46735167503356934","0.46735167503356934","0.46735167503356934","0.31789812445640564","0.31789812445640564","0.31789812445640564"
"92","0.34219786524772644","0.34219786524772644","0.34219786524772644","0.5540351867675781","0.5540351867675781","0.5540351867675781","0.647962212562561","0.647962212562561","0.647962212562561","0.6739963293075562","0.6739963293075562","0.6739963293075562","0.6813651323318481","0.6813651323318481","0.6813651323318481","0.6238682866096497","0.6238682866096497","0.6238682866096497","0.4598270058631897","0.4598270058631897","0.4598270058631897","0.3116210699081421","0.3116210699081421","0.3116210699081421"
"94","0.35499662160873413","0.35499662160873413","0.35499662160873413","0.5817338824272156","0.5817338824272156","0.5817338824272156","0.6724405288696289","0.6724405288696289","0.6724405288696289","0.6869862079620361","0.6869862079620361","0.6869862079620361","0.689998984336853","0.689998984336853","0.689998984336853","0.6647214293479919","0.6647214293479919","0.6647214293479919","0.47606992721557617","0.47606992721557617","0.47606992721557617","0.3073452115058899","0.3073452115058899","0.3073452115058899"
"96","0.35445481538772583","0.35445481538772583","0.35445481538772583","0.5662510395050049","0.5662510395050049","0.5662510395050049","0.6418759822845459","0.6418759822845459","0.6418759822845459","0.678889274597168","0.678889274597168","0.678889274597168","0.6866061687469482","0.6866061687469482","0.6866061687469482","0.6642358303070068","0.6642358303070068","0.6642358303070068","0.4775717854499817","0.4775717854499817","0.4775717854499817","0.32210084795951843","0.32210084795951843","0.32210084795951843"
"98","0.3639417588710785","0.3639417588710785","0.3639417588710785","0.5612077713012695","0.5612077713012695","0.5612077713012695","0.6345816254615784","0.6345816254615784","0.6345816254615784","0.6837369799613953","0.6837369799613953","0.6837369799613953","0.6807443499565125","0.6807443499565125","0.6807443499565125","0.6599564552307129","0.6599564552307129","0.6599564552307129","0.5037007331848145","0.5037007331848145","0.5037007331848145","0.33638501167297363","0.33638501167297363","0.33638501167297363"
"100","0.3618091940879822","0.3618091940879822","0.3618091940879822","0.5787596702575684","0.5787596702575684","0.5787596702575684","0.6498122215270996","0.6498122215270996","0.6498122215270996","0.681640625","0.681640625","0.681640625","0.6854982376098633","0.6854982376098633","0.6854982376098633","0.6543992161750793","0.6543992161750793","0.6543992161750793","0.4908944070339203","0.4908944070339203","0.4908944070339203","0.3269835412502289","0.3269835412502289","0.3269835412502289"
"102","0.37197208404541016","0.37197208404541016","0.37197208404541016","0.5863744020462036","0.5863744020462036","0.5863744020462036","0.639859139919281","0.639859139919281","0.639859139919281","0.6838213205337524","0.6838213205337524","0.6838213205337524","0.6866453886032104","0.6866453886032104","0.6866453886032104","0.6571320295333862","0.6571320295333862","0.6571320295333862","0.5091094374656677","0.5091094374656677","0.5091094374656677","0.3266940414905548","0.3266940414905548","0.3266940414905548"
"104","0.35714519023895264","0.35714519023895264","0.35714519023895264","0.5625433921813965","0.5625433921813965","0.5625433921813965","0.6399080157279968","0.6399080157279968","0.6399080157279968","0.6831169128417969","0.6831169128417969","0.6831169128417969","0.6861476302146912","0.6861476302146912","0.6861476302146912","0.6555711030960083","0.6555711030960083","0.6555711030960083","0.5123350620269775","0.5123350620269775","0.5123350620269775","0.31001442670822144","0.31001442670822144","0.31001442670822144"
"106","0.38453125953674316","0.38453125953674316","0.38453125953674316","0.5855599641799927","0.5855599641799927","0.5855599641799927","0.6514372229576111","0.6514372229576111","0.6514372229576111","0.6788298487663269","0.6788298487663269","0.6788298487663269","0.685966968536377","0.685966968536377","0.685966968536377","0.6602057218551636","0.6602057218551636","0.6602057218551636","0.5154832005500793","0.5154832005500793","0.5154832005500793","0.3432905077934265","0.3432905077934265","0.3432905077934265"
"108","0.3762509822845459","0.3762509822845459","0.3762509822845459","0.5657222270965576","0.5657222270965576","0.5657222270965576","0.6496084928512573","0.6496084928512573","0.6496084928512573","0.6864277720451355","0.6864277720451355","0.6864277720451355","0.6797935366630554","0.6797935366630554","0.6797935366630554","0.6522715091705322","0.6522715091705322","0.6522715091705322","0.5168254375457764","0.5168254375457764","0.5168254375457764","0.33060264587402344","0.33060264587402344","0.33060264587402344"
