"Step","VOWELS_FILTER_b5_dual_waveform_bs16 - divergence_negative_z","VOWELS_FILTER_b5_dual_waveform_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b5_dual_waveform_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b1_dual_waveform_bs16 - divergence_negative_z","VOWELS_FILTER_b1_dual_waveform_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b1_dual_waveform_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b0.1_dual_waveform_bs16 - divergence_negative_z","VOWELS_FILTER_b0.1_dual_waveform_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b0.1_dual_waveform_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b0_dual_waveform_bs16 - divergence_negative_z","VOWELS_FILTER_b0_dual_waveform_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b0_dual_waveform_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_negative_z__MAX"
"0","0.03927409648895264","0.03927409648895264","0.03927409648895264","0.04110400378704071","0.04110400378704071","0.04110400378704071","0.04849765822291374","0.04849765822291374","0.04849765822291374","0.07756054401397705","0.07756054401397705","0.07756054401397705","0.061187222599983215","0.061187222599983215","0.061187222599983215","0.04764888435602188","0.04764888435602188","0.04764888435602188","0.041524358093738556","0.041524358093738556","0.041524358093738556","0.04017428308725357","0.04017428308725357","0.04017428308725357"
"2","0.020687151700258255","0.020687151700258255","0.020687151700258255","0.026805832982063293","0.026805832982063293","0.026805832982063293","0.040047332644462585","0.040047332644462585","0.040047332644462585","0.3479190468788147","0.3479190468788147","0.3479190468788147","0.14348666369915009","0.14348666369915009","0.14348666369915009","0.04200802370905876","0.04200802370905876","0.04200802370905876","0.03067619726061821","0.03067619726061821","0.03067619726061821","0.02626064233481884","0.02626064233481884","0.02626064233481884"
"4","0.0127232251688838","0.0127232251688838","0.0127232251688838","0.018660252913832664","0.018660252913832664","0.018660252913832664","0.034698158502578735","0.034698158502578735","0.034698158502578735","0.5443087816238403","0.5443087816238403","0.5443087816238403","0.5310396552085876","0.5310396552085876","0.5310396552085876","0.045527391135692596","0.045527391135692596","0.045527391135692596","0.022691577672958374","0.022691577672958374","0.022691577672958374","0.01695697009563446","0.01695697009563446","0.01695697009563446"
"6","0.013167768716812134","0.013167768716812134","0.013167768716812134","0.01897030882537365","0.01897030882537365","0.01897030882537365","0.0862303078174591","0.0862303078174591","0.0862303078174591","0.527121901512146","0.527121901512146","0.527121901512146","0.31771719455718994","0.31771719455718994","0.31771719455718994","0.5339933633804321","0.5339933633804321","0.5339933633804321","0.02587151899933815","0.02587151899933815","0.02587151899933815","0.014202545396983624","0.014202545396983624","0.014202545396983624"
"8","0.03254605829715729","0.03254605829715729","0.03254605829715729","0.07849156856536865","0.07849156856536865","0.07849156856536865","0.6047519445419312","0.6047519445419312","0.6047519445419312","0.44132980704307556","0.44132980704307556","0.44132980704307556","0.5367791652679443","0.5367791652679443","0.5367791652679443","0.7300031185150146","0.7300031185150146","0.7300031185150146","0.09397169947624207","0.09397169947624207","0.09397169947624207","0.019426992163062096","0.019426992163062096","0.019426992163062096"
"10","0.06654505431652069","0.06654505431652069","0.06654505431652069","0.39588069915771484","0.39588069915771484","0.39588069915771484","0.7028449773788452","0.7028449773788452","0.7028449773788452","0.6289496421813965","0.6289496421813965","0.6289496421813965","0.6417630910873413","0.6417630910873413","0.6417630910873413","0.7637211680412292","0.7637211680412292","0.7637211680412292","0.5127254724502563","0.5127254724502563","0.5127254724502563","0.048832714557647705","0.048832714557647705","0.048832714557647705"
"12","0.13065864145755768","0.13065864145755768","0.13065864145755768","0.588452160358429","0.588452160358429","0.588452160358429","0.7718708515167236","0.7718708515167236","0.7718708515167236","0.6579355001449585","0.6579355001449585","0.6579355001449585","0.7133549451828003","0.7133549451828003","0.7133549451828003","0.7747703790664673","0.7747703790664673","0.7747703790664673","0.7024911642074585","0.7024911642074585","0.7024911642074585","0.09073479473590851","0.09073479473590851","0.09073479473590851"
"14","0.18127724528312683","0.18127724528312683","0.18127724528312683","0.6506018042564392","0.6506018042564392","0.6506018042564392","0.7631813883781433","0.7631813883781433","0.7631813883781433","0.708206295967102","0.708206295967102","0.708206295967102","0.7391731142997742","0.7391731142997742","0.7391731142997742","0.7788114547729492","0.7788114547729492","0.7788114547729492","0.7057706117630005","0.7057706117630005","0.7057706117630005","0.13460257649421692","0.13460257649421692","0.13460257649421692"
"16","0.2582054138183594","0.2582054138183594","0.2582054138183594","0.615498423576355","0.615498423576355","0.615498423576355","0.7238068580627441","0.7238068580627441","0.7238068580627441","0.7207669019699097","0.7207669019699097","0.7207669019699097","0.7364482879638672","0.7364482879638672","0.7364482879638672","0.755385160446167","0.755385160446167","0.755385160446167","0.7166041135787964","0.7166041135787964","0.7166041135787964","0.1849091500043869","0.1849091500043869","0.1849091500043869"
"18","0.2491684854030609","0.2491684854030609","0.2491684854030609","0.7230436205863953","0.7230436205863953","0.7230436205863953","0.7386029958724976","0.7386029958724976","0.7386029958724976","0.7144672274589539","0.7144672274589539","0.7144672274589539","0.8152419924736023","0.8152419924736023","0.8152419924736023","0.8666696548461914","0.8666696548461914","0.8666696548461914","0.8280674815177917","0.8280674815177917","0.8280674815177917","0.2543516755104065","0.2543516755104065","0.2543516755104065"
"20","0.36882877349853516","0.36882877349853516","0.36882877349853516","0.6815926432609558","0.6815926432609558","0.6815926432609558","0.7977851629257202","0.7977851629257202","0.7977851629257202","0.7777533531188965","0.7777533531188965","0.7777533531188965","0.7971329092979431","0.7971329092979431","0.7971329092979431","0.7859453558921814","0.7859453558921814","0.7859453558921814","0.7500583529472351","0.7500583529472351","0.7500583529472351","0.28455984592437744","0.28455984592437744","0.28455984592437744"
"22","0.40688014030456543","0.40688014030456543","0.40688014030456543","0.666684091091156","0.666684091091156","0.666684091091156","0.7772034406661987","0.7772034406661987","0.7772034406661987","0.7683444023132324","0.7683444023132324","0.7683444023132324","0.8443279266357422","0.8443279266357422","0.8443279266357422","0.8125409483909607","0.8125409483909607","0.8125409483909607","0.7698273658752441","0.7698273658752441","0.7698273658752441","0.36249643564224243","0.36249643564224243","0.36249643564224243"
"24","0.44383978843688965","0.44383978843688965","0.44383978843688965","0.6548491716384888","0.6548491716384888","0.6548491716384888","0.7166246175765991","0.7166246175765991","0.7166246175765991","0.7155495882034302","0.7155495882034302","0.7155495882034302","0.8390278816223145","0.8390278816223145","0.8390278816223145","0.8512372970581055","0.8512372970581055","0.8512372970581055","0.7876520156860352","0.7876520156860352","0.7876520156860352","0.3909847140312195","0.3909847140312195","0.3909847140312195"
"26","0.3800702691078186","0.3800702691078186","0.3800702691078186","0.7332922220230103","0.7332922220230103","0.7332922220230103","0.7828370928764343","0.7828370928764343","0.7828370928764343","0.6851193904876709","0.6851193904876709","0.6851193904876709","0.8509935736656189","0.8509935736656189","0.8509935736656189","0.8246025443077087","0.8246025443077087","0.8246025443077087","0.7795619368553162","0.7795619368553162","0.7795619368553162","0.43616852164268494","0.43616852164268494","0.43616852164268494"
"28","0.43437498807907104","0.43437498807907104","0.43437498807907104","0.699145495891571","0.699145495891571","0.699145495891571","0.7899194955825806","0.7899194955825806","0.7899194955825806","0.7781956195831299","0.7781956195831299","0.7781956195831299","0.8856456279754639","0.8856456279754639","0.8856456279754639","0.815363347530365","0.815363347530365","0.815363347530365","0.7945687770843506","0.7945687770843506","0.7945687770843506","0.45125484466552734","0.45125484466552734","0.45125484466552734"
"30","0.5053293704986572","0.5053293704986572","0.5053293704986572","0.6465370059013367","0.6465370059013367","0.6465370059013367","0.7652614116668701","0.7652614116668701","0.7652614116668701","0.7888886332511902","0.7888886332511902","0.7888886332511902","0.8585677146911621","0.8585677146911621","0.8585677146911621","0.8037382960319519","0.8037382960319519","0.8037382960319519","0.7498619556427002","0.7498619556427002","0.7498619556427002","0.4246804118156433","0.4246804118156433","0.4246804118156433"
"32","0.5398887395858765","0.5398887395858765","0.5398887395858765","0.6821572184562683","0.6821572184562683","0.6821572184562683","0.8098896741867065","0.8098896741867065","0.8098896741867065","0.7924482226371765","0.7924482226371765","0.7924482226371765","0.8683081865310669","0.8683081865310669","0.8683081865310669","0.7895144820213318","0.7895144820213318","0.7895144820213318","0.7416437864303589","0.7416437864303589","0.7416437864303589","0.42911896109580994","0.42911896109580994","0.42911896109580994"
"34","0.5646861791610718","0.5646861791610718","0.5646861791610718","0.6944996118545532","0.6944996118545532","0.6944996118545532","0.7703337669372559","0.7703337669372559","0.7703337669372559","0.7653329372406006","0.7653329372406006","0.7653329372406006","0.9020888209342957","0.9020888209342957","0.9020888209342957","0.8782389163970947","0.8782389163970947","0.8782389163970947","0.7954617738723755","0.7954617738723755","0.7954617738723755","0.5304869413375854","0.5304869413375854","0.5304869413375854"
"36","0.43530213832855225","0.43530213832855225","0.43530213832855225","0.7078482508659363","0.7078482508659363","0.7078482508659363","0.8256349563598633","0.8256349563598633","0.8256349563598633","0.8752315044403076","0.8752315044403076","0.8752315044403076","0.9053401947021484","0.9053401947021484","0.9053401947021484","0.8174645900726318","0.8174645900726318","0.8174645900726318","0.7086629867553711","0.7086629867553711","0.7086629867553711","0.3762546479701996","0.3762546479701996","0.3762546479701996"
"38","0.5414073467254639","0.5414073467254639","0.5414073467254639","0.04537802189588547","0.04537802189588547","0.04537802189588547","0.5191988348960876","0.5191988348960876","0.5191988348960876","0.8168894648551941","0.8168894648551941","0.8168894648551941","0.8896422386169434","0.8896422386169434","0.8896422386169434","0.8708243370056152","0.8708243370056152","0.8708243370056152","0.7858235239982605","0.7858235239982605","0.7858235239982605","0.4888807237148285","0.4888807237148285","0.4888807237148285"
"40","0.7462610006332397","0.7462610006332397","0.7462610006332397","0.5578611493110657","0.5578611493110657","0.5578611493110657","0.8978931903839111","0.8978931903839111","0.8978931903839111","0.8930124044418335","0.8930124044418335","0.8930124044418335","0.8834118843078613","0.8834118843078613","0.8834118843078613","0.8268582820892334","0.8268582820892334","0.8268582820892334","0.7181956171989441","0.7181956171989441","0.7181956171989441","0.5751344561576843","0.5751344561576843","0.5751344561576843"
"42","0.5411736369132996","0.5411736369132996","0.5411736369132996","0.7027671337127686","0.7027671337127686","0.7027671337127686","0.8553733825683594","0.8553733825683594","0.8553733825683594","0.8637832403182983","0.8637832403182983","0.8637832403182983","0.8259758353233337","0.8259758353233337","0.8259758353233337","0.7819474935531616","0.7819474935531616","0.7819474935531616","0.6949238181114197","0.6949238181114197","0.6949238181114197","0.6169451475143433","0.6169451475143433","0.6169451475143433"
"44","0.6659208536148071","0.6659208536148071","0.6659208536148071","0.7409011125564575","0.7409011125564575","0.7409011125564575","0.8455185890197754","0.8455185890197754","0.8455185890197754","0.9013150930404663","0.9013150930404663","0.9013150930404663","0.8839680552482605","0.8839680552482605","0.8839680552482605","0.8543298244476318","0.8543298244476318","0.8543298244476318","0.6966085433959961","0.6966085433959961","0.6966085433959961","0.6197539567947388","0.6197539567947388","0.6197539567947388"
"46","0.52763432264328","0.52763432264328","0.52763432264328","0.7475335001945496","0.7475335001945496","0.7475335001945496","0.7878196239471436","0.7878196239471436","0.7878196239471436","0.8527997732162476","0.8527997732162476","0.8527997732162476","0.9017392992973328","0.9017392992973328","0.9017392992973328","0.8861335515975952","0.8861335515975952","0.8861335515975952","0.823289155960083","0.823289155960083","0.823289155960083","0.6731345653533936","0.6731345653533936","0.6731345653533936"
"48","0.6931814551353455","0.6931814551353455","0.6931814551353455","0.7795511484146118","0.7795511484146118","0.7795511484146118","0.8411723971366882","0.8411723971366882","0.8411723971366882","0.8571933507919312","0.8571933507919312","0.8571933507919312","0.929160475730896","0.929160475730896","0.929160475730896","0.9025976657867432","0.9025976657867432","0.9025976657867432","0.7318416833877563","0.7318416833877563","0.7318416833877563","0.6172993183135986","0.6172993183135986","0.6172993183135986"
"50","0.7478680610656738","0.7478680610656738","0.7478680610656738","0.8239631056785583","0.8239631056785583","0.8239631056785583","0.715390682220459","0.715390682220459","0.715390682220459","0.9092105627059937","0.9092105627059937","0.9092105627059937","0.9239718317985535","0.9239718317985535","0.9239718317985535","0.8947691321372986","0.8947691321372986","0.8947691321372986","0.7477034330368042","0.7477034330368042","0.7477034330368042","0.6430238485336304","0.6430238485336304","0.6430238485336304"
"52","0.4829154908657074","0.4829154908657074","0.4829154908657074","0.7976757287979126","0.7976757287979126","0.7976757287979126","0.7760543823242188","0.7760543823242188","0.7760543823242188","0.8265247344970703","0.8265247344970703","0.8265247344970703","0.877464771270752","0.877464771270752","0.877464771270752","0.8710572719573975","0.8710572719573975","0.8710572719573975","0.831108570098877","0.831108570098877","0.831108570098877","0.767939567565918","0.767939567565918","0.767939567565918"
"54","0.6069266200065613","0.6069266200065613","0.6069266200065613","0.820091724395752","0.820091724395752","0.820091724395752","0.774876058101654","0.774876058101654","0.774876058101654","0.8178016543388367","0.8178016543388367","0.8178016543388367","0.9085356593132019","0.9085356593132019","0.9085356593132019","0.8804186582565308","0.8804186582565308","0.8804186582565308","0.7870603799819946","0.7870603799819946","0.7870603799819946","0.6933349370956421","0.6933349370956421","0.6933349370956421"
"56","0.6813564300537109","0.6813564300537109","0.6813564300537109","0.8076927065849304","0.8076927065849304","0.8076927065849304","0.8465427160263062","0.8465427160263062","0.8465427160263062","0.9195038676261902","0.9195038676261902","0.9195038676261902","0.9596583843231201","0.9596583843231201","0.9596583843231201","0.9424043893814087","0.9424043893814087","0.9424043893814087","0.7709041833877563","0.7709041833877563","0.7709041833877563","0.5937458276748657","0.5937458276748657","0.5937458276748657"
"58","0.8083866834640503","0.8083866834640503","0.8083866834640503","0.7933465838432312","0.7933465838432312","0.7933465838432312","0.8043887615203857","0.8043887615203857","0.8043887615203857","0.8806265592575073","0.8806265592575073","0.8806265592575073","0.8884471654891968","0.8884471654891968","0.8884471654891968","0.8662562370300293","0.8662562370300293","0.8662562370300293","0.7824450731277466","0.7824450731277466","0.7824450731277466","0.38535770773887634","0.38535770773887634","0.38535770773887634"
"60","0.38544291257858276","0.38544291257858276","0.38544291257858276","0.7107700109481812","0.7107700109481812","0.7107700109481812","0.8117235898971558","0.8117235898971558","0.8117235898971558","0.8713698387145996","0.8713698387145996","0.8713698387145996","0.8801776766777039","0.8801776766777039","0.8801776766777039","0.8344518542289734","0.8344518542289734","0.8344518542289734","0.7459928393363953","0.7459928393363953","0.7459928393363953","0.5377534627914429","0.5377534627914429","0.5377534627914429"
"62","0.7785521745681763","0.7785521745681763","0.7785521745681763","0.7684987783432007","0.7684987783432007","0.7684987783432007","0.7581517100334167","0.7581517100334167","0.7581517100334167","0.8710710406303406","0.8710710406303406","0.8710710406303406","0.9501441717147827","0.9501441717147827","0.9501441717147827","0.8770370483398438","0.8770370483398438","0.8770370483398438","0.7528802752494812","0.7528802752494812","0.7528802752494812","0.4408249258995056","0.4408249258995056","0.4408249258995056"
"64","0.601239025592804","0.601239025592804","0.601239025592804","0.7558608055114746","0.7558608055114746","0.7558608055114746","0.7495435476303101","0.7495435476303101","0.7495435476303101","0.8867613673210144","0.8867613673210144","0.8867613673210144","0.9432623386383057","0.9432623386383057","0.9432623386383057","0.8890530467033386","0.8890530467033386","0.8890530467033386","0.7574992179870605","0.7574992179870605","0.7574992179870605","0.6557303667068481","0.6557303667068481","0.6557303667068481"
"66","0.785704493522644","0.785704493522644","0.785704493522644","0.8495615720748901","0.8495615720748901","0.8495615720748901","0.881264865398407","0.881264865398407","0.881264865398407","0.8747022151947021","0.8747022151947021","0.8747022151947021","0.9293400645256042","0.9293400645256042","0.9293400645256042","0.8781867027282715","0.8781867027282715","0.8781867027282715","0.7577166557312012","0.7577166557312012","0.7577166557312012","0.6745824813842773","0.6745824813842773","0.6745824813842773"
"68","0.7981122732162476","0.7981122732162476","0.7981122732162476","0.4593418538570404","0.4593418538570404","0.4593418538570404","0.8068714141845703","0.8068714141845703","0.8068714141845703","0.881902813911438","0.881902813911438","0.881902813911438","0.976645827293396","0.976645827293396","0.976645827293396","0.9565970301628113","0.9565970301628113","0.9565970301628113","0.7884504199028015","0.7884504199028015","0.7884504199028015","0.7005528807640076","0.7005528807640076","0.7005528807640076"
"70","0.7506837248802185","0.7506837248802185","0.7506837248802185","0.7697067260742188","0.7697067260742188","0.7697067260742188","0.889500617980957","0.889500617980957","0.889500617980957","0.8762990832328796","0.8762990832328796","0.8762990832328796","0.9479586482048035","0.9479586482048035","0.9479586482048035","0.9110561609268188","0.9110561609268188","0.9110561609268188","0.8420230746269226","0.8420230746269226","0.8420230746269226","0.7156373858451843","0.7156373858451843","0.7156373858451843"
"72","0.8428863286972046","0.8428863286972046","0.8428863286972046","0.7432856559753418","0.7432856559753418","0.7432856559753418","0.8536812663078308","0.8536812663078308","0.8536812663078308","0.8852977752685547","0.8852977752685547","0.8852977752685547","0.9671362638473511","0.9671362638473511","0.9671362638473511","0.9224730730056763","0.9224730730056763","0.9224730730056763","0.7771279811859131","0.7771279811859131","0.7771279811859131","0.6565754413604736","0.6565754413604736","0.6565754413604736"
"74","0.8339335322380066","0.8339335322380066","0.8339335322380066","0.7910155057907104","0.7910155057907104","0.7910155057907104","0.8310162425041199","0.8310162425041199","0.8310162425041199","0.8828727602958679","0.8828727602958679","0.8828727602958679","0.9278075098991394","0.9278075098991394","0.9278075098991394","0.8921036124229431","0.8921036124229431","0.8921036124229431","0.7381865382194519","0.7381865382194519","0.7381865382194519","0.648838460445404","0.648838460445404","0.648838460445404"
"76","0.7277367115020752","0.7277367115020752","0.7277367115020752","0.8134528994560242","0.8134528994560242","0.8134528994560242","0.9035837650299072","0.9035837650299072","0.9035837650299072","0.892979621887207","0.892979621887207","0.892979621887207","0.9861814379692078","0.9861814379692078","0.9861814379692078","0.9466298818588257","0.9466298818588257","0.9466298818588257","0.4488765001296997","0.4488765001296997","0.4488765001296997","0.6549350619316101","0.6549350619316101","0.6549350619316101"
"78","0.6693422198295593","0.6693422198295593","0.6693422198295593","0.7956427335739136","0.7956427335739136","0.7956427335739136","0.7079402208328247","0.7079402208328247","0.7079402208328247","0.8253726363182068","0.8253726363182068","0.8253726363182068","0.8177469968795776","0.8177469968795776","0.8177469968795776","0.8077279925346375","0.8077279925346375","0.8077279925346375","0.7579018473625183","0.7579018473625183","0.7579018473625183","0.6043797135353088","0.6043797135353088","0.6043797135353088"
"80","0.732526957988739","0.732526957988739","0.732526957988739","0.7984070777893066","0.7984070777893066","0.7984070777893066","0.8072551488876343","0.8072551488876343","0.8072551488876343","0.8363222479820251","0.8363222479820251","0.8363222479820251","0.9507464170455933","0.9507464170455933","0.9507464170455933","0.9286567568778992","0.9286567568778992","0.9286567568778992","0.7600271105766296","0.7600271105766296","0.7600271105766296","0.773699939250946","0.773699939250946","0.773699939250946"
"82","0.49341803789138794","0.49341803789138794","0.49341803789138794","0.6297934055328369","0.6297934055328369","0.6297934055328369","0.6892938613891602","0.6892938613891602","0.6892938613891602","0.7805880308151245","0.7805880308151245","0.7805880308151245","0.7158629298210144","0.7158629298210144","0.7158629298210144","0.7261583209037781","0.7261583209037781","0.7261583209037781","0.7577173113822937","0.7577173113822937","0.7577173113822937","0.7229546308517456","0.7229546308517456","0.7229546308517456"
"84","0.7466329336166382","0.7466329336166382","0.7466329336166382","0.8520249128341675","0.8520249128341675","0.8520249128341675","0.7670900225639343","0.7670900225639343","0.7670900225639343","0.8671053647994995","0.8671053647994995","0.8671053647994995","0.8677783012390137","0.8677783012390137","0.8677783012390137","0.8474199175834656","0.8474199175834656","0.8474199175834656","0.746901273727417","0.746901273727417","0.746901273727417","0.7023735046386719","0.7023735046386719","0.7023735046386719"
"86","0.7526506185531616","0.7526506185531616","0.7526506185531616","0.5238332748413086","0.5238332748413086","0.5238332748413086","0.895779013633728","0.895779013633728","0.895779013633728","0.9053792953491211","0.9053792953491211","0.9053792953491211","0.9498084783554077","0.9498084783554077","0.9498084783554077","0.8854670524597168","0.8854670524597168","0.8854670524597168","0.7826709747314453","0.7826709747314453","0.7826709747314453","0.7023755311965942","0.7023755311965942","0.7023755311965942"
"88","0.630585789680481","0.630585789680481","0.630585789680481","0.7504000663757324","0.7504000663757324","0.7504000663757324","0.6803749799728394","0.6803749799728394","0.6803749799728394","0.8138422966003418","0.8138422966003418","0.8138422966003418","0.7977215647697449","0.7977215647697449","0.7977215647697449","0.7971104979515076","0.7971104979515076","0.7971104979515076","0.7078700065612793","0.7078700065612793","0.7078700065612793","0.6592576503753662","0.6592576503753662","0.6592576503753662"
"90","0.8188402056694031","0.8188402056694031","0.8188402056694031","0.8011560440063477","0.8011560440063477","0.8011560440063477","0.7877141833305359","0.7877141833305359","0.7877141833305359","0.8567054271697998","0.8567054271697998","0.8567054271697998","0.9344186186790466","0.9344186186790466","0.9344186186790466","0.9228732585906982","0.9228732585906982","0.9228732585906982","0.7693667411804199","0.7693667411804199","0.7693667411804199","0.7193292379379272","0.7193292379379272","0.7193292379379272"
"92","0.7957472801208496","0.7957472801208496","0.7957472801208496","0.7791842818260193","0.7791842818260193","0.7791842818260193","0.9093976020812988","0.9093976020812988","0.9093976020812988","0.888649582862854","0.888649582862854","0.888649582862854","0.9188050627708435","0.9188050627708435","0.9188050627708435","0.919620156288147","0.919620156288147","0.919620156288147","0.77266925573349","0.77266925573349","0.77266925573349","0.7236554026603699","0.7236554026603699","0.7236554026603699"
"94","0.7923201322555542","0.7923201322555542","0.7923201322555542","0.8686136603355408","0.8686136603355408","0.8686136603355408","0.854594886302948","0.854594886302948","0.854594886302948","0.907751739025116","0.907751739025116","0.907751739025116","0.9780389070510864","0.9780389070510864","0.9780389070510864","0.9568338394165039","0.9568338394165039","0.9568338394165039","0.7711042761802673","0.7711042761802673","0.7711042761802673","0.7502301931381226","0.7502301931381226","0.7502301931381226"
"96","0.589566707611084","0.589566707611084","0.589566707611084","0.7435812950134277","0.7435812950134277","0.7435812950134277","0.7566035985946655","0.7566035985946655","0.7566035985946655","0.8235885500907898","0.8235885500907898","0.8235885500907898","0.8410203456878662","0.8410203456878662","0.8410203456878662","0.8494248390197754","0.8494248390197754","0.8494248390197754","0.7694858312606812","0.7694858312606812","0.7694858312606812","0.7354222536087036","0.7354222536087036","0.7354222536087036"
"98","0.7142932415008545","0.7142932415008545","0.7142932415008545","0.7850684523582458","0.7850684523582458","0.7850684523582458","0.8302922248840332","0.8302922248840332","0.8302922248840332","0.8368535041809082","0.8368535041809082","0.8368535041809082","0.9119439125061035","0.9119439125061035","0.9119439125061035","0.8790737986564636","0.8790737986564636","0.8790737986564636","0.8017404079437256","0.8017404079437256","0.8017404079437256","0.7590295076370239","0.7590295076370239","0.7590295076370239"
"100","0.6258177161216736","0.6258177161216736","0.6258177161216736","0.8400969505310059","0.8400969505310059","0.8400969505310059","0.8358407020568848","0.8358407020568848","0.8358407020568848","0.8401207327842712","0.8401207327842712","0.8401207327842712","0.9062673449516296","0.9062673449516296","0.9062673449516296","0.893752932548523","0.893752932548523","0.893752932548523","0.8011845350265503","0.8011845350265503","0.8011845350265503","0.658501148223877","0.658501148223877","0.658501148223877"
"102","0.4170231521129608","0.4170231521129608","0.4170231521129608","0.7886657118797302","0.7886657118797302","0.7886657118797302","0.8758382797241211","0.8758382797241211","0.8758382797241211","0.8440789580345154","0.8440789580345154","0.8440789580345154","0.8940266966819763","0.8940266966819763","0.8940266966819763","0.8873103857040405","0.8873103857040405","0.8873103857040405","0.8077609539031982","0.8077609539031982","0.8077609539031982","0.7278423309326172","0.7278423309326172","0.7278423309326172"
"104","0.2446005642414093","0.2446005642414093","0.2446005642414093","0.7737972140312195","0.7737972140312195","0.7737972140312195","0.8649830222129822","0.8649830222129822","0.8649830222129822","0.8822373151779175","0.8822373151779175","0.8822373151779175","0.866387128829956","0.866387128829956","0.866387128829956","0.8550834655761719","0.8550834655761719","0.8550834655761719","0.7760138511657715","0.7760138511657715","0.7760138511657715","0.7343475818634033","0.7343475818634033","0.7343475818634033"
"106","0.5682293772697449","0.5682293772697449","0.5682293772697449","0.8615509867668152","0.8615509867668152","0.8615509867668152","0.8471390008926392","0.8471390008926392","0.8471390008926392","0.9023633003234863","0.9023633003234863","0.9023633003234863","0.9474540948867798","0.9474540948867798","0.9474540948867798","0.8959993720054626","0.8959993720054626","0.8959993720054626","0.8838633894920349","0.8838633894920349","0.8838633894920349","0.7720000147819519","0.7720000147819519","0.7720000147819519"
"108","0.5594162940979004","0.5594162940979004","0.5594162940979004","0.7962421774864197","0.7962421774864197","0.7962421774864197","0.8528493642807007","0.8528493642807007","0.8528493642807007","0.889967143535614","0.889967143535614","0.889967143535614","0.8987284898757935","0.8987284898757935","0.8987284898757935","0.8684281706809998","0.8684281706809998","0.8684281706809998","0.7732855677604675","0.7732855677604675","0.7732855677604675","0.7710639238357544","0.7710639238357544","0.7710639238357544"
"110","0.6242611408233643","0.6242611408233643","0.6242611408233643","0.8709280490875244","0.8709280490875244","0.8709280490875244","0.951708972454071","0.951708972454071","0.951708972454071","0.9334402084350586","0.9334402084350586","0.9334402084350586","0.9958745837211609","0.9958745837211609","0.9958745837211609","0.9812474250793457","0.9812474250793457","0.9812474250793457","0.8303775191307068","0.8303775191307068","0.8303775191307068","0.7911356687545776","0.7911356687545776","0.7911356687545776"
