"Step","VOWELS_FILTER_b5_dual_waveform_bs16 - divergence_negative_z","VOWELS_FILTER_b5_dual_waveform_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b5_dual_waveform_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b1_dual_waveform_bs16 - divergence_negative_z","VOWELS_FILTER_b1_dual_waveform_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b1_dual_waveform_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b0.1_dual_waveform_bs16 - divergence_negative_z","VOWELS_FILTER_b0.1_dual_waveform_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b0.1_dual_waveform_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b0_dual_waveform_bs16 - divergence_negative_z","VOWELS_FILTER_b0_dual_waveform_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b0_dual_waveform_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_negative_z__MAX"
"112","0.651361346244812","0.651361346244812","0.651361346244812","0.9088945388793945","0.9088945388793945","0.9088945388793945","0.9027014970779419","0.9027014970779419","0.9027014970779419","0.9325035810470581","0.9325035810470581","0.9325035810470581","0.9115220308303833","0.9115220308303833","0.9115220308303833","0.9208791255950928","0.9208791255950928","0.9208791255950928","0.8601670265197754","0.8601670265197754","0.8601670265197754","0.7424274682998657","0.7424274682998657","0.7424274682998657"
"114","0.6007113456726074","0.6007113456726074","0.6007113456726074","0.8321309089660645","0.8321309089660645","0.8321309089660645","0.8404342532157898","0.8404342532157898","0.8404342532157898","0.889708399772644","0.889708399772644","0.889708399772644","0.9164137244224548","0.9164137244224548","0.9164137244224548","0.8417489528656006","0.8417489528656006","0.8417489528656006","0.7934025526046753","0.7934025526046753","0.7934025526046753","0.6805059909820557","0.6805059909820557","0.6805059909820557"
"116","0.7145859599113464","0.7145859599113464","0.7145859599113464","0.8897532224655151","0.8897532224655151","0.8897532224655151","0.9198012351989746","0.9198012351989746","0.9198012351989746","0.9086084365844727","0.9086084365844727","0.9086084365844727","0.933330774307251","0.933330774307251","0.933330774307251","0.8631893396377563","0.8631893396377563","0.8631893396377563","0.8181917071342468","0.8181917071342468","0.8181917071342468","0.770681619644165","0.770681619644165","0.770681619644165"
"118","0.7040714025497437","0.7040714025497437","0.7040714025497437","0.7583280801773071","0.7583280801773071","0.7583280801773071","0.8046013712882996","0.8046013712882996","0.8046013712882996","0.8428975939750671","0.8428975939750671","0.8428975939750671","0.8914913535118103","0.8914913535118103","0.8914913535118103","0.8558246493339539","0.8558246493339539","0.8558246493339539","0.8061822652816772","0.8061822652816772","0.8061822652816772","0.7152096629142761","0.7152096629142761","0.7152096629142761"
"120","0.7204039096832275","0.7204039096832275","0.7204039096832275","0.8448222875595093","0.8448222875595093","0.8448222875595093","0.8904535174369812","0.8904535174369812","0.8904535174369812","0.8842935562133789","0.8842935562133789","0.8842935562133789","0.9528538584709167","0.9528538584709167","0.9528538584709167","0.9576653838157654","0.9576653838157654","0.9576653838157654","0.8106760382652283","0.8106760382652283","0.8106760382652283","0.7385059595108032","0.7385059595108032","0.7385059595108032"
"122","0.7194676399230957","0.7194676399230957","0.7194676399230957","0.7949333190917969","0.7949333190917969","0.7949333190917969","0.8787665367126465","0.8787665367126465","0.8787665367126465","0.9148541688919067","0.9148541688919067","0.9148541688919067","0.8452584147453308","0.8452584147453308","0.8452584147453308","0.8475226163864136","0.8475226163864136","0.8475226163864136","0.7882494926452637","0.7882494926452637","0.7882494926452637","0.761748731136322","0.761748731136322","0.761748731136322"
"124","0.7122397422790527","0.7122397422790527","0.7122397422790527","0.8396848440170288","0.8396848440170288","0.8396848440170288","0.8816242218017578","0.8816242218017578","0.8816242218017578","0.8959018588066101","0.8959018588066101","0.8959018588066101","0.9773011207580566","0.9773011207580566","0.9773011207580566","0.917120635509491","0.917120635509491","0.917120635509491","0.8401901125907898","0.8401901125907898","0.8401901125907898","0.7527584433555603","0.7527584433555603","0.7527584433555603"
"126","0.7658867239952087","0.7658867239952087","0.7658867239952087","0.8268362283706665","0.8268362283706665","0.8268362283706665","0.8775148391723633","0.8775148391723633","0.8775148391723633","0.9138565063476562","0.9138565063476562","0.9138565063476562","0.999498724937439","0.999498724937439","0.999498724937439","0.9819080829620361","0.9819080829620361","0.9819080829620361","0.8672444224357605","0.8672444224357605","0.8672444224357605","0.7692837715148926","0.7692837715148926","0.7692837715148926"
"128","0.595129132270813","0.595129132270813","0.595129132270813","0.8250110149383545","0.8250110149383545","0.8250110149383545","0.7310342788696289","0.7310342788696289","0.7310342788696289","0.8789865374565125","0.8789865374565125","0.8789865374565125","0.9523228406906128","0.9523228406906128","0.9523228406906128","0.8732132911682129","0.8732132911682129","0.8732132911682129","0.8222082853317261","0.8222082853317261","0.8222082853317261","0.7882003784179688","0.7882003784179688","0.7882003784179688"
"130","0.7416402101516724","0.7416402101516724","0.7416402101516724","0.888605535030365","0.888605535030365","0.888605535030365","0.8236836194992065","0.8236836194992065","0.8236836194992065","0.9700120687484741","0.9700120687484741","0.9700120687484741","0.992010772228241","0.992010772228241","0.992010772228241","0.9702317118644714","0.9702317118644714","0.9702317118644714","0.8846043348312378","0.8846043348312378","0.8846043348312378","0.8149980306625366","0.8149980306625366","0.8149980306625366"
"132","0.7156285047531128","0.7156285047531128","0.7156285047531128","0.7743178606033325","0.7743178606033325","0.7743178606033325","0.855068564414978","0.855068564414978","0.855068564414978","0.8951748609542847","0.8951748609542847","0.8951748609542847","0.9488157033920288","0.9488157033920288","0.9488157033920288","0.9482244849205017","0.9482244849205017","0.9482244849205017","0.8330782651901245","0.8330782651901245","0.8330782651901245","0.7794525623321533","0.7794525623321533","0.7794525623321533"
"134","0.7284749746322632","0.7284749746322632","0.7284749746322632","0.857823371887207","0.857823371887207","0.857823371887207","0.8105964660644531","0.8105964660644531","0.8105964660644531","0.9446436166763306","0.9446436166763306","0.9446436166763306","0.9598619937896729","0.9598619937896729","0.9598619937896729","0.9397567510604858","0.9397567510604858","0.9397567510604858","0.8881438970565796","0.8881438970565796","0.8881438970565796","0.7779797315597534","0.7779797315597534","0.7779797315597534"
"136","0.7574133276939392","0.7574133276939392","0.7574133276939392","0.829619288444519","0.829619288444519","0.829619288444519","0.8309099674224854","0.8309099674224854","0.8309099674224854","0.9173762798309326","0.9173762798309326","0.9173762798309326","0.9342635869979858","0.9342635869979858","0.9342635869979858","0.9292291402816772","0.9292291402816772","0.9292291402816772","0.873222291469574","0.873222291469574","0.873222291469574","0.7969175577163696","0.7969175577163696","0.7969175577163696"
"138","0.8182295560836792","0.8182295560836792","0.8182295560836792","0.8148870468139648","0.8148870468139648","0.8148870468139648","0.9298505783081055","0.9298505783081055","0.9298505783081055","0.8550034761428833","0.8550034761428833","0.8550034761428833","0.9561118483543396","0.9561118483543396","0.9561118483543396","0.9519332647323608","0.9519332647323608","0.9519332647323608","0.8502117991447449","0.8502117991447449","0.8502117991447449","0.7776551246643066","0.7776551246643066","0.7776551246643066"
"140","0.6712133288383484","0.6712133288383484","0.6712133288383484","0.8196949362754822","0.8196949362754822","0.8196949362754822","0.8928213119506836","0.8928213119506836","0.8928213119506836","0.9431561231613159","0.9431561231613159","0.9431561231613159","0.9522775411605835","0.9522775411605835","0.9522775411605835","0.9583061933517456","0.9583061933517456","0.9583061933517456","0.8764349818229675","0.8764349818229675","0.8764349818229675","0.7648267149925232","0.7648267149925232","0.7648267149925232"
"142","0.771169126033783","0.771169126033783","0.771169126033783","0.8226784467697144","0.8226784467697144","0.8226784467697144","0.8965556025505066","0.8965556025505066","0.8965556025505066","0.9207859039306641","0.9207859039306641","0.9207859039306641","0.9447342157363892","0.9447342157363892","0.9447342157363892","0.8939504027366638","0.8939504027366638","0.8939504027366638","0.8284215927124023","0.8284215927124023","0.8284215927124023","0.8445262908935547","0.8445262908935547","0.8445262908935547"
"144","0.6732256412506104","0.6732256412506104","0.6732256412506104","0.8522395491600037","0.8522395491600037","0.8522395491600037","0.8830560445785522","0.8830560445785522","0.8830560445785522","0.9125818014144897","0.9125818014144897","0.9125818014144897","0.9705778360366821","0.9705778360366821","0.9705778360366821","0.9769756197929382","0.9769756197929382","0.9769756197929382","0.8699082136154175","0.8699082136154175","0.8699082136154175","0.7355830073356628","0.7355830073356628","0.7355830073356628"
"146","0.8381554484367371","0.8381554484367371","0.8381554484367371","0.8166269063949585","0.8166269063949585","0.8166269063949585","0.9174136519432068","0.9174136519432068","0.9174136519432068","0.9750728607177734","0.9750728607177734","0.9750728607177734","0.9874817728996277","0.9874817728996277","0.9874817728996277","0.9902130961418152","0.9902130961418152","0.9902130961418152","0.8675333261489868","0.8675333261489868","0.8675333261489868","0.7993910312652588","0.7993910312652588","0.7993910312652588"
"148","0.7513582110404968","0.7513582110404968","0.7513582110404968","0.8610185384750366","0.8610185384750366","0.8610185384750366","0.9236652255058289","0.9236652255058289","0.9236652255058289","0.8760896921157837","0.8760896921157837","0.8760896921157837","0.9530724883079529","0.9530724883079529","0.9530724883079529","0.9174849390983582","0.9174849390983582","0.9174849390983582","0.8694785833358765","0.8694785833358765","0.8694785833358765","0.8313507437705994","0.8313507437705994","0.8313507437705994"
"150","0.7506880164146423","0.7506880164146423","0.7506880164146423","0.8075010180473328","0.8075010180473328","0.8075010180473328","0.8135541677474976","0.8135541677474976","0.8135541677474976","0.8642175197601318","0.8642175197601318","0.8642175197601318","0.9706191420555115","0.9706191420555115","0.9706191420555115","0.9714983701705933","0.9714983701705933","0.9714983701705933","0.8466612100601196","0.8466612100601196","0.8466612100601196","0.7918004393577576","0.7918004393577576","0.7918004393577576"
"152","0.81230229139328","0.81230229139328","0.81230229139328","0.8092686533927917","0.8092686533927917","0.8092686533927917","0.7636288404464722","0.7636288404464722","0.7636288404464722","0.8343461751937866","0.8343461751937866","0.8343461751937866","0.902963399887085","0.902963399887085","0.902963399887085","0.8025388717651367","0.8025388717651367","0.8025388717651367","0.8267714977264404","0.8267714977264404","0.8267714977264404","0.7265681624412537","0.7265681624412537","0.7265681624412537"
"154","0.6926530599594116","0.6926530599594116","0.6926530599594116","0.8473720550537109","0.8473720550537109","0.8473720550537109","0.824864387512207","0.824864387512207","0.824864387512207","0.7884919047355652","0.7884919047355652","0.7884919047355652","0.9083654284477234","0.9083654284477234","0.9083654284477234","0.8700620532035828","0.8700620532035828","0.8700620532035828","0.8041755557060242","0.8041755557060242","0.8041755557060242","0.7853816747665405","0.7853816747665405","0.7853816747665405"
"156","0.7468910217285156","0.7468910217285156","0.7468910217285156","0.8095568418502808","0.8095568418502808","0.8095568418502808","0.877149760723114","0.877149760723114","0.877149760723114","0.8472471237182617","0.8472471237182617","0.8472471237182617","0.9165489077568054","0.9165489077568054","0.9165489077568054","0.8707540035247803","0.8707540035247803","0.8707540035247803","0.866599440574646","0.866599440574646","0.866599440574646","0.7615083456039429","0.7615083456039429","0.7615083456039429"
"158","0.7700280547142029","0.7700280547142029","0.7700280547142029","0.8607866168022156","0.8607866168022156","0.8607866168022156","0.8989266753196716","0.8989266753196716","0.8989266753196716","0.8399960398674011","0.8399960398674011","0.8399960398674011","0.9007827639579773","0.9007827639579773","0.9007827639579773","0.8398102521896362","0.8398102521896362","0.8398102521896362","0.7945655584335327","0.7945655584335327","0.7945655584335327","0.8027933835983276","0.8027933835983276","0.8027933835983276"
"160","0.766485869884491","0.766485869884491","0.766485869884491","0.8970850706100464","0.8970850706100464","0.8970850706100464","0.9011408090591431","0.9011408090591431","0.9011408090591431","0.9043183326721191","0.9043183326721191","0.9043183326721191","0.9193935394287109","0.9193935394287109","0.9193935394287109","0.9032634496688843","0.9032634496688843","0.9032634496688843","0.8439716100692749","0.8439716100692749","0.8439716100692749","0.7776791453361511","0.7776791453361511","0.7776791453361511"
"162","0.14032286405563354","0.14032286405563354","0.14032286405563354","0.8629090189933777","0.8629090189933777","0.8629090189933777","0.8282474279403687","0.8282474279403687","0.8282474279403687","0.8973129987716675","0.8973129987716675","0.8973129987716675","0.9169497489929199","0.9169497489929199","0.9169497489929199","0.8933116793632507","0.8933116793632507","0.8933116793632507","0.7950387001037598","0.7950387001037598","0.7950387001037598","0.7834574580192566","0.7834574580192566","0.7834574580192566"
"164","0.6368193626403809","0.6368193626403809","0.6368193626403809","0.8349248766899109","0.8349248766899109","0.8349248766899109","0.8823179602622986","0.8823179602622986","0.8823179602622986","0.9135519862174988","0.9135519862174988","0.9135519862174988","0.8932940363883972","0.8932940363883972","0.8932940363883972","0.8372041583061218","0.8372041583061218","0.8372041583061218","0.7833434343338013","0.7833434343338013","0.7833434343338013","0.6616145968437195","0.6616145968437195","0.6616145968437195"
"166","0.7179925441741943","0.7179925441741943","0.7179925441741943","0.8355020880699158","0.8355020880699158","0.8355020880699158","0.8667066097259521","0.8667066097259521","0.8667066097259521","0.908768355846405","0.908768355846405","0.908768355846405","0.9617123603820801","0.9617123603820801","0.9617123603820801","0.9144441485404968","0.9144441485404968","0.9144441485404968","0.8187915086746216","0.8187915086746216","0.8187915086746216","0.78363436460495","0.78363436460495","0.78363436460495"
"168","0.7412266135215759","0.7412266135215759","0.7412266135215759","0.929548442363739","0.929548442363739","0.929548442363739","0.9227354526519775","0.9227354526519775","0.9227354526519775","0.9478023052215576","0.9478023052215576","0.9478023052215576","0.9884363412857056","0.9884363412857056","0.9884363412857056","0.9917402267456055","0.9917402267456055","0.9917402267456055","0.9462389349937439","0.9462389349937439","0.9462389349937439","0.8520051836967468","0.8520051836967468","0.8520051836967468"
"170","0.8462315797805786","0.8462315797805786","0.8462315797805786","0.8633657693862915","0.8633657693862915","0.8633657693862915","0.9372568130493164","0.9372568130493164","0.9372568130493164","0.9012929797172546","0.9012929797172546","0.9012929797172546","0.986890435218811","0.986890435218811","0.986890435218811","0.9258089065551758","0.9258089065551758","0.9258089065551758","0.8378052711486816","0.8378052711486816","0.8378052711486816","0.8767521381378174","0.8767521381378174","0.8767521381378174"
"172","0.7453452944755554","0.7453452944755554","0.7453452944755554","0.8913973569869995","0.8913973569869995","0.8913973569869995","0.9152125716209412","0.9152125716209412","0.9152125716209412","0.935503363609314","0.935503363609314","0.935503363609314","0.9462229609489441","0.9462229609489441","0.9462229609489441","0.8891887664794922","0.8891887664794922","0.8891887664794922","0.8762754797935486","0.8762754797935486","0.8762754797935486","0.7708133459091187","0.7708133459091187","0.7708133459091187"
"174","0.6843024492263794","0.6843024492263794","0.6843024492263794","0.8472223281860352","0.8472223281860352","0.8472223281860352","0.8749153017997742","0.8749153017997742","0.8749153017997742","0.8979474306106567","0.8979474306106567","0.8979474306106567","0.9406630992889404","0.9406630992889404","0.9406630992889404","0.9506571292877197","0.9506571292877197","0.9506571292877197","0.8586430549621582","0.8586430549621582","0.8586430549621582","0.8204537630081177","0.8204537630081177","0.8204537630081177"
"176","0.7669634819030762","0.7669634819030762","0.7669634819030762","0.9150769114494324","0.9150769114494324","0.9150769114494324","0.9388462901115417","0.9388462901115417","0.9388462901115417","0.9283964037895203","0.9283964037895203","0.9283964037895203","0.9461774230003357","0.9461774230003357","0.9461774230003357","0.9550603628158569","0.9550603628158569","0.9550603628158569","0.8781956434249878","0.8781956434249878","0.8781956434249878","0.8796863555908203","0.8796863555908203","0.8796863555908203"
"178","0.7431167364120483","0.7431167364120483","0.7431167364120483","0.9473458528518677","0.9473458528518677","0.9473458528518677","0.95367830991745","0.95367830991745","0.95367830991745","0.9641994833946228","0.9641994833946228","0.9641994833946228","0.9710831046104431","0.9710831046104431","0.9710831046104431","0.9353797435760498","0.9353797435760498","0.9353797435760498","0.9182319045066833","0.9182319045066833","0.9182319045066833","0.8882188200950623","0.8882188200950623","0.8882188200950623"
"180","0.7687966227531433","0.7687966227531433","0.7687966227531433","0.8539101481437683","0.8539101481437683","0.8539101481437683","0.9100958108901978","0.9100958108901978","0.9100958108901978","0.8190234899520874","0.8190234899520874","0.8190234899520874","0.9428150653839111","0.9428150653839111","0.9428150653839111","0.9003453254699707","0.9003453254699707","0.9003453254699707","0.8647782802581787","0.8647782802581787","0.8647782802581787","0.7983934283256531","0.7983934283256531","0.7983934283256531"
"182","0.1304444819688797","0.1304444819688797","0.1304444819688797","0.8148600459098816","0.8148600459098816","0.8148600459098816","0.878436267375946","0.878436267375946","0.878436267375946","0.8434702157974243","0.8434702157974243","0.8434702157974243","0.9567708373069763","0.9567708373069763","0.9567708373069763","0.9569720029830933","0.9569720029830933","0.9569720029830933","0.8972923159599304","0.8972923159599304","0.8972923159599304","0.8265889883041382","0.8265889883041382","0.8265889883041382"
"184","0.7498122453689575","0.7498122453689575","0.7498122453689575","0.832327127456665","0.832327127456665","0.832327127456665","0.9125992059707642","0.9125992059707642","0.9125992059707642","0.8415328860282898","0.8415328860282898","0.8415328860282898","0.9299668073654175","0.9299668073654175","0.9299668073654175","0.9228739738464355","0.9228739738464355","0.9228739738464355","0.8077346682548523","0.8077346682548523","0.8077346682548523","0.8365035057067871","0.8365035057067871","0.8365035057067871"
"186","0.799751877784729","0.799751877784729","0.799751877784729","0.8629664182662964","0.8629664182662964","0.8629664182662964","0.9072932004928589","0.9072932004928589","0.9072932004928589","0.9160549640655518","0.9160549640655518","0.9160549640655518","0.957009494304657","0.957009494304657","0.957009494304657","0.9163458347320557","0.9163458347320557","0.9163458347320557","0.8943753242492676","0.8943753242492676","0.8943753242492676","0.8491414785385132","0.8491414785385132","0.8491414785385132"
"188","0.7644228935241699","0.7644228935241699","0.7644228935241699","0.889738917350769","0.889738917350769","0.889738917350769","0.9046212434768677","0.9046212434768677","0.9046212434768677","0.8815093040466309","0.8815093040466309","0.8815093040466309","0.923923671245575","0.923923671245575","0.923923671245575","0.8831827044487","0.8831827044487","0.8831827044487","0.886497437953949","0.886497437953949","0.886497437953949","0.8355259299278259","0.8355259299278259","0.8355259299278259"
"190","0.7842344045639038","0.7842344045639038","0.7842344045639038","0.7943212985992432","0.7943212985992432","0.7943212985992432","0.8688015937805176","0.8688015937805176","0.8688015937805176","0.8955115675926208","0.8955115675926208","0.8955115675926208","0.9542179107666016","0.9542179107666016","0.9542179107666016","0.9196507334709167","0.9196507334709167","0.9196507334709167","0.8325095176696777","0.8325095176696777","0.8325095176696777","0.7812950015068054","0.7812950015068054","0.7812950015068054"
"192","0.7771862745285034","0.7771862745285034","0.7771862745285034","0.8593031764030457","0.8593031764030457","0.8593031764030457","0.9104037284851074","0.9104037284851074","0.9104037284851074","0.8944324851036072","0.8944324851036072","0.8944324851036072","0.9260958433151245","0.9260958433151245","0.9260958433151245","0.9045089483261108","0.9045089483261108","0.9045089483261108","0.8268194198608398","0.8268194198608398","0.8268194198608398","0.8080090284347534","0.8080090284347534","0.8080090284347534"
"194","0.8224395513534546","0.8224395513534546","0.8224395513534546","0.9246060252189636","0.9246060252189636","0.9246060252189636","0.8864284753799438","0.8864284753799438","0.8864284753799438","0.8963223695755005","0.8963223695755005","0.8963223695755005","0.9666492342948914","0.9666492342948914","0.9666492342948914","0.9420375227928162","0.9420375227928162","0.9420375227928162","0.931272029876709","0.931272029876709","0.931272029876709","0.8346652984619141","0.8346652984619141","0.8346652984619141"
"196","0.7823578715324402","0.7823578715324402","0.7823578715324402","0.8297132849693298","0.8297132849693298","0.8297132849693298","0.8490392565727234","0.8490392565727234","0.8490392565727234","0.8501402735710144","0.8501402735710144","0.8501402735710144","0.8004714846611023","0.8004714846611023","0.8004714846611023","0.8074300289154053","0.8074300289154053","0.8074300289154053","0.7489217519760132","0.7489217519760132","0.7489217519760132","0.8339051008224487","0.8339051008224487","0.8339051008224487"
"198","0.7912520170211792","0.7912520170211792","0.7912520170211792","0.8372195959091187","0.8372195959091187","0.8372195959091187","0.9144463539123535","0.9144463539123535","0.9144463539123535","0.9089049100875854","0.9089049100875854","0.9089049100875854","0.9959537982940674","0.9959537982940674","0.9959537982940674","0.9493275880813599","0.9493275880813599","0.9493275880813599","0.8812750577926636","0.8812750577926636","0.8812750577926636","0.8511193990707397","0.8511193990707397","0.8511193990707397"
"200","0.7980121374130249","0.7980121374130249","0.7980121374130249","0.807689368724823","0.807689368724823","0.807689368724823","0.9369615316390991","0.9369615316390991","0.9369615316390991","0.939129114151001","0.939129114151001","0.939129114151001","0.9745221138000488","0.9745221138000488","0.9745221138000488","0.9618613123893738","0.9618613123893738","0.9618613123893738","0.8123083114624023","0.8123083114624023","0.8123083114624023","0.8597579002380371","0.8597579002380371","0.8597579002380371"
"202","0.8073980212211609","0.8073980212211609","0.8073980212211609","0.8430079221725464","0.8430079221725464","0.8430079221725464","0.9329282641410828","0.9329282641410828","0.9329282641410828","0.9344378709793091","0.9344378709793091","0.9344378709793091","0.9717655181884766","0.9717655181884766","0.9717655181884766","0.9354619383811951","0.9354619383811951","0.9354619383811951","0.8452844619750977","0.8452844619750977","0.8452844619750977","0.7564732432365417","0.7564732432365417","0.7564732432365417"
"204","0.7920982837677002","0.7920982837677002","0.7920982837677002","0.8058826923370361","0.8058826923370361","0.8058826923370361","0.8977140188217163","0.8977140188217163","0.8977140188217163","0.8872510194778442","0.8872510194778442","0.8872510194778442","0.9387621879577637","0.9387621879577637","0.9387621879577637","0.9517247676849365","0.9517247676849365","0.9517247676849365","0.7468657493591309","0.7468657493591309","0.7468657493591309","0.80291748046875","0.80291748046875","0.80291748046875"
"206","0.7951533198356628","0.7951533198356628","0.7951533198356628","0.8671610355377197","0.8671610355377197","0.8671610355377197","0.8546318411827087","0.8546318411827087","0.8546318411827087","0.8929067850112915","0.8929067850112915","0.8929067850112915","0.963943362236023","0.963943362236023","0.963943362236023","0.9334295988082886","0.9334295988082886","0.9334295988082886","0.8746275901794434","0.8746275901794434","0.8746275901794434","0.8512313365936279","0.8512313365936279","0.8512313365936279"
"208","0.835452675819397","0.835452675819397","0.835452675819397","0.8001130819320679","0.8001130819320679","0.8001130819320679","0.9418246150016785","0.9418246150016785","0.9418246150016785","0.9373749494552612","0.9373749494552612","0.9373749494552612","0.9599494934082031","0.9599494934082031","0.9599494934082031","0.9445003271102905","0.9445003271102905","0.9445003271102905","0.8889484405517578","0.8889484405517578","0.8889484405517578","0.8915514349937439","0.8915514349937439","0.8915514349937439"
"210","0.7968416213989258","0.7968416213989258","0.7968416213989258","0.9188030958175659","0.9188030958175659","0.9188030958175659","0.9124938249588013","0.9124938249588013","0.9124938249588013","0.9246377944946289","0.9246377944946289","0.9246377944946289","0.9794861078262329","0.9794861078262329","0.9794861078262329","0.9696556925773621","0.9696556925773621","0.9696556925773621","0.8496999144554138","0.8496999144554138","0.8496999144554138","0.8801018595695496","0.8801018595695496","0.8801018595695496"
"212","0.8223385810852051","0.8223385810852051","0.8223385810852051","0.9457615613937378","0.9457615613937378","0.9457615613937378","0.8982824087142944","0.8982824087142944","0.8982824087142944","0.9082235097885132","0.9082235097885132","0.9082235097885132","0.9365535974502563","0.9365535974502563","0.9365535974502563","0.8956782817840576","0.8956782817840576","0.8956782817840576","0.8478658199310303","0.8478658199310303","0.8478658199310303","0.7504242658615112","0.7504242658615112","0.7504242658615112"
"214","0.6914646625518799","0.6914646625518799","0.6914646625518799","0.8025423288345337","0.8025423288345337","0.8025423288345337","0.9202933311462402","0.9202933311462402","0.9202933311462402","0.8721796274185181","0.8721796274185181","0.8721796274185181","0.950356125831604","0.950356125831604","0.950356125831604","0.9586812257766724","0.9586812257766724","0.9586812257766724","0.8355004787445068","0.8355004787445068","0.8355004787445068","0.8444662094116211","0.8444662094116211","0.8444662094116211"
"216","0.7588981986045837","0.7588981986045837","0.7588981986045837","0.8676894903182983","0.8676894903182983","0.8676894903182983","0.9278504848480225","0.9278504848480225","0.9278504848480225","0.9223368167877197","0.9223368167877197","0.9223368167877197","0.9869449138641357","0.9869449138641357","0.9869449138641357","0.9582743048667908","0.9582743048667908","0.9582743048667908","0.8709723353385925","0.8709723353385925","0.8709723353385925","0.7474650740623474","0.7474650740623474","0.7474650740623474"
"218","0.6487762928009033","0.6487762928009033","0.6487762928009033","0.8603965640068054","0.8603965640068054","0.8603965640068054","0.9072079658508301","0.9072079658508301","0.9072079658508301","0.8316720724105835","0.8316720724105835","0.8316720724105835","0.9358325004577637","0.9358325004577637","0.9358325004577637","0.8687700033187866","0.8687700033187866","0.8687700033187866","0.8954035043716431","0.8954035043716431","0.8954035043716431","0.8355731964111328","0.8355731964111328","0.8355731964111328"
"220","0.8120182752609253","0.8120182752609253","0.8120182752609253","0.8815457820892334","0.8815457820892334","0.8815457820892334","0.8300809264183044","0.8300809264183044","0.8300809264183044","0.8630921244621277","0.8630921244621277","0.8630921244621277","0.9295980334281921","0.9295980334281921","0.9295980334281921","0.9087302088737488","0.9087302088737488","0.9087302088737488","0.8800653219223022","0.8800653219223022","0.8800653219223022","0.8699290156364441","0.8699290156364441","0.8699290156364441"
"222","0.8597850799560547","0.8597850799560547","0.8597850799560547","0.7611979246139526","0.7611979246139526","0.7611979246139526","0.8371437788009644","0.8371437788009644","0.8371437788009644","0.8821223974227905","0.8821223974227905","0.8821223974227905","0.9619694948196411","0.9619694948196411","0.9619694948196411","0.9065505266189575","0.9065505266189575","0.9065505266189575","0.8988900184631348","0.8988900184631348","0.8988900184631348","0.7826446294784546","0.7826446294784546","0.7826446294784546"
"224","0.6089586019515991","0.6089586019515991","0.6089586019515991","0.8887369632720947","0.8887369632720947","0.8887369632720947","0.8697604537010193","0.8697604537010193","0.8697604537010193","0.8631771802902222","0.8631771802902222","0.8631771802902222","0.9704468250274658","0.9704468250274658","0.9704468250274658","0.9656037092208862","0.9656037092208862","0.9656037092208862","0.8549247980117798","0.8549247980117798","0.8549247980117798","0.8240670561790466","0.8240670561790466","0.8240670561790466"
"226","0.6854316592216492","0.6854316592216492","0.6854316592216492","0.899085521697998","0.899085521697998","0.899085521697998","0.9173282384872437","0.9173282384872437","0.9173282384872437","0.9247719645500183","0.9247719645500183","0.9247719645500183","0.873182475566864","0.873182475566864","0.873182475566864","0.8798012137413025","0.8798012137413025","0.8798012137413025","0.8387885093688965","0.8387885093688965","0.8387885093688965","0.838381290435791","0.838381290435791","0.838381290435791"
"228","0.7653295397758484","0.7653295397758484","0.7653295397758484","0.8621623516082764","0.8621623516082764","0.8621623516082764","0.9365116953849792","0.9365116953849792","0.9365116953849792","0.9271434545516968","0.9271434545516968","0.9271434545516968","0.9405019283294678","0.9405019283294678","0.9405019283294678","0.9334722757339478","0.9334722757339478","0.9334722757339478","0.9218614101409912","0.9218614101409912","0.9218614101409912","0.8470292091369629","0.8470292091369629","0.8470292091369629"
"230","0.7973208427429199","0.7973208427429199","0.7973208427429199","0.8968298435211182","0.8968298435211182","0.8968298435211182","0.9163955450057983","0.9163955450057983","0.9163955450057983","0.9014962911605835","0.9014962911605835","0.9014962911605835","0.9792448282241821","0.9792448282241821","0.9792448282241821","0.9653713703155518","0.9653713703155518","0.9653713703155518","0.8330169916152954","0.8330169916152954","0.8330169916152954","0.8639059066772461","0.8639059066772461","0.8639059066772461"