"Step","VOWELS_FILTER_b5_dual_waveform_bs16 - divergence_positive_z","VOWELS_FILTER_b5_dual_waveform_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b5_dual_waveform_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b1_dual_waveform_bs16 - divergence_positive_z","VOWELS_FILTER_b1_dual_waveform_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b1_dual_waveform_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b0.1_dual_waveform_bs16 - divergence_positive_z","VOWELS_FILTER_b0.1_dual_waveform_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b0.1_dual_waveform_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b0_dual_waveform_bs16 - divergence_positive_z","VOWELS_FILTER_b0_dual_waveform_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b0_dual_waveform_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_positive_z__MAX"
"112","0.41380250453948975","0.41380250453948975","0.41380250453948975","0.46417564153671265","0.46417564153671265","0.46417564153671265","0.42531999945640564","0.42531999945640564","0.42531999945640564","0.4376133680343628","0.4376133680343628","0.4376133680343628","0.377994179725647","0.377994179725647","0.377994179725647","0.38312840461730957","0.38312840461730957","0.38312840461730957","0.4456815719604492","0.4456815719604492","0.4456815719604492","0.37693139910697937","0.37693139910697937","0.37693139910697937"
"114","0.3591129183769226","0.3591129183769226","0.3591129183769226","0.42384493350982666","0.42384493350982666","0.42384493350982666","0.40137308835983276","0.40137308835983276","0.40137308835983276","0.41489148139953613","0.41489148139953613","0.41489148139953613","0.3843247890472412","0.3843247890472412","0.3843247890472412","0.36881086230278015","0.36881086230278015","0.36881086230278015","0.4130677580833435","0.4130677580833435","0.4130677580833435","0.3445168435573578","0.3445168435573578","0.3445168435573578"
"116","0.3848085105419159","0.3848085105419159","0.3848085105419159","0.42915600538253784","0.42915600538253784","0.42915600538253784","0.447309672832489","0.447309672832489","0.447309672832489","0.4215933680534363","0.4215933680534363","0.4215933680534363","0.38251256942749023","0.38251256942749023","0.38251256942749023","0.36420902609825134","0.36420902609825134","0.36420902609825134","0.41396403312683105","0.41396403312683105","0.41396403312683105","0.39205896854400635","0.39205896854400635","0.39205896854400635"
"118","0.3965284824371338","0.3965284824371338","0.3965284824371338","0.3697757124900818","0.3697757124900818","0.3697757124900818","0.3841233253479004","0.3841233253479004","0.3841233253479004","0.38242098689079285","0.38242098689079285","0.38242098689079285","0.3648119568824768","0.3648119568824768","0.3648119568824768","0.34871000051498413","0.34871000051498413","0.34871000051498413","0.4221159815788269","0.4221159815788269","0.4221159815788269","0.38369041681289673","0.38369041681289673","0.38369041681289673"
"120","0.38031572103500366","0.38031572103500366","0.38031572103500366","0.4421952962875366","0.4421952962875366","0.4421952962875366","0.4150669276714325","0.4150669276714325","0.4150669276714325","0.40483662486076355","0.40483662486076355","0.40483662486076355","0.3796960115432739","0.3796960115432739","0.3796960115432739","0.387403666973114","0.387403666973114","0.387403666973114","0.40784066915512085","0.40784066915512085","0.40784066915512085","0.3677457273006439","0.3677457273006439","0.3677457273006439"
"122","0.39404821395874023","0.39404821395874023","0.39404821395874023","0.407094806432724","0.407094806432724","0.407094806432724","0.4441096782684326","0.4441096782684326","0.4441096782684326","0.43761301040649414","0.43761301040649414","0.43761301040649414","0.35294613242149353","0.35294613242149353","0.35294613242149353","0.36296042799949646","0.36296042799949646","0.36296042799949646","0.41402703523635864","0.41402703523635864","0.41402703523635864","0.40040501952171326","0.40040501952171326","0.40040501952171326"
"124","0.37952280044555664","0.37952280044555664","0.37952280044555664","0.4139561355113983","0.4139561355113983","0.4139561355113983","0.419758141040802","0.419758141040802","0.419758141040802","0.40962767601013184","0.40962767601013184","0.40962767601013184","0.4004119038581848","0.4004119038581848","0.4004119038581848","0.3751560151576996","0.3751560151576996","0.3751560151576996","0.41277629137039185","0.41277629137039185","0.41277629137039185","0.3699510097503662","0.3699510097503662","0.3699510097503662"
"126","0.4033193588256836","0.4033193588256836","0.4033193588256836","0.38377970457077026","0.38377970457077026","0.38377970457077026","0.39871150255203247","0.39871150255203247","0.39871150255203247","0.4018096327781677","0.4018096327781677","0.4018096327781677","0.411446213722229","0.411446213722229","0.411446213722229","0.42507725954055786","0.42507725954055786","0.42507725954055786","0.43425923585891724","0.43425923585891724","0.43425923585891724","0.37858328223228455","0.37858328223228455","0.37858328223228455"
"128","0.3206322491168976","0.3206322491168976","0.3206322491168976","0.39873945713043213","0.39873945713043213","0.39873945713043213","0.34532806277275085","0.34532806277275085","0.34532806277275085","0.3970131576061249","0.3970131576061249","0.3970131576061249","0.39570921659469604","0.39570921659469604","0.39570921659469604","0.3799460828304291","0.3799460828304291","0.3799460828304291","0.4220712184906006","0.4220712184906006","0.4220712184906006","0.4043930470943451","0.4043930470943451","0.4043930470943451"
"130","0.38518428802490234","0.38518428802490234","0.38518428802490234","0.43694716691970825","0.43694716691970825","0.43694716691970825","0.37501662969589233","0.37501662969589233","0.37501662969589233","0.4494342803955078","0.4494342803955078","0.4494342803955078","0.40271931886672974","0.40271931886672974","0.40271931886672974","0.4081311821937561","0.4081311821937561","0.4081311821937561","0.4376983046531677","0.4376983046531677","0.4376983046531677","0.4167977273464203","0.4167977273464203","0.4167977273464203"
"132","0.36772918701171875","0.36772918701171875","0.36772918701171875","0.3540949821472168","0.3540949821472168","0.3540949821472168","0.3959619998931885","0.3959619998931885","0.3959619998931885","0.39508265256881714","0.39508265256881714","0.39508265256881714","0.3775140643119812","0.3775140643119812","0.3775140643119812","0.3931042551994324","0.3931042551994324","0.3931042551994324","0.419605016708374","0.419605016708374","0.419605016708374","0.3991584777832031","0.3991584777832031","0.3991584777832031"
"134","0.3985564112663269","0.3985564112663269","0.3985564112663269","0.4089626967906952","0.4089626967906952","0.4089626967906952","0.36644428968429565","0.36644428968429565","0.36644428968429565","0.4365635812282562","0.4365635812282562","0.4365635812282562","0.38472098112106323","0.38472098112106323","0.38472098112106323","0.38551148772239685","0.38551148772239685","0.38551148772239685","0.4284077286720276","0.4284077286720276","0.4284077286720276","0.396503746509552","0.396503746509552","0.396503746509552"
"136","0.4009968042373657","0.4009968042373657","0.4009968042373657","0.4016748368740082","0.4016748368740082","0.4016748368740082","0.40452536940574646","0.40452536940574646","0.40452536940574646","0.4213961362838745","0.4213961362838745","0.4213961362838745","0.374051034450531","0.374051034450531","0.374051034450531","0.38571232557296753","0.38571232557296753","0.38571232557296753","0.44216570258140564","0.44216570258140564","0.44216570258140564","0.4148702621459961","0.4148702621459961","0.4148702621459961"
"138","0.443981409072876","0.443981409072876","0.443981409072876","0.3928110599517822","0.3928110599517822","0.3928110599517822","0.44106003642082214","0.44106003642082214","0.44106003642082214","0.37734779715538025","0.37734779715538025","0.37734779715538025","0.3807969093322754","0.3807969093322754","0.3807969093322754","0.39478573203086853","0.39478573203086853","0.39478573203086853","0.4134732186794281","0.4134732186794281","0.4134732186794281","0.3951587677001953","0.3951587677001953","0.3951587677001953"
"140","0.3503718376159668","0.3503718376159668","0.3503718376159668","0.40260422229766846","0.40260422229766846","0.40260422229766846","0.43462294340133667","0.43462294340133667","0.43462294340133667","0.4549088478088379","0.4549088478088379","0.4549088478088379","0.40193313360214233","0.40193313360214233","0.40193313360214233","0.410679429769516","0.410679429769516","0.410679429769516","0.44865936040878296","0.44865936040878296","0.44865936040878296","0.38989752531051636","0.38989752531051636","0.38989752531051636"
"142","0.39880651235580444","0.39880651235580444","0.39880651235580444","0.40368029475212097","0.40368029475212097","0.40368029475212097","0.4224533438682556","0.4224533438682556","0.4224533438682556","0.41502517461776733","0.41502517461776733","0.41502517461776733","0.3769037127494812","0.3769037127494812","0.3769037127494812","0.3672870397567749","0.3672870397567749","0.3672870397567749","0.4074849784374237","0.4074849784374237","0.4074849784374237","0.42194223403930664","0.42194223403930664","0.42194223403930664"
"144","0.3298945426940918","0.3298945426940918","0.3298945426940918","0.406364381313324","0.406364381313324","0.406364381313324","0.40599626302719116","0.40599626302719116","0.40599626302719116","0.4050062596797943","0.4050062596797943","0.4050062596797943","0.3783521056175232","0.3783521056175232","0.3783521056175232","0.40188634395599365","0.40188634395599365","0.40188634395599365","0.40174955129623413","0.40174955129623413","0.40174955129623413","0.36330747604370117","0.36330747604370117","0.36330747604370117"
"146","0.44741082191467285","0.44741082191467285","0.44741082191467285","0.40087980031967163","0.40087980031967163","0.40087980031967163","0.42995309829711914","0.42995309829711914","0.42995309829711914","0.4531082808971405","0.4531082808971405","0.4531082808971405","0.3988076150417328","0.3988076150417328","0.3988076150417328","0.42778027057647705","0.42778027057647705","0.42778027057647705","0.41762328147888184","0.41762328147888184","0.41762328147888184","0.3906850516796112","0.3906850516796112","0.3906850516796112"
"148","0.38454771041870117","0.38454771041870117","0.38454771041870117","0.42154455184936523","0.42154455184936523","0.42154455184936523","0.43927106261253357","0.43927106261253357","0.43927106261253357","0.38743722438812256","0.38743722438812256","0.38743722438812256","0.39452001452445984","0.39452001452445984","0.39452001452445984","0.38585397601127625","0.38585397601127625","0.38585397601127625","0.4264318645000458","0.4264318645000458","0.4264318645000458","0.431755006313324","0.431755006313324","0.431755006313324"
"150","0.39303165674209595","0.39303165674209595","0.39303165674209595","0.3819761276245117","0.3819761276245117","0.3819761276245117","0.3747716546058655","0.3747716546058655","0.3747716546058655","0.3706032931804657","0.3706032931804657","0.3706032931804657","0.3770390748977661","0.3770390748977661","0.3770390748977661","0.39170974493026733","0.39170974493026733","0.39170974493026733","0.39157578349113464","0.39157578349113464","0.39157578349113464","0.3808852434158325","0.3808852434158325","0.3808852434158325"
"152","0.4341731667518616","0.4341731667518616","0.4341731667518616","0.4056215286254883","0.4056215286254883","0.4056215286254883","0.3557318150997162","0.3557318150997162","0.3557318150997162","0.3714807629585266","0.3714807629585266","0.3714807629585266","0.3699791431427002","0.3699791431427002","0.3699791431427002","0.3395233154296875","0.3395233154296875","0.3395233154296875","0.40439653396606445","0.40439653396606445","0.40439653396606445","0.3702985644340515","0.3702985644340515","0.3702985644340515"
"154","0.3535735607147217","0.3535735607147217","0.3535735607147217","0.4296928346157074","0.4296928346157074","0.4296928346157074","0.39599311351776123","0.39599311351776123","0.39599311351776123","0.3606312870979309","0.3606312870979309","0.3606312870979309","0.3690066933631897","0.3690066933631897","0.3690066933631897","0.37393391132354736","0.37393391132354736","0.37393391132354736","0.3958424925804138","0.3958424925804138","0.3958424925804138","0.3988540768623352","0.3988540768623352","0.3988540768623352"
"156","0.39090269804000854","0.39090269804000854","0.39090269804000854","0.40352702140808105","0.40352702140808105","0.40352702140808105","0.4220702648162842","0.4220702648162842","0.4220702648162842","0.3855193555355072","0.3855193555355072","0.3855193555355072","0.3804706037044525","0.3804706037044525","0.3804706037044525","0.37411555647850037","0.37411555647850037","0.37411555647850037","0.43589910864830017","0.43589910864830017","0.43589910864830017","0.39770421385765076","0.39770421385765076","0.39770421385765076"
"158","0.39434751868247986","0.39434751868247986","0.39434751868247986","0.43080639839172363","0.43080639839172363","0.43080639839172363","0.4371569752693176","0.4371569752693176","0.4371569752693176","0.3762241303920746","0.3762241303920746","0.3762241303920746","0.3652239441871643","0.3652239441871643","0.3652239441871643","0.3525925278663635","0.3525925278663635","0.3525925278663635","0.38478657603263855","0.38478657603263855","0.38478657603263855","0.40625399351119995","0.40625399351119995","0.40625399351119995"
"160","0.38366422057151794","0.38366422057151794","0.38366422057151794","0.46701741218566895","0.46701741218566895","0.46701741218566895","0.4248412549495697","0.4248412549495697","0.4248412549495697","0.40350350737571716","0.40350350737571716","0.40350350737571716","0.37315529584884644","0.37315529584884644","0.37315529584884644","0.3682158887386322","0.3682158887386322","0.3682158887386322","0.4183306097984314","0.4183306097984314","0.4183306097984314","0.4009746015071869","0.4009746015071869","0.4009746015071869"
"162","0.15498118102550507","0.15498118102550507","0.15498118102550507","0.42780956625938416","0.42780956625938416","0.42780956625938416","0.3941141963005066","0.3941141963005066","0.3941141963005066","0.4029632806777954","0.4029632806777954","0.4029632806777954","0.3691743314266205","0.3691743314266205","0.3691743314266205","0.36542338132858276","0.36542338132858276","0.36542338132858276","0.3945879340171814","0.3945879340171814","0.3945879340171814","0.38742852210998535","0.38742852210998535","0.38742852210998535"
"164","0.4045448303222656","0.4045448303222656","0.4045448303222656","0.4099295139312744","0.4099295139312744","0.4099295139312744","0.4305427670478821","0.4305427670478821","0.4305427670478821","0.4372568726539612","0.4372568726539612","0.4372568726539612","0.36395883560180664","0.36395883560180664","0.36395883560180664","0.34205102920532227","0.34205102920532227","0.34205102920532227","0.38506752252578735","0.38506752252578735","0.38506752252578735","0.34302183985710144","0.34302183985710144","0.34302183985710144"
"166","0.4180750250816345","0.4180750250816345","0.4180750250816345","0.427609920501709","0.427609920501709","0.427609920501709","0.40136855840682983","0.40136855840682983","0.40136855840682983","0.40807288885116577","0.40807288885116577","0.40807288885116577","0.39731675386428833","0.39731675386428833","0.39731675386428833","0.3668380379676819","0.3668380379676819","0.3668380379676819","0.406564325094223","0.406564325094223","0.406564325094223","0.4059949815273285","0.4059949815273285","0.4059949815273285"
"168","0.397758424282074","0.397758424282074","0.397758424282074","0.47328484058380127","0.47328484058380127","0.47328484058380127","0.42443156242370605","0.42443156242370605","0.42443156242370605","0.42449507117271423","0.42449507117271423","0.42449507117271423","0.3983080983161926","0.3983080983161926","0.3983080983161926","0.4142867922782898","0.4142867922782898","0.4142867922782898","0.4618699550628662","0.4618699550628662","0.4618699550628662","0.41779929399490356","0.41779929399490356","0.41779929399490356"
"170","0.44993337988853455","0.44993337988853455","0.44993337988853455","0.43381497263908386","0.43381497263908386","0.43381497263908386","0.4556121230125427","0.4556121230125427","0.4556121230125427","0.3950057923793793","0.3950057923793793","0.3950057923793793","0.39105960726737976","0.39105960726737976","0.39105960726737976","0.3715967535972595","0.3715967535972595","0.3715967535972595","0.3972463011741638","0.3972463011741638","0.3972463011741638","0.444513738155365","0.444513738155365","0.444513738155365"
"172","0.40286731719970703","0.40286731719970703","0.40286731719970703","0.4525102972984314","0.4525102972984314","0.4525102972984314","0.43766963481903076","0.43766963481903076","0.43766963481903076","0.4449237287044525","0.4449237287044525","0.4449237287044525","0.39105224609375","0.39105224609375","0.39105224609375","0.36734136939048767","0.36734136939048767","0.36734136939048767","0.42822861671447754","0.42822861671447754","0.42822861671447754","0.3797791600227356","0.3797791600227356","0.3797791600227356"
"174","0.3633953928947449","0.3633953928947449","0.3633953928947449","0.42182525992393494","0.42182525992393494","0.42182525992393494","0.4081900715827942","0.4081900715827942","0.4081900715827942","0.4018993079662323","0.4018993079662323","0.4018993079662323","0.3827134370803833","0.3827134370803833","0.3827134370803833","0.40961000323295593","0.40961000323295593","0.40961000323295593","0.4025438725948334","0.4025438725948334","0.4025438725948334","0.4110410213470459","0.4110410213470459","0.4110410213470459"
"176","0.40622472763061523","0.40622472763061523","0.40622472763061523","0.47328269481658936","0.47328269481658936","0.47328269481658936","0.45260390639305115","0.45260390639305115","0.45260390639305115","0.4349595010280609","0.4349595010280609","0.4349595010280609","0.38446149230003357","0.38446149230003357","0.38446149230003357","0.40816614031791687","0.40816614031791687","0.40816614031791687","0.4428894519805908","0.4428894519805908","0.4428894519805908","0.4547591209411621","0.4547591209411621","0.4547591209411621"
"178","0.38671550154685974","0.38671550154685974","0.38671550154685974","0.49662813544273376","0.49662813544273376","0.49662813544273376","0.4852302670478821","0.4852302670478821","0.4852302670478821","0.4464230537414551","0.4464230537414551","0.4464230537414551","0.3995553255081177","0.3995553255081177","0.3995553255081177","0.40160441398620605","0.40160441398620605","0.40160441398620605","0.4488038718700409","0.4488038718700409","0.4488038718700409","0.4461846351623535","0.4461846351623535","0.4461846351623535"
"180","0.4028903841972351","0.4028903841972351","0.4028903841972351","0.4280571937561035","0.4280571937561035","0.4280571937561035","0.4288886487483978","0.4288886487483978","0.4288886487483978","0.3557247519493103","0.3557247519493103","0.3557247519493103","0.37421178817749023","0.37421178817749023","0.37421178817749023","0.36072033643722534","0.36072033643722534","0.36072033643722534","0.4002750515937805","0.4002750515937805","0.4002750515937805","0.3831002116203308","0.3831002116203308","0.3831002116203308"
"182","0.10263717174530029","0.10263717174530029","0.10263717174530029","0.41173404455184937","0.41173404455184937","0.41173404455184937","0.39794158935546875","0.39794158935546875","0.39794158935546875","0.37894773483276367","0.37894773483276367","0.37894773483276367","0.3874073922634125","0.3874073922634125","0.3874073922634125","0.3988524377346039","0.3988524377346039","0.3988524377346039","0.42586466670036316","0.42586466670036316","0.42586466670036316","0.4049052596092224","0.4049052596092224","0.4049052596092224"
"184","0.44712352752685547","0.44712352752685547","0.44712352752685547","0.42243123054504395","0.42243123054504395","0.42243123054504395","0.439862459897995","0.439862459897995","0.439862459897995","0.37486428022384644","0.37486428022384644","0.37486428022384644","0.37734875082969666","0.37734875082969666","0.37734875082969666","0.3855407238006592","0.3855407238006592","0.3855407238006592","0.39139479398727417","0.39139479398727417","0.39139479398727417","0.4212360382080078","0.4212360382080078","0.4212360382080078"
"186","0.4412792921066284","0.4412792921066284","0.4412792921066284","0.42482686042785645","0.42482686042785645","0.42482686042785645","0.43457627296447754","0.43457627296447754","0.43457627296447754","0.41227710247039795","0.41227710247039795","0.41227710247039795","0.3882666230201721","0.3882666230201721","0.3882666230201721","0.38387545943260193","0.38387545943260193","0.38387545943260193","0.4237334728240967","0.4237334728240967","0.4237334728240967","0.4201177954673767","0.4201177954673767","0.4201177954673767"
"188","0.42355769872665405","0.42355769872665405","0.42355769872665405","0.4578397274017334","0.4578397274017334","0.4578397274017334","0.4253690242767334","0.4253690242767334","0.4253690242767334","0.3927496373653412","0.3927496373653412","0.3927496373653412","0.3695560395717621","0.3695560395717621","0.3695560395717621","0.36383724212646484","0.36383724212646484","0.36383724212646484","0.43485164642333984","0.43485164642333984","0.43485164642333984","0.41438549757003784","0.41438549757003784","0.41438549757003784"
"190","0.4394310712814331","0.4394310712814331","0.4394310712814331","0.38991600275039673","0.38991600275039673","0.38991600275039673","0.4029068648815155","0.4029068648815155","0.4029068648815155","0.3986879289150238","0.3986879289150238","0.3986879289150238","0.4021488428115845","0.4021488428115845","0.4021488428115845","0.38406896591186523","0.38406896591186523","0.38406896591186523","0.392312228679657","0.392312228679657","0.392312228679657","0.39095818996429443","0.39095818996429443","0.39095818996429443"
"192","0.4274587631225586","0.4274587631225586","0.4274587631225586","0.44072437286376953","0.44072437286376953","0.44072437286376953","0.4429419934749603","0.4429419934749603","0.4429419934749603","0.4089204668998718","0.4089204668998718","0.4089204668998718","0.3826003074645996","0.3826003074645996","0.3826003074645996","0.3920423984527588","0.3920423984527588","0.3920423984527588","0.40419265627861023","0.40419265627861023","0.40419265627861023","0.4027000069618225","0.4027000069618225","0.4027000069618225"
"194","0.42840832471847534","0.42840832471847534","0.42840832471847534","0.45730060338974","0.45730060338974","0.45730060338974","0.40085381269454956","0.40085381269454956","0.40085381269454956","0.3871469497680664","0.3871469497680664","0.3871469497680664","0.378168523311615","0.378168523311615","0.378168523311615","0.3705907464027405","0.3705907464027405","0.3705907464027405","0.42787617444992065","0.42787617444992065","0.42787617444992065","0.3977065980434418","0.3977065980434418","0.3977065980434418"
"196","0.43886929750442505","0.43886929750442505","0.43886929750442505","0.4474841058254242","0.4474841058254242","0.4474841058254242","0.40853995084762573","0.40853995084762573","0.40853995084762573","0.3840484619140625","0.3840484619140625","0.3840484619140625","0.33511030673980713","0.33511030673980713","0.33511030673980713","0.34120917320251465","0.34120917320251465","0.34120917320251465","0.3961638808250427","0.3961638808250427","0.3961638808250427","0.4308139979839325","0.4308139979839325","0.4308139979839325"
"198","0.408954381942749","0.408954381942749","0.408954381942749","0.4037962853908539","0.4037962853908539","0.4037962853908539","0.42335185408592224","0.42335185408592224","0.42335185408592224","0.4004088044166565","0.4004088044166565","0.4004088044166565","0.4099109172821045","0.4099109172821045","0.4099109172821045","0.3740096092224121","0.3740096092224121","0.3740096092224121","0.41011184453964233","0.41011184453964233","0.41011184453964233","0.4064330458641052","0.4064330458641052","0.4064330458641052"
"200","0.42189082503318787","0.42189082503318787","0.42189082503318787","0.4017992913722992","0.4017992913722992","0.4017992913722992","0.4482802748680115","0.4482802748680115","0.4482802748680115","0.4275053143501282","0.4275053143501282","0.4275053143501282","0.3943746089935303","0.3943746089935303","0.3943746089935303","0.4062642455101013","0.4062642455101013","0.4062642455101013","0.38225841522216797","0.38225841522216797","0.38225841522216797","0.4205387830734253","0.4205387830734253","0.4205387830734253"
"202","0.4213096499443054","0.4213096499443054","0.4213096499443054","0.4188969135284424","0.4188969135284424","0.4188969135284424","0.44286224246025085","0.44286224246025085","0.44286224246025085","0.42161625623703003","0.42161625623703003","0.42161625623703003","0.40955519676208496","0.40955519676208496","0.40955519676208496","0.40389132499694824","0.40389132499694824","0.40389132499694824","0.4022883176803589","0.4022883176803589","0.4022883176803589","0.3671198785305023","0.3671198785305023","0.3671198785305023"
"204","0.4248036742210388","0.4248036742210388","0.4248036742210388","0.39817845821380615","0.39817845821380615","0.39817845821380615","0.41475892066955566","0.41475892066955566","0.41475892066955566","0.4002011716365814","0.4002011716365814","0.4002011716365814","0.380044162273407","0.380044162273407","0.380044162273407","0.40226659178733826","0.40226659178733826","0.40226659178733826","0.3433431088924408","0.3433431088924408","0.3433431088924408","0.38223689794540405","0.38223689794540405","0.38223689794540405"
"206","0.4052392840385437","0.4052392840385437","0.4052392840385437","0.42223620414733887","0.42223620414733887","0.42223620414733887","0.3929830491542816","0.3929830491542816","0.3929830491542816","0.3792590796947479","0.3792590796947479","0.3792590796947479","0.3832411766052246","0.3832411766052246","0.3832411766052246","0.38456273078918457","0.38456273078918457","0.38456273078918457","0.4021736979484558","0.4021736979484558","0.4021736979484558","0.4067934453487396","0.4067934453487396","0.4067934453487396"
"208","0.43743443489074707","0.43743443489074707","0.43743443489074707","0.38864457607269287","0.38864457607269287","0.38864457607269287","0.4502255320549011","0.4502255320549011","0.4502255320549011","0.4184897840023041","0.4184897840023041","0.4184897840023041","0.3775033950805664","0.3775033950805664","0.3775033950805664","0.36905989050865173","0.36905989050865173","0.36905989050865173","0.4312496781349182","0.4312496781349182","0.4312496781349182","0.42207998037338257","0.42207998037338257","0.42207998037338257"
"210","0.415985107421875","0.415985107421875","0.415985107421875","0.4760286808013916","0.4760286808013916","0.4760286808013916","0.41104766726493835","0.41104766726493835","0.41104766726493835","0.4088223874568939","0.4088223874568939","0.4088223874568939","0.41521787643432617","0.41521787643432617","0.41521787643432617","0.39561447501182556","0.39561447501182556","0.39561447501182556","0.41101381182670593","0.41101381182670593","0.41101381182670593","0.44308361411094666","0.44308361411094666","0.44308361411094666"
"212","0.4358370006084442","0.4358370006084442","0.4358370006084442","0.4785728454589844","0.4785728454589844","0.4785728454589844","0.4338225722312927","0.4338225722312927","0.4338225722312927","0.40494534373283386","0.40494534373283386","0.40494534373283386","0.3842402398586273","0.3842402398586273","0.3842402398586273","0.38740095496177673","0.38740095496177673","0.38740095496177673","0.4135678708553314","0.4135678708553314","0.4135678708553314","0.3688938319683075","0.3688938319683075","0.3688938319683075"
"214","0.34648317098617554","0.34648317098617554","0.34648317098617554","0.3900315761566162","0.3900315761566162","0.3900315761566162","0.43240243196487427","0.43240243196487427","0.43240243196487427","0.38253650069236755","0.38253650069236755","0.38253650069236755","0.37798723578453064","0.37798723578453064","0.37798723578453064","0.40320611000061035","0.40320611000061035","0.40320611000061035","0.3927413821220398","0.3927413821220398","0.3927413821220398","0.40551885962486267","0.40551885962486267","0.40551885962486267"
"216","0.37749582529067993","0.37749582529067993","0.37749582529067993","0.43237197399139404","0.43237197399139404","0.43237197399139404","0.42823249101638794","0.42823249101638794","0.42823249101638794","0.39759349822998047","0.39759349822998047","0.39759349822998047","0.39270517230033875","0.39270517230033875","0.39270517230033875","0.39014458656311035","0.39014458656311035","0.39014458656311035","0.40602344274520874","0.40602344274520874","0.40602344274520874","0.3528803288936615","0.3528803288936615","0.3528803288936615"
"218","0.3257957994937897","0.3257957994937897","0.3257957994937897","0.44052720069885254","0.44052720069885254","0.44052720069885254","0.4224183261394501","0.4224183261394501","0.4224183261394501","0.3531361520290375","0.3531361520290375","0.3531361520290375","0.3728604316711426","0.3728604316711426","0.3728604316711426","0.35695165395736694","0.35695165395736694","0.35695165395736694","0.43155765533447266","0.43155765533447266","0.43155765533447266","0.4096676707267761","0.4096676707267761","0.4096676707267761"
"220","0.4135517477989197","0.4135517477989197","0.4135517477989197","0.4391675889492035","0.4391675889492035","0.4391675889492035","0.374355286359787","0.374355286359787","0.374355286359787","0.38590046763420105","0.38590046763420105","0.38590046763420105","0.36837559938430786","0.36837559938430786","0.36837559938430786","0.3685857653617859","0.3685857653617859","0.3685857653617859","0.4325549602508545","0.4325549602508545","0.4325549602508545","0.42676085233688354","0.42676085233688354","0.42676085233688354"
"222","0.4574558436870575","0.4574558436870575","0.4574558436870575","0.3658784329891205","0.3658784329891205","0.3658784329891205","0.37516069412231445","0.37516069412231445","0.37516069412231445","0.37195977568626404","0.37195977568626404","0.37195977568626404","0.390195369720459","0.390195369720459","0.390195369720459","0.3657834529876709","0.3657834529876709","0.3657834529876709","0.41848546266555786","0.41848546266555786","0.41848546266555786","0.37865757942199707","0.37865757942199707","0.37865757942199707"
"224","0.36094778776168823","0.36094778776168823","0.36094778776168823","0.43938931822776794","0.43938931822776794","0.43938931822776794","0.38719114661216736","0.38719114661216736","0.38719114661216736","0.3647856116294861","0.3647856116294861","0.3647856116294861","0.3794299066066742","0.3794299066066742","0.3794299066066742","0.3881361484527588","0.3881361484527588","0.3881361484527588","0.3886633813381195","0.3886633813381195","0.3886633813381195","0.38772568106651306","0.38772568106651306","0.38772568106651306"
"226","0.3595837354660034","0.3595837354660034","0.3595837354660034","0.45704299211502075","0.45704299211502075","0.45704299211502075","0.4137333035469055","0.4137333035469055","0.4137333035469055","0.400450199842453","0.400450199842453","0.400450199842453","0.3466581106185913","0.3466581106185913","0.3466581106185913","0.3529594838619232","0.3529594838619232","0.3529594838619232","0.3925303816795349","0.3925303816795349","0.3925303816795349","0.4021695554256439","0.4021695554256439","0.4021695554256439"
"228","0.3923529386520386","0.3923529386520386","0.3923529386520386","0.424124538898468","0.424124538898468","0.424124538898468","0.4446711540222168","0.4446711540222168","0.4446711540222168","0.4188336730003357","0.4188336730003357","0.4188336730003357","0.3766050338745117","0.3766050338745117","0.3766050338745117","0.3921836018562317","0.3921836018562317","0.3921836018562317","0.44598400592803955","0.44598400592803955","0.44598400592803955","0.40951356291770935","0.40951356291770935","0.40951356291770935"
"230","0.4039424657821655","0.4039424657821655","0.4039424657821655","0.43491095304489136","0.43491095304489136","0.43491095304489136","0.4399802088737488","0.4399802088737488","0.4399802088737488","0.3995319604873657","0.3995319604873657","0.3995319604873657","0.4000248610973358","0.4000248610973358","0.4000248610973358","0.41044601798057556","0.41044601798057556","0.41044601798057556","0.4001429080963135","0.4001429080963135","0.4001429080963135","0.42609068751335144","0.42609068751335144","0.42609068751335144"