"Step","VOWELS_FILTER_b5_dual_waveform_bs16 - loss","VOWELS_FILTER_b5_dual_waveform_bs16 - loss__MIN","VOWELS_FILTER_b5_dual_waveform_bs16 - loss__MAX","VOWELS_FILTER_b1_dual_waveform_bs16 - loss","VOWELS_FILTER_b1_dual_waveform_bs16 - loss__MIN","VOWELS_FILTER_b1_dual_waveform_bs16 - loss__MAX","VOWELS_FILTER_b0.1_dual_waveform_bs16 - loss","VOWELS_FILTER_b0.1_dual_waveform_bs16 - loss__MIN","VOWELS_FILTER_b0.1_dual_waveform_bs16 - loss__MAX","VOWELS_FILTER_b0_dual_waveform_bs16 - loss","VOWELS_FILTER_b0_dual_waveform_bs16 - loss__MIN","VOWELS_FILTER_b0_dual_waveform_bs16 - loss__MAX","VOWELS_FILTER_b0_DUAL_bs16 - loss","VOWELS_FILTER_b0_DUAL_bs16 - loss__MIN","VOWELS_FILTER_b0_DUAL_bs16 - loss__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - loss","VOWELS_FILTER_b0.1_DUAL_bs16 - loss__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - loss__MAX","VOWELS_FILTER_b1_DUAL_bs16 - loss","VOWELS_FILTER_b1_DUAL_bs16 - loss__MIN","VOWELS_FILTER_b1_DUAL_bs16 - loss__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - loss","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - loss__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - loss__MAX"
"0","323.0732421875","323.0732421875","323.0732421875","82.41548156738281","82.41548156738281","82.41548156738281","24.44820213317871","24.44820213317871","24.44820213317871","4.332139015197754","4.332139015197754","4.332139015197754","5.113673686981201","5.113673686981201","5.113673686981201","22.132593154907227","22.132593154907227","22.132593154907227","79.37565612792969","79.37565612792969","79.37565612792969","326.5203552246094","326.5203552246094","326.5203552246094"
"2","91.14698791503906","91.14698791503906","91.14698791503906","35.79950714111328","35.79950714111328","35.79950714111328","14.704431533813477","14.704431533813477","14.704431533813477","2.4936187267303467","2.4936187267303467","2.4936187267303467","3.6977381706237793","3.6977381706237793","3.6977381706237793","14.595651626586914","14.595651626586914","14.595651626586914","38.44015121459961","38.44015121459961","38.44015121459961","120.16987609863281","120.16987609863281","120.16987609863281"
"4","45.05741882324219","45.05741882324219","45.05741882324219","22.286884307861328","22.286884307861328","22.286884307861328","11.660075187683105","11.660075187683105","11.660075187683105","4.377942085266113","4.377942085266113","4.377942085266113","2.190185546875","2.190185546875","2.190185546875","12.101149559020996","12.101149559020996","12.101149559020996","24.488384246826172","24.488384246826172","24.488384246826172","55.799072265625","55.799072265625","55.799072265625"
"6","31.321300506591797","31.321300506591797","31.321300506591797","16.639690399169922","16.639690399169922","16.639690399169922","9.117508888244629","9.117508888244629","9.117508888244629","4.387365818023682","4.387365818023682","4.387365818023682","2.3710615634918213","2.3710615634918213","2.3710615634918213","7.553825378417969","7.553825378417969","7.553825378417969","19.28535270690918","19.28535270690918","19.28535270690918","46.604190826416016","46.604190826416016","46.604190826416016"
"8","28.209989547729492","28.209989547729492","28.209989547729492","12.754345893859863","12.754345893859863","12.754345893859863","5.403023719787598","5.403023719787598","5.403023719787598","2.1319780349731445","2.1319780349731445","2.1319780349731445","1.9714715480804443","1.9714715480804443","1.9714715480804443","5.213640213012695","5.213640213012695","5.213640213012695","14.279983520507812","14.279983520507812","14.279983520507812","27.92548370361328","27.92548370361328","27.92548370361328"
"10","25.545936584472656","25.545936584472656","25.545936584472656","10.34042739868164","10.34042739868164","10.34042739868164","3.9644453525543213","3.9644453525543213","3.9644453525543213","1.9291818141937256","1.9291818141937256","1.9291818141937256","1.9204742908477783","1.9204742908477783","1.9204742908477783","4.331091403961182","4.331091403961182","4.331091403961182","12.305374145507812","12.305374145507812","12.305374145507812","26.275043487548828","26.275043487548828","26.275043487548828"
"12","17.08946990966797","17.08946990966797","17.08946990966797","8.94407844543457","8.94407844543457","8.94407844543457","3.493804931640625","3.493804931640625","3.493804931640625","1.8937190771102905","1.8937190771102905","1.8937190771102905","1.8557541370391846","1.8557541370391846","1.8557541370391846","3.9619696140289307","3.9619696140289307","3.9619696140289307","11.794628143310547","11.794628143310547","11.794628143310547","28.499244689941406","28.499244689941406","28.499244689941406"
"14","23.452131271362305","23.452131271362305","23.452131271362305","8.083818435668945","8.083818435668945","8.083818435668945","3.0567221641540527","3.0567221641540527","3.0567221641540527","1.9077110290527344","1.9077110290527344","1.9077110290527344","3.891309976577759","3.891309976577759","3.891309976577759","3.1388473510742188","3.1388473510742188","3.1388473510742188","11.860906600952148","11.860906600952148","11.860906600952148","22.731111526489258","22.731111526489258","22.731111526489258"
"16","23.959918975830078","23.959918975830078","23.959918975830078","6.803126335144043","6.803126335144043","6.803126335144043","4.8969926834106445","4.8969926834106445","4.8969926834106445","3.910921812057495","3.910921812057495","3.910921812057495","1.7246342897415161","1.7246342897415161","1.7246342897415161","2.8714563846588135","2.8714563846588135","2.8714563846588135","7.867684841156006","7.867684841156006","7.867684841156006","23.775306701660156","23.775306701660156","23.775306701660156"
"18","22.912033081054688","22.912033081054688","22.912033081054688","6.329349517822266","6.329349517822266","6.329349517822266","2.2360169887542725","2.2360169887542725","2.2360169887542725","1.72883939743042","1.72883939743042","1.72883939743042","1.6176494359970093","1.6176494359970093","1.6176494359970093","2.711925506591797","2.711925506591797","2.711925506591797","10.65640640258789","10.65640640258789","10.65640640258789","28.317157745361328","28.317157745361328","28.317157745361328"
"20","33.742305755615234","33.742305755615234","33.742305755615234","6.181777477264404","6.181777477264404","6.181777477264404","3.0215110778808594","3.0215110778808594","3.0215110778808594","1.99362051486969","1.99362051486969","1.99362051486969","1.7411937713623047","1.7411937713623047","1.7411937713623047","3.1202919483184814","3.1202919483184814","3.1202919483184814","6.606335163116455","6.606335163116455","6.606335163116455","18.59198570251465","18.59198570251465","18.59198570251465"
"22","27.207263946533203","27.207263946533203","27.207263946533203","4.525768280029297","4.525768280029297","4.525768280029297","2.635793685913086","2.635793685913086","2.635793685913086","1.770430088043213","1.770430088043213","1.770430088043213","1.6221076250076294","1.6221076250076294","1.6221076250076294","2.603851556777954","2.603851556777954","2.603851556777954","5.905051231384277","5.905051231384277","5.905051231384277","18.864517211914062","18.864517211914062","18.864517211914062"
"24","16.204790115356445","16.204790115356445","16.204790115356445","3.7163610458374023","3.7163610458374023","3.7163610458374023","2.0969536304473877","2.0969536304473877","2.0969536304473877","1.6569395065307617","1.6569395065307617","1.6569395065307617","1.556966781616211","1.556966781616211","1.556966781616211","2.569329023361206","2.569329023361206","2.569329023361206","6.20442533493042","6.20442533493042","6.20442533493042","15.516334533691406","15.516334533691406","15.516334533691406"
"26","13.617023468017578","13.617023468017578","13.617023468017578","4.7990193367004395","4.7990193367004395","4.7990193367004395","2.625145196914673","2.625145196914673","2.625145196914673","1.8988596200942993","1.8988596200942993","1.8988596200942993","1.5635418891906738","1.5635418891906738","1.5635418891906738","2.28303861618042","2.28303861618042","2.28303861618042","5.481051445007324","5.481051445007324","5.481051445007324","15.423233985900879","15.423233985900879","15.423233985900879"
"28","20.194324493408203","20.194324493408203","20.194324493408203","5.633440017700195","5.633440017700195","5.633440017700195","2.1345603466033936","2.1345603466033936","2.1345603466033936","1.669249415397644","1.669249415397644","1.669249415397644","1.5196585655212402","1.5196585655212402","1.5196585655212402","2.5470943450927734","2.5470943450927734","2.5470943450927734","6.208518028259277","6.208518028259277","6.208518028259277","15.346294403076172","15.346294403076172","15.346294403076172"
"30","32.12749481201172","32.12749481201172","32.12749481201172","4.616454124450684","4.616454124450684","4.616454124450684","3.3382530212402344","3.3382530212402344","3.3382530212402344","1.6404469013214111","1.6404469013214111","1.6404469013214111","1.4916449785232544","1.4916449785232544","1.4916449785232544","2.4897890090942383","2.4897890090942383","2.4897890090942383","5.970850944519043","5.970850944519043","5.970850944519043","17.631019592285156","17.631019592285156","17.631019592285156"
"32","16.398880004882812","16.398880004882812","16.398880004882812","5.821052551269531","5.821052551269531","5.821052551269531","2.211491346359253","2.211491346359253","2.211491346359253","1.6375515460968018","1.6375515460968018","1.6375515460968018","1.4833128452301025","1.4833128452301025","1.4833128452301025","2.296949625015259","2.296949625015259","2.296949625015259","5.538606643676758","5.538606643676758","5.538606643676758","22.284500122070312","22.284500122070312","22.284500122070312"
"34","18.43686866760254","18.43686866760254","18.43686866760254","7.56806755065918","7.56806755065918","7.56806755065918","2.5079305171966553","2.5079305171966553","2.5079305171966553","1.6444511413574219","1.6444511413574219","1.6444511413574219","1.4606906175613403","1.4606906175613403","1.4606906175613403","2.2704973220825195","2.2704973220825195","2.2704973220825195","4.579134464263916","4.579134464263916","4.579134464263916","15.317398071289062","15.317398071289062","15.317398071289062"
"36","15.127703666687012","15.127703666687012","15.127703666687012","6.107020378112793","6.107020378112793","6.107020378112793","2.1918389797210693","2.1918389797210693","2.1918389797210693","1.56031334400177","1.56031334400177","1.56031334400177","1.4306153059005737","1.4306153059005737","1.4306153059005737","1.9582748413085938","1.9582748413085938","1.9582748413085938","4.9721293449401855","4.9721293449401855","4.9721293449401855","16.814130783081055","16.814130783081055","16.814130783081055"
"38","14.386164665222168","14.386164665222168","14.386164665222168","6.695501327514648","6.695501327514648","6.695501327514648","2.2066988945007324","2.2066988945007324","2.2066988945007324","1.5708308219909668","1.5708308219909668","1.5708308219909668","1.4696038961410522","1.4696038961410522","1.4696038961410522","2.0710411071777344","2.0710411071777344","2.0710411071777344","4.440652370452881","4.440652370452881","4.440652370452881","7.890509128570557","7.890509128570557","7.890509128570557"
"40","12.902034759521484","12.902034759521484","12.902034759521484","3.5589160919189453","3.5589160919189453","3.5589160919189453","1.932098150253296","1.932098150253296","1.932098150253296","1.498079776763916","1.498079776763916","1.498079776763916","1.4815962314605713","1.4815962314605713","1.4815962314605713","1.9725502729415894","1.9725502729415894","1.9725502729415894","4.5839433670043945","4.5839433670043945","4.5839433670043945","8.620706558227539","8.620706558227539","8.620706558227539"
"42","8.311467170715332","8.311467170715332","8.311467170715332","3.0723249912261963","3.0723249912261963","3.0723249912261963","1.801071047782898","1.801071047782898","1.801071047782898","1.5348981618881226","1.5348981618881226","1.5348981618881226","1.4712274074554443","1.4712274074554443","1.4712274074554443","1.9656484127044678","1.9656484127044678","1.9656484127044678","4.3059186935424805","4.3059186935424805","4.3059186935424805","15.4146728515625","15.4146728515625","15.4146728515625"
"44","11.44874382019043","11.44874382019043","11.44874382019043","4.562412261962891","4.562412261962891","4.562412261962891","1.7894079685211182","1.7894079685211182","1.7894079685211182","1.4772918224334717","1.4772918224334717","1.4772918224334717","1.4019562005996704","1.4019562005996704","1.4019562005996704","1.6812114715576172","1.6812114715576172","1.6812114715576172","4.335301876068115","4.335301876068115","4.335301876068115","12.395736694335938","12.395736694335938","12.395736694335938"
"46","10.548202514648438","10.548202514648438","10.548202514648438","2.6656224727630615","2.6656224727630615","2.6656224727630615","1.7066099643707275","1.7066099643707275","1.7066099643707275","1.4559472799301147","1.4559472799301147","1.4559472799301147","1.4115186929702759","1.4115186929702759","1.4115186929702759","1.8133244514465332","1.8133244514465332","1.8133244514465332","3.8740997314453125","3.8740997314453125","3.8740997314453125","5.8399810791015625","5.8399810791015625","5.8399810791015625"
"48","10.470856666564941","10.470856666564941","10.470856666564941","3.237421989440918","3.237421989440918","3.237421989440918","1.8247075080871582","1.8247075080871582","1.8247075080871582","1.4717950820922852","1.4717950820922852","1.4717950820922852","1.3974995613098145","1.3974995613098145","1.3974995613098145","1.6172444820404053","1.6172444820404053","1.6172444820404053","2.7783491611480713","2.7783491611480713","2.7783491611480713","5.345287799835205","5.345287799835205","5.345287799835205"
"50","8.25113296508789","8.25113296508789","8.25113296508789","3.4144957065582275","3.4144957065582275","3.4144957065582275","1.938353419303894","1.938353419303894","1.938353419303894","1.443454623222351","1.443454623222351","1.443454623222351","1.4011788368225098","1.4011788368225098","1.4011788368225098","1.642430305480957","1.642430305480957","1.642430305480957","5.264698028564453","5.264698028564453","5.264698028564453","11.39067268371582","11.39067268371582","11.39067268371582"
"52","7.456981182098389","7.456981182098389","7.456981182098389","2.592895030975342","2.592895030975342","2.592895030975342","1.8312621116638184","1.8312621116638184","1.8312621116638184","1.492849349975586","1.492849349975586","1.492849349975586","1.4329054355621338","1.4329054355621338","1.4329054355621338","1.5788342952728271","1.5788342952728271","1.5788342952728271","2.7772061824798584","2.7772061824798584","2.7772061824798584","6.584028244018555","6.584028244018555","6.584028244018555"
"54","6.454945087432861","6.454945087432861","6.454945087432861","3.2796144485473633","3.2796144485473633","3.2796144485473633","1.7168633937835693","1.7168633937835693","1.7168633937835693","1.4720704555511475","1.4720704555511475","1.4720704555511475","1.4133542776107788","1.4133542776107788","1.4133542776107788","1.639833688735962","1.639833688735962","1.639833688735962","4.350149154663086","4.350149154663086","4.350149154663086","8.450848579406738","8.450848579406738","8.450848579406738"
"56","6.128563404083252","6.128563404083252","6.128563404083252","2.6458611488342285","2.6458611488342285","2.6458611488342285","2.0608253479003906","2.0608253479003906","2.0608253479003906","1.4290549755096436","1.4290549755096436","1.4290549755096436","1.372603416442871","1.372603416442871","1.372603416442871","1.7578505277633667","1.7578505277633667","1.7578505277633667","2.894303798675537","2.894303798675537","2.894303798675537","7.640875816345215","7.640875816345215","7.640875816345215"
"58","9.784494400024414","9.784494400024414","9.784494400024414","4.7585225105285645","4.7585225105285645","4.7585225105285645","1.878589391708374","1.878589391708374","1.878589391708374","1.4531514644622803","1.4531514644622803","1.4531514644622803","1.4026789665222168","1.4026789665222168","1.4026789665222168","1.6937110424041748","1.6937110424041748","1.6937110424041748","2.58040714263916","2.58040714263916","2.58040714263916","10.902429580688477","10.902429580688477","10.902429580688477"
"60","6.759272575378418","6.759272575378418","6.759272575378418","3.120555877685547","3.120555877685547","3.120555877685547","1.8031482696533203","1.8031482696533203","1.8031482696533203","1.4779635667800903","1.4779635667800903","1.4779635667800903","1.4053990840911865","1.4053990840911865","1.4053990840911865","1.6902492046356201","1.6902492046356201","1.6902492046356201","2.671088933944702","2.671088933944702","2.671088933944702","9.034040451049805","9.034040451049805","9.034040451049805"
"62","7.617007255554199","7.617007255554199","7.617007255554199","2.4946646690368652","2.4946646690368652","2.4946646690368652","1.7919968366622925","1.7919968366622925","1.7919968366622925","1.4701646566390991","1.4701646566390991","1.4701646566390991","1.4104726314544678","1.4104726314544678","1.4104726314544678","1.7058868408203125","1.7058868408203125","1.7058868408203125","2.9035849571228027","2.9035849571228027","2.9035849571228027","8.794800758361816","8.794800758361816","8.794800758361816"
"64","6.005279541015625","6.005279541015625","6.005279541015625","2.5572121143341064","2.5572121143341064","2.5572121143341064","1.6833221912384033","1.6833221912384033","1.6833221912384033","1.4429658651351929","1.4429658651351929","1.4429658651351929","1.3731913566589355","1.3731913566589355","1.3731913566589355","1.5325138568878174","1.5325138568878174","1.5325138568878174","2.664822816848755","2.664822816848755","2.664822816848755","4.407149314880371","4.407149314880371","4.407149314880371"
"66","4.97144889831543","4.97144889831543","4.97144889831543","2.2058961391448975","2.2058961391448975","2.2058961391448975","1.6633466482162476","1.6633466482162476","1.6633466482162476","1.4459173679351807","1.4459173679351807","1.4459173679351807","1.3099720478057861","1.3099720478057861","1.3099720478057861","1.4931035041809082","1.4931035041809082","1.4931035041809082","2.883385181427002","2.883385181427002","2.883385181427002","8.079277038574219","8.079277038574219","8.079277038574219"
"68","6.193962574005127","6.193962574005127","6.193962574005127","4.86122989654541","4.86122989654541","4.86122989654541","1.6150689125061035","1.6150689125061035","1.6150689125061035","1.4498692750930786","1.4498692750930786","1.4498692750930786","1.348052978515625","1.348052978515625","1.348052978515625","1.5655543804168701","1.5655543804168701","1.5655543804168701","2.9778034687042236","2.9778034687042236","2.9778034687042236","4.695370197296143","4.695370197296143","4.695370197296143"
"70","6.732105255126953","6.732105255126953","6.732105255126953","2.796023368835449","2.796023368835449","2.796023368835449","1.6200475692749023","1.6200475692749023","1.6200475692749023","1.4380526542663574","1.4380526542663574","1.4380526542663574","1.3403524160385132","1.3403524160385132","1.3403524160385132","1.554440975189209","1.554440975189209","1.554440975189209","3.184856653213501","3.184856653213501","3.184856653213501","8.212627410888672","8.212627410888672","8.212627410888672"
"72","8.842119216918945","8.842119216918945","8.842119216918945","3.2991106510162354","3.2991106510162354","3.2991106510162354","1.737749695777893","1.737749695777893","1.737749695777893","1.4680036306381226","1.4680036306381226","1.4680036306381226","1.3445923328399658","1.3445923328399658","1.3445923328399658","1.6754505634307861","1.6754505634307861","1.6754505634307861","3.674759864807129","3.674759864807129","3.674759864807129","10.655622482299805","10.655622482299805","10.655622482299805"
"74","7.090749263763428","7.090749263763428","7.090749263763428","2.240994691848755","2.240994691848755","2.240994691848755","1.818512201309204","1.818512201309204","1.818512201309204","1.4630420207977295","1.4630420207977295","1.4630420207977295","1.3514832258224487","1.3514832258224487","1.3514832258224487","1.5046706199645996","1.5046706199645996","1.5046706199645996","3.3729143142700195","3.3729143142700195","3.3729143142700195","7.323405742645264","7.323405742645264","7.323405742645264"
"76","6.884122371673584","6.884122371673584","6.884122371673584","2.873823642730713","2.873823642730713","2.873823642730713","1.5921659469604492","1.5921659469604492","1.5921659469604492","1.4058291912078857","1.4058291912078857","1.4058291912078857","1.3163416385650635","1.3163416385650635","1.3163416385650635","1.4891831874847412","1.4891831874847412","1.4891831874847412","3.924713134765625","3.924713134765625","3.924713134765625","6.9042534828186035","6.9042534828186035","6.9042534828186035"
"78","5.0806145668029785","5.0806145668029785","5.0806145668029785","1.9984712600708008","1.9984712600708008","1.9984712600708008","1.6904091835021973","1.6904091835021973","1.6904091835021973","1.503666877746582","1.503666877746582","1.503666877746582","1.4087028503417969","1.4087028503417969","1.4087028503417969","1.6239683628082275","1.6239683628082275","1.6239683628082275","2.9991297721862793","2.9991297721862793","2.9991297721862793","5.345003128051758","5.345003128051758","5.345003128051758"
"80","5.344005584716797","5.344005584716797","5.344005584716797","2.0851354598999023","2.0851354598999023","2.0851354598999023","1.7694995403289795","1.7694995403289795","1.7694995403289795","1.5089019536972046","1.5089019536972046","1.5089019536972046","1.3640211820602417","1.3640211820602417","1.3640211820602417","1.6042039394378662","1.6042039394378662","1.6042039394378662","3.9639601707458496","3.9639601707458496","3.9639601707458496","6.122381687164307","6.122381687164307","6.122381687164307"
"82","8.287281036376953","8.287281036376953","8.287281036376953","2.1129915714263916","2.1129915714263916","2.1129915714263916","1.7511780261993408","1.7511780261993408","1.7511780261993408","1.5749436616897583","1.5749436616897583","1.5749436616897583","1.469351053237915","1.469351053237915","1.469351053237915","1.564253568649292","1.564253568649292","1.564253568649292","2.531296968460083","2.531296968460083","2.531296968460083","5.253167629241943","5.253167629241943","5.253167629241943"
"84","6.913300514221191","6.913300514221191","6.913300514221191","2.4230599403381348","2.4230599403381348","2.4230599403381348","1.6410517692565918","1.6410517692565918","1.6410517692565918","1.4652714729309082","1.4652714729309082","1.4652714729309082","1.3689873218536377","1.3689873218536377","1.3689873218536377","1.501315951347351","1.501315951347351","1.501315951347351","2.2420520782470703","2.2420520782470703","2.2420520782470703","7.223711967468262","7.223711967468262","7.223711967468262"
"86","5.563651084899902","5.563651084899902","5.563651084899902","3.987657308578491","3.987657308578491","3.987657308578491","1.7563722133636475","1.7563722133636475","1.7563722133636475","1.4569387435913086","1.4569387435913086","1.4569387435913086","1.3393144607543945","1.3393144607543945","1.3393144607543945","1.7232553958892822","1.7232553958892822","1.7232553958892822","3.4074437618255615","3.4074437618255615","3.4074437618255615","9.086763381958008","9.086763381958008","9.086763381958008"
"88","7.5612077713012695","7.5612077713012695","7.5612077713012695","5.064136981964111","5.064136981964111","5.064136981964111","2.1833791732788086","2.1833791732788086","2.1833791732788086","1.5321680307388306","1.5321680307388306","1.5321680307388306","1.4540343284606934","1.4540343284606934","1.4540343284606934","1.9375182390213013","1.9375182390213013","1.9375182390213013","4.144882678985596","4.144882678985596","4.144882678985596","10.728006362915039","10.728006362915039","10.728006362915039"
"90","3.9819984436035156","3.9819984436035156","3.9819984436035156","2.184182643890381","2.184182643890381","2.184182643890381","1.561224341392517","1.561224341392517","1.561224341392517","1.4495840072631836","1.4495840072631836","1.4495840072631836","1.3149017095565796","1.3149017095565796","1.3149017095565796","1.3977837562561035","1.3977837562561035","1.3977837562561035","2.5806450843811035","2.5806450843811035","2.5806450843811035","4.226956844329834","4.226956844329834","4.226956844329834"
"92","5.002073287963867","5.002073287963867","5.002073287963867","2.2204599380493164","2.2204599380493164","2.2204599380493164","1.5525022745132446","1.5525022745132446","1.5525022745132446","1.4622546434402466","1.4622546434402466","1.4622546434402466","1.366331934928894","1.366331934928894","1.366331934928894","1.849744439125061","1.849744439125061","1.849744439125061","3.010746479034424","3.010746479034424","3.010746479034424","8.044453620910645","8.044453620910645","8.044453620910645"
"94","7.782243728637695","7.782243728637695","7.782243728637695","2.5137970447540283","2.5137970447540283","2.5137970447540283","1.5146726369857788","1.5146726369857788","1.5146726369857788","1.427032709121704","1.427032709121704","1.427032709121704","1.3069067001342773","1.3069067001342773","1.3069067001342773","1.4649196863174438","1.4649196863174438","1.4649196863174438","2.6276051998138428","2.6276051998138428","2.6276051998138428","6.454420566558838","6.454420566558838","6.454420566558838"
"96","6.692002296447754","6.692002296447754","6.692002296447754","3.185197114944458","3.185197114944458","3.185197114944458","1.831331729888916","1.831331729888916","1.831331729888916","1.465090036392212","1.465090036392212","1.465090036392212","1.3824403285980225","1.3824403285980225","1.3824403285980225","1.6012518405914307","1.6012518405914307","1.6012518405914307","2.9015135765075684","2.9015135765075684","2.9015135765075684","9.77173900604248","9.77173900604248","9.77173900604248"
"98","5.257662296295166","5.257662296295166","5.257662296295166","2.0307493209838867","2.0307493209838867","2.0307493209838867","1.6391351222991943","1.6391351222991943","1.6391351222991943","1.4869060516357422","1.4869060516357422","1.4869060516357422","1.3656527996063232","1.3656527996063232","1.3656527996063232","1.506966471672058","1.506966471672058","1.506966471672058","2.6818771362304688","2.6818771362304688","2.6818771362304688","4.58625602722168","4.58625602722168","4.58625602722168"
"100","3.895535469055176","3.895535469055176","3.895535469055176","2.0584378242492676","2.0584378242492676","2.0584378242492676","1.6209697723388672","1.6209697723388672","1.6209697723388672","1.4592896699905396","1.4592896699905396","1.4592896699905396","1.340578556060791","1.340578556060791","1.340578556060791","1.4737268686294556","1.4737268686294556","1.4737268686294556","2.178689479827881","2.178689479827881","2.178689479827881","4.4133734703063965","4.4133734703063965","4.4133734703063965"
"102","598.2147827148438","598.2147827148438","598.2147827148438","1.935002088546753","1.935002088546753","1.935002088546753","1.8432234525680542","1.8432234525680542","1.8432234525680542","1.4662418365478516","1.4662418365478516","1.4662418365478516","1.3518760204315186","1.3518760204315186","1.3518760204315186","1.468217372894287","1.468217372894287","1.468217372894287","2.322786331176758","2.322786331176758","2.322786331176758","3.489532470703125","3.489532470703125","3.489532470703125"
"104","7.879605293273926","7.879605293273926","7.879605293273926","2.8558692932128906","2.8558692932128906","2.8558692932128906","1.646496057510376","1.646496057510376","1.646496057510376","1.4380438327789307","1.4380438327789307","1.4380438327789307","1.3569806814193726","1.3569806814193726","1.3569806814193726","1.4584238529205322","1.4584238529205322","1.4584238529205322","2.0496912002563477","2.0496912002563477","2.0496912002563477","5.023119926452637","5.023119926452637","5.023119926452637"
"106","4.025851249694824","4.025851249694824","4.025851249694824","2.1388919353485107","2.1388919353485107","2.1388919353485107","1.7588815689086914","1.7588815689086914","1.7588815689086914","1.4294121265411377","1.4294121265411377","1.4294121265411377","1.3143484592437744","1.3143484592437744","1.3143484592437744","1.4433071613311768","1.4433071613311768","1.4433071613311768","2.232675552368164","2.232675552368164","2.232675552368164","3.6553874015808105","3.6553874015808105","3.6553874015808105"
"108","4.95720100402832","4.95720100402832","4.95720100402832","1.8642091751098633","1.8642091751098633","1.8642091751098633","1.5934417247772217","1.5934417247772217","1.5934417247772217","1.465116024017334","1.465116024017334","1.465116024017334","1.3634779453277588","1.3634779453277588","1.3634779453277588","1.4593199491500854","1.4593199491500854","1.4593199491500854","2.061321258544922","2.061321258544922","2.061321258544922","5.428512096405029","5.428512096405029","5.428512096405029"
"110","5.824850082397461","5.824850082397461","5.824850082397461","1.928829312324524","1.928829312324524","1.928829312324524","1.5519407987594604","1.5519407987594604","1.5519407987594604","1.4381145238876343","1.4381145238876343","1.4381145238876343","1.332539439201355","1.332539439201355","1.332539439201355","1.4732698202133179","1.4732698202133179","1.4732698202133179","2.216768264770508","2.216768264770508","2.216768264770508","3.8793535232543945","3.8793535232543945","3.8793535232543945"
"112","3.8384108543395996","3.8384108543395996","3.8384108543395996","1.7358543872833252","1.7358543872833252","1.7358543872833252","1.5303590297698975","1.5303590297698975","1.5303590297698975","1.4386402368545532","1.4386402368545532","1.4386402368545532","1.3629980087280273","1.3629980087280273","1.3629980087280273","1.423708200454712","1.423708200454712","1.423708200454712","1.9323605298995972","1.9323605298995972","1.9323605298995972","4.32876443862915","4.32876443862915","4.32876443862915"
