"Step","VOWELS_FILTER_b40_DUAL_bs16 - prior_loss_z","VOWELS_FILTER_b40_DUAL_bs16 - prior_loss_z__MIN","VOWELS_FILTER_b40_DUAL_bs16 - prior_loss_z__MAX","VOWELS_FILTER_b20_DUAL_bs16 - prior_loss_z","VOWELS_FILTER_b20_DUAL_bs16 - prior_loss_z__MIN","VOWELS_FILTER_b20_DUAL_bs16 - prior_loss_z__MAX","VOWELS_FILTER_b10_DUAL_bs16 - prior_loss_z","VOWELS_FILTER_b10_DUAL_bs16 - prior_loss_z__MIN","VOWELS_FILTER_b10_DUAL_bs16 - prior_loss_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_z","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_z__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - prior_loss_z","VOWELS_FILTER_b0.1_DUAL_bs16 - prior_loss_z__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - prior_loss_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_z","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_z__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - prior_loss_z","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - prior_loss_z__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - prior_loss_z__MAX"
"114","0.3498166799545288","0.3498166799545288","0.3498166799545288","0.1300334930419922","0.1300334930419922","0.1300334930419922","0.1458577811717987","0.1458577811717987","0.1458577811717987","0","0","0","0.007951080799102783","0.007951080799102783","0.007951080799102783","0.14792107045650482","0.14792107045650482","0.14792107045650482","0.3069203495979309","0.3069203495979309","0.3069203495979309"
"116","0.2191305160522461","0.2191305160522461","0.2191305160522461","0.16415715217590332","0.16415715217590332","0.16415715217590332","0.18993765115737915","0.18993765115737915","0.18993765115737915","0","0","0","0.0085984468460083","0.0085984468460083","0.0085984468460083","0.07340893149375916","0.07340893149375916","0.07340893149375916","0.1530814915895462","0.1530814915895462","0.1530814915895462"
"118","0.28561949729919434","0.28561949729919434","0.28561949729919434","1.695963740348816","1.695963740348816","1.695963740348816","0.414285808801651","0.414285808801651","0.414285808801651","0","0","0","0.004907563328742981","0.004907563328742981","0.004907563328742981","0.06361201405525208","0.06361201405525208","0.06361201405525208","0.10172538459300995","0.10172538459300995","0.10172538459300995"
"120","0.2665281295776367","0.2665281295776367","0.2665281295776367","0.13722926378250122","0.13722926378250122","0.13722926378250122","0.26223212480545044","0.26223212480545044","0.26223212480545044","0","0","0","0.02297857403755188","0.02297857403755188","0.02297857403755188","0.14669373631477356","0.14669373631477356","0.14669373631477356","0.08088052272796631","0.08088052272796631","0.08088052272796631"
"122","6.024643898010254","6.024643898010254","6.024643898010254","0.8150875568389893","0.8150875568389893","0.8150875568389893","1.0665916204452515","1.0665916204452515","1.0665916204452515","0","0","0","0.050925955176353455","0.050925955176353455","0.050925955176353455","0.049973875284194946","0.049973875284194946","0.049973875284194946","0.20095407962799072","0.20095407962799072","0.20095407962799072"
"124","0.3783196210861206","0.3783196210861206","0.3783196210861206","0.2153649926185608","0.2153649926185608","0.2153649926185608","0.39710327982902527","0.39710327982902527","0.39710327982902527","0","0","0","0.006824858486652374","0.006824858486652374","0.006824858486652374","0.03329634666442871","0.03329634666442871","0.03329634666442871","0.3953348994255066","0.3953348994255066","0.3953348994255066"
"126","0.35313963890075684","0.35313963890075684","0.35313963890075684","0.17309784889221191","0.17309784889221191","0.17309784889221191","0.434151291847229","0.434151291847229","0.434151291847229","0","0","0","0.005347386002540588","0.005347386002540588","0.005347386002540588","0.0600375235080719","0.0600375235080719","0.0600375235080719","0.3946036100387573","0.3946036100387573","0.3946036100387573"
"128","0.3256857395172119","0.3256857395172119","0.3256857395172119","0.3398030996322632","0.3398030996322632","0.3398030996322632","0.34740716218948364","0.34740716218948364","0.34740716218948364","0","0","0","0.039108648896217346","0.039108648896217346","0.039108648896217346","0.08914239704608917","0.08914239704608917","0.08914239704608917","0.2519678473472595","0.2519678473472595","0.2519678473472595"
"130","0.6068706512451172","0.6068706512451172","0.6068706512451172","0.16605108976364136","0.16605108976364136","0.16605108976364136","0.22656843066215515","0.22656843066215515","0.22656843066215515","0","0","0","0.00899425894021988","0.00899425894021988","0.00899425894021988","0.08262373507022858","0.08262373507022858","0.08262373507022858","0.11913813650608063","0.11913813650608063","0.11913813650608063"
"132","0.3600269556045532","0.3600269556045532","0.3600269556045532","0.1810818910598755","0.1810818910598755","0.1810818910598755","0.1830071210861206","0.1830071210861206","0.1830071210861206","0","0","0","0.02092873305082321","0.02092873305082321","0.02092873305082321","0.026215985417366028","0.026215985417366028","0.026215985417366028","0.10952949523925781","0.10952949523925781","0.10952949523925781"
"134","0.4620462656021118","0.4620462656021118","0.4620462656021118","0.48491209745407104","0.48491209745407104","0.48491209745407104","0.18311962485313416","0.18311962485313416","0.18311962485313416","0","0","0","0.008092507719993591","0.008092507719993591","0.008092507719993591","0.06322018802165985","0.06322018802165985","0.06322018802165985","0.37928634881973267","0.37928634881973267","0.37928634881973267"
"136","0.3914833068847656","0.3914833068847656","0.3914833068847656","0.3831833600997925","0.3831833600997925","0.3831833600997925","0.3596693277359009","0.3596693277359009","0.3596693277359009","0","0","0","0.009857177734375","0.009857177734375","0.009857177734375","0.025290772318840027","0.025290772318840027","0.025290772318840027","0.0801578164100647","0.0801578164100647","0.0801578164100647"
"138","0.7592260837554932","0.7592260837554932","0.7592260837554932","0.23085623979568481","0.23085623979568481","0.23085623979568481","0.9402267932891846","0.9402267932891846","0.9402267932891846","0","0","0","0.006207205355167389","0.006207205355167389","0.006207205355167389","0.04911676049232483","0.04911676049232483","0.04911676049232483","0.27634426951408386","0.27634426951408386","0.27634426951408386"
"140","0.47857463359832764","0.47857463359832764","0.47857463359832764","0.23564845323562622","0.23564845323562622","0.23564845323562622","0.4204757511615753","0.4204757511615753","0.4204757511615753","0","0","0","0.014237798750400543","0.014237798750400543","0.014237798750400543","0.04638679325580597","0.04638679325580597","0.04638679325580597","0.08190758526325226","0.08190758526325226","0.08190758526325226"
"142","0.24952590465545654","0.24952590465545654","0.24952590465545654","0.2146214246749878","0.2146214246749878","0.2146214246749878","0.5240932106971741","0.5240932106971741","0.5240932106971741","0","0","0","0.065925233066082","0.065925233066082","0.065925233066082","0.05200423300266266","0.05200423300266266","0.05200423300266266","0.2531450390815735","0.2531450390815735","0.2531450390815735"
"144","0.3958761692047119","0.3958761692047119","0.3958761692047119","0.3974840044975281","0.3974840044975281","0.3974840044975281","0.15112534165382385","0.15112534165382385","0.15112534165382385","0","0","0","0.010321758687496185","0.010321758687496185","0.010321758687496185","0.08709117770195007","0.08709117770195007","0.08709117770195007","0.2593945860862732","0.2593945860862732","0.2593945860862732"
"146","0.6971240043640137","0.6971240043640137","0.6971240043640137","1.0185480117797852","1.0185480117797852","1.0185480117797852","0.12856870889663696","0.12856870889663696","0.12856870889663696","0","0","0","0.012156598269939423","0.012156598269939423","0.012156598269939423","0.03244228661060333","0.03244228661060333","0.03244228661060333","0.23430213332176208","0.23430213332176208","0.23430213332176208"
"148","2.183210849761963","2.183210849761963","2.183210849761963","0.17105638980865479","0.17105638980865479","0.17105638980865479","0.13619214296340942","0.13619214296340942","0.13619214296340942","0","0","0","0.003892242908477783","0.003892242908477783","0.003892242908477783","0.022749975323677063","0.022749975323677063","0.022749975323677063","0.10834299027919769","0.10834299027919769","0.10834299027919769"
"150","0.23794770240783691","0.23794770240783691","0.23794770240783691","0.15859007835388184","0.15859007835388184","0.15859007835388184","0.209779292345047","0.209779292345047","0.209779292345047","0","0","0","0.0050074756145477295","0.0050074756145477295","0.0050074756145477295","0.044369474053382874","0.044369474053382874","0.044369474053382874","0.3402233123779297","0.3402233123779297","0.3402233123779297"
"152","1.4642417430877686","1.4642417430877686","1.4642417430877686","0.24842321872711182","0.24842321872711182","0.24842321872711182","0.2465561032295227","0.2465561032295227","0.2465561032295227","0","0","0","0.008771121501922607","0.008771121501922607","0.008771121501922607","0.09572751820087433","0.09572751820087433","0.09572751820087433","0.16759634017944336","0.16759634017944336","0.16759634017944336"
"154","0.2900660037994385","0.2900660037994385","0.2900660037994385","0.15115141868591309","0.15115141868591309","0.15115141868591309","0.299922376871109","0.299922376871109","0.299922376871109","0","0","0","0.00396391749382019","0.00396391749382019","0.00396391749382019","0.12660041451454163","0.12660041451454163","0.12660041451454163","0.24511776864528656","0.24511776864528656","0.24511776864528656"
"156","0.29398202896118164","0.29398202896118164","0.29398202896118164","0.8004322648048401","0.8004322648048401","0.8004322648048401","0.21551325917243958","0.21551325917243958","0.21551325917243958","0","0","0","0.0054630860686302185","0.0054630860686302185","0.0054630860686302185","0.03336206078529358","0.03336206078529358","0.03336206078529358","0.09674616158008575","0.09674616158008575","0.09674616158008575"
"158","0.30394792556762695","0.30394792556762695","0.30394792556762695","0.7758975028991699","0.7758975028991699","0.7758975028991699","0.38948655128479004","0.38948655128479004","0.38948655128479004","0","0","0","0.007164433598518372","0.007164433598518372","0.007164433598518372","0.07049828767776489","0.07049828767776489","0.07049828767776489","0.2804473042488098","0.2804473042488098","0.2804473042488098"
"160","0.6584137678146362","0.6584137678146362","0.6584137678146362","0.6436526775360107","0.6436526775360107","0.6436526775360107","0.24222508072853088","0.24222508072853088","0.24222508072853088","0","0","0","0.01541842520236969","0.01541842520236969","0.01541842520236969","0.06367288529872894","0.06367288529872894","0.06367288529872894","0.08537657558917999","0.08537657558917999","0.08537657558917999"
"162","0.3281712532043457","0.3281712532043457","0.3281712532043457","0.3366932272911072","0.3366932272911072","0.3366932272911072","0.3299996256828308","0.3299996256828308","0.3299996256828308","0","0","0","0.003640487790107727","0.003640487790107727","0.003640487790107727","0.06078742444515228","0.06078742444515228","0.06078742444515228","0.1913849264383316","0.1913849264383316","0.1913849264383316"
"164","0.2774834632873535","0.2774834632873535","0.2774834632873535","0.14901608228683472","0.14901608228683472","0.14901608228683472","0.18594935536384583","0.18594935536384583","0.18594935536384583","0","0","0","0.0033927783370018005","0.0033927783370018005","0.0033927783370018005","0.036894455552101135","0.036894455552101135","0.036894455552101135","0.07849074900150299","0.07849074900150299","0.07849074900150299"
"166","0.8359849452972412","0.8359849452972412","0.8359849452972412","0.19722580909729004","0.19722580909729004","0.19722580909729004","0.18267259001731873","0.18267259001731873","0.18267259001731873","0","0","0","0.0052961185574531555","0.0052961185574531555","0.0052961185574531555","0.03744244575500488","0.03744244575500488","0.03744244575500488","0.11399015784263611","0.11399015784263611","0.11399015784263611"
"168","1.0798603296279907","1.0798603296279907","1.0798603296279907","0.44904351234436035","0.44904351234436035","0.44904351234436035","0.2172715961933136","0.2172715961933136","0.2172715961933136","0","0","0","0.009632356464862823","0.009632356464862823","0.009632356464862823","0.04113800823688507","0.04113800823688507","0.04113800823688507","0.12747310101985931","0.12747310101985931","0.12747310101985931"
"170","1.4909863471984863","1.4909863471984863","1.4909863471984863","0.6051152944564819","0.6051152944564819","0.6051152944564819","0.5977236032485962","0.5977236032485962","0.5977236032485962","0","0","0","0.016596779227256775","0.016596779227256775","0.016596779227256775","0.04856117069721222","0.04856117069721222","0.04856117069721222","0.2738147974014282","0.2738147974014282","0.2738147974014282"
"172","0.5870163440704346","0.5870163440704346","0.5870163440704346","1.5170440673828125","1.5170440673828125","1.5170440673828125","0.09463876485824585","0.09463876485824585","0.09463876485824585","0","0","0","0.009542517364025116","0.009542517364025116","0.009542517364025116","0.03229483962059021","0.03229483962059021","0.03229483962059021","0.10821260511875153","0.10821260511875153","0.10821260511875153"
"174","0.35830140113830566","0.35830140113830566","0.35830140113830566","0.40796250104904175","0.40796250104904175","0.40796250104904175","0.3189399838447571","0.3189399838447571","0.3189399838447571","0","0","0","0.006907522678375244","0.006907522678375244","0.006907522678375244","0.0610264390707016","0.0610264390707016","0.0610264390707016","0.10077506303787231","0.10077506303787231","0.10077506303787231"
"176","0.6638228893280029","0.6638228893280029","0.6638228893280029","1.0666594505310059","1.0666594505310059","1.0666594505310059","0.28345659375190735","0.28345659375190735","0.28345659375190735","0","0","0","0.009579263627529144","0.009579263627529144","0.009579263627529144","0.06151124835014343","0.06151124835014343","0.06151124835014343","0.1024540513753891","0.1024540513753891","0.1024540513753891"
"178","0.43959319591522217","0.43959319591522217","0.43959319591522217","0.6120249629020691","0.6120249629020691","0.6120249629020691","0.3820456564426422","0.3820456564426422","0.3820456564426422","0","0","0","0.006264016032218933","0.006264016032218933","0.006264016032218933","0.03516145050525665","0.03516145050525665","0.03516145050525665","0.07390491664409637","0.07390491664409637","0.07390491664409637"
"180","0.3638952970504761","0.3638952970504761","0.3638952970504761","0.8607268333435059","0.8607268333435059","0.8607268333435059","0.40076524019241333","0.40076524019241333","0.40076524019241333","0","0","0","0.007429875433444977","0.007429875433444977","0.007429875433444977","0.05677312612533569","0.05677312612533569","0.05677312612533569","0.2354014664888382","0.2354014664888382","0.2354014664888382"
"182","0.6388098001480103","0.6388098001480103","0.6388098001480103","0.20816922187805176","0.20816922187805176","0.20816922187805176","0.1607075333595276","0.1607075333595276","0.1607075333595276","0","0","0","0.00431322306394577","0.00431322306394577","0.00431322306394577","0.02634085714817047","0.02634085714817047","0.02634085714817047","0.08622072637081146","0.08622072637081146","0.08622072637081146"
"184","0.3198474645614624","0.3198474645614624","0.3198474645614624","0.8077889680862427","0.8077889680862427","0.8077889680862427","0.24738982319831848","0.24738982319831848","0.24738982319831848","0","0","0","0.004484057426452637","0.004484057426452637","0.004484057426452637","0.05950331687927246","0.05950331687927246","0.05950331687927246","0.26760250329971313","0.26760250329971313","0.26760250329971313"
"186","0.3333747386932373","0.3333747386932373","0.3333747386932373","0.8289411664009094","0.8289411664009094","0.8289411664009094","0.2756260335445404","0.2756260335445404","0.2756260335445404","0","0","0","0.010793708264827728","0.010793708264827728","0.010793708264827728","0.032090842723846436","0.032090842723846436","0.032090842723846436","0.16039609909057617","0.16039609909057617","0.16039609909057617"
"188","0.3050863742828369","0.3050863742828369","0.3050863742828369","0.2806141972541809","0.2806141972541809","0.2806141972541809","0.2445131540298462","0.2445131540298462","0.2445131540298462","0","0","0","0.02223946899175644","0.02223946899175644","0.02223946899175644","0.06988503038883209","0.06988503038883209","0.06988503038883209","0.16951337456703186","0.16951337456703186","0.16951337456703186"
"190","0.9086459875106812","0.9086459875106812","0.9086459875106812","0.16048401594161987","0.16048401594161987","0.16048401594161987","0.1562349498271942","0.1562349498271942","0.1562349498271942","0","0","0","0.002644658088684082","0.002644658088684082","0.002644658088684082","0.042741745710372925","0.042741745710372925","0.042741745710372925","0.06888620555400848","0.06888620555400848","0.06888620555400848"
"192","1.6816496849060059","1.6816496849060059","1.6816496849060059","0.74005126953125","0.74005126953125","0.74005126953125","0.15423670411109924","0.15423670411109924","0.15423670411109924","0","0","0","0.005740396678447723","0.005740396678447723","0.005740396678447723","0.027280151844024658","0.027280151844024658","0.027280151844024658","0.09808018803596497","0.09808018803596497","0.09808018803596497"
"194","0.5692005157470703","0.5692005157470703","0.5692005157470703","0.4877611994743347","0.4877611994743347","0.4877611994743347","0.1470416784286499","0.1470416784286499","0.1470416784286499","0","0","0","0.006639145314693451","0.006639145314693451","0.006639145314693451","0.07172226905822754","0.07172226905822754","0.07172226905822754","0.2675008177757263","0.2675008177757263","0.2675008177757263"
"196","0.28857290744781494","0.28857290744781494","0.28857290744781494","0.2580389380455017","0.2580389380455017","0.2580389380455017","0.10619759559631348","0.10619759559631348","0.10619759559631348","0","0","0","0.006370216608047485","0.006370216608047485","0.006370216608047485","0.04640154540538788","0.04640154540538788","0.04640154540538788","0.08216910064220428","0.08216910064220428","0.08216910064220428"
"198","1.4939039945602417","1.4939039945602417","1.4939039945602417","0.9199634194374084","0.9199634194374084","0.9199634194374084","0.13873353600502014","0.13873353600502014","0.13873353600502014","0","0","0","0.013241678476333618","0.013241678476333618","0.013241678476333618","0.030864626169204712","0.030864626169204712","0.030864626169204712","0.058040767908096313","0.058040767908096313","0.058040767908096313"
"200","0.31849443912506104","0.31849443912506104","0.31849443912506104","0.1631513237953186","0.1631513237953186","0.1631513237953186","0.2498634159564972","0.2498634159564972","0.2498634159564972","0","0","0","0.004987441003322601","0.004987441003322601","0.004987441003322601","0.06350070238113403","0.06350070238113403","0.06350070238113403","0.10911226272583008","0.10911226272583008","0.10911226272583008"
"202","0.2777308225631714","0.2777308225631714","0.2777308225631714","0.5076080560684204","0.5076080560684204","0.5076080560684204","0.2717636525630951","0.2717636525630951","0.2717636525630951","0","0","0","0.0027268752455711365","0.0027268752455711365","0.0027268752455711365","0.09360507130622864","0.09360507130622864","0.09360507130622864","0.14462172985076904","0.14462172985076904","0.14462172985076904"
"204","0.241011381149292","0.241011381149292","0.241011381149292","0.30223727226257324","0.30223727226257324","0.30223727226257324","0.2840086817741394","0.2840086817741394","0.2840086817741394","0","0","0","0.003510892391204834","0.003510892391204834","0.003510892391204834","0.1679787039756775","0.1679787039756775","0.1679787039756775","0.17917193472385406","0.17917193472385406","0.17917193472385406"
"206","0.24270415306091309","0.24270415306091309","0.24270415306091309","1.1059820652008057","1.1059820652008057","1.1059820652008057","0.18239840865135193","0.18239840865135193","0.18239840865135193","0","0","0","0.004401795566082001","0.004401795566082001","0.004401795566082001","0.1105981320142746","0.1105981320142746","0.1105981320142746","0.08203275501728058","0.08203275501728058","0.08203275501728058"
"208","0.7563084363937378","0.7563084363937378","0.7563084363937378","0.12843161821365356","0.12843161821365356","0.12843161821365356","0.21745413541793823","0.21745413541793823","0.21745413541793823","0","0","0","0.0024605244398117065","0.0024605244398117065","0.0024605244398117065","0.03256291151046753","0.03256291151046753","0.03256291151046753","0.10720714926719666","0.10720714926719666","0.10720714926719666"
"210","0.5802661180496216","0.5802661180496216","0.5802661180496216","0.26810765266418457","0.26810765266418457","0.26810765266418457","0.2557225525379181","0.2557225525379181","0.2557225525379181","0","0","0","0.009344801306724548","0.009344801306724548","0.009344801306724548","0.02144142985343933","0.02144142985343933","0.02144142985343933","0.1311853528022766","0.1311853528022766","0.1311853528022766"
"212","0.3421276807785034","0.3421276807785034","0.3421276807785034","0.4087403416633606","0.4087403416633606","0.4087403416633606","0.25717467069625854","0.25717467069625854","0.25717467069625854","0","0","0","0.005661770701408386","0.005661770701408386","0.005661770701408386","0.028483495116233826","0.028483495116233826","0.028483495116233826","0.14238469302654266","0.14238469302654266","0.14238469302654266"
"214","0.4243224859237671","0.4243224859237671","0.4243224859237671","0.4648551344871521","0.4648551344871521","0.4648551344871521","0.30373185873031616","0.30373185873031616","0.30373185873031616","0","0","0","0.004624567925930023","0.004624567925930023","0.004624567925930023","0.09304285049438477","0.09304285049438477","0.09304285049438477","0.0669185072183609","0.0669185072183609","0.0669185072183609"
"216","0.9496718645095825","0.9496718645095825","0.9496718645095825","0.1763477921485901","0.1763477921485901","0.1763477921485901","0.2789013087749481","0.2789013087749481","0.2789013087749481","0","0","0","0.0052702948451042175","0.0052702948451042175","0.0052702948451042175","0.09645774960517883","0.09645774960517883","0.09645774960517883","0.4687514305114746","0.4687514305114746","0.4687514305114746"
"218","0.898522138595581","0.898522138595581","0.898522138595581","0.2522885799407959","0.2522885799407959","0.2522885799407959","0.1471899449825287","0.1471899449825287","0.1471899449825287","0","0","0","0.02159275859594345","0.02159275859594345","0.02159275859594345","0.02217516303062439","0.02217516303062439","0.02217516303062439","0.1675523817539215","0.1675523817539215","0.1675523817539215"
"220","0.6870925426483154","0.6870925426483154","0.6870925426483154","0.24734139442443848","0.24734139442443848","0.24734139442443848","0.16922056674957275","0.16922056674957275","0.16922056674957275","0","0","0","0.005659841001033783","0.005659841001033783","0.005659841001033783","0.05020894110202789","0.05020894110202789","0.05020894110202789","0.114479660987854","0.114479660987854","0.114479660987854"
"222","0.7096290588378906","0.7096290588378906","0.7096290588378906","0.1678377389907837","0.1678377389907837","0.1678377389907837","0.1522541046142578","0.1522541046142578","0.1522541046142578","0","0","0","0.008335866034030914","0.008335866034030914","0.008335866034030914","0.035267993807792664","0.035267993807792664","0.035267993807792664","0.17956942319869995","0.17956942319869995","0.17956942319869995"
"224","0.6596475839614868","0.6596475839614868","0.6596475839614868","0.521436333656311","0.521436333656311","0.521436333656311","0.14034658670425415","0.14034658670425415","0.14034658670425415","0","0","0","0.012376300990581512","0.012376300990581512","0.012376300990581512","0.036230385303497314","0.036230385303497314","0.036230385303497314","0.1841619610786438","0.1841619610786438","0.1841619610786438"
"226","2.341139316558838","2.341139316558838","2.341139316558838","0.20173192024230957","0.20173192024230957","0.20173192024230957","0.23667365312576294","0.23667365312576294","0.23667365312576294","0","0","0","0.013460919260978699","0.013460919260978699","0.013460919260978699","0.062468498945236206","0.062468498945236206","0.062468498945236206","0.09088963270187378","0.09088963270187378","0.09088963270187378"
"228","0.4833310842514038","0.4833310842514038","0.4833310842514038","0.2305850386619568","0.2305850386619568","0.2305850386619568","0.12047514319419861","0.12047514319419861","0.12047514319419861","0","0","0","0.0051705315709114075","0.0051705315709114075","0.0051705315709114075","0.09308092296123505","0.09308092296123505","0.09308092296123505","0.09921640157699585","0.09921640157699585","0.09921640157699585"
"230","0.31369030475616455","0.31369030475616455","0.31369030475616455","0.23444443941116333","0.23444443941116333","0.23444443941116333","0.28032436966896057","0.28032436966896057","0.28032436966896057","0","0","0","0.0035459473729133606","0.0035459473729133606","0.0035459473729133606","0.042129531502723694","0.042129531502723694","0.042129531502723694","0.09750798344612122","0.09750798344612122","0.09750798344612122"