"Step","VOWELS_VMD_b10_DUAL_bs16 - cross_entropy_negative_s","VOWELS_VMD_b10_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_VMD_b10_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_EMD_b10_DUAL_bs16 - cross_entropy_negative_s","VOWELS_EMD_b10_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_EMD_b10_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_EMD_b0_DUAL_bs16 - cross_entropy_negative_s","VOWELS_EMD_b0_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_EMD_b0_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_VMD_b0_DUAL_bs16 - cross_entropy_negative_s","VOWELS_VMD_b0_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_VMD_b0_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_EWT_b10_DUAL_bs16 - cross_entropy_negative_s","VOWELS_EWT_b10_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_EWT_b10_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_EWT_b0_DUAL_bs16 - cross_entropy_negative_s","VOWELS_EWT_b0_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_EWT_b0_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_EWT_b1_DUAL_bs16 - cross_entropy_negative_s","VOWELS_EWT_b1_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_EWT_b1_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_EMD_b1_DUAL_bs16 - cross_entropy_negative_s","VOWELS_EMD_b1_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_EMD_b1_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_VMD_b1_DUAL_bs16 - cross_entropy_negative_s","VOWELS_VMD_b1_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_VMD_b1_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_s__MAX"
"74","5.445221900939941","5.445221900939941","5.445221900939941","4.428484916687012","4.428484916687012","4.428484916687012","1.1049023866653442","1.1049023866653442","1.1049023866653442","1.1068565845489502","1.1068565845489502","1.1068565845489502","5.805960655212402","5.805960655212402","5.805960655212402","6.017184257507324","6.017184257507324","6.017184257507324","1.1205666065216064","1.1205666065216064","1.1205666065216064","1.1609487533569336","1.1609487533569336","1.1609487533569336","2.7096781730651855","2.7096781730651855","2.7096781730651855","3.5782551765441895","3.5782551765441895","3.5782551765441895","2.5430068969726562","2.5430068969726562","2.5430068969726562","3.3447587490081787","3.3447587490081787","3.3447587490081787"
"76","5.2434282302856445","5.2434282302856445","5.2434282302856445","4.234015464782715","4.234015464782715","4.234015464782715","1.1049952507019043","1.1049952507019043","1.1049952507019043","1.1077781915664673","1.1077781915664673","1.1077781915664673","5.347389221191406","5.347389221191406","5.347389221191406","5.641915321350098","5.641915321350098","5.641915321350098","1.121476173400879","1.121476173400879","1.121476173400879","1.115838646888733","1.115838646888733","1.115838646888733","2.508143424987793","2.508143424987793","2.508143424987793","3.500969886779785","3.500969886779785","3.500969886779785","2.4789133071899414","2.4789133071899414","2.4789133071899414","3.088223695755005","3.088223695755005","3.088223695755005"
"78","5.152867794036865","5.152867794036865","5.152867794036865","4.356298446655273","4.356298446655273","4.356298446655273","1.1042988300323486","1.1042988300323486","1.1042988300323486","1.1109552383422852","1.1109552383422852","1.1109552383422852","5.384463787078857","5.384463787078857","5.384463787078857","5.833431243896484","5.833431243896484","5.833431243896484","1.120037317276001","1.120037317276001","1.120037317276001","1.1408498287200928","1.1408498287200928","1.1408498287200928","2.5168118476867676","2.5168118476867676","2.5168118476867676","3.7046475410461426","3.7046475410461426","3.7046475410461426","2.452817678451538","2.452817678451538","2.452817678451538","3.003955602645874","3.003955602645874","3.003955602645874"
"80","5.082318305969238","5.082318305969238","5.082318305969238","4.5435943603515625","4.5435943603515625","4.5435943603515625","1.1042251586914062","1.1042251586914062","1.1042251586914062","1.1091246604919434","1.1091246604919434","1.1091246604919434","5.588599681854248","5.588599681854248","5.588599681854248","5.552191257476807","5.552191257476807","5.552191257476807","1.1211274862289429","1.1211274862289429","1.1211274862289429","1.241558313369751","1.241558313369751","1.241558313369751","2.45670485496521","2.45670485496521","2.45670485496521","3.6622233390808105","3.6622233390808105","3.6622233390808105","2.44073486328125","2.44073486328125","2.44073486328125","3.3144354820251465","3.3144354820251465","3.3144354820251465"
"82","4.959297180175781","4.959297180175781","4.959297180175781","4.054895877838135","4.054895877838135","4.054895877838135","1.105604887008667","1.105604887008667","1.105604887008667","1.1070117950439453","1.1070117950439453","1.1070117950439453","5.383522987365723","5.383522987365723","5.383522987365723","5.4685564041137695","5.4685564041137695","5.4685564041137695","1.1310880184173584","1.1310880184173584","1.1310880184173584","1.1222920417785645","1.1222920417785645","1.1222920417785645","2.2766096591949463","2.2766096591949463","2.2766096591949463","3.701889991760254","3.701889991760254","3.701889991760254","2.4272055625915527","2.4272055625915527","2.4272055625915527","2.75530743598938","2.75530743598938","2.75530743598938"
"84","5.101042747497559","5.101042747497559","5.101042747497559","4.059343338012695","4.059343338012695","4.059343338012695","1.1044703722000122","1.1044703722000122","1.1044703722000122","1.1323761940002441","1.1323761940002441","1.1323761940002441","5.3956122398376465","5.3956122398376465","5.3956122398376465","5.0272417068481445","5.0272417068481445","5.0272417068481445","1.1078885793685913","1.1078885793685913","1.1078885793685913","1.1222676038742065","1.1222676038742065","1.1222676038742065","2.1619114875793457","2.1619114875793457","2.1619114875793457","3.5493786334991455","3.5493786334991455","3.5493786334991455","2.5003204345703125","2.5003204345703125","2.5003204345703125","2.7161731719970703","2.7161731719970703","2.7161731719970703"
"86","5.120977878570557","5.120977878570557","5.120977878570557","4.227483749389648","4.227483749389648","4.227483749389648","1.1043484210968018","1.1043484210968018","1.1043484210968018","1.1129465103149414","1.1129465103149414","1.1129465103149414","5.072305202484131","5.072305202484131","5.072305202484131","5.394713878631592","5.394713878631592","5.394713878631592","1.2084007263183594","1.2084007263183594","1.2084007263183594","1.132856845855713","1.132856845855713","1.132856845855713","2.2174954414367676","2.2174954414367676","2.2174954414367676","3.31546688079834","3.31546688079834","3.31546688079834","2.642430067062378","2.642430067062378","2.642430067062378","2.804478645324707","2.804478645324707","2.804478645324707"
"88","4.415665626525879","4.415665626525879","4.415665626525879","4.1965556144714355","4.1965556144714355","4.1965556144714355","1.1050448417663574","1.1050448417663574","1.1050448417663574","1.1059709787368774","1.1059709787368774","1.1059709787368774","5.802280426025391","5.802280426025391","5.802280426025391","5.261515140533447","5.261515140533447","5.261515140533447","1.11039137840271","1.11039137840271","1.11039137840271","1.157716989517212","1.157716989517212","1.157716989517212","2.0557188987731934","2.0557188987731934","2.0557188987731934","3.477555990219116","3.477555990219116","3.477555990219116","2.1715264320373535","2.1715264320373535","2.1715264320373535","3.2336459159851074","3.2336459159851074","3.2336459159851074"
"90","4.505257606506348","4.505257606506348","4.505257606506348","4.090149879455566","4.090149879455566","4.090149879455566","1.1047604084014893","1.1047604084014893","1.1047604084014893","1.1512221097946167","1.1512221097946167","1.1512221097946167","4.8368635177612305","4.8368635177612305","4.8368635177612305","5.127939224243164","5.127939224243164","5.127939224243164","1.117815613746643","1.117815613746643","1.117815613746643","1.1060446500778198","1.1060446500778198","1.1060446500778198","2.048381805419922","2.048381805419922","2.048381805419922","3.098681688308716","3.098681688308716","3.098681688308716","2.1869328022003174","2.1869328022003174","2.1869328022003174","2.463392734527588","2.463392734527588","2.463392734527588"
"92","4.498610973358154","4.498610973358154","4.498610973358154","3.9386560916900635","3.9386560916900635","3.9386560916900635","1.1038634777069092","1.1038634777069092","1.1038634777069092","1.1112226247787476","1.1112226247787476","1.1112226247787476","5.137286186218262","5.137286186218262","5.137286186218262","4.801138877868652","4.801138877868652","4.801138877868652","1.1316052675247192","1.1316052675247192","1.1316052675247192","1.153043270111084","1.153043270111084","1.153043270111084","1.944455623626709","1.944455623626709","1.944455623626709","2.8700294494628906","2.8700294494628906","2.8700294494628906","2.1911492347717285","2.1911492347717285","2.1911492347717285","2.6325364112854004","2.6325364112854004","2.6325364112854004"
"94","4.831860542297363","4.831860542297363","4.831860542297363","4.0248003005981445","4.0248003005981445","4.0248003005981445","1.1054127216339111","1.1054127216339111","1.1054127216339111","1.105468988418579","1.105468988418579","1.105468988418579","5.1193437576293945","5.1193437576293945","5.1193437576293945","4.941764831542969","4.941764831542969","4.941764831542969","1.1410527229309082","1.1410527229309082","1.1410527229309082","1.1133146286010742","1.1133146286010742","1.1133146286010742","1.8976796865463257","1.8976796865463257","1.8976796865463257","2.8406238555908203","2.8406238555908203","2.8406238555908203","2.2666513919830322","2.2666513919830322","2.2666513919830322","2.48395037651062","2.48395037651062","2.48395037651062"
"96","4.269468307495117","4.269468307495117","4.269468307495117","3.9404690265655518","3.9404690265655518","3.9404690265655518","1.1033620834350586","1.1033620834350586","1.1033620834350586","1.1053707599639893","1.1053707599639893","1.1053707599639893","4.912707328796387","4.912707328796387","4.912707328796387","4.984770774841309","4.984770774841309","4.984770774841309","1.170129418373108","1.170129418373108","1.170129418373108","1.1287059783935547","1.1287059783935547","1.1287059783935547","1.8392713069915771","1.8392713069915771","1.8392713069915771","2.6092352867126465","2.6092352867126465","2.6092352867126465","2.072272539138794","2.072272539138794","2.072272539138794","2.4031853675842285","2.4031853675842285","2.4031853675842285"
"98","4.21364164352417","4.21364164352417","4.21364164352417","4.280313968658447","4.280313968658447","4.280313968658447","1.103309154510498","1.103309154510498","1.103309154510498","1.1073130369186401","1.1073130369186401","1.1073130369186401","4.5135416984558105","4.5135416984558105","4.5135416984558105","4.778596878051758","4.778596878051758","4.778596878051758","1.1197508573532104","1.1197508573532104","1.1197508573532104","1.1585698127746582","1.1585698127746582","1.1585698127746582","1.8075225353240967","1.8075225353240967","1.8075225353240967","2.357412815093994","2.357412815093994","2.357412815093994","2.0127487182617188","2.0127487182617188","2.0127487182617188","2.2659127712249756","2.2659127712249756","2.2659127712249756"
"100","4.17774772644043","4.17774772644043","4.17774772644043","3.806859254837036","3.806859254837036","3.806859254837036","1.103118896484375","1.103118896484375","1.103118896484375","1.103721022605896","1.103721022605896","1.103721022605896","4.788023948669434","4.788023948669434","4.788023948669434","4.624997138977051","4.624997138977051","4.624997138977051","1.1105538606643677","1.1105538606643677","1.1105538606643677","1.1347898244857788","1.1347898244857788","1.1347898244857788","1.6885666847229004","1.6885666847229004","1.6885666847229004","2.3515563011169434","2.3515563011169434","2.3515563011169434","2.014655590057373","2.014655590057373","2.014655590057373","2.333167791366577","2.333167791366577","2.333167791366577"
"102","4.1379265785217285","4.1379265785217285","4.1379265785217285","3.897188425064087","3.897188425064087","3.897188425064087","1.1030714511871338","1.1030714511871338","1.1030714511871338","1.1064743995666504","1.1064743995666504","1.1064743995666504","4.656862258911133","4.656862258911133","4.656862258911133","4.504602432250977","4.504602432250977","4.504602432250977","1.1087555885314941","1.1087555885314941","1.1087555885314941","1.1290695667266846","1.1290695667266846","1.1290695667266846","1.6347708702087402","1.6347708702087402","1.6347708702087402","2.403317928314209","2.403317928314209","2.403317928314209","1.9325711727142334","1.9325711727142334","1.9325711727142334","2.1583118438720703","2.1583118438720703","2.1583118438720703"
"104","4.4962944984436035","4.4962944984436035","4.4962944984436035","3.828857898712158","3.828857898712158","3.828857898712158","1.1032042503356934","1.1032042503356934","1.1032042503356934","1.1288375854492188","1.1288375854492188","1.1288375854492188","4.957565784454346","4.957565784454346","4.957565784454346","4.547461032867432","4.547461032867432","4.547461032867432","1.143096685409546","1.143096685409546","1.143096685409546","1.1308287382125854","1.1308287382125854","1.1308287382125854","1.6430364847183228","1.6430364847183228","1.6430364847183228","2.4198672771453857","2.4198672771453857","2.4198672771453857","2.128983974456787","2.128983974456787","2.128983974456787","2.1436948776245117","2.1436948776245117","2.1436948776245117"
"106","4.0208845138549805","4.0208845138549805","4.0208845138549805","3.817056894302368","3.817056894302368","3.817056894302368","1.1031007766723633","1.1031007766723633","1.1031007766723633","1.103730320930481","1.103730320930481","1.103730320930481","4.619880676269531","4.619880676269531","4.619880676269531","4.518641948699951","4.518641948699951","4.518641948699951","1.166862964630127","1.166862964630127","1.166862964630127","1.1318330764770508","1.1318330764770508","1.1318330764770508","1.5985898971557617","1.5985898971557617","1.5985898971557617","1.9401577711105347","1.9401577711105347","1.9401577711105347","2.111264228820801","2.111264228820801","2.111264228820801","2.1503825187683105","2.1503825187683105","2.1503825187683105"
"108","4.68077278137207","4.68077278137207","4.68077278137207","3.7482123374938965","3.7482123374938965","3.7482123374938965","1.1032027006149292","1.1032027006149292","1.1032027006149292","1.1092965602874756","1.1092965602874756","1.1092965602874756","4.673888206481934","4.673888206481934","4.673888206481934","4.917619228363037","4.917619228363037","4.917619228363037","1.125793218612671","1.125793218612671","1.125793218612671","1.1630803346633911","1.1630803346633911","1.1630803346633911","1.5874873399734497","1.5874873399734497","1.5874873399734497","1.9392083883285522","1.9392083883285522","1.9392083883285522","2.1894800662994385","2.1894800662994385","2.1894800662994385","2.160085678100586","2.160085678100586","2.160085678100586"
"110","4.202704906463623","4.202704906463623","4.202704906463623","3.732830762863159","3.732830762863159","3.732830762863159","1.1032212972640991","1.1032212972640991","1.1032212972640991","1.1047484874725342","1.1047484874725342","1.1047484874725342","4.498554229736328","4.498554229736328","4.498554229736328","4.187141418457031","4.187141418457031","4.187141418457031","1.108275055885315","1.108275055885315","1.108275055885315","1.1807172298431396","1.1807172298431396","1.1807172298431396","1.5342689752578735","1.5342689752578735","1.5342689752578735","1.8824414014816284","1.8824414014816284","1.8824414014816284","1.8932238817214966","1.8932238817214966","1.8932238817214966","1.9848096370697021","1.9848096370697021","1.9848096370697021"
"112","3.963016986846924","3.963016986846924","3.963016986846924","3.771198272705078","3.771198272705078","3.771198272705078","1.1027474403381348","1.1027474403381348","1.1027474403381348","1.106285810470581","1.106285810470581","1.106285810470581","4.758803367614746","4.758803367614746","4.758803367614746","4.259554862976074","4.259554862976074","4.259554862976074","1.123622179031372","1.123622179031372","1.123622179031372","1.1629996299743652","1.1629996299743652","1.1629996299743652","1.5421005487442017","1.5421005487442017","1.5421005487442017","1.770919680595398","1.770919680595398","1.770919680595398","1.7845591306686401","1.7845591306686401","1.7845591306686401","2.0365195274353027","2.0365195274353027","2.0365195274353027"
"114","4.021134376525879","4.021134376525879","4.021134376525879","3.7474169731140137","3.7474169731140137","3.7474169731140137","1.102867841720581","1.102867841720581","1.102867841720581","1.119157314300537","1.119157314300537","1.119157314300537","4.687901973724365","4.687901973724365","4.687901973724365","4.117260932922363","4.117260932922363","4.117260932922363","1.1852328777313232","1.1852328777313232","1.1852328777313232","1.1940665245056152","1.1940665245056152","1.1940665245056152","1.5049149990081787","1.5049149990081787","1.5049149990081787","1.7152745723724365","1.7152745723724365","1.7152745723724365","1.8224632740020752","1.8224632740020752","1.8224632740020752","2.2281322479248047","2.2281322479248047","2.2281322479248047"
"116","4.373610496520996","4.373610496520996","4.373610496520996","3.6849935054779053","3.6849935054779053","3.6849935054779053","1.1029677391052246","1.1029677391052246","1.1029677391052246","1.1198052167892456","1.1198052167892456","1.1198052167892456","4.703197479248047","4.703197479248047","4.703197479248047","4.130303382873535","4.130303382873535","4.130303382873535","1.112905502319336","1.112905502319336","1.112905502319336","1.1421318054199219","1.1421318054199219","1.1421318054199219","1.5102516412734985","1.5102516412734985","1.5102516412734985","1.7917957305908203","1.7917957305908203","1.7917957305908203","2.3212103843688965","2.3212103843688965","2.3212103843688965","2.083615779876709","2.083615779876709","2.083615779876709"
"118","3.7917532920837402","3.7917532920837402","3.7917532920837402","3.62607479095459","3.62607479095459","3.62607479095459","1.1029239892959595","1.1029239892959595","1.1029239892959595","1.1036293506622314","1.1036293506622314","1.1036293506622314","4.555834770202637","4.555834770202637","4.555834770202637","4.030384540557861","4.030384540557861","4.030384540557861","1.1293308734893799","1.1293308734893799","1.1293308734893799","1.1323885917663574","1.1323885917663574","1.1323885917663574","1.4971961975097656","1.4971961975097656","1.4971961975097656","2.1912992000579834","2.1912992000579834","2.1912992000579834","1.6682748794555664","1.6682748794555664","1.6682748794555664","1.8129714727401733","1.8129714727401733","1.8129714727401733"
"120","3.592268228530884","3.592268228530884","3.592268228530884","3.5540432929992676","3.5540432929992676","3.5540432929992676","1.1028411388397217","1.1028411388397217","1.1028411388397217","1.1053922176361084","1.1053922176361084","1.1053922176361084","4.228814125061035","4.228814125061035","4.228814125061035","4.114482879638672","4.114482879638672","4.114482879638672","1.1065880060195923","1.1065880060195923","1.1065880060195923","1.1367677450180054","1.1367677450180054","1.1367677450180054","1.48940110206604","1.48940110206604","1.48940110206604","1.8391960859298706","1.8391960859298706","1.8391960859298706","1.5866687297821045","1.5866687297821045","1.5866687297821045","1.5830656290054321","1.5830656290054321","1.5830656290054321"
"122","3.9510698318481445","3.9510698318481445","3.9510698318481445","3.7056851387023926","3.7056851387023926","3.7056851387023926","1.1027088165283203","1.1027088165283203","1.1027088165283203","1.1053017377853394","1.1053017377853394","1.1053017377853394","4.758699417114258","4.758699417114258","4.758699417114258","3.9690535068511963","3.9690535068511963","3.9690535068511963","1.1074944734573364","1.1074944734573364","1.1074944734573364","1.1789805889129639","1.1789805889129639","1.1789805889129639","1.5207103490829468","1.5207103490829468","1.5207103490829468","1.6597747802734375","1.6597747802734375","1.6597747802734375","1.7071645259857178","1.7071645259857178","1.7071645259857178","2.227403163909912","2.227403163909912","2.227403163909912"
"124","3.7500698566436768","3.7500698566436768","3.7500698566436768","3.559678792953491","3.559678792953491","3.559678792953491","1.1026605367660522","1.1026605367660522","1.1026605367660522","1.1046147346496582","1.1046147346496582","1.1046147346496582","4.1513872146606445","4.1513872146606445","4.1513872146606445","3.8353500366210938","3.8353500366210938","3.8353500366210938","1.104278802871704","1.104278802871704","1.104278802871704","1.1336002349853516","1.1336002349853516","1.1336002349853516","1.4490041732788086","1.4490041732788086","1.4490041732788086","1.5605283975601196","1.5605283975601196","1.5605283975601196","1.6932123899459839","1.6932123899459839","1.6932123899459839","1.6825153827667236","1.6825153827667236","1.6825153827667236"
"126","3.7908716201782227","3.7908716201782227","3.7908716201782227","3.5508055686950684","3.5508055686950684","3.5508055686950684","1.1028549671173096","1.1028549671173096","1.1028549671173096","1.1048375368118286","1.1048375368118286","1.1048375368118286","4.513089179992676","4.513089179992676","4.513089179992676","3.8771214485168457","3.8771214485168457","3.8771214485168457","1.2016680240631104","1.2016680240631104","1.2016680240631104","1.1706024408340454","1.1706024408340454","1.1706024408340454","1.4523475170135498","1.4523475170135498","1.4523475170135498","2.0355608463287354","2.0355608463287354","2.0355608463287354","1.652588129043579","1.652588129043579","1.652588129043579","1.8324329853057861","1.8324329853057861","1.8324329853057861"
"128","3.836215019226074","3.836215019226074","3.836215019226074","3.749795913696289","3.749795913696289","3.749795913696289","1.1026027202606201","1.1026027202606201","1.1026027202606201","1.1057103872299194","1.1057103872299194","1.1057103872299194","4.132619857788086","4.132619857788086","4.132619857788086","3.7983381748199463","3.7983381748199463","3.7983381748199463","1.104782223701477","1.104782223701477","1.104782223701477","1.12808358669281","1.12808358669281","1.12808358669281","1.4084007740020752","1.4084007740020752","1.4084007740020752","1.5670301914215088","1.5670301914215088","1.5670301914215088","1.7064809799194336","1.7064809799194336","1.7064809799194336","1.6329238414764404","1.6329238414764404","1.6329238414764404"
"130","3.594648838043213","3.594648838043213","3.594648838043213","3.6216282844543457","3.6216282844543457","3.6216282844543457","1.1027946472167969","1.1027946472167969","1.1027946472167969","1.1046198606491089","1.1046198606491089","1.1046198606491089","4.090383529663086","4.090383529663086","4.090383529663086","3.7464263439178467","3.7464263439178467","3.7464263439178467","1.1111738681793213","1.1111738681793213","1.1111738681793213","1.1163380146026611","1.1163380146026611","1.1163380146026611","1.3931268453598022","1.3931268453598022","1.3931268453598022","1.5417462587356567","1.5417462587356567","1.5417462587356567","1.519734501838684","1.519734501838684","1.519734501838684","1.629009485244751","1.629009485244751","1.629009485244751"
"132","3.6002540588378906","3.6002540588378906","3.6002540588378906","3.5730032920837402","3.5730032920837402","3.5730032920837402","1.1023857593536377","1.1023857593536377","1.1023857593536377","1.1051876544952393","1.1051876544952393","1.1051876544952393","4.459779739379883","4.459779739379883","4.459779739379883","3.6794991493225098","3.6794991493225098","3.6794991493225098","1.1051971912384033","1.1051971912384033","1.1051971912384033","1.2606141567230225","1.2606141567230225","1.2606141567230225","1.417423963546753","1.417423963546753","1.417423963546753","2.018059730529785","2.018059730529785","2.018059730529785","1.5119088888168335","1.5119088888168335","1.5119088888168335","1.8521997928619385","1.8521997928619385","1.8521997928619385"
"134","3.5876176357269287","3.5876176357269287","3.5876176357269287","3.5006165504455566","3.5006165504455566","3.5006165504455566","1.1026945114135742","1.1026945114135742","1.1026945114135742","1.1058528423309326","1.1058528423309326","1.1058528423309326","4.138082504272461","4.138082504272461","4.138082504272461","3.6166067123413086","3.6166067123413086","3.6166067123413086","1.1074868440628052","1.1074868440628052","1.1074868440628052","1.109968900680542","1.109968900680542","1.109968900680542","1.4070756435394287","1.4070756435394287","1.4070756435394287","1.6758549213409424","1.6758549213409424","1.6758549213409424","1.5237574577331543","1.5237574577331543","1.5237574577331543","1.585426926612854","1.585426926612854","1.585426926612854"
"136","3.4697463512420654","3.4697463512420654","3.4697463512420654","3.4986283779144287","3.4986283779144287","3.4986283779144287","1.1021854877471924","1.1021854877471924","1.1021854877471924","1.1036338806152344","1.1036338806152344","1.1036338806152344","4.083078861236572","4.083078861236572","4.083078861236572","3.658377170562744","3.658377170562744","3.658377170562744","1.115945816040039","1.115945816040039","1.115945816040039","1.1121456623077393","1.1121456623077393","1.1121456623077393","1.3949193954467773","1.3949193954467773","1.3949193954467773","1.4256725311279297","1.4256725311279297","1.4256725311279297","1.4772205352783203","1.4772205352783203","1.4772205352783203","1.6073474884033203","1.6073474884033203","1.6073474884033203"
"138","3.5701193809509277","3.5701193809509277","3.5701193809509277","3.471407890319824","3.471407890319824","3.471407890319824","1.1026301383972168","1.1026301383972168","1.1026301383972168","1.1067969799041748","1.1067969799041748","1.1067969799041748","4.170583724975586","4.170583724975586","4.170583724975586","3.882387161254883","3.882387161254883","3.882387161254883","1.118941307067871","1.118941307067871","1.118941307067871","1.115588903427124","1.115588903427124","1.115588903427124","1.4162712097167969","1.4162712097167969","1.4162712097167969","1.800794243812561","1.800794243812561","1.800794243812561","1.512993335723877","1.512993335723877","1.512993335723877","1.5985223054885864","1.5985223054885864","1.5985223054885864"
"140","3.590111017227173","3.590111017227173","3.590111017227173","3.4894871711730957","3.4894871711730957","3.4894871711730957","1.1020865440368652","1.1020865440368652","1.1020865440368652","1.105893850326538","1.105893850326538","1.105893850326538","4.261170387268066","4.261170387268066","4.261170387268066","3.582505464553833","3.582505464553833","3.582505464553833","1.1048113107681274","1.1048113107681274","1.1048113107681274","1.1265616416931152","1.1265616416931152","1.1265616416931152","1.336843729019165","1.336843729019165","1.336843729019165","1.6199002265930176","1.6199002265930176","1.6199002265930176","1.5392539501190186","1.5392539501190186","1.5392539501190186","1.5893785953521729","1.5893785953521729","1.5893785953521729"
"142","3.3601794242858887","3.3601794242858887","3.3601794242858887","3.4450387954711914","3.4450387954711914","3.4450387954711914","1.10256826877594","1.10256826877594","1.10256826877594","1.1035995483398438","1.1035995483398438","1.1035995483398438","4.061347007751465","4.061347007751465","4.061347007751465","3.592928886413574","3.592928886413574","3.592928886413574","1.1191496849060059","1.1191496849060059","1.1191496849060059","1.1406736373901367","1.1406736373901367","1.1406736373901367","1.3560724258422852","1.3560724258422852","1.3560724258422852","1.574997901916504","1.574997901916504","1.574997901916504","1.433309555053711","1.433309555053711","1.433309555053711","1.613764762878418","1.613764762878418","1.613764762878418"
"144","3.317802667617798","3.317802667617798","3.317802667617798","3.430176258087158","3.430176258087158","3.430176258087158","1.1024391651153564","1.1024391651153564","1.1024391651153564","1.1031118631362915","1.1031118631362915","1.1031118631362915","3.957211494445801","3.957211494445801","3.957211494445801","3.481278419494629","3.481278419494629","3.481278419494629","1.1054829359054565","1.1054829359054565","1.1054829359054565","1.1186922788619995","1.1186922788619995","1.1186922788619995","1.353925347328186","1.353925347328186","1.353925347328186","1.6172035932540894","1.6172035932540894","1.6172035932540894","1.4245655536651611","1.4245655536651611","1.4245655536651611","1.4625537395477295","1.4625537395477295","1.4625537395477295"
"146","3.253661632537842","3.253661632537842","3.253661632537842","3.422402858734131","3.422402858734131","3.422402858734131","1.1023447513580322","1.1023447513580322","1.1023447513580322","1.1037611961364746","1.1037611961364746","1.1037611961364746","4.141653060913086","4.141653060913086","4.141653060913086","3.4463396072387695","3.4463396072387695","3.4463396072387695","1.1049556732177734","1.1049556732177734","1.1049556732177734","1.127157211303711","1.127157211303711","1.127157211303711","1.3239340782165527","1.3239340782165527","1.3239340782165527","1.460835337638855","1.460835337638855","1.460835337638855","1.4106409549713135","1.4106409549713135","1.4106409549713135","1.4454429149627686","1.4454429149627686","1.4454429149627686"
"148","3.2507333755493164","3.2507333755493164","3.2507333755493164","3.3539187908172607","3.3539187908172607","3.3539187908172607","1.1025161743164062","1.1025161743164062","1.1025161743164062","1.104767084121704","1.104767084121704","1.104767084121704","4.1523356437683105","4.1523356437683105","4.1523356437683105","3.7554430961608887","3.7554430961608887","3.7554430961608887","1.115956425666809","1.115956425666809","1.115956425666809","1.1602174043655396","1.1602174043655396","1.1602174043655396","1.7259092330932617","1.7259092330932617","1.7259092330932617","1.4585390090942383","1.4585390090942383","1.4585390090942383","1.4171535968780518","1.4171535968780518","1.4171535968780518","1.6638691425323486","1.6638691425323486","1.6638691425323486"
"150","3.2653756141662598","3.2653756141662598","3.2653756141662598","3.6076817512512207","3.6076817512512207","3.6076817512512207","1.1022552251815796","1.1022552251815796","1.1022552251815796","1.1043835878372192","1.1043835878372192","1.1043835878372192","4.322866916656494","4.322866916656494","4.322866916656494","3.396822452545166","3.396822452545166","3.396822452545166","1.1031534671783447","1.1031534671783447","1.1031534671783447","1.1324045658111572","1.1324045658111572","1.1324045658111572","1.671870470046997","1.671870470046997","1.671870470046997","1.5693819522857666","1.5693819522857666","1.5693819522857666","1.390043020248413","1.390043020248413","1.390043020248413","1.4413046836853027","1.4413046836853027","1.4413046836853027"
