"Step","VOWELS_VMD_b10_DUAL_bs16 - cross_entropy_positive_z","VOWELS_VMD_b10_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_VMD_b10_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_EMD_b10_DUAL_bs16 - cross_entropy_positive_z","VOWELS_EMD_b10_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_EMD_b10_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_EMD_b0_DUAL_bs16 - cross_entropy_positive_z","VOWELS_EMD_b0_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_EMD_b0_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_VMD_b0_DUAL_bs16 - cross_entropy_positive_z","VOWELS_VMD_b0_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_VMD_b0_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_EWT_b10_DUAL_bs16 - cross_entropy_positive_z","VOWELS_EWT_b10_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_EWT_b10_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_EWT_b0_DUAL_bs16 - cross_entropy_positive_z","VOWELS_EWT_b0_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_EWT_b0_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_EWT_b1_DUAL_bs16 - cross_entropy_positive_z","VOWELS_EWT_b1_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_EWT_b1_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_EMD_b1_DUAL_bs16 - cross_entropy_positive_z","VOWELS_EMD_b1_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_EMD_b1_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_VMD_b1_DUAL_bs16 - cross_entropy_positive_z","VOWELS_VMD_b1_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_VMD_b1_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_z__MAX"
"0","0.13548137247562408","0.13548137247562408","0.13548137247562408","0.13655567169189453","0.13655567169189453","0.13655567169189453","0.18893583118915558","0.18893583118915558","0.18893583118915558","0.18436674773693085","0.18436674773693085","0.18436674773693085","0.13340383768081665","0.13340383768081665","0.13340383768081665","0.13677462935447693","0.13677462935447693","0.13677462935447693","0.19747260212898254","0.19747260212898254","0.19747260212898254","0.18129053711891174","0.18129053711891174","0.18129053711891174","0.14073088765144348","0.14073088765144348","0.14073088765144348","0.140812486410141","0.140812486410141","0.140812486410141","0.13948190212249756","0.13948190212249756","0.13948190212249756","0.13722848892211914","0.13722848892211914","0.13722848892211914"
"2","0.08745531737804413","0.08745531737804413","0.08745531737804413","0.08760284632444382","0.08760284632444382","0.08760284632444382","7.45402717590332","7.45402717590332","7.45402717590332","1.2165600061416626","1.2165600061416626","1.2165600061416626","0.09040644764900208","0.09040644764900208","0.09040644764900208","0.08947150409221649","0.08947150409221649","0.08947150409221649","1.1543755531311035","1.1543755531311035","1.1543755531311035","0.34661003947257996","0.34661003947257996","0.34661003947257996","0.10216481983661652","0.10216481983661652","0.10216481983661652","0.09946082532405853","0.09946082532405853","0.09946082532405853","0.10058697313070297","0.10058697313070297","0.10058697313070297","0.10368604212999344","0.10368604212999344","0.10368604212999344"
"4","0.05624982714653015","0.05624982714653015","0.05624982714653015","0.051983270794153214","0.051983270794153214","0.051983270794153214","7.605529308319092","7.605529308319092","7.605529308319092","1.8272783756256104","1.8272783756256104","1.8272783756256104","0.06194455176591873","0.06194455176591873","0.06194455176591873","0.060477957129478455","0.060477957129478455","0.060477957129478455","1.276902675628662","1.276902675628662","1.276902675628662","1.4543918371200562","1.4543918371200562","1.4543918371200562","0.0758109986782074","0.0758109986782074","0.0758109986782074","0.06871145218610764","0.06871145218610764","0.06871145218610764","0.07282029092311859","0.07282029092311859","0.07282029092311859","0.07869791984558105","0.07869791984558105","0.07869791984558105"
"6","0.04199809208512306","0.04199809208512306","0.04199809208512306","0.03561246022582054","0.03561246022582054","0.03561246022582054","1.8360059261322021","1.8360059261322021","1.8360059261322021","1.497009038925171","1.497009038925171","1.497009038925171","0.048226162791252136","0.048226162791252136","0.048226162791252136","0.04546888917684555","0.04546888917684555","0.04546888917684555","0.8576620221138","0.8576620221138","0.8576620221138","0.7593487501144409","0.7593487501144409","0.7593487501144409","0.07427096366882324","0.07427096366882324","0.07427096366882324","0.06476353108882904","0.06476353108882904","0.06476353108882904","0.07505357265472412","0.07505357265472412","0.07505357265472412","0.07621157169342041","0.07621157169342041","0.07621157169342041"
"8","0.03936535865068436","0.03936535865068436","0.03936535865068436","0.04231364279985428","0.04231364279985428","0.04231364279985428","1.3207881450653076","1.3207881450653076","1.3207881450653076","1.9601376056671143","1.9601376056671143","1.9601376056671143","0.04193924367427826","0.04193924367427826","0.04193924367427826","0.04219260811805725","0.04219260811805725","0.04219260811805725","1.8048877716064453","1.8048877716064453","1.8048877716064453","1.3905125856399536","1.3905125856399536","1.3905125856399536","0.1856202483177185","0.1856202483177185","0.1856202483177185","0.22344467043876648","0.22344467043876648","0.22344467043876648","0.3258362412452698","0.3258362412452698","0.3258362412452698","0.18536409735679626","0.18536409735679626","0.18536409735679626"
"10","0.07095552980899811","0.07095552980899811","0.07095552980899811","0.09031833708286285","0.09031833708286285","0.09031833708286285","1.870368242263794","1.870368242263794","1.870368242263794","1.6262692213058472","1.6262692213058472","1.6262692213058472","0.053978610783815384","0.053978610783815384","0.053978610783815384","0.0747239887714386","0.0747239887714386","0.0747239887714386","1.6853755712509155","1.6853755712509155","1.6853755712509155","1.82907235622406","1.82907235622406","1.82907235622406","0.6240975856781006","0.6240975856781006","0.6240975856781006","0.7243286967277527","0.7243286967277527","0.7243286967277527","1.5078275203704834","1.5078275203704834","1.5078275203704834","1.0508966445922852","1.0508966445922852","1.0508966445922852"
"12","0.11973364651203156","0.11973364651203156","0.11973364651203156","0.13325995206832886","0.13325995206832886","0.13325995206832886","1.6645009517669678","1.6645009517669678","1.6645009517669678","1.932987093925476","1.932987093925476","1.932987093925476","0.0886203944683075","0.0886203944683075","0.0886203944683075","0.11768428981304169","0.11768428981304169","0.11768428981304169","1.5033245086669922","1.5033245086669922","1.5033245086669922","1.8336460590362549","1.8336460590362549","1.8336460590362549","1.408949375152588","1.408949375152588","1.408949375152588","1.3791173696517944","1.3791173696517944","1.3791173696517944","1.6143401861190796","1.6143401861190796","1.6143401861190796","1.5187554359436035","1.5187554359436035","1.5187554359436035"
"14","0.18201781809329987","0.18201781809329987","0.18201781809329987","0.19020016491413116","0.19020016491413116","0.19020016491413116","1.9281206130981445","1.9281206130981445","1.9281206130981445","1.7200736999511719","1.7200736999511719","1.7200736999511719","0.13034825026988983","0.13034825026988983","0.13034825026988983","0.1714181900024414","0.1714181900024414","0.1714181900024414","1.2756551504135132","1.2756551504135132","1.2756551504135132","8.044257164001465","8.044257164001465","8.044257164001465","1.7551207542419434","1.7551207542419434","1.7551207542419434","1.6617658138275146","1.6617658138275146","1.6617658138275146","1.8028006553649902","1.8028006553649902","1.8028006553649902","7.690898895263672","7.690898895263672","7.690898895263672"
"16","0.23964367806911469","0.23964367806911469","0.23964367806911469","0.24004331231117249","0.24004331231117249","0.24004331231117249","1.7344422340393066","1.7344422340393066","1.7344422340393066","1.942734718322754","1.942734718322754","1.942734718322754","0.162684366106987","0.162684366106987","0.162684366106987","0.2165118306875229","0.2165118306875229","0.2165118306875229","1.5709058046340942","1.5709058046340942","1.5709058046340942","1.772141695022583","1.772141695022583","1.772141695022583","1.7709916830062866","1.7709916830062866","1.7709916830062866","1.7486584186553955","1.7486584186553955","1.7486584186553955","1.6936330795288086","1.6936330795288086","1.6936330795288086","1.5473785400390625","1.5473785400390625","1.5473785400390625"
"18","0.3082176148891449","0.3082176148891449","0.3082176148891449","0.3051137328147888","0.3051137328147888","0.3051137328147888","1.907411813735962","1.907411813735962","1.907411813735962","1.8996119499206543","1.8996119499206543","1.8996119499206543","0.21799340844154358","0.21799340844154358","0.21799340844154358","0.2849031686782837","0.2849031686782837","0.2849031686782837","1.8456792831420898","1.8456792831420898","1.8456792831420898","1.8622772693634033","1.8622772693634033","1.8622772693634033","1.8759832382202148","1.8759832382202148","1.8759832382202148","1.7981793880462646","1.7981793880462646","1.7981793880462646","1.5474894046783447","1.5474894046783447","1.5474894046783447","1.8281558752059937","1.8281558752059937","1.8281558752059937"
"20","0.3687189221382141","0.3687189221382141","0.3687189221382141","0.35103702545166016","0.35103702545166016","0.35103702545166016","1.9475349187850952","1.9475349187850952","1.9475349187850952","1.8892650604248047","1.8892650604248047","1.8892650604248047","0.24423018097877502","0.24423018097877502","0.24423018097877502","0.3220502734184265","0.3220502734184265","0.3220502734184265","1.8110527992248535","1.8110527992248535","1.8110527992248535","1.7843873500823975","1.7843873500823975","1.7843873500823975","1.727312684059143","1.727312684059143","1.727312684059143","1.75652015209198","1.75652015209198","1.75652015209198","1.6904014348983765","1.6904014348983765","1.6904014348983765","1.5920943021774292","1.5920943021774292","1.5920943021774292"
"22","0.4020066261291504","0.4020066261291504","0.4020066261291504","0.3976694941520691","0.3976694941520691","0.3976694941520691","1.9514331817626953","1.9514331817626953","1.9514331817626953","2.042273998260498","2.042273998260498","2.042273998260498","0.2999621331691742","0.2999621331691742","0.2999621331691742","0.3781639337539673","0.3781639337539673","0.3781639337539673","1.8785167932510376","1.8785167932510376","1.8785167932510376","1.8399029970169067","1.8399029970169067","1.8399029970169067","1.6987683773040771","1.6987683773040771","1.6987683773040771","1.762884497642517","1.762884497642517","1.762884497642517","1.6191405057907104","1.6191405057907104","1.6191405057907104","1.6517951488494873","1.6517951488494873","1.6517951488494873"
"24","0.49886924028396606","0.49886924028396606","0.49886924028396606","0.45872485637664795","0.45872485637664795","0.45872485637664795","1.9526344537734985","1.9526344537734985","1.9526344537734985","2.0018200874328613","2.0018200874328613","2.0018200874328613","0.32972627878189087","0.32972627878189087","0.32972627878189087","0.41497164964675903","0.41497164964675903","0.41497164964675903","1.731450080871582","1.731450080871582","1.731450080871582","1.7505383491516113","1.7505383491516113","1.7505383491516113","1.7613314390182495","1.7613314390182495","1.7613314390182495","1.698409080505371","1.698409080505371","1.698409080505371","1.8096144199371338","1.8096144199371338","1.8096144199371338","1.718179702758789","1.718179702758789","1.718179702758789"
"26","0.5386872887611389","0.5386872887611389","0.5386872887611389","0.5132710337638855","0.5132710337638855","0.5132710337638855","1.9190125465393066","1.9190125465393066","1.9190125465393066","2.022599220275879","2.022599220275879","2.022599220275879","0.39087530970573425","0.39087530970573425","0.39087530970573425","0.44366198778152466","0.44366198778152466","0.44366198778152466","1.6385291814804077","1.6385291814804077","1.6385291814804077","1.8010895252227783","1.8010895252227783","1.8010895252227783","1.6250497102737427","1.6250497102737427","1.6250497102737427","1.6605910062789917","1.6605910062789917","1.6605910062789917","1.8067948818206787","1.8067948818206787","1.8067948818206787","1.6764837503433228","1.6764837503433228","1.6764837503433228"
"28","0.5169923305511475","0.5169923305511475","0.5169923305511475","0.49340784549713135","0.49340784549713135","0.49340784549713135","1.8521456718444824","1.8521456718444824","1.8521456718444824","1.8869879245758057","1.8869879245758057","1.8869879245758057","0.39127445220947266","0.39127445220947266","0.39127445220947266","0.4753338098526001","0.4753338098526001","0.4753338098526001","1.6271677017211914","1.6271677017211914","1.6271677017211914","1.8189231157302856","1.8189231157302856","1.8189231157302856","1.669002890586853","1.669002890586853","1.669002890586853","1.6706287860870361","1.6706287860870361","1.6706287860870361","1.516524076461792","1.516524076461792","1.516524076461792","1.797908067703247","1.797908067703247","1.797908067703247"
"30","0.5372815132141113","0.5372815132141113","0.5372815132141113","0.5417841672897339","0.5417841672897339","0.5417841672897339","1.848429799079895","1.848429799079895","1.848429799079895","1.8445929288864136","1.8445929288864136","1.8445929288864136","0.4032962918281555","0.4032962918281555","0.4032962918281555","0.5124325752258301","0.5124325752258301","0.5124325752258301","1.5481754541397095","1.5481754541397095","1.5481754541397095","1.6895642280578613","1.6895642280578613","1.6895642280578613","1.6905019283294678","1.6905019283294678","1.6905019283294678","1.684818983078003","1.684818983078003","1.684818983078003","1.7158923149108887","1.7158923149108887","1.7158923149108887","1.618667721748352","1.618667721748352","1.618667721748352"
"32","0.594555139541626","0.594555139541626","0.594555139541626","0.523018479347229","0.523018479347229","0.523018479347229","1.7988219261169434","1.7988219261169434","1.7988219261169434","1.802929401397705","1.802929401397705","1.802929401397705","0.40509355068206787","0.40509355068206787","0.40509355068206787","0.5416762828826904","0.5416762828826904","0.5416762828826904","1.6062008142471313","1.6062008142471313","1.6062008142471313","1.6685396432876587","1.6685396432876587","1.6685396432876587","1.608606219291687","1.608606219291687","1.608606219291687","1.6127982139587402","1.6127982139587402","1.6127982139587402","1.601014494895935","1.601014494895935","1.601014494895935","1.550972819328308","1.550972819328308","1.550972819328308"
"34","0.5958007574081421","0.5958007574081421","0.5958007574081421","0.5898353457450867","0.5898353457450867","0.5898353457450867","1.8881409168243408","1.8881409168243408","1.8881409168243408","1.8544442653656006","1.8544442653656006","1.8544442653656006","0.511147677898407","0.511147677898407","0.511147677898407","0.5922985076904297","0.5922985076904297","0.5922985076904297","1.545884132385254","1.545884132385254","1.545884132385254","1.7227771282196045","1.7227771282196045","1.7227771282196045","1.6391468048095703","1.6391468048095703","1.6391468048095703","1.7496309280395508","1.7496309280395508","1.7496309280395508","1.6941838264465332","1.6941838264465332","1.6941838264465332","1.7671871185302734","1.7671871185302734","1.7671871185302734"
"36","0.5964757800102234","0.5964757800102234","0.5964757800102234","0.6120551228523254","0.6120551228523254","0.6120551228523254","1.8485444784164429","1.8485444784164429","1.8485444784164429","1.9024252891540527","1.9024252891540527","1.9024252891540527","0.40130773186683655","0.40130773186683655","0.40130773186683655","0.6184263229370117","0.6184263229370117","0.6184263229370117","1.5760159492492676","1.5760159492492676","1.5760159492492676","1.667074203491211","1.667074203491211","1.667074203491211","1.6904493570327759","1.6904493570327759","1.6904493570327759","1.8508338928222656","1.8508338928222656","1.8508338928222656","1.7110872268676758","1.7110872268676758","1.7110872268676758","1.4541049003601074","1.4541049003601074","1.4541049003601074"
"38","0.8050019145011902","0.8050019145011902","0.8050019145011902","0.6882550716400146","0.6882550716400146","0.6882550716400146","1.8082740306854248","1.8082740306854248","1.8082740306854248","1.897881031036377","1.897881031036377","1.897881031036377","0.5582789778709412","0.5582789778709412","0.5582789778709412","0.6418651342391968","0.6418651342391968","0.6418651342391968","1.5253801345825195","1.5253801345825195","1.5253801345825195","1.6594343185424805","1.6594343185424805","1.6594343185424805","1.6984285116195679","1.6984285116195679","1.6984285116195679","1.761181116104126","1.761181116104126","1.761181116104126","2.0639638900756836","2.0639638900756836","2.0639638900756836","1.7437844276428223","1.7437844276428223","1.7437844276428223"
"40","0.7067762017250061","0.7067762017250061","0.7067762017250061","0.5273082852363586","0.5273082852363586","0.5273082852363586","1.6529204845428467","1.6529204845428467","1.6529204845428467","1.8710806369781494","1.8710806369781494","1.8710806369781494","0.5302733778953552","0.5302733778953552","0.5302733778953552","0.6175752282142639","0.6175752282142639","0.6175752282142639","1.4896501302719116","1.4896501302719116","1.4896501302719116","1.6442742347717285","1.6442742347717285","1.6442742347717285","1.680215835571289","1.680215835571289","1.680215835571289","1.8557920455932617","1.8557920455932617","1.8557920455932617","1.7502660751342773","1.7502660751342773","1.7502660751342773","1.5509917736053467","1.5509917736053467","1.5509917736053467"
"42","0.9229519367218018","0.9229519367218018","0.9229519367218018","0.700849175453186","0.700849175453186","0.700849175453186","1.703256368637085","1.703256368637085","1.703256368637085","1.7409136295318604","1.7409136295318604","1.7409136295318604","0.6402192115783691","0.6402192115783691","0.6402192115783691","0.792326807975769","0.792326807975769","0.792326807975769","1.4974600076675415","1.4974600076675415","1.4974600076675415","1.520923137664795","1.520923137664795","1.520923137664795","1.708349347114563","1.708349347114563","1.708349347114563","1.8284379243850708","1.8284379243850708","1.8284379243850708","1.881155014038086","1.881155014038086","1.881155014038086","1.4464774131774902","1.4464774131774902","1.4464774131774902"
"44","0.8621842861175537","0.8621842861175537","0.8621842861175537","0.5265140533447266","0.5265140533447266","0.5265140533447266","1.7022905349731445","1.7022905349731445","1.7022905349731445","1.7614275217056274","1.7614275217056274","1.7614275217056274","0.626618504524231","0.626618504524231","0.626618504524231","0.9421377182006836","0.9421377182006836","0.9421377182006836","1.4075288772583008","1.4075288772583008","1.4075288772583008","1.5159823894500732","1.5159823894500732","1.5159823894500732","1.7489314079284668","1.7489314079284668","1.7489314079284668","1.6894456148147583","1.6894456148147583","1.6894456148147583","1.5046716928482056","1.5046716928482056","1.5046716928482056","1.500492811203003","1.500492811203003","1.500492811203003"
"46","1.1595005989074707","1.1595005989074707","1.1595005989074707","0.42374029755592346","0.42374029755592346","0.42374029755592346","1.7664557695388794","1.7664557695388794","1.7664557695388794","1.7781939506530762","1.7781939506530762","1.7781939506530762","0.7337239384651184","0.7337239384651184","0.7337239384651184","1.061018466949463","1.061018466949463","1.061018466949463","1.4094622135162354","1.4094622135162354","1.4094622135162354","1.6239348649978638","1.6239348649978638","1.6239348649978638","1.7597248554229736","1.7597248554229736","1.7597248554229736","1.8474762439727783","1.8474762439727783","1.8474762439727783","1.86701238155365","1.86701238155365","1.86701238155365","1.7980706691741943","1.7980706691741943","1.7980706691741943"
"48","1.2488588094711304","1.2488588094711304","1.2488588094711304","0.7615296840667725","0.7615296840667725","0.7615296840667725","1.798789143562317","1.798789143562317","1.798789143562317","1.7581387758255005","1.7581387758255005","1.7581387758255005","0.8541299104690552","0.8541299104690552","0.8541299104690552","0.8052828907966614","0.8052828907966614","0.8052828907966614","1.6425511837005615","1.6425511837005615","1.6425511837005615","1.6416449546813965","1.6416449546813965","1.6416449546813965","1.7022215127944946","1.7022215127944946","1.7022215127944946","1.5570216178894043","1.5570216178894043","1.5570216178894043","2.0933616161346436","2.0933616161346436","2.0933616161346436","1.6422512531280518","1.6422512531280518","1.6422512531280518"
"50","0.964240550994873","0.964240550994873","0.964240550994873","0.5198546648025513","0.5198546648025513","0.5198546648025513","1.6223030090332031","1.6223030090332031","1.6223030090332031","1.7655344009399414","1.7655344009399414","1.7655344009399414","0.9041383266448975","0.9041383266448975","0.9041383266448975","1.0004608631134033","1.0004608631134033","1.0004608631134033","1.4879043102264404","1.4879043102264404","1.4879043102264404","1.6256139278411865","1.6256139278411865","1.6256139278411865","1.673983097076416","1.673983097076416","1.673983097076416","1.6288974285125732","1.6288974285125732","1.6288974285125732","1.8092774152755737","1.8092774152755737","1.8092774152755737","1.5940430164337158","1.5940430164337158","1.5940430164337158"
"52","1.2188972234725952","1.2188972234725952","1.2188972234725952","0.29432740807533264","0.29432740807533264","0.29432740807533264","1.7049278020858765","1.7049278020858765","1.7049278020858765","1.759404182434082","1.759404182434082","1.759404182434082","0.9560692310333252","0.9560692310333252","0.9560692310333252","0.9501991868019104","0.9501991868019104","0.9501991868019104","1.4421542882919312","1.4421542882919312","1.4421542882919312","1.5966482162475586","1.5966482162475586","1.5966482162475586","1.78360116481781","1.78360116481781","1.78360116481781","1.731191635131836","1.731191635131836","1.731191635131836","1.6937490701675415","1.6937490701675415","1.6937490701675415","1.8965637683868408","1.8965637683868408","1.8965637683868408"
"54","1.01664137840271","1.01664137840271","1.01664137840271","0.6625609993934631","0.6625609993934631","0.6625609993934631","1.7119834423065186","1.7119834423065186","1.7119834423065186","1.7455081939697266","1.7455081939697266","1.7455081939697266","0.846589982509613","0.846589982509613","0.846589982509613","1.0610990524291992","1.0610990524291992","1.0610990524291992","1.518736481666565","1.518736481666565","1.518736481666565","1.618090271949768","1.618090271949768","1.618090271949768","1.962782859802246","1.962782859802246","1.962782859802246","1.6933376789093018","1.6933376789093018","1.6933376789093018","1.7807719707489014","1.7807719707489014","1.7807719707489014","1.754124402999878","1.754124402999878","1.754124402999878"
"56","1.4150069952011108","1.4150069952011108","1.4150069952011108","0.6692436933517456","0.6692436933517456","0.6692436933517456","1.6677662134170532","1.6677662134170532","1.6677662134170532","1.6435792446136475","1.6435792446136475","1.6435792446136475","0.969910740852356","0.969910740852356","0.969910740852356","1.1594477891921997","1.1594477891921997","1.1594477891921997","1.4685876369476318","1.4685876369476318","1.4685876369476318","1.6390745639801025","1.6390745639801025","1.6390745639801025","1.8149261474609375","1.8149261474609375","1.8149261474609375","1.779991865158081","1.779991865158081","1.779991865158081","1.8500128984451294","1.8500128984451294","1.8500128984451294","1.665686845779419","1.665686845779419","1.665686845779419"
"58","1.4434419870376587","1.4434419870376587","1.4434419870376587","0.9307681918144226","0.9307681918144226","0.9307681918144226","1.6208381652832031","1.6208381652832031","1.6208381652832031","1.7539863586425781","1.7539863586425781","1.7539863586425781","1.1975864171981812","1.1975864171981812","1.1975864171981812","1.222569465637207","1.222569465637207","1.222569465637207","1.345857858657837","1.345857858657837","1.345857858657837","1.4460450410842896","1.4460450410842896","1.4460450410842896","1.654376745223999","1.654376745223999","1.654376745223999","1.7963396310806274","1.7963396310806274","1.7963396310806274","1.8302667140960693","1.8302667140960693","1.8302667140960693","1.69439697265625","1.69439697265625","1.69439697265625"
"60","1.4193588495254517","1.4193588495254517","1.4193588495254517","1.1157217025756836","1.1157217025756836","1.1157217025756836","1.588927984237671","1.588927984237671","1.588927984237671","1.7662997245788574","1.7662997245788574","1.7662997245788574","1.356400489807129","1.356400489807129","1.356400489807129","1.3387737274169922","1.3387737274169922","1.3387737274169922","1.419653058052063","1.419653058052063","1.419653058052063","1.4488052129745483","1.4488052129745483","1.4488052129745483","1.7184420824050903","1.7184420824050903","1.7184420824050903","1.7406436204910278","1.7406436204910278","1.7406436204910278","1.7102149724960327","1.7102149724960327","1.7102149724960327","1.6973413228988647","1.6973413228988647","1.6973413228988647"
"62","1.3636372089385986","1.3636372089385986","1.3636372089385986","1.086635708808899","1.086635708808899","1.086635708808899","1.46762216091156","1.46762216091156","1.46762216091156","1.658097743988037","1.658097743988037","1.658097743988037","1.2836196422576904","1.2836196422576904","1.2836196422576904","1.1824012994766235","1.1824012994766235","1.1824012994766235","1.4533665180206299","1.4533665180206299","1.4533665180206299","1.7019387483596802","1.7019387483596802","1.7019387483596802","1.6492923498153687","1.6492923498153687","1.6492923498153687","1.7301619052886963","1.7301619052886963","1.7301619052886963","1.7619855403900146","1.7619855403900146","1.7619855403900146","1.9141767024993896","1.9141767024993896","1.9141767024993896"
"64","1.617283821105957","1.617283821105957","1.617283821105957","1.014638900756836","1.014638900756836","1.014638900756836","1.4705722332000732","1.4705722332000732","1.4705722332000732","1.610708236694336","1.610708236694336","1.610708236694336","1.3045580387115479","1.3045580387115479","1.3045580387115479","1.335411787033081","1.335411787033081","1.335411787033081","1.5014946460723877","1.5014946460723877","1.5014946460723877","1.5820602178573608","1.5820602178573608","1.5820602178573608","1.6828322410583496","1.6828322410583496","1.6828322410583496","1.761432409286499","1.761432409286499","1.761432409286499","1.7175440788269043","1.7175440788269043","1.7175440788269043","1.5992919206619263","1.5992919206619263","1.5992919206619263"
"66","1.424262285232544","1.424262285232544","1.424262285232544","1.0468320846557617","1.0468320846557617","1.0468320846557617","1.644371747970581","1.644371747970581","1.644371747970581","1.5892422199249268","1.5892422199249268","1.5892422199249268","1.356308937072754","1.356308937072754","1.356308937072754","1.2006067037582397","1.2006067037582397","1.2006067037582397","1.5015709400177002","1.5015709400177002","1.5015709400177002","1.4271025657653809","1.4271025657653809","1.4271025657653809","1.817786455154419","1.817786455154419","1.817786455154419","1.8250985145568848","1.8250985145568848","1.8250985145568848","1.779693841934204","1.779693841934204","1.779693841934204","1.700787901878357","1.700787901878357","1.700787901878357"
"68","1.683754324913025","1.683754324913025","1.683754324913025","1.0420496463775635","1.0420496463775635","1.0420496463775635","1.5369365215301514","1.5369365215301514","1.5369365215301514","1.8199388980865479","1.8199388980865479","1.8199388980865479","1.276738166809082","1.276738166809082","1.276738166809082","1.417405128479004","1.417405128479004","1.417405128479004","1.4848682880401611","1.4848682880401611","1.4848682880401611","1.6062500476837158","1.6062500476837158","1.6062500476837158","1.7199581861495972","1.7199581861495972","1.7199581861495972","1.800333023071289","1.800333023071289","1.800333023071289","1.980532169342041","1.980532169342041","1.980532169342041","1.7745906114578247","1.7745906114578247","1.7745906114578247"
"70","1.4776533842086792","1.4776533842086792","1.4776533842086792","1.4290273189544678","1.4290273189544678","1.4290273189544678","1.5154684782028198","1.5154684782028198","1.5154684782028198","1.7417703866958618","1.7417703866958618","1.7417703866958618","1.22609543800354","1.22609543800354","1.22609543800354","1.363876223564148","1.363876223564148","1.363876223564148","1.3938606977462769","1.3938606977462769","1.3938606977462769","1.557163953781128","1.557163953781128","1.557163953781128","1.7537059783935547","1.7537059783935547","1.7537059783935547","1.8550111055374146","1.8550111055374146","1.8550111055374146","1.6469849348068237","1.6469849348068237","1.6469849348068237","1.9163180589675903","1.9163180589675903","1.9163180589675903"
