"Step","VOWELS_VMD_b10_DUAL_bs16 - cross_entropy_positive_z","VOWELS_VMD_b10_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_VMD_b10_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_EMD_b10_DUAL_bs16 - cross_entropy_positive_z","VOWELS_EMD_b10_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_EMD_b10_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_EMD_b0_DUAL_bs16 - cross_entropy_positive_z","VOWELS_EMD_b0_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_EMD_b0_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_VMD_b0_DUAL_bs16 - cross_entropy_positive_z","VOWELS_VMD_b0_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_VMD_b0_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_EWT_b10_DUAL_bs16 - cross_entropy_positive_z","VOWELS_EWT_b10_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_EWT_b10_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_EWT_b0_DUAL_bs16 - cross_entropy_positive_z","VOWELS_EWT_b0_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_EWT_b0_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_EWT_b1_DUAL_bs16 - cross_entropy_positive_z","VOWELS_EWT_b1_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_EWT_b1_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_EMD_b1_DUAL_bs16 - cross_entropy_positive_z","VOWELS_EMD_b1_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_EMD_b1_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_VMD_b1_DUAL_bs16 - cross_entropy_positive_z","VOWELS_VMD_b1_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_VMD_b1_DUAL_bs16 - cross_entropy_positive_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_z","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_z__MAX"
"72","1.3271135091781616","1.3271135091781616","1.3271135091781616","1.4226810932159424","1.4226810932159424","1.4226810932159424","1.6090420484542847","1.6090420484542847","1.6090420484542847","1.5761728286743164","1.5761728286743164","1.5761728286743164","1.555321455001831","1.555321455001831","1.555321455001831","1.2966198921203613","1.2966198921203613","1.2966198921203613","1.4724154472351074","1.4724154472351074","1.4724154472351074","1.5594874620437622","1.5594874620437622","1.5594874620437622","1.7132172584533691","1.7132172584533691","1.7132172584533691","1.4739503860473633","1.4739503860473633","1.4739503860473633","1.7371424436569214","1.7371424436569214","1.7371424436569214","1.7402809858322144","1.7402809858322144","1.7402809858322144"
"74","1.3859657049179077","1.3859657049179077","1.3859657049179077","0.8988912105560303","0.8988912105560303","0.8988912105560303","1.537184238433838","1.537184238433838","1.537184238433838","1.608140468597412","1.608140468597412","1.608140468597412","1.6007870435714722","1.6007870435714722","1.6007870435714722","1.420276165008545","1.420276165008545","1.420276165008545","1.4863018989562988","1.4863018989562988","1.4863018989562988","1.4720587730407715","1.4720587730407715","1.4720587730407715","1.6677476167678833","1.6677476167678833","1.6677476167678833","1.6562073230743408","1.6562073230743408","1.6562073230743408","1.709965467453003","1.709965467453003","1.709965467453003","1.7373517751693726","1.7373517751693726","1.7373517751693726"
"76","1.3819046020507812","1.3819046020507812","1.3819046020507812","1.3832179307937622","1.3832179307937622","1.3832179307937622","1.5163846015930176","1.5163846015930176","1.5163846015930176","1.566771388053894","1.566771388053894","1.566771388053894","1.3356152772903442","1.3356152772903442","1.3356152772903442","1.454651117324829","1.454651117324829","1.454651117324829","1.4411591291427612","1.4411591291427612","1.4411591291427612","1.6375044584274292","1.6375044584274292","1.6375044584274292","1.5903173685073853","1.5903173685073853","1.5903173685073853","1.5546059608459473","1.5546059608459473","1.5546059608459473","1.5766475200653076","1.5766475200653076","1.5766475200653076","1.7937989234924316","1.7937989234924316","1.7937989234924316"
"78","1.5981354713439941","1.5981354713439941","1.5981354713439941","1.4698028564453125","1.4698028564453125","1.4698028564453125","1.4917585849761963","1.4917585849761963","1.4917585849761963","1.5411174297332764","1.5411174297332764","1.5411174297332764","1.4813578128814697","1.4813578128814697","1.4813578128814697","1.3748996257781982","1.3748996257781982","1.3748996257781982","1.4118781089782715","1.4118781089782715","1.4118781089782715","1.2775464057922363","1.2775464057922363","1.2775464057922363","1.6586761474609375","1.6586761474609375","1.6586761474609375","1.794205904006958","1.794205904006958","1.794205904006958","1.639708161354065","1.639708161354065","1.639708161354065","1.8275617361068726","1.8275617361068726","1.8275617361068726"
"80","1.514874815940857","1.514874815940857","1.514874815940857","1.5637340545654297","1.5637340545654297","1.5637340545654297","1.491614818572998","1.491614818572998","1.491614818572998","1.6504963636398315","1.6504963636398315","1.6504963636398315","1.3302913904190063","1.3302913904190063","1.3302913904190063","1.236107349395752","1.236107349395752","1.236107349395752","1.4902769327163696","1.4902769327163696","1.4902769327163696","1.5282329320907593","1.5282329320907593","1.5282329320907593","1.8189053535461426","1.8189053535461426","1.8189053535461426","1.8143247365951538","1.8143247365951538","1.8143247365951538","1.7458468675613403","1.7458468675613403","1.7458468675613403","1.7471601963043213","1.7471601963043213","1.7471601963043213"
"82","1.4135768413543701","1.4135768413543701","1.4135768413543701","1.2303965091705322","1.2303965091705322","1.2303965091705322","1.3329262733459473","1.3329262733459473","1.3329262733459473","1.9770108461380005","1.9770108461380005","1.9770108461380005","1.5675468444824219","1.5675468444824219","1.5675468444824219","1.4250298738479614","1.4250298738479614","1.4250298738479614","1.3469915390014648","1.3469915390014648","1.3469915390014648","1.0721232891082764","1.0721232891082764","1.0721232891082764","1.8123912811279297","1.8123912811279297","1.8123912811279297","1.8732883930206299","1.8732883930206299","1.8732883930206299","1.5807628631591797","1.5807628631591797","1.5807628631591797","1.8015689849853516","1.8015689849853516","1.8015689849853516"
"84","1.5649449825286865","1.5649449825286865","1.5649449825286865","1.5768247842788696","1.5768247842788696","1.5768247842788696","1.4412319660186768","1.4412319660186768","1.4412319660186768","1.5823113918304443","1.5823113918304443","1.5823113918304443","1.3928874731063843","1.3928874731063843","1.3928874731063843","1.5681440830230713","1.5681440830230713","1.5681440830230713","1.4850324392318726","1.4850324392318726","1.4850324392318726","1.3578846454620361","1.3578846454620361","1.3578846454620361","1.725228190422058","1.725228190422058","1.725228190422058","1.8318616151809692","1.8318616151809692","1.8318616151809692","1.714400053024292","1.714400053024292","1.714400053024292","1.6180545091629028","1.6180545091629028","1.6180545091629028"
"86","1.6745970249176025","1.6745970249176025","1.6745970249176025","1.4433512687683105","1.4433512687683105","1.4433512687683105","1.5702377557754517","1.5702377557754517","1.5702377557754517","1.69354248046875","1.69354248046875","1.69354248046875","1.4061598777770996","1.4061598777770996","1.4061598777770996","1.5808229446411133","1.5808229446411133","1.5808229446411133","1.494335651397705","1.494335651397705","1.494335651397705","1.5742628574371338","1.5742628574371338","1.5742628574371338","1.5094929933547974","1.5094929933547974","1.5094929933547974","1.7092771530151367","1.7092771530151367","1.7092771530151367","1.8112778663635254","1.8112778663635254","1.8112778663635254","1.7413159608840942","1.7413159608840942","1.7413159608840942"
"88","1.2799725532531738","1.2799725532531738","1.2799725532531738","1.5529236793518066","1.5529236793518066","1.5529236793518066","1.3565431833267212","1.3565431833267212","1.3565431833267212","1.6405832767486572","1.6405832767486572","1.6405832767486572","1.2063250541687012","1.2063250541687012","1.2063250541687012","1.3993198871612549","1.3993198871612549","1.3993198871612549","1.3963186740875244","1.3963186740875244","1.3963186740875244","1.2036254405975342","1.2036254405975342","1.2036254405975342","1.6206138134002686","1.6206138134002686","1.6206138134002686","1.6767483949661255","1.6767483949661255","1.6767483949661255","1.831705093383789","1.831705093383789","1.831705093383789","1.5710477828979492","1.5710477828979492","1.5710477828979492"
"90","1.5583336353302002","1.5583336353302002","1.5583336353302002","1.2324857711791992","1.2324857711791992","1.2324857711791992","1.5420746803283691","1.5420746803283691","1.5420746803283691","1.726736307144165","1.726736307144165","1.726736307144165","1.3731164932250977","1.3731164932250977","1.3731164932250977","1.419621229171753","1.419621229171753","1.419621229171753","1.458958387374878","1.458958387374878","1.458958387374878","1.4526206254959106","1.4526206254959106","1.4526206254959106","1.5699468851089478","1.5699468851089478","1.5699468851089478","1.8148303031921387","1.8148303031921387","1.8148303031921387","1.6923748254776","1.6923748254776","1.6923748254776","1.7777316570281982","1.7777316570281982","1.7777316570281982"
"92","1.4112313985824585","1.4112313985824585","1.4112313985824585","1.1827664375305176","1.1827664375305176","1.1827664375305176","1.4664733409881592","1.4664733409881592","1.4664733409881592","1.6575204133987427","1.6575204133987427","1.6575204133987427","1.2670302391052246","1.2670302391052246","1.2670302391052246","1.4880657196044922","1.4880657196044922","1.4880657196044922","1.4735852479934692","1.4735852479934692","1.4735852479934692","1.4748671054840088","1.4748671054840088","1.4748671054840088","1.7203503847122192","1.7203503847122192","1.7203503847122192","1.644348382949829","1.644348382949829","1.644348382949829","1.6394474506378174","1.6394474506378174","1.6394474506378174","1.6545686721801758","1.6545686721801758","1.6545686721801758"
"94","1.59825599193573","1.59825599193573","1.59825599193573","1.3787717819213867","1.3787717819213867","1.3787717819213867","1.6447069644927979","1.6447069644927979","1.6447069644927979","1.6121691465377808","1.6121691465377808","1.6121691465377808","1.5846903324127197","1.5846903324127197","1.5846903324127197","1.5534254312515259","1.5534254312515259","1.5534254312515259","1.4955246448516846","1.4955246448516846","1.4955246448516846","1.5747623443603516","1.5747623443603516","1.5747623443603516","1.6445947885513306","1.6445947885513306","1.6445947885513306","1.6879066228866577","1.6879066228866577","1.6879066228866577","1.6513296365737915","1.6513296365737915","1.6513296365737915","1.644330382347107","1.644330382347107","1.644330382347107"
"96","1.5072892904281616","1.5072892904281616","1.5072892904281616","1.5882198810577393","1.5882198810577393","1.5882198810577393","1.5395386219024658","1.5395386219024658","1.5395386219024658","1.5469903945922852","1.5469903945922852","1.5469903945922852","1.3416838645935059","1.3416838645935059","1.3416838645935059","1.7919566631317139","1.7919566631317139","1.7919566631317139","1.3905980587005615","1.3905980587005615","1.3905980587005615","1.3292557001113892","1.3292557001113892","1.3292557001113892","1.7674354314804077","1.7674354314804077","1.7674354314804077","1.6828196048736572","1.6828196048736572","1.6828196048736572","1.7108219861984253","1.7108219861984253","1.7108219861984253","1.643646240234375","1.643646240234375","1.643646240234375"
"98","1.5780103206634521","1.5780103206634521","1.5780103206634521","1.5793421268463135","1.5793421268463135","1.5793421268463135","1.6642029285430908","1.6642029285430908","1.6642029285430908","1.7125415802001953","1.7125415802001953","1.7125415802001953","1.5050417184829712","1.5050417184829712","1.5050417184829712","1.4311518669128418","1.4311518669128418","1.4311518669128418","1.5313371419906616","1.5313371419906616","1.5313371419906616","1.4627424478530884","1.4627424478530884","1.4627424478530884","1.6824196577072144","1.6824196577072144","1.6824196577072144","1.6776139736175537","1.6776139736175537","1.6776139736175537","1.8584420680999756","1.8584420680999756","1.8584420680999756","1.73661208152771","1.73661208152771","1.73661208152771"
"100","1.5065721273422241","1.5065721273422241","1.5065721273422241","1.4968047142028809","1.4968047142028809","1.4968047142028809","1.469655156135559","1.469655156135559","1.469655156135559","1.6615636348724365","1.6615636348724365","1.6615636348724365","1.5501476526260376","1.5501476526260376","1.5501476526260376","1.539642095565796","1.539642095565796","1.539642095565796","1.501523494720459","1.501523494720459","1.501523494720459","1.418712854385376","1.418712854385376","1.418712854385376","1.5949609279632568","1.5949609279632568","1.5949609279632568","1.7769562005996704","1.7769562005996704","1.7769562005996704","1.6545517444610596","1.6545517444610596","1.6545517444610596","1.711581826210022","1.711581826210022","1.711581826210022"
"102","1.5429553985595703","1.5429553985595703","1.5429553985595703","1.2775797843933105","1.2775797843933105","1.2775797843933105","1.4042280912399292","1.4042280912399292","1.4042280912399292","1.494443416595459","1.494443416595459","1.494443416595459","1.3133788108825684","1.3133788108825684","1.3133788108825684","1.4782681465148926","1.4782681465148926","1.4782681465148926","1.3162888288497925","1.3162888288497925","1.3162888288497925","1.3808958530426025","1.3808958530426025","1.3808958530426025","1.7538907527923584","1.7538907527923584","1.7538907527923584","1.8147746324539185","1.8147746324539185","1.8147746324539185","1.7467188835144043","1.7467188835144043","1.7467188835144043","1.6503653526306152","1.6503653526306152","1.6503653526306152"
"104","1.4161732196807861","1.4161732196807861","1.4161732196807861","1.6632763147354126","1.6632763147354126","1.6632763147354126","1.6033869981765747","1.6033869981765747","1.6033869981765747","1.5583404302597046","1.5583404302597046","1.5583404302597046","1.4846186637878418","1.4846186637878418","1.4846186637878418","1.5746862888336182","1.5746862888336182","1.5746862888336182","1.4326283931732178","1.4326283931732178","1.4326283931732178","1.3055579662322998","1.3055579662322998","1.3055579662322998","1.7204152345657349","1.7204152345657349","1.7204152345657349","1.7421860694885254","1.7421860694885254","1.7421860694885254","1.7915022373199463","1.7915022373199463","1.7915022373199463","1.581676721572876","1.581676721572876","1.581676721572876"
"106","1.3795139789581299","1.3795139789581299","1.3795139789581299","1.4430432319641113","1.4430432319641113","1.4430432319641113","1.4994983673095703","1.4994983673095703","1.4994983673095703","1.5208836793899536","1.5208836793899536","1.5208836793899536","1.2706472873687744","1.2706472873687744","1.2706472873687744","1.6659855842590332","1.6659855842590332","1.6659855842590332","1.5061622858047485","1.5061622858047485","1.5061622858047485","1.4525542259216309","1.4525542259216309","1.4525542259216309","1.7670607566833496","1.7670607566833496","1.7670607566833496","1.5862863063812256","1.5862863063812256","1.5862863063812256","1.632912039756775","1.632912039756775","1.632912039756775","1.8939379453659058","1.8939379453659058","1.8939379453659058"
"108","1.3186873197555542","1.3186873197555542","1.3186873197555542","1.5700922012329102","1.5700922012329102","1.5700922012329102","1.5536906719207764","1.5536906719207764","1.5536906719207764","1.5459729433059692","1.5459729433059692","1.5459729433059692","1.3618619441986084","1.3618619441986084","1.3618619441986084","1.5641182661056519","1.5641182661056519","1.5641182661056519","1.4071626663208008","1.4071626663208008","1.4071626663208008","1.4474941492080688","1.4474941492080688","1.4474941492080688","1.6936085224151611","1.6936085224151611","1.6936085224151611","1.6107922792434692","1.6107922792434692","1.6107922792434692","1.5399013757705688","1.5399013757705688","1.5399013757705688","1.7361136674880981","1.7361136674880981","1.7361136674880981"
"110","1.452218770980835","1.452218770980835","1.452218770980835","1.4794400930404663","1.4794400930404663","1.4794400930404663","1.6357636451721191","1.6357636451721191","1.6357636451721191","1.545180082321167","1.545180082321167","1.545180082321167","1.3847943544387817","1.3847943544387817","1.3847943544387817","1.4820489883422852","1.4820489883422852","1.4820489883422852","1.6846625804901123","1.6846625804901123","1.6846625804901123","1.6235928535461426","1.6235928535461426","1.6235928535461426","1.5620019435882568","1.5620019435882568","1.5620019435882568","1.7634785175323486","1.7634785175323486","1.7634785175323486","1.5069973468780518","1.5069973468780518","1.5069973468780518","1.6650075912475586","1.6650075912475586","1.6650075912475586"
"112","1.6230554580688477","1.6230554580688477","1.6230554580688477","1.6545964479446411","1.6545964479446411","1.6545964479446411","1.464203119277954","1.464203119277954","1.464203119277954","1.6165049076080322","1.6165049076080322","1.6165049076080322","1.2771105766296387","1.2771105766296387","1.2771105766296387","1.5731749534606934","1.5731749534606934","1.5731749534606934","1.373247742652893","1.373247742652893","1.373247742652893","1.4336150884628296","1.4336150884628296","1.4336150884628296","1.8387296199798584","1.8387296199798584","1.8387296199798584","1.5898783206939697","1.5898783206939697","1.5898783206939697","1.576114535331726","1.576114535331726","1.576114535331726","1.8158506155014038","1.8158506155014038","1.8158506155014038"
"114","1.787062168121338","1.787062168121338","1.787062168121338","1.847337245941162","1.847337245941162","1.847337245941162","1.4222851991653442","1.4222851991653442","1.4222851991653442","1.5874723196029663","1.5874723196029663","1.5874723196029663","1.375350832939148","1.375350832939148","1.375350832939148","1.7173227071762085","1.7173227071762085","1.7173227071762085","1.4606199264526367","1.4606199264526367","1.4606199264526367","1.4658234119415283","1.4658234119415283","1.4658234119415283","1.732649326324463","1.732649326324463","1.732649326324463","1.655312418937683","1.655312418937683","1.655312418937683","1.750029444694519","1.750029444694519","1.750029444694519","1.6262537240982056","1.6262537240982056","1.6262537240982056"
"116","1.5784218311309814","1.5784218311309814","1.5784218311309814","1.6208879947662354","1.6208879947662354","1.6208879947662354","1.402221918106079","1.402221918106079","1.402221918106079","1.4560803174972534","1.4560803174972534","1.4560803174972534","1.6159543991088867","1.6159543991088867","1.6159543991088867","1.4360389709472656","1.4360389709472656","1.4360389709472656","1.335923671722412","1.335923671722412","1.335923671722412","1.4507710933685303","1.4507710933685303","1.4507710933685303","1.516714096069336","1.516714096069336","1.516714096069336","1.632673740386963","1.632673740386963","1.632673740386963","1.8536961078643799","1.8536961078643799","1.8536961078643799","1.6262773275375366","1.6262773275375366","1.6262773275375366"
"118","1.4517338275909424","1.4517338275909424","1.4517338275909424","1.4275476932525635","1.4275476932525635","1.4275476932525635","1.547424077987671","1.547424077987671","1.547424077987671","1.4277516603469849","1.4277516603469849","1.4277516603469849","1.2983745336532593","1.2983745336532593","1.2983745336532593","1.5368425846099854","1.5368425846099854","1.5368425846099854","1.4543004035949707","1.4543004035949707","1.4543004035949707","1.3700388669967651","1.3700388669967651","1.3700388669967651","1.7638859748840332","1.7638859748840332","1.7638859748840332","1.7474915981292725","1.7474915981292725","1.7474915981292725","1.365522861480713","1.365522861480713","1.365522861480713","1.6914623975753784","1.6914623975753784","1.6914623975753784"
"120","1.5274744033813477","1.5274744033813477","1.5274744033813477","1.8090378046035767","1.8090378046035767","1.8090378046035767","1.5335209369659424","1.5335209369659424","1.5335209369659424","1.4778169393539429","1.4778169393539429","1.4778169393539429","1.5608125925064087","1.5608125925064087","1.5608125925064087","1.6767215728759766","1.6767215728759766","1.6767215728759766","1.403109073638916","1.403109073638916","1.403109073638916","1.4382773637771606","1.4382773637771606","1.4382773637771606","1.7349412441253662","1.7349412441253662","1.7349412441253662","1.7140333652496338","1.7140333652496338","1.7140333652496338","1.7080450057983398","1.7080450057983398","1.7080450057983398","1.5974434614181519","1.5974434614181519","1.5974434614181519"
"122","1.5626604557037354","1.5626604557037354","1.5626604557037354","1.7575894594192505","1.7575894594192505","1.7575894594192505","1.4008135795593262","1.4008135795593262","1.4008135795593262","1.6061289310455322","1.6061289310455322","1.6061289310455322","1.363097906112671","1.363097906112671","1.363097906112671","1.7275919914245605","1.7275919914245605","1.7275919914245605","1.2894818782806396","1.2894818782806396","1.2894818782806396","1.3129888772964478","1.3129888772964478","1.3129888772964478","1.8026480674743652","1.8026480674743652","1.8026480674743652","1.5594546794891357","1.5594546794891357","1.5594546794891357","1.707686424255371","1.707686424255371","1.707686424255371","1.6466975212097168","1.6466975212097168","1.6466975212097168"
"124","1.5863929986953735","1.5863929986953735","1.5863929986953735","1.782050371170044","1.782050371170044","1.782050371170044","1.4678294658660889","1.4678294658660889","1.4678294658660889","1.557053804397583","1.557053804397583","1.557053804397583","1.4421281814575195","1.4421281814575195","1.4421281814575195","1.4045908451080322","1.4045908451080322","1.4045908451080322","1.4448093175888062","1.4448093175888062","1.4448093175888062","1.5374042987823486","1.5374042987823486","1.5374042987823486","1.644545555114746","1.644545555114746","1.644545555114746","1.5568106174468994","1.5568106174468994","1.5568106174468994","1.5638171434402466","1.5638171434402466","1.5638171434402466","1.6179896593093872","1.6179896593093872","1.6179896593093872"
"126","1.7064404487609863","1.7064404487609863","1.7064404487609863","1.0764118432998657","1.0764118432998657","1.0764118432998657","1.7223238945007324","1.7223238945007324","1.7223238945007324","1.6003851890563965","1.6003851890563965","1.6003851890563965","1.3855502605438232","1.3855502605438232","1.3855502605438232","1.4306552410125732","1.4306552410125732","1.4306552410125732","1.4932990074157715","1.4932990074157715","1.4932990074157715","1.5932729244232178","1.5932729244232178","1.5932729244232178","1.6480294466018677","1.6480294466018677","1.6480294466018677","1.7009459733963013","1.7009459733963013","1.7009459733963013","1.4876222610473633","1.4876222610473633","1.4876222610473633","1.7359323501586914","1.7359323501586914","1.7359323501586914"
"128","1.6703879833221436","1.6703879833221436","1.6703879833221436","1.5108683109283447","1.5108683109283447","1.5108683109283447","1.588425874710083","1.588425874710083","1.588425874710083","1.5781065225601196","1.5781065225601196","1.5781065225601196","1.6286561489105225","1.6286561489105225","1.6286561489105225","1.5626037120819092","1.5626037120819092","1.5626037120819092","1.453765869140625","1.453765869140625","1.453765869140625","1.5177472829818726","1.5177472829818726","1.5177472829818726","1.5333271026611328","1.5333271026611328","1.5333271026611328","1.6435620784759521","1.6435620784759521","1.6435620784759521","1.6334216594696045","1.6334216594696045","1.6334216594696045","1.6686148643493652","1.6686148643493652","1.6686148643493652"
"130","1.2982409000396729","1.2982409000396729","1.2982409000396729","1.4636712074279785","1.4636712074279785","1.4636712074279785","1.6303406953811646","1.6303406953811646","1.6303406953811646","1.5072144269943237","1.5072144269943237","1.5072144269943237","1.4228687286376953","1.4228687286376953","1.4228687286376953","1.6062614917755127","1.6062614917755127","1.6062614917755127","1.5228667259216309","1.5228667259216309","1.5228667259216309","1.5489388704299927","1.5489388704299927","1.5489388704299927","1.5865240097045898","1.5865240097045898","1.5865240097045898","1.5908501148223877","1.5908501148223877","1.5908501148223877","1.4923115968704224","1.4923115968704224","1.4923115968704224","1.7573268413543701","1.7573268413543701","1.7573268413543701"
"132","1.5882138013839722","1.5882138013839722","1.5882138013839722","1.515875220298767","1.515875220298767","1.515875220298767","1.67689049243927","1.67689049243927","1.67689049243927","1.442562460899353","1.442562460899353","1.442562460899353","1.4997777938842773","1.4997777938842773","1.4997777938842773","1.6736013889312744","1.6736013889312744","1.6736013889312744","1.4472678899765015","1.4472678899765015","1.4472678899765015","1.4248944520950317","1.4248944520950317","1.4248944520950317","1.5047247409820557","1.5047247409820557","1.5047247409820557","1.7072570323944092","1.7072570323944092","1.7072570323944092","1.7914726734161377","1.7914726734161377","1.7914726734161377","1.6518512964248657","1.6518512964248657","1.6518512964248657"
"134","1.733942985534668","1.733942985534668","1.733942985534668","1.1075222492218018","1.1075222492218018","1.1075222492218018","1.5548853874206543","1.5548853874206543","1.5548853874206543","1.615856647491455","1.615856647491455","1.615856647491455","1.6489477157592773","1.6489477157592773","1.6489477157592773","1.7057311534881592","1.7057311534881592","1.7057311534881592","1.4502480030059814","1.4502480030059814","1.4502480030059814","1.461047887802124","1.461047887802124","1.461047887802124","1.601943016052246","1.601943016052246","1.601943016052246","1.622101068496704","1.622101068496704","1.622101068496704","1.4075465202331543","1.4075465202331543","1.4075465202331543","1.7115263938903809","1.7115263938903809","1.7115263938903809"
"136","1.431313395500183","1.431313395500183","1.431313395500183","1.5131570100784302","1.5131570100784302","1.5131570100784302","1.5265898704528809","1.5265898704528809","1.5265898704528809","1.5357372760772705","1.5357372760772705","1.5357372760772705","1.555904746055603","1.555904746055603","1.555904746055603","1.6015543937683105","1.6015543937683105","1.6015543937683105","1.2914271354675293","1.2914271354675293","1.2914271354675293","1.4097107648849487","1.4097107648849487","1.4097107648849487","1.4280884265899658","1.4280884265899658","1.4280884265899658","1.5720982551574707","1.5720982551574707","1.5720982551574707","1.6238327026367188","1.6238327026367188","1.6238327026367188","1.7866054773330688","1.7866054773330688","1.7866054773330688"
"138","1.6363952159881592","1.6363952159881592","1.6363952159881592","1.6632846593856812","1.6632846593856812","1.6632846593856812","1.5463392734527588","1.5463392734527588","1.5463392734527588","1.5170657634735107","1.5170657634735107","1.5170657634735107","0.6493310928344727","0.6493310928344727","0.6493310928344727","1.6217570304870605","1.6217570304870605","1.6217570304870605","1.4542778730392456","1.4542778730392456","1.4542778730392456","1.4425959587097168","1.4425959587097168","1.4425959587097168","1.491880178451538","1.491880178451538","1.491880178451538","1.639243721961975","1.639243721961975","1.639243721961975","1.276119351387024","1.276119351387024","1.276119351387024","1.6327943801879883","1.6327943801879883","1.6327943801879883"
"140","1.6140098571777344","1.6140098571777344","1.6140098571777344","1.2392053604125977","1.2392053604125977","1.2392053604125977","1.5070199966430664","1.5070199966430664","1.5070199966430664","1.4231265783309937","1.4231265783309937","1.4231265783309937","1.5099457502365112","1.5099457502365112","1.5099457502365112","1.5680577754974365","1.5680577754974365","1.5680577754974365","1.473073124885559","1.473073124885559","1.473073124885559","1.5466474294662476","1.5466474294662476","1.5466474294662476","1.4938057661056519","1.4938057661056519","1.4938057661056519","1.6008563041687012","1.6008563041687012","1.6008563041687012","1.9315481185913086","1.9315481185913086","1.9315481185913086","1.8506677150726318","1.8506677150726318","1.8506677150726318"
"142","1.5005509853363037","1.5005509853363037","1.5005509853363037","1.420362114906311","1.420362114906311","1.420362114906311","1.4729113578796387","1.4729113578796387","1.4729113578796387","1.534181833267212","1.534181833267212","1.534181833267212","1.3356733322143555","1.3356733322143555","1.3356733322143555","1.4975967407226562","1.4975967407226562","1.4975967407226562","1.4239968061447144","1.4239968061447144","1.4239968061447144","1.423912525177002","1.423912525177002","1.423912525177002","1.5527310371398926","1.5527310371398926","1.5527310371398926","1.5514748096466064","1.5514748096466064","1.5514748096466064","1.6261051893234253","1.6261051893234253","1.6261051893234253","1.5952448844909668","1.5952448844909668","1.5952448844909668"
"144","1.6808007955551147","1.6808007955551147","1.6808007955551147","1.518285870552063","1.518285870552063","1.518285870552063","1.50761079788208","1.50761079788208","1.50761079788208","1.400374174118042","1.400374174118042","1.400374174118042","1.6877679824829102","1.6877679824829102","1.6877679824829102","1.6001783609390259","1.6001783609390259","1.6001783609390259","1.423095464706421","1.423095464706421","1.423095464706421","1.4278680086135864","1.4278680086135864","1.4278680086135864","1.5474779605865479","1.5474779605865479","1.5474779605865479","1.5735535621643066","1.5735535621643066","1.5735535621643066","1.4681575298309326","1.4681575298309326","1.4681575298309326","1.553043007850647","1.553043007850647","1.553043007850647"
"146","1.6470378637313843","1.6470378637313843","1.6470378637313843","1.5957896709442139","1.5957896709442139","1.5957896709442139","1.5001903772354126","1.5001903772354126","1.5001903772354126","1.4868699312210083","1.4868699312210083","1.4868699312210083","1.747288465499878","1.747288465499878","1.747288465499878","1.4374057054519653","1.4374057054519653","1.4374057054519653","1.5407155752182007","1.5407155752182007","1.5407155752182007","1.5310808420181274","1.5310808420181274","1.5310808420181274","1.614168643951416","1.614168643951416","1.614168643951416","1.6499767303466797","1.6499767303466797","1.6499767303466797","1.2520310878753662","1.2520310878753662","1.2520310878753662","1.6529064178466797","1.6529064178466797","1.6529064178466797"
"148","1.7589576244354248","1.7589576244354248","1.7589576244354248","1.2937750816345215","1.2937750816345215","1.2937750816345215","1.5773861408233643","1.5773861408233643","1.5773861408233643","1.3434875011444092","1.3434875011444092","1.3434875011444092","1.5161577463150024","1.5161577463150024","1.5161577463150024","1.5951951742172241","1.5951951742172241","1.5951951742172241","1.4101414680480957","1.4101414680480957","1.4101414680480957","1.512671947479248","1.512671947479248","1.512671947479248","1.6042330265045166","1.6042330265045166","1.6042330265045166","1.5485681295394897","1.5485681295394897","1.5485681295394897","1.8076045513153076","1.8076045513153076","1.8076045513153076","1.702174186706543","1.702174186706543","1.702174186706543"
