"Step","VOWELS_VMD_b10_DUAL_bs16 - divergence_positive_s","VOWELS_VMD_b10_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_VMD_b10_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_EMD_b10_DUAL_bs16 - divergence_positive_s","VOWELS_EMD_b10_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_EMD_b10_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_EMD_b0_DUAL_bs16 - divergence_positive_s","VOWELS_EMD_b0_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_EMD_b0_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_VMD_b0_DUAL_bs16 - divergence_positive_s","VOWELS_VMD_b0_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_VMD_b0_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_FILTER_b10_DUAL_bs16 - divergence_positive_s","VOWELS_FILTER_b10_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_b10_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_EWT_b10_DUAL_bs16 - divergence_positive_s","VOWELS_EWT_b10_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_EWT_b10_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_EWT_b0_DUAL_bs16 - divergence_positive_s","VOWELS_EWT_b0_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_EWT_b0_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_s","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_EWT_b1_DUAL_bs16 - divergence_positive_s","VOWELS_EWT_b1_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_EWT_b1_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_EMD_b1_DUAL_bs16 - divergence_positive_s","VOWELS_EMD_b1_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_EMD_b1_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_VMD_b1_DUAL_bs16 - divergence_positive_s","VOWELS_VMD_b1_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_VMD_b1_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_s","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_s__MAX"
"72","0.08462326228618622","0.08462326228618622","0.08462326228618622","0.12521836161613464","0.12521836161613464","0.12521836161613464","0.3174753785133362","0.3174753785133362","0.3174753785133362","0.3167475461959839","0.3167475461959839","0.3167475461959839","0.07857456803321838","0.07857456803321838","0.07857456803321838","0.07953251898288727","0.07953251898288727","0.07953251898288727","0.3161958158016205","0.3161958158016205","0.3161958158016205","0.3249351382255554","0.3249351382255554","0.3249351382255554","0.22309145331382751","0.22309145331382751","0.22309145331382751","0.15646161139011383","0.15646161139011383","0.15646161139011383","0.23556461930274963","0.23556461930274963","0.23556461930274963","0.18266473710536957","0.18266473710536957","0.18266473710536957"
"74","0.08641308546066284","0.08641308546066284","0.08641308546066284","0.1297752410173416","0.1297752410173416","0.1297752410173416","0.3174392879009247","0.3174392879009247","0.3174392879009247","0.32013028860092163","0.32013028860092163","0.32013028860092163","0.08004540205001831","0.08004540205001831","0.08004540205001831","0.11360102146863937","0.11360102146863937","0.11360102146863937","0.31617891788482666","0.31617891788482666","0.31617891788482666","0.3252803087234497","0.3252803087234497","0.3252803087234497","0.2345479130744934","0.2345479130744934","0.2345479130744934","0.16092383861541748","0.16092383861541748","0.16092383861541748","0.24250692129135132","0.24250692129135132","0.24250692129135132","0.17952528595924377","0.17952528595924377","0.17952528595924377"
"76","0.0863744243979454","0.0863744243979454","0.0863744243979454","0.13532334566116333","0.13532334566116333","0.13532334566116333","0.31742510199546814","0.31742510199546814","0.31742510199546814","0.3174285590648651","0.3174285590648651","0.3174285590648651","0.08319021761417389","0.08319021761417389","0.08319021761417389","0.1251998245716095","0.1251998245716095","0.1251998245716095","0.3208119571208954","0.3208119571208954","0.3208119571208954","0.3181227147579193","0.3181227147579193","0.3181227147579193","0.23307502269744873","0.23307502269744873","0.23307502269744873","0.156612366437912","0.156612366437912","0.156612366437912","0.24037347733974457","0.24037347733974457","0.24037347733974457","0.1906510591506958","0.1906510591506958","0.1906510591506958"
"78","0.09605836123228073","0.09605836123228073","0.09605836123228073","0.13734710216522217","0.13734710216522217","0.13734710216522217","0.31751495599746704","0.31751495599746704","0.31751495599746704","0.31694453954696655","0.31694453954696655","0.31694453954696655","0.09188979864120483","0.09188979864120483","0.09188979864120483","0.0981483981013298","0.0981483981013298","0.0981483981013298","0.32136327028274536","0.32136327028274536","0.32136327028274536","0.320665180683136","0.320665180683136","0.320665180683136","0.22837698459625244","0.22837698459625244","0.22837698459625244","0.15668761730194092","0.15668761730194092","0.15668761730194092","0.25392115116119385","0.25392115116119385","0.25392115116119385","0.20815646648406982","0.20815646648406982","0.20815646648406982"
"80","0.09198372811079025","0.09198372811079025","0.09198372811079025","0.11262224614620209","0.11262224614620209","0.11262224614620209","0.3174915611743927","0.3174915611743927","0.3174915611743927","0.3175068795681","0.3175068795681","0.3175068795681","0.08720982074737549","0.08720982074737549","0.08720982074737549","0.1232932060956955","0.1232932060956955","0.1232932060956955","0.31824225187301636","0.31824225187301636","0.31824225187301636","0.3193766474723816","0.3193766474723816","0.3193766474723816","0.2371126115322113","0.2371126115322113","0.2371126115322113","0.15959560871124268","0.15959560871124268","0.15959560871124268","0.24535033106803894","0.24535033106803894","0.24535033106803894","0.21597985923290253","0.21597985923290253","0.21597985923290253"
"82","0.104399673640728","0.104399673640728","0.104399673640728","0.13631702959537506","0.13631702959537506","0.13631702959537506","0.3172803819179535","0.3172803819179535","0.3172803819179535","0.3180158734321594","0.3180158734321594","0.3180158734321594","0.08150681853294373","0.08150681853294373","0.08150681853294373","0.10970088839530945","0.10970088839530945","0.10970088839530945","0.31831568479537964","0.31831568479537964","0.31831568479537964","0.31991490721702576","0.31991490721702576","0.31991490721702576","0.24580787122249603","0.24580787122249603","0.24580787122249603","0.15078064799308777","0.15078064799308777","0.15078064799308777","0.25922149419784546","0.25922149419784546","0.25922149419784546","0.21264749765396118","0.21264749765396118","0.21264749765396118"
"84","0.10425734519958496","0.10425734519958496","0.10425734519958496","0.13922381401062012","0.13922381401062012","0.13922381401062012","0.31753185391426086","0.31753185391426086","0.31753185391426086","0.31469297409057617","0.31469297409057617","0.31469297409057617","0.08742233365774155","0.08742233365774155","0.08742233365774155","0.12892763316631317","0.12892763316631317","0.12892763316631317","0.31941530108451843","0.31941530108451843","0.31941530108451843","0.3232576847076416","0.3232576847076416","0.3232576847076416","0.2499052733182907","0.2499052733182907","0.2499052733182907","0.16266953945159912","0.16266953945159912","0.16266953945159912","0.25509828329086304","0.25509828329086304","0.25509828329086304","0.2160794734954834","0.2160794734954834","0.2160794734954834"
"86","0.10193514823913574","0.10193514823913574","0.10193514823913574","0.1217438206076622","0.1217438206076622","0.1217438206076622","0.3175874352455139","0.3175874352455139","0.3175874352455139","0.31697744131088257","0.31697744131088257","0.31697744131088257","0.09468787908554077","0.09468787908554077","0.09468787908554077","0.13181743025779724","0.13181743025779724","0.13181743025779724","0.3166434168815613","0.3166434168815613","0.3166434168815613","0.3178711533546448","0.3178711533546448","0.3178711533546448","0.2346670925617218","0.2346670925617218","0.2346670925617218","0.18080304563045502","0.18080304563045502","0.18080304563045502","0.24932979047298431","0.24932979047298431","0.24932979047298431","0.2150416374206543","0.2150416374206543","0.2150416374206543"
"88","0.11195247620344162","0.11195247620344162","0.11195247620344162","0.1246120035648346","0.1246120035648346","0.1246120035648346","0.3173867166042328","0.3173867166042328","0.3173867166042328","0.3178155720233917","0.3178155720233917","0.3178155720233917","0.0820065513253212","0.0820065513253212","0.0820065513253212","0.10781317949295044","0.10781317949295044","0.10781317949295044","0.3203037679195404","0.3203037679195404","0.3203037679195404","0.3393792510032654","0.3393792510032654","0.3393792510032654","0.24254971742630005","0.24254971742630005","0.24254971742630005","0.1776656210422516","0.1776656210422516","0.1776656210422516","0.271350622177124","0.271350622177124","0.271350622177124","0.21260395646095276","0.21260395646095276","0.21260395646095276"
"90","0.11478885263204575","0.11478885263204575","0.11478885263204575","0.128164604306221","0.128164604306221","0.128164604306221","0.3174222707748413","0.3174222707748413","0.3174222707748413","0.3128807246685028","0.3128807246685028","0.3128807246685028","0.09882452338933945","0.09882452338933945","0.09882452338933945","0.11592695116996765","0.11592695116996765","0.11592695116996765","0.3162701725959778","0.3162701725959778","0.3162701725959778","0.3217868208885193","0.3217868208885193","0.3217868208885193","0.2383980005979538","0.2383980005979538","0.2383980005979538","0.20199714601039886","0.20199714601039886","0.20199714601039886","0.27162739634513855","0.27162739634513855","0.27162739634513855","0.23829275369644165","0.23829275369644165","0.23829275369644165"
"92","0.11067967861890793","0.11067967861890793","0.11067967861890793","0.1341385692358017","0.1341385692358017","0.1341385692358017","0.31760767102241516","0.31760767102241516","0.31760767102241516","0.31707486510276794","0.31707486510276794","0.31707486510276794","0.09770175814628601","0.09770175814628601","0.09770175814628601","0.12752088904380798","0.12752088904380798","0.12752088904380798","0.3227674961090088","0.3227674961090088","0.3227674961090088","0.3286300301551819","0.3286300301551819","0.3286300301551819","0.23748719692230225","0.23748719692230225","0.23748719692230225","0.20863382518291473","0.20863382518291473","0.20863382518291473","0.27021610736846924","0.27021610736846924","0.27021610736846924","0.2413260042667389","0.2413260042667389","0.2413260042667389"
"94","0.10867085307836533","0.10867085307836533","0.10867085307836533","0.13009808957576752","0.13009808957576752","0.13009808957576752","0.3173099160194397","0.3173099160194397","0.3173099160194397","0.3179800808429718","0.3179800808429718","0.3179800808429718","0.09369784593582153","0.09369784593582153","0.09369784593582153","0.10708042979240417","0.10708042979240417","0.10708042979240417","0.3215792179107666","0.3215792179107666","0.3215792179107666","0.3200165629386902","0.3200165629386902","0.3200165629386902","0.262837290763855","0.262837290763855","0.262837290763855","0.22104689478874207","0.22104689478874207","0.22104689478874207","0.25790277123451233","0.25790277123451233","0.25790277123451233","0.2433028221130371","0.2433028221130371","0.2433028221130371"
"96","0.12127093970775604","0.12127093970775604","0.12127093970775604","0.12897689640522003","0.12897689640522003","0.12897689640522003","0.317740797996521","0.317740797996521","0.317740797996521","0.3191486597061157","0.3191486597061157","0.3191486597061157","0.09979879856109619","0.09979879856109619","0.09979879856109619","0.12262478470802307","0.12262478470802307","0.12262478470802307","0.3154718279838562","0.3154718279838562","0.3154718279838562","0.31871047616004944","0.31871047616004944","0.31871047616004944","0.2519892454147339","0.2519892454147339","0.2519892454147339","0.24783533811569214","0.24783533811569214","0.24783533811569214","0.2731953263282776","0.2731953263282776","0.2731953263282776","0.23912744224071503","0.23912744224071503","0.23912744224071503"
"98","0.12346059083938599","0.12346059083938599","0.12346059083938599","0.11164325475692749","0.11164325475692749","0.11164325475692749","0.317659854888916","0.317659854888916","0.317659854888916","0.3173951506614685","0.3173951506614685","0.3173951506614685","0.1142367348074913","0.1142367348074913","0.1142367348074913","0.12557756900787354","0.12557756900787354","0.12557756900787354","0.320018470287323","0.320018470287323","0.320018470287323","0.3252023160457611","0.3252023160457611","0.3252023160457611","0.2567630708217621","0.2567630708217621","0.2567630708217621","0.2665241062641144","0.2665241062641144","0.2665241062641144","0.2773822546005249","0.2773822546005249","0.2773822546005249","0.2425994873046875","0.2425994873046875","0.2425994873046875"
"100","0.12339457869529724","0.12339457869529724","0.12339457869529724","0.1353932023048401","0.1353932023048401","0.1353932023048401","0.31770581007003784","0.31770581007003784","0.31770581007003784","0.31806764006614685","0.31806764006614685","0.31806764006614685","0.10398662090301514","0.10398662090301514","0.10398662090301514","0.1233048141002655","0.1233048141002655","0.1233048141002655","0.31755077838897705","0.31755077838897705","0.31755077838897705","0.3202872574329376","0.3202872574329376","0.3202872574329376","0.25343960523605347","0.25343960523605347","0.25343960523605347","0.2541040778160095","0.2541040778160095","0.2541040778160095","0.2711288332939148","0.2711288332939148","0.2711288332939148","0.23318225145339966","0.23318225145339966","0.23318225145339966"
"102","0.12672975659370422","0.12672975659370422","0.12672975659370422","0.12926018238067627","0.12926018238067627","0.12926018238067627","0.3177069127559662","0.3177069127559662","0.3177069127559662","0.3175317645072937","0.3175317645072937","0.3175317645072937","0.10659530013799667","0.10659530013799667","0.10659530013799667","0.12479218095541","0.12479218095541","0.12479218095541","0.31764817237854004","0.31764817237854004","0.31764817237854004","0.32606035470962524","0.32606035470962524","0.32606035470962524","0.2591513991355896","0.2591513991355896","0.2591513991355896","0.26684582233428955","0.26684582233428955","0.26684582233428955","0.2729387879371643","0.2729387879371643","0.2729387879371643","0.23850977420806885","0.23850977420806885","0.23850977420806885"
"104","0.12346300482749939","0.12346300482749939","0.12346300482749939","0.13212090730667114","0.13212090730667114","0.13212090730667114","0.31769800186157227","0.31769800186157227","0.31769800186157227","0.31521880626678467","0.31521880626678467","0.31521880626678467","0.10500751435756683","0.10500751435756683","0.10500751435756683","0.12427614629268646","0.12427614629268646","0.12427614629268646","0.31489720940589905","0.31489720940589905","0.31489720940589905","0.32483136653900146","0.32483136653900146","0.32483136653900146","0.2604171633720398","0.2604171633720398","0.2604171633720398","0.268377423286438","0.268377423286438","0.268377423286438","0.2541319727897644","0.2541319727897644","0.2541319727897644","0.2263340801000595","0.2263340801000595","0.2263340801000595"
"106","0.13358406722545624","0.13358406722545624","0.13358406722545624","0.13440971076488495","0.13440971076488495","0.13440971076488495","0.3177410364151001","0.3177410364151001","0.3177410364151001","0.3179958760738373","0.3179958760738373","0.3179958760738373","0.11546780914068222","0.11546780914068222","0.11546780914068222","0.1260530948638916","0.1260530948638916","0.1260530948638916","0.31467559933662415","0.31467559933662415","0.31467559933662415","0.3266507387161255","0.3266507387161255","0.3266507387161255","0.2628120183944702","0.2628120183944702","0.2628120183944702","0.27279675006866455","0.27279675006866455","0.27279675006866455","0.2630860507488251","0.2630860507488251","0.2630860507488251","0.2284211963415146","0.2284211963415146","0.2284211963415146"
"108","0.11721685528755188","0.11721685528755188","0.11721685528755188","0.13994434475898743","0.13994434475898743","0.13994434475898743","0.317751407623291","0.317751407623291","0.317751407623291","0.3170930743217468","0.3170930743217468","0.3170930743217468","0.10859379172325134","0.10859379172325134","0.10859379172325134","0.11139091849327087","0.11139091849327087","0.11139091849327087","0.3178452253341675","0.3178452253341675","0.3178452253341675","0.3168805241584778","0.3168805241584778","0.3168805241584778","0.26951396465301514","0.26951396465301514","0.26951396465301514","0.2686966359615326","0.2686966359615326","0.2686966359615326","0.25568723678588867","0.25568723678588867","0.25568723678588867","0.22576968371868134","0.22576968371868134","0.22576968371868134"
"110","0.13619861006736755","0.13619861006736755","0.13619861006736755","0.1369727998971939","0.1369727998971939","0.1369727998971939","0.317717969417572","0.317717969417572","0.317717969417572","0.3180948495864868","0.3180948495864868","0.3180948495864868","0.11197175830602646","0.11197175830602646","0.11197175830602646","0.12254287302494049","0.12254287302494049","0.12254287302494049","0.320141077041626","0.320141077041626","0.320141077041626","0.32299500703811646","0.32299500703811646","0.32299500703811646","0.2666254937648773","0.2666254937648773","0.2666254937648773","0.2726406157016754","0.2726406157016754","0.2726406157016754","0.26966220140457153","0.26966220140457153","0.26966220140457153","0.2482919692993164","0.2482919692993164","0.2482919692993164"
"112","0.13422337174415588","0.13422337174415588","0.13422337174415588","0.13389749825000763","0.13389749825000763","0.13389749825000763","0.31777870655059814","0.31777870655059814","0.31777870655059814","0.3177013397216797","0.3177013397216797","0.3177013397216797","0.10569238662719727","0.10569238662719727","0.10569238662719727","0.12113368511199951","0.12113368511199951","0.12113368511199951","0.3159042298793793","0.3159042298793793","0.3159042298793793","0.32834190130233765","0.32834190130233765","0.32834190130233765","0.2687363624572754","0.2687363624572754","0.2687363624572754","0.28444814682006836","0.28444814682006836","0.28444814682006836","0.26105061173439026","0.26105061173439026","0.26105061173439026","0.23660755157470703","0.23660755157470703","0.23660755157470703"
"114","0.1376403421163559","0.1376403421163559","0.1376403421163559","0.13527607917785645","0.13527607917785645","0.13527607917785645","0.31774696707725525","0.31774696707725525","0.31774696707725525","0.31630876660346985","0.31630876660346985","0.31630876660346985","0.11755909025669098","0.11755909025669098","0.11755909025669098","0.13234516978263855","0.13234516978263855","0.13234516978263855","0.31984269618988037","0.31984269618988037","0.31984269618988037","0.3161427080631256","0.3161427080631256","0.3161427080631256","0.2729015052318573","0.2729015052318573","0.2729015052318573","0.2839950919151306","0.2839950919151306","0.2839950919151306","0.25891321897506714","0.25891321897506714","0.25891321897506714","0.24013745784759521","0.24013745784759521","0.24013745784759521"
"116","0.1299699991941452","0.1299699991941452","0.1299699991941452","0.13925659656524658","0.13925659656524658","0.13925659656524658","0.31773778796195984","0.31773778796195984","0.31773778796195984","0.3155198097229004","0.3155198097229004","0.3155198097229004","0.11903518438339233","0.11903518438339233","0.11903518438339233","0.13065311312675476","0.13065311312675476","0.13065311312675476","0.3195269703865051","0.3195269703865051","0.3195269703865051","0.32672587037086487","0.32672587037086487","0.32672587037086487","0.26975879073143005","0.26975879073143005","0.26975879073143005","0.2926303446292877","0.2926303446292877","0.2926303446292877","0.24086639285087585","0.24086639285087585","0.24086639285087585","0.2342953383922577","0.2342953383922577","0.2342953383922577"
"118","0.14075441658496857","0.14075441658496857","0.14075441658496857","0.14178980886936188","0.14178980886936188","0.14178980886936188","0.3177169859409332","0.3177169859409332","0.3177169859409332","0.3179776668548584","0.3179776668548584","0.3179776668548584","0.12123977392911911","0.12123977392911911","0.12123977392911911","0.13289789855480194","0.13289789855480194","0.13289789855480194","0.31688737869262695","0.31688737869262695","0.31688737869262695","0.32148873805999756","0.32148873805999756","0.32148873805999756","0.27109259366989136","0.27109259366989136","0.27109259366989136","0.2774030864238739","0.2774030864238739","0.2774030864238739","0.2514120042324066","0.2514120042324066","0.2514120042324066","0.266060471534729","0.266060471534729","0.266060471534729"
"120","0.14773178100585938","0.14773178100585938","0.14773178100585938","0.14563265442848206","0.14563265442848206","0.14563265442848206","0.3177322745323181","0.3177322745323181","0.3177322745323181","0.3176330626010895","0.3176330626010895","0.3176330626010895","0.12854991853237152","0.12854991853237152","0.12854991853237152","0.1290525645017624","0.1290525645017624","0.1290525645017624","0.31801608204841614","0.31801608204841614","0.31801608204841614","0.3232007920742035","0.3232007920742035","0.3232007920742035","0.2726932466030121","0.2726932466030121","0.2726932466030121","0.2806403338909149","0.2806403338909149","0.2806403338909149","0.26393985748291016","0.26393985748291016","0.26393985748291016","0.2622329890727997","0.2622329890727997","0.2622329890727997"
"122","0.13948112726211548","0.13948112726211548","0.13948112726211548","0.13862040638923645","0.13862040638923645","0.13862040638923645","0.31777623295783997","0.31777623295783997","0.31777623295783997","0.31782054901123047","0.31782054901123047","0.31782054901123047","0.10516586154699326","0.10516586154699326","0.10516586154699326","0.13370206952095032","0.13370206952095032","0.13370206952095032","0.3179144561290741","0.3179144561290741","0.3179144561290741","0.32409000396728516","0.32409000396728516","0.32409000396728516","0.2707957923412323","0.2707957923412323","0.2707957923412323","0.29034584760665894","0.29034584760665894","0.29034584760665894","0.2528725266456604","0.2528725266456604","0.2528725266456604","0.2349650114774704","0.2349650114774704","0.2349650114774704"
"124","0.15155363082885742","0.15155363082885742","0.15155363082885742","0.1444939374923706","0.1444939374923706","0.1444939374923706","0.3177720308303833","0.3177720308303833","0.3177720308303833","0.3247680068016052","0.3247680068016052","0.3247680068016052","0.1262129843235016","0.1262129843235016","0.1262129843235016","0.1362316906452179","0.1362316906452179","0.1362316906452179","0.3183722496032715","0.3183722496032715","0.3183722496032715","0.32139694690704346","0.32139694690704346","0.32139694690704346","0.2814575433731079","0.2814575433731079","0.2814575433731079","0.2911466658115387","0.2911466658115387","0.2911466658115387","0.2584686279296875","0.2584686279296875","0.2584686279296875","0.260987251996994","0.260987251996994","0.260987251996994"
"126","0.15173937380313873","0.15173937380313873","0.15173937380313873","0.14591963589191437","0.14591963589191437","0.14591963589191437","0.3177543878555298","0.3177543878555298","0.3177543878555298","0.31784337759017944","0.31784337759017944","0.31784337759017944","0.11631374061107635","0.11631374061107635","0.11631374061107635","0.13741225004196167","0.13741225004196167","0.13741225004196167","0.3132871389389038","0.3132871389389038","0.3132871389389038","0.3196793794631958","0.3196793794631958","0.3196793794631958","0.2780633568763733","0.2780633568763733","0.2780633568763733","0.28444352746009827","0.28444352746009827","0.28444352746009827","0.26045846939086914","0.26045846939086914","0.26045846939086914","0.2591480016708374","0.2591480016708374","0.2591480016708374"
"128","0.15768340229988098","0.15768340229988098","0.15768340229988098","0.1359127163887024","0.1359127163887024","0.1359127163887024","0.31779664754867554","0.31779664754867554","0.31779664754867554","0.31768500804901123","0.31768500804901123","0.31768500804901123","0.12445174157619476","0.12445174157619476","0.12445174157619476","0.14013215899467468","0.14013215899467468","0.14013215899467468","0.31801363825798035","0.31801363825798035","0.31801363825798035","0.3157423734664917","0.3157423734664917","0.3157423734664917","0.27921274304389954","0.27921274304389954","0.27921274304389954","0.2918888032436371","0.2918888032436371","0.2918888032436371","0.25482794642448425","0.25482794642448425","0.25482794642448425","0.2596922516822815","0.2596922516822815","0.2596922516822815"
"130","0.1646367758512497","0.1646367758512497","0.1646367758512497","0.14189280569553375","0.14189280569553375","0.14189280569553375","0.3177955746650696","0.3177955746650696","0.3177955746650696","0.317933052778244","0.317933052778244","0.317933052778244","0.1295659989118576","0.1295659989118576","0.1295659989118576","0.14264366030693054","0.14264366030693054","0.14264366030693054","0.3213414251804352","0.3213414251804352","0.3213414251804352","0.32497847080230713","0.32497847080230713","0.32497847080230713","0.28117236495018005","0.28117236495018005","0.28117236495018005","0.28617072105407715","0.28617072105407715","0.28617072105407715","0.26975762844085693","0.26975762844085693","0.26975762844085693","0.26587527990341187","0.26587527990341187","0.26587527990341187"
"132","0.1515112817287445","0.1515112817287445","0.1515112817287445","0.14435100555419922","0.14435100555419922","0.14435100555419922","0.31784188747406006","0.31784188747406006","0.31784188747406006","0.31779929995536804","0.31779929995536804","0.31779929995536804","0.1249207854270935","0.1249207854270935","0.1249207854270935","0.14824959635734558","0.14824959635734558","0.14824959635734558","0.31806066632270813","0.31806066632270813","0.31806066632270813","0.3220471143722534","0.3220471143722534","0.3220471143722534","0.28332868218421936","0.28332868218421936","0.28332868218421936","0.27888351678848267","0.27888351678848267","0.27888351678848267","0.26984307169914246","0.26984307169914246","0.26984307169914246","0.2602140009403229","0.2602140009403229","0.2602140009403229"
"134","0.15939027070999146","0.15939027070999146","0.15939027070999146","0.1494443416595459","0.1494443416595459","0.1494443416595459","0.31778275966644287","0.31778275966644287","0.31778275966644287","0.31765997409820557","0.31765997409820557","0.31765997409820557","0.12359274923801422","0.12359274923801422","0.12359274923801422","0.15094208717346191","0.15094208717346191","0.15094208717346191","0.31779393553733826","0.31779393553733826","0.31779393553733826","0.3202788233757019","0.3202788233757019","0.3202788233757019","0.28201961517333984","0.28201961517333984","0.28201961517333984","0.2890968322753906","0.2890968322753906","0.2890968322753906","0.2687811553478241","0.2687811553478241","0.2687811553478241","0.2662210166454315","0.2662210166454315","0.2662210166454315"
"136","0.16881045699119568","0.16881045699119568","0.16881045699119568","0.14864809811115265","0.14864809811115265","0.14864809811115265","0.31786301732063293","0.31786301732063293","0.31786301732063293","0.31797659397125244","0.31797659397125244","0.31797659397125244","0.13244003057479858","0.13244003057479858","0.13244003057479858","0.1475641280412674","0.1475641280412674","0.1475641280412674","0.32042309641838074","0.32042309641838074","0.32042309641838074","0.3210184872150421","0.3210184872150421","0.3210184872150421","0.2861192226409912","0.2861192226409912","0.2861192226409912","0.2890578806400299","0.2890578806400299","0.2890578806400299","0.2726483941078186","0.2726483941078186","0.2726483941078186","0.267864465713501","0.267864465713501","0.267864465713501"
"138","0.17160353064537048","0.17160353064537048","0.17160353064537048","0.1500871479511261","0.1500871479511261","0.1500871479511261","0.31779277324676514","0.31779277324676514","0.31779277324676514","0.3174182176589966","0.3174182176589966","0.3174182176589966","0.13012778759002686","0.13012778759002686","0.13012778759002686","0.15536989271640778","0.15536989271640778","0.15536989271640778","0.31560060381889343","0.31560060381889343","0.31560060381889343","0.3218068480491638","0.3218068480491638","0.3218068480491638","0.2810814380645752","0.2810814380645752","0.2810814380645752","0.28646355867385864","0.28646355867385864","0.28646355867385864","0.26798778772354126","0.26798778772354126","0.26798778772354126","0.2683413028717041","0.2683413028717041","0.2683413028717041"
"140","0.16313806176185608","0.16313806176185608","0.16313806176185608","0.14841921627521515","0.14841921627521515","0.14841921627521515","0.31787386536598206","0.31787386536598206","0.31787386536598206","0.3176233768463135","0.3176233768463135","0.3176233768463135","0.13866658508777618","0.13866658508777618","0.13866658508777618","0.14847972989082336","0.14847972989082336","0.14847972989082336","0.3180639445781708","0.3180639445781708","0.3180639445781708","0.32054603099823","0.32054603099823","0.32054603099823","0.28776314854621887","0.28776314854621887","0.28776314854621887","0.29192307591438293","0.29192307591438293","0.29192307591438293","0.2720378637313843","0.2720378637313843","0.2720378637313843","0.2662753462791443","0.2662753462791443","0.2662753462791443"
"142","0.16952425241470337","0.16952425241470337","0.16952425241470337","0.15133865177631378","0.15133865177631378","0.15133865177631378","0.3177747130393982","0.3177747130393982","0.3177747130393982","0.31787827610969543","0.31787827610969543","0.31787827610969543","0.13193807005882263","0.13193807005882263","0.13193807005882263","0.1499074101448059","0.1499074101448059","0.1499074101448059","0.3161219358444214","0.3161219358444214","0.3161219358444214","0.3238131105899811","0.3238131105899811","0.3238131105899811","0.2871408462524414","0.2871408462524414","0.2871408462524414","0.2893097400665283","0.2893097400665283","0.2893097400665283","0.2772454023361206","0.2772454023361206","0.2772454023361206","0.26961642503738403","0.26961642503738403","0.26961642503738403"
"144","0.166412353515625","0.166412353515625","0.166412353515625","0.15138384699821472","0.15138384699821472","0.15138384699821472","0.31783902645111084","0.31783902645111084","0.31783902645111084","0.3180040717124939","0.3180040717124939","0.3180040717124939","0.132777139544487","0.132777139544487","0.132777139544487","0.15436068177223206","0.15436068177223206","0.15436068177223206","0.31928393244743347","0.31928393244743347","0.31928393244743347","0.32313740253448486","0.32313740253448486","0.32313740253448486","0.28561314940452576","0.28561314940452576","0.28561314940452576","0.28710436820983887","0.28710436820983887","0.28710436820983887","0.2766565978527069","0.2766565978527069","0.2766565978527069","0.27474772930145264","0.27474772930145264","0.27474772930145264"
"146","0.17943409085273743","0.17943409085273743","0.17943409085273743","0.15214888751506805","0.15214888751506805","0.15214888751506805","0.3178067207336426","0.3178067207336426","0.3178067207336426","0.31790027022361755","0.31790027022361755","0.31790027022361755","0.1374203860759735","0.1374203860759735","0.1374203860759735","0.16472971439361572","0.16472971439361572","0.16472971439361572","0.3179524540901184","0.3179524540901184","0.3179524540901184","0.32806599140167236","0.32806599140167236","0.32806599140167236","0.28888019919395447","0.28888019919395447","0.28888019919395447","0.2854023575782776","0.2854023575782776","0.2854023575782776","0.2806047201156616","0.2806047201156616","0.2806047201156616","0.27775734663009644","0.27775734663009644","0.27775734663009644"
"148","0.17677371203899384","0.17677371203899384","0.17677371203899384","0.15700148046016693","0.15700148046016693","0.15700148046016693","0.3177950382232666","0.3177950382232666","0.3177950382232666","0.3179626762866974","0.3179626762866974","0.3179626762866974","0.13351735472679138","0.13351735472679138","0.13351735472679138","0.1645994931459427","0.1645994931459427","0.1645994931459427","0.32075804471969604","0.32075804471969604","0.32075804471969604","0.3206132650375366","0.3206132650375366","0.3206132650375366","0.2889435291290283","0.2889435291290283","0.2889435291290283","0.28910601139068604","0.28910601139068604","0.28910601139068604","0.2790432870388031","0.2790432870388031","0.2790432870388031","0.2684118151664734","0.2684118151664734","0.2684118151664734"
