"Step","VOWELS_VMD_b10_DUAL_bs16 - divergence_positive_z","VOWELS_VMD_b10_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_VMD_b10_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_EMD_b10_DUAL_bs16 - divergence_positive_z","VOWELS_EMD_b10_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_EMD_b10_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_EMD_b0_DUAL_bs16 - divergence_positive_z","VOWELS_EMD_b0_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_EMD_b0_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_VMD_b0_DUAL_bs16 - divergence_positive_z","VOWELS_VMD_b0_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_VMD_b0_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b10_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_b10_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b10_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_EWT_b10_DUAL_bs16 - divergence_positive_z","VOWELS_EWT_b10_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_EWT_b10_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_EWT_b0_DUAL_bs16 - divergence_positive_z","VOWELS_EWT_b0_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_EWT_b0_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_EWT_b1_DUAL_bs16 - divergence_positive_z","VOWELS_EWT_b1_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_EWT_b1_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_EMD_b1_DUAL_bs16 - divergence_positive_z","VOWELS_EMD_b1_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_EMD_b1_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_VMD_b1_DUAL_bs16 - divergence_positive_z","VOWELS_VMD_b1_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_VMD_b1_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_z__MAX"
"72","0.35010069608688354","0.35010069608688354","0.35010069608688354","0.3721817433834076","0.3721817433834076","0.3721817433834076","0.4127304255962372","0.4127304255962372","0.4127304255962372","0.40746206045150757","0.40746206045150757","0.40746206045150757","0.3864990174770355","0.3864990174770355","0.3864990174770355","0.338103711605072","0.338103711605072","0.338103711605072","0.3870677947998047","0.3870677947998047","0.3870677947998047","0.4044939875602722","0.4044939875602722","0.4044939875602722","0.4298427700996399","0.4298427700996399","0.4298427700996399","0.3845847547054291","0.3845847547054291","0.3845847547054291","0.4226799011230469","0.4226799011230469","0.4226799011230469","0.4285000264644623","0.4285000264644623","0.4285000264644623"
"74","0.35703015327453613","0.35703015327453613","0.35703015327453613","0.25735050439834595","0.25735050439834595","0.25735050439834595","0.39926618337631226","0.39926618337631226","0.39926618337631226","0.4139889180660248","0.4139889180660248","0.4139889180660248","0.3813313841819763","0.3813313841819763","0.3813313841819763","0.3610774874687195","0.3610774874687195","0.3610774874687195","0.38994109630584717","0.38994109630584717","0.38994109630584717","0.386260449886322","0.386260449886322","0.386260449886322","0.42320823669433594","0.42320823669433594","0.42320823669433594","0.42065033316612244","0.42065033316612244","0.42065033316612244","0.4160122871398926","0.4160122871398926","0.4160122871398926","0.4223679006099701","0.4223679006099701","0.4223679006099701"
"76","0.35867759585380554","0.35867759585380554","0.35867759585380554","0.3642284572124481","0.3642284572124481","0.3642284572124481","0.3949352204799652","0.3949352204799652","0.3949352204799652","0.4051007628440857","0.4051007628440857","0.4051007628440857","0.33835896849632263","0.33835896849632263","0.33835896849632263","0.37030673027038574","0.37030673027038574","0.37030673027038574","0.38089415431022644","0.38089415431022644","0.38089415431022644","0.4199429154396057","0.4199429154396057","0.4199429154396057","0.40574201941490173","0.40574201941490173","0.40574201941490173","0.4012329578399658","0.4012329578399658","0.4012329578399658","0.39794135093688965","0.39794135093688965","0.39794135093688965","0.38480252027511597","0.38480252027511597","0.38480252027511597"
"78","0.40029847621917725","0.40029847621917725","0.40029847621917725","0.38352343440055847","0.38352343440055847","0.38352343440055847","0.38975316286087036","0.38975316286087036","0.38975316286087036","0.40047845244407654","0.40047845244407654","0.40047845244407654","0.3784676790237427","0.3784676790237427","0.3784676790237427","0.35878413915634155","0.35878413915634155","0.35878413915634155","0.3735506236553192","0.3735506236553192","0.3735506236553192","0.3440952003002167","0.3440952003002167","0.3440952003002167","0.41876220703125","0.41876220703125","0.41876220703125","0.4444344937801361","0.4444344937801361","0.4444344937801361","0.40779954195022583","0.40779954195022583","0.40779954195022583","0.4397317171096802","0.4397317171096802","0.4397317171096802"
"80","0.385775625705719","0.385775625705719","0.385775625705719","0.39928138256073","0.39928138256073","0.39928138256073","0.3896109461784363","0.3896109461784363","0.3896109461784363","0.4216017723083496","0.4216017723083496","0.4216017723083496","0.34061115980148315","0.34061115980148315","0.34061115980148315","0.32859352231025696","0.32859352231025696","0.32859352231025696","0.3907872438430786","0.3907872438430786","0.3907872438430786","0.3982987403869629","0.3982987403869629","0.3982987403869629","0.44844257831573486","0.44844257831573486","0.44844257831573486","0.45045942068099976","0.45045942068099976","0.45045942068099976","0.42760592699050903","0.42760592699050903","0.42760592699050903","0.43009257316589355","0.43009257316589355","0.43009257316589355"
"82","0.3694273829460144","0.3694273829460144","0.3694273829460144","0.3338375687599182","0.3338375687599182","0.3338375687599182","0.35574764013290405","0.35574764013290405","0.35574764013290405","0.47861430048942566","0.47861430048942566","0.47861430048942566","0.38488420844078064","0.38488420844078064","0.38488420844078064","0.3671647012233734","0.3671647012233734","0.3671647012233734","0.3552417457103729","0.3552417457103729","0.3552417457103729","0.2987210154533386","0.2987210154533386","0.2987210154533386","0.4447725713253021","0.4447725713253021","0.4447725713253021","0.45391425490379333","0.45391425490379333","0.45391425490379333","0.4010910391807556","0.4010910391807556","0.4010910391807556","0.4304114580154419","0.4304114580154419","0.4304114580154419"
"84","0.3846939504146576","0.3846939504146576","0.3846939504146576","0.4024497866630554","0.4024497866630554","0.4024497866630554","0.37955665588378906","0.37955665588378906","0.37955665588378906","0.4075414538383484","0.4075414538383484","0.4075414538383484","0.3605455756187439","0.3605455756187439","0.3605455756187439","0.3779545724391937","0.3779545724391937","0.3779545724391937","0.3886592388153076","0.3886592388153076","0.3886592388153076","0.36142534017562866","0.36142534017562866","0.36142534017562866","0.430112361907959","0.430112361907959","0.430112361907959","0.453378289937973","0.453378289937973","0.453378289937973","0.41481906175613403","0.41481906175613403","0.41481906175613403","0.40443870425224304","0.40443870425224304","0.40443870425224304"
"86","0.4109242558479309","0.4109242558479309","0.4109242558479309","0.37439095973968506","0.37439095973968506","0.37439095973968506","0.4044150710105896","0.4044150710105896","0.4044150710105896","0.43015608191490173","0.43015608191490173","0.43015608191490173","0.3629959523677826","0.3629959523677826","0.3629959523677826","0.39037466049194336","0.39037466049194336","0.39037466049194336","0.3917585015296936","0.3917585015296936","0.3917585015296936","0.4075758159160614","0.4075758159160614","0.4075758159160614","0.387961208820343","0.387961208820343","0.387961208820343","0.43102115392684937","0.43102115392684937","0.43102115392684937","0.43893346190452576","0.43893346190452576","0.43893346190452576","0.42978519201278687","0.42978519201278687","0.42978519201278687"
"88","0.3421485424041748","0.3421485424041748","0.3421485424041748","0.39919957518577576","0.39919957518577576","0.39919957518577576","0.3619120121002197","0.3619120121002197","0.3619120121002197","0.4201781749725342","0.4201781749725342","0.4201781749725342","0.3150259256362915","0.3150259256362915","0.3150259256362915","0.3620694577693939","0.3620694577693939","0.3620694577693939","0.36980175971984863","0.36980175971984863","0.36980175971984863","0.3281601667404175","0.3281601667404175","0.3281601667404175","0.41087421774864197","0.41087421774864197","0.41087421774864197","0.4238860011100769","0.4238860011100769","0.4238860011100769","0.44559988379478455","0.44559988379478455","0.44559988379478455","0.3959447145462036","0.3959447145462036","0.3959447145462036"
"90","0.38899073004722595","0.38899073004722595","0.38899073004722595","0.33010292053222656","0.33010292053222656","0.33010292053222656","0.399380624294281","0.399380624294281","0.399380624294281","0.434488981962204","0.434488981962204","0.434488981962204","0.3496008813381195","0.3496008813381195","0.3496008813381195","0.36572182178497314","0.36572182178497314","0.36572182178497314","0.3827137351036072","0.3827137351036072","0.3827137351036072","0.382321834564209","0.382321834564209","0.382321834564209","0.40101584792137146","0.40101584792137146","0.40101584792137146","0.44905537366867065","0.44905537366867065","0.44905537366867065","0.41413259506225586","0.41413259506225586","0.41413259506225586","0.43049049377441406","0.43049049377441406","0.43049049377441406"
"92","0.358987033367157","0.358987033367157","0.358987033367157","0.32125845551490784","0.32125845551490784","0.32125845551490784","0.3846529722213745","0.3846529722213745","0.3846529722213745","0.423326313495636","0.423326313495636","0.423326313495636","0.3299756348133087","0.3299756348133087","0.3299756348133087","0.373068630695343","0.373068630695343","0.373068630695343","0.38722020387649536","0.38722020387649536","0.38722020387649536","0.3870939612388611","0.3870939612388611","0.3870939612388611","0.4258746802806854","0.4258746802806854","0.4258746802806854","0.4173210561275482","0.4173210561275482","0.4173210561275482","0.40106505155563354","0.40106505155563354","0.40106505155563354","0.4164603352546692","0.4164603352546692","0.4164603352546692"
"94","0.3922901153564453","0.3922901153564453","0.3922901153564453","0.3597320020198822","0.3597320020198822","0.3597320020198822","0.41830572485923767","0.41830572485923767","0.41830572485923767","0.4134519696235657","0.4134519696235657","0.4134519696235657","0.3843529224395752","0.3843529224395752","0.3843529224395752","0.3823629319667816","0.3823629319667816","0.3823629319667816","0.39202529191970825","0.39202529191970825","0.39202529191970825","0.40769219398498535","0.40769219398498535","0.40769219398498535","0.4147462248802185","0.4147462248802185","0.4147462248802185","0.4267064332962036","0.4267064332962036","0.4267064332962036","0.40512412786483765","0.40512412786483765","0.40512412786483765","0.41380584239959717","0.41380584239959717","0.41380584239959717"
"96","0.3832687735557556","0.3832687735557556","0.3832687735557556","0.3993667960166931","0.3993667960166931","0.3993667960166931","0.3981308341026306","0.3981308341026306","0.3981308341026306","0.4019385278224945","0.4019385278224945","0.4019385278224945","0.3470650315284729","0.3470650315284729","0.3470650315284729","0.4031038284301758","0.4031038284301758","0.4031038284301758","0.37025952339172363","0.37025952339172363","0.37025952339172363","0.3568227291107178","0.3568227291107178","0.3568227291107178","0.43739670515060425","0.43739670515060425","0.43739670515060425","0.42598530650138855","0.42598530650138855","0.42598530650138855","0.4221371114253998","0.4221371114253998","0.4221371114253998","0.4150507152080536","0.4150507152080536","0.4150507152080536"
"98","0.39655864238739014","0.39655864238739014","0.39655864238739014","0.39555567502975464","0.39555567502975464","0.39555567502975464","0.42200422286987305","0.42200422286987305","0.42200422286987305","0.4327031075954437","0.4327031075954437","0.4327031075954437","0.37978026270866394","0.37978026270866394","0.37978026270866394","0.3672545850276947","0.3672545850276947","0.3672545850276947","0.39825552701950073","0.39825552701950073","0.39825552701950073","0.38445568084716797","0.38445568084716797","0.38445568084716797","0.4222099781036377","0.4222099781036377","0.4222099781036377","0.42336830496788025","0.42336830496788025","0.42336830496788025","0.4493892788887024","0.4493892788887024","0.4493892788887024","0.43122681975364685","0.43122681975364685","0.43122681975364685"
"100","0.3807917535305023","0.3807917535305023","0.3807917535305023","0.3806520402431488","0.3806520402431488","0.3806520402431488","0.38405466079711914","0.38405466079711914","0.38405466079711914","0.42382848262786865","0.42382848262786865","0.42382848262786865","0.3758147358894348","0.3758147358894348","0.3758147358894348","0.3869265019893646","0.3869265019893646","0.3869265019893646","0.39210063219070435","0.39210063219070435","0.39210063219070435","0.37525349855422974","0.37525349855422974","0.37525349855422974","0.4061102569103241","0.4061102569103241","0.4061102569103241","0.4443605840206146","0.4443605840206146","0.4443605840206146","0.4168240427970886","0.4168240427970886","0.4168240427970886","0.4254966974258423","0.4254966974258423","0.4254966974258423"
"102","0.3848053812980652","0.3848053812980652","0.3848053812980652","0.3406538665294647","0.3406538665294647","0.3406538665294647","0.37184712290763855","0.37184712290763855","0.37184712290763855","0.3915235698223114","0.3915235698223114","0.3915235698223114","0.3440888822078705","0.3440888822078705","0.3440888822078705","0.37344154715538025","0.37344154715538025","0.37344154715538025","0.3539625108242035","0.3539625108242035","0.3539625108242035","0.36769312620162964","0.36769312620162964","0.36769312620162964","0.4363285005092621","0.4363285005092621","0.4363285005092621","0.4502585530281067","0.4502585530281067","0.4502585530281067","0.4223487079143524","0.4223487079143524","0.4223487079143524","0.4198547601699829","0.4198547601699829","0.4198547601699829"
"104","0.36470741033554077","0.36470741033554077","0.36470741033554077","0.40720662474632263","0.40720662474632263","0.40720662474632263","0.41100725531578064","0.41100725531578064","0.41100725531578064","0.403656005859375","0.403656005859375","0.403656005859375","0.3737905025482178","0.3737905025482178","0.3737905025482178","0.39866122603416443","0.39866122603416443","0.39866122603416443","0.3781778812408447","0.3781778812408447","0.3781778812408447","0.35109397768974304","0.35109397768974304","0.35109397768974304","0.42947229743003845","0.42947229743003845","0.42947229743003845","0.43799901008605957","0.43799901008605957","0.43799901008605957","0.4387363791465759","0.4387363791465759","0.4387363791465759","0.40568095445632935","0.40568095445632935","0.40568095445632935"
"106","0.3550173044204712","0.3550173044204712","0.3550173044204712","0.37360960245132446","0.37360960245132446","0.37360960245132446","0.39089319109916687","0.39089319109916687","0.39089319109916687","0.3963612914085388","0.3963612914085388","0.3963612914085388","0.3354211747646332","0.3354211747646332","0.3354211747646332","0.41224461793899536","0.41224461793899536","0.41224461793899536","0.39387089014053345","0.39387089014053345","0.39387089014053345","0.3828633725643158","0.3828633725643158","0.3828633725643158","0.4382501244544983","0.4382501244544983","0.4382501244544983","0.4069206118583679","0.4069206118583679","0.4069206118583679","0.40635737776756287","0.40635737776756287","0.40635737776756287","0.4617348611354828","0.4617348611354828","0.4617348611354828"
"108","0.34328460693359375","0.34328460693359375","0.34328460693359375","0.4015565514564514","0.4015565514564514","0.4015565514564514","0.40129217505455017","0.40129217505455017","0.40129217505455017","0.4006809592247009","0.4006809592247009","0.4006809592247009","0.3509945869445801","0.3509945869445801","0.3509945869445801","0.38525065779685974","0.38525065779685974","0.38525065779685974","0.37292587757110596","0.37292587757110596","0.37292587757110596","0.38108330965042114","0.38108330965042114","0.38108330965042114","0.41605016589164734","0.41605016589164734","0.41605016589164734","0.40534287691116333","0.40534287691116333","0.40534287691116333","0.38684511184692383","0.38684511184692383","0.38684511184692383","0.4283003509044647","0.4283003509044647","0.4283003509044647"
"110","0.36736953258514404","0.36736953258514404","0.36736953258514404","0.3815186023712158","0.3815186023712158","0.3815186023712158","0.4178069531917572","0.4178069531917572","0.4178069531917572","0.4001866579055786","0.4001866579055786","0.4001866579055786","0.35384437441825867","0.35384437441825867","0.35384437441825867","0.37386101484298706","0.37386101484298706","0.37386101484298706","0.4277006983757019","0.4277006983757019","0.4277006983757019","0.41712531447410583","0.41712531447410583","0.41712531447410583","0.4007194936275482","0.4007194936275482","0.4007194936275482","0.4410630166530609","0.4410630166530609","0.4410630166530609","0.3828861713409424","0.3828861713409424","0.3828861713409424","0.4183502197265625","0.4183502197265625","0.4183502197265625"
"112","0.405407190322876","0.405407190322876","0.405407190322876","0.41508230566978455","0.41508230566978455","0.41508230566978455","0.38328981399536133","0.38328981399536133","0.38328981399536133","0.4148484170436859","0.4148484170436859","0.4148484170436859","0.3349447250366211","0.3349447250366211","0.3349447250366211","0.387645959854126","0.387645959854126","0.387645959854126","0.3662198483943939","0.3662198483943939","0.3662198483943939","0.377994179725647","0.377994179725647","0.377994179725647","0.4459081292152405","0.4459081292152405","0.4459081292152405","0.40735912322998047","0.40735912322998047","0.40735912322998047","0.39918088912963867","0.39918088912963867","0.39918088912963867","0.4456815719604492","0.4456815719604492","0.4456815719604492"
"114","0.429134726524353","0.429134726524353","0.429134726524353","0.4526137709617615","0.4526137709617615","0.4526137709617615","0.3745289444923401","0.3745289444923401","0.3745289444923401","0.40854382514953613","0.40854382514953613","0.40854382514953613","0.3535664677619934","0.3535664677619934","0.3535664677619934","0.41588079929351807","0.41588079929351807","0.41588079929351807","0.3843457102775574","0.3843457102775574","0.3843457102775574","0.3843247890472412","0.3843247890472412","0.3843247890472412","0.43037891387939453","0.43037891387939453","0.43037891387939453","0.4202842712402344","0.4202842712402344","0.4202842712402344","0.43465298414230347","0.43465298414230347","0.43465298414230347","0.4130677580833435","0.4130677580833435","0.4130677580833435"
"116","0.39622101187705994","0.39622101187705994","0.39622101187705994","0.41113805770874023","0.41113805770874023","0.41113805770874023","0.3704341650009155","0.3704341650009155","0.3704341650009155","0.3830491006374359","0.3830491006374359","0.3830491006374359","0.4073457717895508","0.4073457717895508","0.4073457717895508","0.3681480884552002","0.3681480884552002","0.3681480884552002","0.3588683605194092","0.3588683605194092","0.3588683605194092","0.38251256942749023","0.38251256942749023","0.38251256942749023","0.3915404677391052","0.3915404677391052","0.3915404677391052","0.4155310392379761","0.4155310392379761","0.4155310392379761","0.45229360461235046","0.45229360461235046","0.45229360461235046","0.41396403312683105","0.41396403312683105","0.41396403312683105"
"118","0.37645524740219116","0.37645524740219116","0.37645524740219116","0.37473711371421814","0.37473711371421814","0.37473711371421814","0.398703932762146","0.398703932762146","0.398703932762146","0.3776819705963135","0.3776819705963135","0.3776819705963135","0.34525689482688904","0.34525689482688904","0.34525689482688904","0.3856496810913086","0.3856496810913086","0.3856496810913086","0.3830924928188324","0.3830924928188324","0.3830924928188324","0.3648119568824768","0.3648119568824768","0.3648119568824768","0.4254330098628998","0.4254330098628998","0.4254330098628998","0.43545109033584595","0.43545109033584595","0.43545109033584595","0.35880714654922485","0.35880714654922485","0.35880714654922485","0.4221159815788269","0.4221159815788269","0.4221159815788269"
"120","0.38655608892440796","0.38655608892440796","0.38655608892440796","0.4442710876464844","0.4442710876464844","0.4442710876464844","0.3978108763694763","0.3978108763694763","0.3978108763694763","0.38753360509872437","0.38753360509872437","0.38753360509872437","0.39524489641189575","0.39524489641189575","0.39524489641189575","0.4131416082382202","0.4131416082382202","0.4131416082382202","0.3721545934677124","0.3721545934677124","0.3721545934677124","0.3796960115432739","0.3796960115432739","0.3796960115432739","0.4318317770957947","0.4318317770957947","0.4318317770957947","0.4318564832210541","0.4318564832210541","0.4318564832210541","0.42553970217704773","0.42553970217704773","0.42553970217704773","0.40784066915512085","0.40784066915512085","0.40784066915512085"
"122","0.39165768027305603","0.39165768027305603","0.39165768027305603","0.43596601486206055","0.43596601486206055","0.43596601486206055","0.3711315989494324","0.3711315989494324","0.3711315989494324","0.41285619139671326","0.41285619139671326","0.41285619139671326","0.35757964849472046","0.35757964849472046","0.35757964849472046","0.40886932611465454","0.40886932611465454","0.40886932611465454","0.3485186994075775","0.3485186994075775","0.3485186994075775","0.35294613242149353","0.35294613242149353","0.35294613242149353","0.4411972165107727","0.4411972165107727","0.4411972165107727","0.4003499746322632","0.4003499746322632","0.4003499746322632","0.42009827494621277","0.42009827494621277","0.42009827494621277","0.41402703523635864","0.41402703523635864","0.41402703523635864"
"124","0.39969879388809204","0.39969879388809204","0.39969879388809204","0.44046053290367126","0.44046053290367126","0.44046053290367126","0.3844343423843384","0.3844343423843384","0.3844343423843384","0.4041692614555359","0.4041692614555359","0.4041692614555359","0.36490392684936523","0.36490392684936523","0.36490392684936523","0.3524729609489441","0.3524729609489441","0.3524729609489441","0.38143134117126465","0.38143134117126465","0.38143134117126465","0.4004119038581848","0.4004119038581848","0.4004119038581848","0.41854846477508545","0.41854846477508545","0.41854846477508545","0.4033241868019104","0.4033241868019104","0.4033241868019104","0.3991129398345947","0.3991129398345947","0.3991129398345947","0.41277629137039185","0.41277629137039185","0.41277629137039185"
"126","0.423102468252182","0.423102468252182","0.423102468252182","0.2974303960800171","0.2974303960800171","0.2974303960800171","0.43478959798812866","0.43478959798812866","0.43478959798812866","0.41172704100608826","0.41172704100608826","0.41172704100608826","0.35957249999046326","0.35957249999046326","0.35957249999046326","0.36624452471733093","0.36624452471733093","0.36624452471733093","0.3913869261741638","0.3913869261741638","0.3913869261741638","0.411446213722229","0.411446213722229","0.411446213722229","0.4113820493221283","0.4113820493221283","0.4113820493221283","0.4304347038269043","0.4304347038269043","0.4304347038269043","0.38606977462768555","0.38606977462768555","0.38606977462768555","0.43425923585891724","0.43425923585891724","0.43425923585891724"
"128","0.4183727502822876","0.4183727502822876","0.4183727502822876","0.38988274335861206","0.38988274335861206","0.38988274335861206","0.40890151262283325","0.40890151262283325","0.40890151262283325","0.40816086530685425","0.40816086530685425","0.40816086530685425","0.40172773599624634","0.40172773599624634","0.40172773599624634","0.38877901434898376","0.38877901434898376","0.38877901434898376","0.3832022547721863","0.3832022547721863","0.3832022547721863","0.39570921659469604","0.39570921659469604","0.39570921659469604","0.3944166600704193","0.3944166600704193","0.3944166600704193","0.4186211824417114","0.4186211824417114","0.4186211824417114","0.4141570031642914","0.4141570031642914","0.4141570031642914","0.4220712184906006","0.4220712184906006","0.4220712184906006"
"130","0.34397172927856445","0.34397172927856445","0.34397172927856445","0.38130471110343933","0.38130471110343933","0.38130471110343933","0.41688334941864014","0.41688334941864014","0.41688334941864014","0.3935515582561493","0.3935515582561493","0.3935515582561493","0.36248621344566345","0.36248621344566345","0.36248621344566345","0.3996308445930481","0.3996308445930481","0.3996308445930481","0.3975205421447754","0.3975205421447754","0.3975205421447754","0.40271931886672974","0.40271931886672974","0.40271931886672974","0.40648460388183594","0.40648460388183594","0.40648460388183594","0.40965065360069275","0.40965065360069275","0.40965065360069275","0.3847474455833435","0.3847474455833435","0.3847474455833435","0.4376983046531677","0.4376983046531677","0.4376983046531677"
"132","0.39824438095092773","0.39824438095092773","0.39824438095092773","0.38574299216270447","0.38574299216270447","0.38574299216270447","0.4264357089996338","0.4264357089996338","0.4264357089996338","0.38109153509140015","0.38109153509140015","0.38109153509140015","0.3777793347835541","0.3777793347835541","0.3777793347835541","0.4052790105342865","0.4052790105342865","0.4052790105342865","0.3813018202781677","0.3813018202781677","0.3813018202781677","0.3775140643119812","0.3775140643119812","0.3775140643119812","0.38967618346214294","0.38967618346214294","0.38967618346214294","0.4310677647590637","0.4310677647590637","0.4310677647590637","0.4417944550514221","0.4417944550514221","0.4417944550514221","0.419605016708374","0.419605016708374","0.419605016708374"
"134","0.4225332736968994","0.4225332736968994","0.4225332736968994","0.3031446635723114","0.3031446635723114","0.3031446635723114","0.40231752395629883","0.40231752395629883","0.40231752395629883","0.41461408138275146","0.41461408138275146","0.41461408138275146","0.39877769351005554","0.39877769351005554","0.39877769351005554","0.41469240188598633","0.41469240188598633","0.41469240188598633","0.3828120231628418","0.3828120231628418","0.3828120231628418","0.38472098112106323","0.38472098112106323","0.38472098112106323","0.40903013944625854","0.40903013944625854","0.40903013944625854","0.4159078001976013","0.4159078001976013","0.4159078001976013","0.3675849139690399","0.3675849139690399","0.3675849139690399","0.4284077286720276","0.4284077286720276","0.4284077286720276"
"136","0.37153491377830505","0.37153491377830505","0.37153491377830505","0.38750624656677246","0.38750624656677246","0.38750624656677246","0.3964807987213135","0.3964807987213135","0.3964807987213135","0.39928460121154785","0.39928460121154785","0.39928460121154785","0.3867318034172058","0.3867318034172058","0.3867318034172058","0.40035590529441833","0.40035590529441833","0.40035590529441833","0.3492550849914551","0.3492550849914551","0.3492550849914551","0.374051034450531","0.374051034450531","0.374051034450531","0.37542593479156494","0.37542593479156494","0.37542593479156494","0.40406665205955505","0.40406665205955505","0.40406665205955505","0.41095399856567383","0.41095399856567383","0.41095399856567383","0.44216570258140564","0.44216570258140564","0.44216570258140564"
"138","0.40701016783714294","0.40701016783714294","0.40701016783714294","0.4134538173675537","0.4134538173675537","0.4134538173675537","0.40045690536499023","0.40045690536499023","0.40045690536499023","0.39574217796325684","0.39574217796325684","0.39574217796325684","0.19416633248329163","0.19416633248329163","0.19416633248329163","0.4059602618217468","0.4059602618217468","0.4059602618217468","0.38312453031539917","0.38312453031539917","0.38312453031539917","0.3807969093322754","0.3807969093322754","0.3807969093322754","0.3882245421409607","0.3882245421409607","0.3882245421409607","0.4179360568523407","0.4179360568523407","0.4179360568523407","0.3426806926727295","0.3426806926727295","0.3426806926727295","0.4134732186794281","0.4134732186794281","0.4134732186794281"
"140","0.4044545590877533","0.4044545590877533","0.4044545590877533","0.3303198218345642","0.3303198218345642","0.3303198218345642","0.3926987648010254","0.3926987648010254","0.3926987648010254","0.37703272700309753","0.37703272700309753","0.37703272700309753","0.37996411323547363","0.37996411323547363","0.37996411323547363","0.39128679037094116","0.39128679037094116","0.39128679037094116","0.3871184289455414","0.3871184289455414","0.3871184289455414","0.40193313360214233","0.40193313360214233","0.40193313360214233","0.38810548186302185","0.38810548186302185","0.38810548186302185","0.41151803731918335","0.41151803731918335","0.41151803731918335","0.45937439799308777","0.45937439799308777","0.45937439799308777","0.44865936040878296","0.44865936040878296","0.44865936040878296"
"142","0.3736231029033661","0.3736231029033661","0.3736231029033661","0.36955779790878296","0.36955779790878296","0.36955779790878296","0.38636326789855957","0.38636326789855957","0.38636326789855957","0.39918553829193115","0.39918553829193115","0.39918553829193115","0.34589284658432007","0.34589284658432007","0.34589284658432007","0.37532806396484375","0.37532806396484375","0.37532806396484375","0.3770771920681","0.3770771920681","0.3770771920681","0.3769037127494812","0.3769037127494812","0.3769037127494812","0.3977411687374115","0.3977411687374115","0.3977411687374115","0.39905425906181335","0.39905425906181335","0.39905425906181335","0.40098437666893005","0.40098437666893005","0.40098437666893005","0.4074849784374237","0.4074849784374237","0.4074849784374237"
"144","0.4137645661830902","0.4137645661830902","0.4137645661830902","0.3854365348815918","0.3854365348815918","0.3854365348815918","0.39208900928497314","0.39208900928497314","0.39208900928497314","0.37235355377197266","0.37235355377197266","0.37235355377197266","0.4114285707473755","0.4114285707473755","0.4114285707473755","0.4015980660915375","0.4015980660915375","0.4015980660915375","0.37688571214675903","0.37688571214675903","0.37688571214675903","0.3783521056175232","0.3783521056175232","0.3783521056175232","0.3983330726623535","0.3983330726623535","0.3983330726623535","0.40417560935020447","0.40417560935020447","0.40417560935020447","0.37854331731796265","0.37854331731796265","0.37854331731796265","0.40174955129623413","0.40174955129623413","0.40174955129623413"
"146","0.4076178967952728","0.4076178967952728","0.4076178967952728","0.39609330892562866","0.39609330892562866","0.39609330892562866","0.3912690579891205","0.3912690579891205","0.3912690579891205","0.38979101181030273","0.38979101181030273","0.38979101181030273","0.41453051567077637","0.41453051567077637","0.41453051567077637","0.37087282538414","0.37087282538414","0.37087282538414","0.40058308839797974","0.40058308839797974","0.40058308839797974","0.3988076150417328","0.3988076150417328","0.3988076150417328","0.40948861837387085","0.40948861837387085","0.40948861837387085","0.42143988609313965","0.42143988609313965","0.42143988609313965","0.33573442697525024","0.33573442697525024","0.33573442697525024","0.41762328147888184","0.41762328147888184","0.41762328147888184"
"148","0.418552964925766","0.418552964925766","0.418552964925766","0.33931073546409607","0.33931073546409607","0.33931073546409607","0.4056086540222168","0.4056086540222168","0.4056086540222168","0.3602520823478699","0.3602520823478699","0.3602520823478699","0.3819369077682495","0.3819369077682495","0.3819369077682495","0.399784654378891","0.399784654378891","0.399784654378891","0.3740052580833435","0.3740052580833435","0.3740052580833435","0.39452001452445984","0.39452001452445984","0.39452001452445984","0.4081670641899109","0.4081670641899109","0.4081670641899109","0.40113863348960876","0.40113863348960876","0.40113863348960876","0.4375736713409424","0.4375736713409424","0.4375736713409424","0.4264318645000458","0.4264318645000458","0.4264318645000458"
